2018년 01월,2018년 02월,2018년 03월,2018년 04월,2018년 05월,2018년 06월,2018년 07월,2018년 08월,2018년 09월,2018년 10월,2018년 11월,2018년 12월,2019년 01월,2019년 02월,2019년 03월,2019년 04월,2019년 05월,2019년 06월,2019년 07월,2019년 08월,2019년 09월,2019년 10월,2019년 11월,2019년 12월,2020년 01월,2020년 02월,2020년 03월,2020년 04월,2020년 05월,2020년 06월,2020년 07월,2020년 08월,2020년 09월,2020년 10월,2020년 11월,2020년 12월,2021년 01월,2021년 02월,2021년 03월,2021년 04월,2021년 05월,2021년 06월,2021년 07월,2021년 08월,2021년 09월,2021년 10월,2021년 11월,2021년 12월,2022년 01월,2022년 02월,2022년 03월,2022년 04월,2022년 05월,2022년 06월,2022년 07월,2022년 08월,2022년 09월,2022년 10월,2022년 11월,2022년 12월
1225370,1158286,1242419,1224908,1255538,1229007,1262663,1269756,1220801,1317326,1284000,1277139,1335227,1224861,1299077,1335439,1352708,1306021,1386304,1366461,1353010,1409294,1378452,1403067,1390649,1341258,1342549,1352298,1390829,1424233,1459766,1413960,1463040,1429324,1441986,1479019,1445101,1435969,1552210,1537082,1521860,1569729,1572713,1586988,1582648,1594754,1615429,1641630,1606632,1543715,1616396,1629253,1673560,1650809,1665038,1707435,1695378,1690747,1722780,1711199
