2018년 01월,2018년 02월,2018년 03월,2018년 04월,2018년 05월,2018년 06월,2018년 07월,2018년 08월,2018년 09월,2018년 10월,2018년 11월,2018년 12월,2019년 01월,2019년 02월,2019년 03월,2019년 04월,2019년 05월,2019년 06월,2019년 07월,2019년 08월,2019년 09월,2019년 10월,2019년 11월,2019년 12월,2020년 01월,2020년 02월,2020년 03월,2020년 04월,2020년 05월,2020년 06월,2020년 07월,2020년 08월,2020년 09월,2020년 10월,2020년 11월,2020년 12월,2021년 01월,2021년 02월,2021년 03월,2021년 04월,2021년 05월,2021년 06월,2021년 07월,2021년 08월,2021년 09월,2021년 10월,2021년 11월,2021년 12월,2022년 01월,2022년 02월,2022년 03월,2022년 04월,2022년 05월,2022년 06월,2022년 07월,2022년 08월,2022년 09월,2022년 10월,2022년 11월,2022년 12월
207866,189434,206627,200563,206255,197451,206864,204277,188419,213763,202991,203038,215985,184623,201624,208421,205807,196641,213332,204464,204249,213309,201434,209387,203538,190555,196031,195938,193030,203899,205740,194606,202709,194556,196660,205582,192215,186740,211259,201871,196850,207393,203244,202092,200074,198109,203856,208199,198713,185459,204373,197527,203200,199006,197867,204968,202000,194212,200806,201648
