2018년 01월,2018년 02월,2018년 03월,2018년 04월,2018년 05월,2018년 06월,2018년 07월,2018년 08월,2018년 09월,2018년 10월,2018년 11월,2018년 12월,2019년 01월,2019년 02월,2019년 03월,2019년 04월,2019년 05월,2019년 06월,2019년 07월,2019년 08월,2019년 09월,2019년 10월,2019년 11월,2019년 12월,2020년 01월,2020년 02월,2020년 03월,2020년 04월,2020년 05월,2020년 06월,2020년 07월,2020년 08월,2020년 09월,2020년 10월,2020년 11월,2020년 12월,2021년 01월,2021년 02월,2021년 03월,2021년 04월,2021년 05월,2021년 06월,2021년 07월,2021년 08월,2021년 09월,2021년 10월,2021년 11월,2021년 12월,2022년 01월,2022년 02월,2022년 03월,2022년 04월,2022년 05월,2022년 06월,2022년 07월,2022년 08월,2022년 09월,2022년 10월,2022년 11월,2022년 12월
52047,48243,52283,51527,53291,50776,53139,52234,49990,53976,52888,52267,55016,48312,51685,54637,53673,51252,55970,53831,51979,55768,53098,54312,53152,49957,50978,50796,50910,53628,54279,51610,53288,51827,52144,53542,50567,49384,55584,54388,52366,55421,55130,54780,54455,54113,55365,55483,53783,50022,54227,53303,54742,53650,53863,55277,53317,52908,55000,53634
