STD_YYYYMM,SIDO,비염환자(질병),아토피환자(질병),천식환자(질병),평균기온(기후),상대습도(기후),증기압(기후),최고기온(기후),최저기온(기후),풍속(기후),미세먼지,미세먼지(농도),미세먼지(농도80),초미세먼지,초미세먼지(농도),초미세먼지(농도35),아황산가스,아황산가스(농도0.05),아황산가스(농도),이산화질소,이산화질소(농도0.06),이산화질소(농도0.03),이산화질소(농도),일산화탄소,일산화탄소(농도9),일산화탄소(농도),차량수,구리(중금속),구리(농도),납(중금속),납(농도0.5),납(농도),니켈(중금속),니켈(농도),망간(중금속),망간(농도),비소(중금속),비소(농도),철(중금속),철(농도),카드뮴(중금속),카드뮴(농도),크롬(중금속),크롬(농도),비염환자(질병)_코로나증감폭,아토피환자(질병)_코로나증감폭,천식환자(질병)_코로나증감폭,평균기온(기후)_코로나증감폭,상대습도(기후)_코로나증감폭,증기압(기후)_코로나증감폭,최고기온(기후)_코로나증감폭,최저기온(기후)_코로나증감폭,풍속(기후)_코로나증감폭,미세먼지_코로나증감폭,초미세먼지_코로나증감폭,아황산가스_코로나증감폭,이산화질소_코로나증감폭,일산화탄소_코로나증감폭,구리(중금속)_코로나증감폭,납(중금속)_코로나증감폭,니켈(중금속)_코로나증감폭,망간(중금속)_코로나증감폭,비소(중금속)_코로나증감폭,철(중금속)_코로나증감폭,카드뮴(중금속)_코로나증감폭,크롬(중금속)_코로나증감폭
202211,인천광역시,122668,7602,9451,9.5,68.7,8.5,13.9,5.6,2.9,41.0,좋음,좋음,24.0,나쁨,좋음,0.004,좋음,좋음,0.026,좋음,좋음,나쁨,0.6,좋음,나쁨,1693367.0,0.0176,나쁨,0.0127,좋음,좋음,0.0024,좋음,0.0191,좋음,0.0018,좋음,0.427,좋음,0.0004,좋음,0.0033,좋음,-42,-2,-57,1,2,1,0,4,1,-20,-23,-35,-17,-12,8,-13,-27,-16,58,14,-6,6
202212,인천광역시,137922,8044,9042,-2.2,62.0,3.4,1.4,-5.8,3.4,38.0,좋음,좋음,20.0,좋음,좋음,0.004,좋음,좋음,0.024,좋음,좋음,나쁨,0.5,좋음,나쁨,1692760.0,0.01,좋음,0.0177,좋음,좋음,0.0015,좋음,0.0133,좋음,0.0194,나쁨,0.3212,좋음,0.0004,좋음,0.0023,좋음,-42,-2,-57,1,2,1,0,4,1,-20,-23,-35,-17,-12,8,-13,-27,-16,58,14,-6,6
201501,광주광역시,60461,4068,11895,1.7,66.0,4.6,6.2,-2.1,1.6,43.0,나쁨,좋음,27.0,나쁨,좋음,0.004,좋음,좋음,0.024,좋음,좋음,나쁨,0.6,좋음,나쁨,592020.0,0.0054,좋음,0.0254,좋음,나쁨,0.0014,좋음,0.0174,좋음,0.003,좋음,0.4231,좋음,0.0002,좋음,0.0009,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201502,광주광역시,72042,3739,13144,3.0,61.0,4.7,7.8,-0.9,1.8,59.0,나쁨,좋음,33.0,나쁨,좋음,0.004,좋음,좋음,0.021,좋음,좋음,나쁨,0.6,좋음,나쁨,593456.0,0.0053,좋음,0.0355,좋음,나쁨,0.0013,좋음,0.02,좋음,0.0035,좋음,0.509,좋음,0.0001,좋음,0.0011,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201503,광주광역시,76585,4663,13256,8.0,51.0,5.5,14.7,2.3,1.9,64.0,나쁨,좋음,35.0,나쁨,좋음,0.004,좋음,좋음,0.023,좋음,좋음,나쁨,0.5,좋음,나쁨,595373.0,0.0022,좋음,0.0189,좋음,좋음,0.0002,좋음,0.013,좋음,0.0006,좋음,0.4562,좋음,0.0015,좋음,0.0016,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201504,광주광역시,68260,4161,13670,13.9,63.0,9.7,20.5,8.9,1.9,40.0,좋음,좋음,24.0,나쁨,좋음,0.003,좋음,좋음,0.019,좋음,좋음,나쁨,0.5,좋음,나쁨,597728.0,0.0031,좋음,0.0169,좋음,좋음,0.0012,좋음,0.0143,좋음,0.0015,좋음,0.5048,좋음,0.0001,좋음,0.0009,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201505,광주광역시,50851,4918,10958,19.4,56.0,11.9,26.1,13.6,2.0,41.0,좋음,좋음,24.0,나쁨,좋음,0.003,좋음,좋음,0.018,좋음,좋음,좋음,0.4,좋음,좋음,599458.0,0.0032,좋음,0.03,좋음,나쁨,0.0064,좋음,0.0167,좋음,0.0004,좋음,0.5,좋음,0.0012,좋음,0.0005,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201506,광주광역시,36078,4052,7446,22.5,70.0,18.6,27.7,18.7,1.8,41.0,좋음,좋음,27.0,나쁨,좋음,0.003,좋음,좋음,0.014,좋음,좋음,좋음,0.5,좋음,나쁨,601616.0,0.0022,좋음,0.0155,좋음,좋음,0.0003,좋음,0.0147,좋음,0.0005,좋음,0.4688,좋음,0.0009,좋음,0.0009,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201507,광주광역시,34253,5187,6975,25.4,83.0,26.7,29.7,22.2,1.9,33.5382,좋음,좋음,22.0,나쁨,좋음,0.003,좋음,좋음,0.011,좋음,좋음,좋음,0.4,좋음,좋음,603580.0,0.0008,좋음,0.0036,좋음,좋음,0.0004,좋음,0.0069,좋음,0.0007,좋음,0.1982,좋음,0.0002,좋음,0.0002,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201508,광주광역시,44393,4912,8963,26.0,81.0,26.7,30.5,22.7,1.5,34.938,좋음,좋음,22.0,나쁨,좋음,0.003,좋음,좋음,0.012,좋음,좋음,좋음,0.4,좋음,좋음,604551.0,0.0008,좋음,0.0031,좋음,좋음,0.0001,좋음,0.0021,좋음,0.0005,좋음,0.1364,좋음,0.0008,좋음,0.0001,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201509,광주광역시,85428,3815,12441,22.0,73.0,18.8,27.3,17.4,1.4,28.5045,좋음,좋음,17.7229,좋음,좋음,0.0037,좋음,좋음,0.0166,좋음,좋음,좋음,0.3796,좋음,좋음,606621.0,0.0014,좋음,0.0046,좋음,좋음,0.0033,좋음,0.0082,좋음,0.002,좋음,0.2045,좋음,0.0006,좋음,0.0046,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201510,광주광역시,68230,3839,12481,16.9,70.0,13.2,22.7,12.1,1.3,47.1883,좋음,좋음,30.0,나쁨,좋음,0.002,좋음,좋음,0.021,좋음,좋음,나쁨,0.4,좋음,좋음,607502.0,0.009,좋음,0.0128,좋음,좋음,0.0003,좋음,0.0187,좋음,0.0004,좋음,0.5164,좋음,0.0009,좋음,0.0005,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201511,광주광역시,59373,3432,11335,11.6,83.0,11.6,15.4,8.5,1.1,35.0,좋음,좋음,25.0,나쁨,좋음,0.002,좋음,좋음,0.025,좋음,좋음,나쁨,0.5,좋음,나쁨,610423.0,0.0045,좋음,0.0019,좋음,좋음,0.0027,좋음,0.0053,좋음,0.0004,좋음,0.1396,좋음,0.0008,좋음,0.0028,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201512,광주광역시,71617,4024,14356,5.3,73.0,6.7,9.4,1.8,1.3,42.0,나쁨,좋음,27.0,나쁨,좋음,0.003,좋음,좋음,0.026,좋음,좋음,나쁨,0.6,좋음,나쁨,611280.0,0.0036,좋음,0.0031,좋음,좋음,0.0061,좋음,0.0102,좋음,0.0028,좋음,0.3216,좋음,0.0013,좋음,0.001,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201601,광주광역시,66457,3887,10494,0.9,69.0,4.6,4.9,-2.1,1.5,39.0,좋음,좋음,26.0,나쁨,좋음,0.003,좋음,좋음,0.024,좋음,좋음,나쁨,0.6,좋음,나쁨,613552.0,0.0051,좋음,0.0137,좋음,좋음,0.0027,좋음,0.0023,좋음,0.0034,좋음,0.1978,좋음,0.001,좋음,0.0004,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201602,광주광역시,70054,3818,12127,3.3,60.0,5.0,8.2,-1.0,1.8,44.0,나쁨,좋음,24.0,나쁨,좋음,0.004,좋음,좋음,0.021,좋음,좋음,나쁨,0.6,좋음,나쁨,614605.0,0.0134,좋음,0.0178,좋음,좋음,0.003,좋음,0.0082,좋음,0.0004,좋음,0.1884,좋음,0.0008,좋음,0.0007,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201603,광주광역시,74739,4186,13090,8.4,60.0,6.8,14.7,3.4,1.7,52.0,나쁨,좋음,29.0,나쁨,좋음,0.003,좋음,좋음,0.022,좋음,좋음,나쁨,0.5,좋음,나쁨,616656.0,0.0096,좋음,0.0106,좋음,좋음,0.0002,좋음,0.0158,좋음,0.0022,좋음,0.3723,좋음,0.0012,좋음,0.0016,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201604,광주광역시,61378,3850,12158,15.5,66.0,11.1,21.9,10.5,1.8,64.0,나쁨,좋음,29.0,나쁨,좋음,0.003,좋음,좋음,0.018,좋음,좋음,좋음,0.4,좋음,좋음,617529.0,0.0042,좋음,0.015,좋음,좋음,0.0047,좋음,0.012,좋음,0.0002,좋음,0.306,좋음,0.0009,좋음,0.0001,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201605,광주광역시,49286,4447,10643,19.8,65.0,14.4,26.0,14.3,1.8,49.0,나쁨,좋음,27.0,나쁨,좋음,0.003,좋음,좋음,0.016,좋음,좋음,좋음,0.4,좋음,좋음,619195.0,0.0147,좋음,0.0095,좋음,좋음,0.0002,좋음,0.0074,좋음,0.0004,좋음,0.1014,좋음,0.0008,좋음,0.0002,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201606,광주광역시,37340,4721,7372,23.0,80.0,22.1,27.6,19.5,1.6,35.0,좋음,좋음,23.0,나쁨,좋음,0.002,좋음,좋음,0.013,좋음,좋음,좋음,0.4,좋음,좋음,621683.0,0.0061,좋음,0.0134,좋음,좋음,0.006,좋음,0.0047,좋음,0.0002,좋음,0.1891,좋음,0.0013,좋음,0.0002,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201607,광주광역시,38849,5190,6958,26.9,84.0,29.5,31.1,23.7,1.9,23.0,좋음,좋음,15.0,좋음,좋음,0.002,좋음,좋음,0.011,좋음,좋음,좋음,0.3,좋음,좋음,628249.0,0.0061,좋음,0.002,좋음,좋음,0.0002,좋음,0.0021,좋음,0.0001,좋음,0.1144,좋음,0.0006,좋음,0.0001,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201608,광주광역시,46631,5100,7616,27.8,79.0,29.1,33.1,23.8,1.4,28.0,좋음,좋음,17.0,좋음,좋음,0.002,좋음,좋음,0.014,좋음,좋음,좋음,0.4,좋음,좋음,628858.0,0.0073,좋음,0.0054,좋음,좋음,0.005,좋음,0.0048,좋음,0.004,좋음,0.1654,좋음,0.0008,좋음,0.0038,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201609,광주광역시,77084,3702,10675,23.0,83.0,23.0,27.6,19.6,1.5,31.0,좋음,좋음,21.0,좋음,좋음,0.002,좋음,좋음,0.014,좋음,좋음,좋음,0.4,좋음,좋음,629969.0,0.0068,좋음,0.0214,좋음,좋음,0.0042,좋음,0.0116,좋음,0.0015,좋음,0.289,좋음,0.0013,좋음,0.0003,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201610,광주광역시,73852,3820,12987,17.2,79.0,15.9,21.5,13.6,1.5,32.0,좋음,좋음,18.0,좋음,좋음,0.003,좋음,좋음,0.019,좋음,좋음,나쁨,0.5,좋음,나쁨,631099.0,0.001,좋음,0.0102,좋음,좋음,0.0003,좋음,0.0075,좋음,0.0016,좋음,0.1674,좋음,0.0014,좋음,0.0006,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201611,광주광역시,71701,3813,13854,9.6,69.0,8.7,14.6,5.3,1.5,44.0,나쁨,좋음,26.0,나쁨,좋음,0.003,좋음,좋음,0.024,좋음,좋음,나쁨,0.6,좋음,나쁨,632583.0,0.0076,좋음,0.0101,좋음,좋음,0.0008,좋음,0.0121,좋음,0.0014,좋음,0.358,좋음,0.0001,좋음,0.001,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201612,광주광역시,84830,3704,13935,4.7,69.0,6.2,9.4,0.7,1.5,40.0,좋음,좋음,26.0,나쁨,좋음,0.003,좋음,좋음,0.025,좋음,좋음,나쁨,0.6,좋음,나쁨,633375.0,0.0219,나쁨,0.0317,좋음,나쁨,0.0015,좋음,0.0246,좋음,0.0039,좋음,0.5537,좋음,0.0011,나쁨,0.002,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201701,광주광역시,55272,3823,10326,2.0,66.0,4.8,6.7,-1.9,1.6,47.0,나쁨,좋음,30.0,나쁨,좋음,0.003,좋음,좋음,0.023,좋음,좋음,나쁨,0.5,좋음,나쁨,636015.0,0.0047,좋음,0.0142,좋음,좋음,0.0016,좋음,0.0097,좋음,0.0018,좋음,0.2514,좋음,0.0003,좋음,0.0007,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201702,광주광역시,52059,3829,9740,2.9,60.0,4.6,8.4,-1.7,1.6,35.0,좋음,좋음,23.0,나쁨,좋음,0.003,좋음,좋음,0.022,좋음,좋음,나쁨,0.5,좋음,나쁨,636743.0,0.0032,좋음,0.0138,좋음,좋음,0.0013,좋음,0.0103,좋음,0.0005,좋음,0.3282,좋음,0.0001,좋음,0.001,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201703,광주광역시,81675,4033,12557,7.4,57.0,5.6,13.8,2.4,1.5,49.0,나쁨,좋음,33.0,나쁨,좋음,0.003,좋음,좋음,0.025,좋음,좋음,나쁨,0.5,좋음,나쁨,638056.0,0.0059,좋음,0.022,좋음,좋음,0.0017,좋음,0.0134,좋음,0.0035,좋음,0.4569,좋음,0.0007,좋음,0.0021,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201704,광주광역시,79169,3996,13348,15.1,60.0,10.0,21.9,9.5,1.9,54.0,나쁨,좋음,26.0,나쁨,좋음,0.002,좋음,좋음,0.018,좋음,좋음,좋음,0.4,좋음,좋음,639285.0,0.0086,좋음,0.019,좋음,좋음,0.0017,좋음,0.0164,좋음,0.001,좋음,0.3832,좋음,0.0004,좋음,0.0012,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201705,광주광역시,52112,4912,10570,19.8,62.0,13.7,26.4,14.1,1.4,56.0,나쁨,좋음,24.0,나쁨,좋음,0.003,좋음,좋음,0.017,좋음,좋음,좋음,0.4,좋음,좋음,640460.0,0.0074,좋음,0.0136,좋음,좋음,0.0032,좋음,0.0242,좋음,0.0019,좋음,0.81,나쁨,0.0005,좋음,0.0004,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201706,광주광역시,38626,4601,7871,23.1,68.0,18.8,29.4,18.5,1.5,35.0,좋음,좋음,22.0,나쁨,좋음,0.002,좋음,좋음,0.015,좋음,좋음,좋음,0.4,좋음,좋음,642414.0,0.0013,좋음,0.0084,좋음,좋음,0.0006,좋음,0.0087,좋음,0.0025,좋음,0.2877,좋음,0.0001,좋음,0.0016,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201707,광주광역시,35242,5346,6758,27.8,89.0,32.9,32.0,24.8,1.8,24.0,좋음,좋음,16.0,좋음,좋음,0.002,좋음,좋음,0.011,좋음,좋음,좋음,0.3,좋음,좋음,643756.0,0.0028,좋음,0.0037,좋음,좋음,0.002,좋음,0.0036,좋음,0.0012,좋음,0.1246,좋음,0.0001,좋음,0.0017,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201708,광주광역시,50156,5047,7777,27.0,83.0,29.6,31.6,23.4,1.6,24.0,좋음,좋음,15.0,좋음,좋음,0.002,좋음,좋음,0.012,좋음,좋음,좋음,0.4,좋음,좋음,645179.0,0.0051,좋음,0.0098,좋음,좋음,0.002,좋음,0.0078,좋음,0.0006,좋음,0.2258,좋음,0.0003,좋음,0.0003,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201709,광주광역시,82085,4077,10134,22.4,76.0,20.3,27.6,18.0,1.5,34.0,좋음,좋음,22.0,나쁨,좋음,0.002,좋음,좋음,0.015,좋음,좋음,좋음,0.4,좋음,좋음,646936.0,0.0004,좋음,0.0062,좋음,좋음,0.0003,좋음,0.0099,좋음,0.0003,좋음,0.1787,좋음,0.0001,좋음,0.0003,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201710,광주광역시,63501,3703,10222,17.0,75.0,14.7,22.1,12.8,1.5,33.0,좋음,좋음,20.0,좋음,좋음,0.002,좋음,좋음,0.017,좋음,좋음,좋음,0.4,좋음,좋음,647730.0,0.0181,좋음,0.0042,좋음,좋음,0.0006,좋음,0.0083,좋음,0.003,좋음,0.1552,좋음,0.0007,좋음,0.0001,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201711,광주광역시,79634,3885,12961,8.8,64.0,7.4,14.6,4.0,1.3,50.0,나쁨,좋음,31.0,나쁨,좋음,0.003,좋음,좋음,0.026,좋음,좋음,나쁨,0.6,좋음,나쁨,649341.0,0.0045,좋음,0.0127,좋음,좋음,0.0016,좋음,0.0216,좋음,0.0022,좋음,0.4812,좋음,0.0009,좋음,0.0003,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201712,광주광역시,86363,3539,12526,1.9,64.0,4.6,6.6,-1.9,1.5,44.0,나쁨,좋음,28.0,나쁨,좋음,0.003,좋음,좋음,0.024,좋음,좋음,나쁨,0.6,좋음,나쁨,649293.0,0.0019,좋음,0.0129,좋음,좋음,0.0021,좋음,0.014,좋음,0.001,좋음,0.316,좋음,0.0009,좋음,0.0012,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201801,광주광역시,79647,3886,11878,-0.2,66.0,4.2,4.5,-3.8,1.5,45.0,나쁨,좋음,28.0,나쁨,좋음,0.003,좋음,좋음,0.024,좋음,좋음,나쁨,0.6,좋음,나쁨,650988.0,0.0004,좋음,0.0008,좋음,좋음,0.0039,좋음,0.0022,좋음,0.003,좋음,0.123,좋음,0.0008,좋음,0.0053,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201802,광주광역시,53707,3679,9008,1.8,54.0,3.8,7.1,-2.8,1.6,50.0,나쁨,좋음,31.0,나쁨,좋음,0.003,좋음,좋음,0.024,좋음,좋음,나쁨,0.6,좋음,나쁨,651797.0,0.0032,좋음,0.0038,좋음,좋음,0.0034,좋음,0.0023,좋음,0.0041,좋음,0.2147,좋음,0.0013,좋음,0.0035,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201803,광주광역시,72029,4049,11347,10.0,72.0,8.9,16.5,4.7,1.8,48.0,나쁨,좋음,32.0,나쁨,좋음,0.002,좋음,좋음,0.019,좋음,좋음,나쁨,0.6,좋음,나쁨,652723.0,0.0003,좋음,0.002,좋음,좋음,0.0045,좋음,0.0016,좋음,0.0034,좋음,0.1888,좋음,0.0009,좋음,0.0036,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201804,광주광역시,69046,4303,11568,15.1,67.0,11.3,21.5,9.7,1.7,56.0,나쁨,좋음,25.0,나쁨,좋음,0.002,좋음,좋음,0.016,좋음,좋음,좋음,0.5,좋음,나쁨,653909.0,0.0056,좋음,0.0055,좋음,좋음,0.0044,좋음,0.0156,좋음,0.0031,좋음,0.6808,나쁨,0.0007,좋음,0.0036,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201805,광주광역시,50465,4667,10065,19.5,74.0,16.8,25.0,14.8,1.6,40.0,좋음,좋음,21.0,좋음,좋음,0.002,좋음,좋음,0.013,좋음,좋음,좋음,0.4,좋음,좋음,654938.0,0.0058,좋음,0.0062,좋음,좋음,0.0018,좋음,0.011,좋음,0.0033,좋음,0.2851,좋음,0.0032,나쁨,0.0018,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201806,광주광역시,38592,4756,7383,23.6,74.0,21.0,29.5,19.2,1.5,41.0,좋음,좋음,27.0,나쁨,좋음,0.002,좋음,좋음,0.011,좋음,좋음,좋음,0.4,좋음,좋음,656724.0,0.0044,좋음,0.0077,좋음,좋음,0.0022,좋음,0.0123,좋음,0.0004,좋음,0.3234,좋음,0.0008,좋음,0.0015,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201807,광주광역시,36458,5238,6326,28.3,79.0,29.8,33.5,24.5,1.7,26.0,좋음,좋음,15.0,좋음,좋음,0.003,좋음,좋음,0.009,좋음,좋음,좋음,0.4,좋음,좋음,658381.0,0.0023,좋음,0.0008,좋음,좋음,0.0006,좋음,0.0046,좋음,0.0001,좋음,0.1938,좋음,0.0014,좋음,0.0002,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201808,광주광역시,39822,4395,6997,28.4,78.0,29.4,33.7,24.9,2.0,24.0,좋음,좋음,14.0,좋음,좋음,0.003,좋음,좋음,0.008,좋음,좋음,좋음,0.4,좋음,좋음,659551.0,0.0046,좋음,0.0042,좋음,좋음,0.0022,좋음,0.0084,좋음,0.0029,좋음,0.5088,좋음,0.0009,좋음,0.0006,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201809,광주광역시,84739,3956,11157,21.6,78.0,20.0,26.3,18.0,1.5,25.0,좋음,좋음,13.0,좋음,좋음,0.002,좋음,좋음,0.013,좋음,좋음,좋음,0.4,좋음,좋음,660837.0,0.0066,좋음,0.0058,좋음,좋음,0.0017,좋음,0.0106,좋음,0.0027,좋음,0.3561,좋음,0.0001,좋음,0.0018,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201810,광주광역시,77429,4070,12297,14.5,72.0,11.7,19.9,10.1,1.4,34.0,좋음,좋음,20.0,좋음,좋음,0.003,좋음,좋음,0.019,좋음,좋음,나쁨,0.5,좋음,나쁨,662378.0,0.0073,좋음,0.0087,좋음,좋음,0.0011,좋음,0.0125,좋음,0.0026,좋음,0.3273,좋음,0.0002,좋음,0.0012,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201811,광주광역시,73166,3561,12701,9.9,70.0,8.5,15.5,5.3,1.0,59.0,나쁨,좋음,36.0,나쁨,나쁨,0.003,좋음,좋음,0.03,좋음,좋음,나쁨,0.7,좋음,나쁨,663799.0,0.0124,좋음,0.0182,좋음,좋음,0.001,좋음,0.0184,좋음,0.0036,좋음,0.3337,좋음,0.0008,좋음,0.001,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201812,광주광역시,78816,3745,12313,3.2,62.0,5.2,7.8,-0.6,1.7,43.0,나쁨,좋음,26.0,나쁨,좋음,0.003,좋음,좋음,0.024,좋음,좋음,나쁨,0.6,좋음,나쁨,664316.0,0.0064,좋음,0.0073,좋음,좋음,0.0013,좋음,0.0096,좋음,0.0016,좋음,0.2796,좋음,0.0007,좋음,0.0005,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201901,광주광역시,58579,4080,9969,1.8,59.0,4.1,7.0,-2.1,1.4,53.0,나쁨,좋음,33.0,나쁨,좋음,0.003,좋음,좋음,0.025,좋음,좋음,나쁨,0.6,좋음,나쁨,666311.0,0.0062,좋음,0.0132,좋음,좋음,0.001,좋음,0.0171,좋음,0.0032,좋음,0.2956,좋음,0.0004,좋음,0.0006,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201902,광주광역시,46500,3745,7244,3.6,58.0,4.6,9.0,-0.7,1.5,57.0,나쁨,좋음,34.0,나쁨,좋음,0.003,좋음,좋음,0.02,좋음,좋음,나쁨,0.6,좋음,나쁨,666658.0,0.0088,좋음,0.0118,좋음,좋음,0.0012,좋음,0.0276,좋음,0.0037,좋음,0.8017,나쁨,0.0002,좋음,0.0008,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201903,광주광역시,79848,4147,10814,8.4,61.0,6.6,14.7,3.4,1.7,63.0,나쁨,좋음,39.0,나쁨,나쁨,0.002,좋음,좋음,0.022,좋음,좋음,나쁨,0.5,좋음,나쁨,668127.0,0.0137,좋음,0.0287,좋음,나쁨,0.0015,좋음,0.031,나쁨,0.0045,나쁨,0.5723,좋음,0.0007,좋음,0.0017,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
201904,광주광역시,79250,4166,12270,13.0,67.0,10.0,18.8,8.4,1.5,43.0,나쁨,좋음,20.0,좋음,좋음,0.002,좋음,좋음,0.019,좋음,좋음,나쁨,0.4,좋음,좋음,668564.0,0.0084,좋음,0.0099,좋음,좋음,0.0008,좋음,0.0141,좋음,0.0006,좋음,0.3238,좋음,0.0006,좋음,0.0007,좋음,-37,1,-59,0,2,2,0,1,-6,-23,-25,3,-24,-5,-10,-37,18,46,-30,10,-30,29
