STD_YYYYMM,SIDO,비염환자(질병),아토피환자(질병),천식환자(질병),평균기온(기후),상대습도(기후),증기압(기후),최고기온(기후),최저기온(기후),풍속(기후),미세먼지,미세먼지(농도),미세먼지(농도80),초미세먼지,초미세먼지(농도),초미세먼지(농도35),아황산가스,아황산가스(농도0.05),아황산가스(농도),이산화질소,이산화질소(농도0.06),이산화질소(농도0.03),이산화질소(농도),일산화탄소,일산화탄소(농도9),일산화탄소(농도),차량수,구리(중금속),구리(농도),납(중금속),납(농도0.5),납(농도),니켈(중금속),니켈(농도),망간(중금속),망간(농도),비소(중금속),비소(농도),철(중금속),철(농도),카드뮴(중금속),카드뮴(농도),크롬(중금속),크롬(농도),비염환자(질병)_코로나증감폭,아토피환자(질병)_코로나증감폭,천식환자(질병)_코로나증감폭,평균기온(기후)_코로나증감폭,상대습도(기후)_코로나증감폭,증기압(기후)_코로나증감폭,최고기온(기후)_코로나증감폭,최저기온(기후)_코로나증감폭,풍속(기후)_코로나증감폭,미세먼지_코로나증감폭,초미세먼지_코로나증감폭,아황산가스_코로나증감폭,이산화질소_코로나증감폭,일산화탄소_코로나증감폭,구리(중금속)_코로나증감폭,납(중금속)_코로나증감폭,니켈(중금속)_코로나증감폭,망간(중금속)_코로나증감폭,비소(중금속)_코로나증감폭,철(중금속)_코로나증감폭,카드뮴(중금속)_코로나증감폭,크롬(중금속)_코로나증감폭
201709,전라북도,95106,5222,10944,20.5,78.1,18.5,26.4,15.6,1.4,37.38,좋음,좋음,23.44,나쁨,좋음,0.003,좋음,좋음,0.012,좋음,좋음,좋음,0.525,좋음,나쁨,887756.0,0.0131,좋음,0.0075,좋음,좋음,0.0009,좋음,0.0123,좋음,0.0032,좋음,0.1002,좋음,0.0003,좋음,0.0021,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
201710,전라북도,77478,4436,10772,15.1,76.5,13.4,21.0,10.6,1.4,38.38,좋음,좋음,21.33,좋음,좋음,0.003,좋음,좋음,0.014,좋음,좋음,좋음,0.475,좋음,나쁨,888800.0,0.0124,좋음,0.0071,좋음,좋음,0.001,좋음,0.0117,좋음,0.0032,좋음,0.0852,좋음,0.0003,좋음,0.0014,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
201711,전라북도,96110,4808,13074,6.8,67.0,6.8,13.2,1.2,1.6,51.38,나쁨,좋음,30.5,나쁨,좋음,0.004,좋음,좋음,0.017,좋음,좋음,좋음,0.588,좋음,나쁨,891078.0,0.0196,나쁨,0.0136,좋음,좋음,0.0018,좋음,0.0231,좋음,0.0042,나쁨,0.2487,좋음,0.0006,좋음,0.0014,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
201712,전라북도,104717,4469,13564,0.2,65.7,4.2,5.3,-4.4,1.7,44.12,나쁨,좋음,29.17,나쁨,좋음,0.003,좋음,좋음,0.018,좋음,좋음,좋음,0.625,좋음,나쁨,892118.0,0.0042,좋음,0.0121,좋음,좋음,0.0005,좋음,0.0065,좋음,0.0012,좋음,0.0124,좋음,0.0005,좋음,0.0002,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
201801,전라북도,104514,5052,13666,-2.3,71.1,3.9,2.6,-6.6,1.7,57.25,나쁨,좋음,33.0,나쁨,좋음,0.004,좋음,좋음,0.018,좋음,좋음,좋음,0.662,좋음,나쁨,894354.0,0.0195,나쁨,0.0284,좋음,나쁨,0.0031,좋음,0.0378,나쁨,0.0098,나쁨,0.3345,좋음,0.0012,나쁨,0.0032,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
201802,전라북도,68018,4639,9462,-0.6,60.7,3.6,5.2,-6.0,2.0,60.6,나쁨,좋음,30.73,나쁨,좋음,0.004,좋음,좋음,0.017,좋음,좋음,좋음,0.58,좋음,나쁨,895677.0,0.0305,나쁨,0.0648,좋음,나쁨,0.0044,나쁨,0.018,좋음,0.0056,나쁨,0.3389,좋음,0.0028,나쁨,0.0039,나쁨,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
201803,전라북도,82026,5008,11674,7.9,74.2,8.0,14.6,2.1,1.9,57.0,나쁨,좋음,31.5,나쁨,좋음,0.003,좋음,좋음,0.015,좋음,좋음,좋음,0.55,좋음,나쁨,897069.0,0.0911,나쁨,0.0636,좋음,나쁨,0.0008,좋음,0.0472,나쁨,0.0121,나쁨,0.7973,나쁨,0.0026,나쁨,0.0054,나쁨,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
201804,전라북도,81537,5304,12757,13.0,69.5,10.2,19.6,6.8,2.2,58.1,나쁨,좋음,25.27,나쁨,좋음,0.003,좋음,좋음,0.013,좋음,좋음,좋음,0.48,좋음,나쁨,899846.0,0.0173,좋음,0.0164,좋음,좋음,0.0044,좋음,0.0369,좋음,0.0031,좋음,0.8835,좋음,0.0007,좋음,0.0036,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
201805,전라북도,66676,5988,11924,17.9,74.7,15.2,23.7,12.4,2.1,40.89,좋음,좋음,20.73,좋음,좋음,0.003,좋음,좋음,0.011,좋음,좋음,좋음,0.43,좋음,좋음,902164.0,0.0057,좋음,0.0093,좋음,좋음,0.0008,좋음,0.0196,좋음,0.0028,좋음,0.7925,나쁨,0.0008,좋음,0.0014,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
201806,전라북도,49831,5817,8458,22.1,75.0,19.6,28.1,17.4,1.8,41.9,좋음,좋음,26.55,나쁨,좋음,0.004,좋음,좋음,0.01,좋음,좋음,좋음,0.45,좋음,좋음,905265.0,0.0099,좋음,0.0104,좋음,좋음,0.0007,좋음,0.0135,좋음,0.0022,좋음,0.2974,좋음,0.0004,좋음,0.0012,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
201807,전라북도,44016,6512,6569,27.0,78.6,27.4,32.2,22.7,1.7,24.1,좋음,좋음,13.67,좋음,좋음,0.003,좋음,좋음,0.008,좋음,좋음,좋음,0.38,좋음,좋음,907900.0,0.003,좋음,0.0012,좋음,좋음,0.0005,좋음,0.004,좋음,0.0002,좋음,0.0574,좋음,0.0001,좋음,0.0003,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
201808,전라북도,48533,5558,6781,27.5,76.3,27.4,32.8,23.3,2.0,21.58,좋음,좋음,12.92,좋음,좋음,0.003,좋음,좋음,0.007,좋음,좋음,좋음,0.35,좋음,좋음,909819.0,0.0023,좋음,0.0034,좋음,좋음,0.0004,좋음,0.0038,좋음,0.0002,좋음,0.0862,좋음,0.0001,좋음,0.0004,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
201809,전라북도,92066,4672,9765,20.5,78.7,18.9,25.9,16.1,1.6,23.08,좋음,좋음,12.23,좋음,좋음,0.003,좋음,좋음,0.008,좋음,좋음,좋음,0.392,좋음,좋음,911528.0,0.0019,좋음,0.0052,좋음,좋음,0.0001,좋음,0.0006,좋음,0.0001,좋음,0.109,좋음,0.0002,좋음,0.0002,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
201810,전라북도,92554,5061,11438,12.7,77.0,11.2,19.1,7.3,1.7,33.17,좋음,좋음,18.38,좋음,좋음,0.003,좋음,좋음,0.011,좋음,좋음,좋음,0.408,좋음,좋음,912784.0,0.0047,좋음,0.0087,좋음,좋음,0.0004,좋음,0.004,좋음,0.0007,좋음,0.1523,좋음,0.0005,좋음,0.0011,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
201811,전라북도,88586,4673,12506,7.8,75.7,8.0,14.6,2.3,1.2,60.54,나쁨,좋음,36.07,나쁨,나쁨,0.004,좋음,좋음,0.018,좋음,좋음,좋음,0.554,좋음,나쁨,914690.0,0.0095,좋음,0.0192,좋음,좋음,0.0006,좋음,0.0043,좋음,0.0009,좋음,0.1155,좋음,0.0008,좋음,0.0008,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
201812,전라북도,104319,4790,13798,1.2,68.2,5.0,6.3,-3.4,1.8,44.15,나쁨,좋음,28.29,나쁨,좋음,0.004,좋음,좋음,0.015,좋음,좋음,좋음,0.542,좋음,나쁨,915944.0,0.0053,좋음,0.0119,좋음,좋음,0.0005,좋음,0.0034,좋음,0.0002,좋음,0.3057,좋음,0.0006,좋음,0.0012,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
201901,전라북도,69600,5329,10109,-0.3,67.8,4.0,5.4,-5.3,1.6,58.43,나쁨,좋음,38.53,나쁨,나쁨,0.004,좋음,좋음,0.016,좋음,좋음,좋음,0.557,좋음,나쁨,918657.0,0.0071,좋음,0.0145,좋음,좋음,0.0005,좋음,0.0046,좋음,0.0005,좋음,0.2826,좋음,0.0008,좋음,0.0011,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
201902,전라북도,59029,4835,8085,1.7,65.9,4.6,7.4,-3.3,1.8,60.21,나쁨,좋음,39.4,나쁨,나쁨,0.004,좋음,좋음,0.014,좋음,좋음,좋음,0.531,좋음,나쁨,920004.0,0.0068,좋음,0.0161,좋음,좋음,0.0007,좋음,0.0119,좋음,0.0006,좋음,0.8576,나쁨,0.0006,좋음,0.0021,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
201903,전라북도,82965,4887,10226,6.7,65.7,6.2,13.4,0.6,2.1,65.79,나쁨,좋음,42.93,나쁨,나쁨,0.003,좋음,좋음,0.013,좋음,좋음,좋음,0.514,좋음,나쁨,920584.0,0.01,좋음,0.0398,좋음,나쁨,0.0022,좋음,0.0309,나쁨,0.0078,나쁨,0.2959,좋음,0.001,나쁨,0.0024,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
201904,전라북도,90016,5229,11889,11.5,68.8,9.4,17.9,5.8,1.6,42.43,나쁨,좋음,22.07,나쁨,좋음,0.003,좋음,좋음,0.012,좋음,좋음,좋음,0.379,좋음,좋음,921596.0,0.008,좋음,0.0191,좋음,좋음,0.002,좋음,0.0186,좋음,0.0031,좋음,0.4898,좋음,0.0007,좋음,0.002,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
201905,전라북도,69000,6068,10485,17.6,62.8,12.2,25.0,10.6,1.8,48.29,나쁨,좋음,24.4,나쁨,좋음,0.003,좋음,좋음,0.01,좋음,좋음,좋음,0.385,좋음,좋음,923764.0,0.006,좋음,0.0135,좋음,좋음,0.0023,좋음,0.0243,좋음,0.0017,좋음,0.631,나쁨,0.0005,좋음,0.002,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
201906,전라북도,47249,4998,7862,21.0,78.4,19.0,26.6,16.5,1.5,36.5,좋음,좋음,23.13,나쁨,좋음,0.003,좋음,좋음,0.008,좋음,좋음,좋음,0.336,좋음,좋음,925574.0,0.0064,좋음,0.0075,좋음,좋음,0.0016,좋음,0.0122,좋음,0.0012,좋음,0.3262,좋음,0.0003,좋음,0.0017,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
201907,전라북도,48735,6212,7358,24.7,81.7,25.2,29.2,21.2,1.7,25.85,좋음,좋음,14.93,좋음,좋음,0.002,좋음,좋음,0.007,좋음,좋음,좋음,0.3,좋음,좋음,926422.0,0.0034,좋음,0.0061,좋음,좋음,0.0004,좋음,0.0084,좋음,0.0011,좋음,0.162,좋음,0.0003,좋음,0.0019,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
201908,전라북도,52455,6164,6927,25.9,81.0,26.8,30.9,22.0,1.5,27.64,좋음,좋음,16.13,좋음,좋음,0.003,좋음,좋음,0.007,좋음,좋음,좋음,0.343,좋음,좋음,928198.0,0.0037,좋음,0.0081,좋음,좋음,0.0002,좋음,0.0056,좋음,0.001,좋음,0.1532,좋음,0.0004,좋음,0.0013,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
201909,전라북도,91001,5062,9759,21.7,83.1,21.5,26.7,17.8,1.5,25.14,좋음,좋음,14.33,좋음,좋음,0.003,좋음,좋음,0.007,좋음,좋음,좋음,0.336,좋음,좋음,928868.0,0.0039,좋음,0.0085,좋음,좋음,0.0009,좋음,0.003,좋음,0.0009,좋음,0.0681,좋음,0.0003,좋음,0.001,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
201910,전라북도,91273,5118,11457,15.4,78.7,13.7,21.4,10.5,1.4,31.62,좋음,좋음,17.36,좋음,좋음,0.002,좋음,좋음,0.011,좋음,좋음,좋음,0.331,좋음,좋음,926653.0,0.008,좋음,0.0121,좋음,좋음,0.0007,좋음,0.0116,좋음,0.0038,좋음,0.238,좋음,0.0006,좋음,0.0018,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
201911,전라북도,84119,4725,11206,8.7,72.8,8.4,15.5,3.0,1.5,40.64,좋음,좋음,22.4,나쁨,좋음,0.003,좋음,좋음,0.014,좋음,좋음,좋음,0.443,좋음,좋음,927129.0,0.0078,좋음,0.0252,좋음,나쁨,0.0007,좋음,0.015,좋음,0.0045,나쁨,0.4316,좋음,0.0007,좋음,0.0032,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
201912,전라북도,96686,4739,11849,3.0,71.2,5.5,8.1,-1.5,1.5,34.77,좋음,좋음,24.43,나쁨,좋음,0.003,좋음,좋음,0.015,좋음,좋음,좋음,0.467,좋음,나쁨,929061.0,0.0086,좋음,0.0145,좋음,좋음,0.0016,좋음,0.0124,좋음,0.0023,좋음,0.265,좋음,0.0007,좋음,0.0018,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
202001,전라북도,91447,4738,10594,2.6,75.7,5.7,7.4,-1.3,1.5,36.27,좋음,좋음,28.25,나쁨,좋음,0.003,좋음,좋음,0.015,좋음,좋음,좋음,0.477,좋음,나쁨,931231.0,0.0059,좋음,0.0162,좋음,좋음,0.0027,좋음,0.0089,좋음,0.0025,좋음,0.1906,좋음,0.0005,좋음,0.0011,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
202002,전라북도,52547,4319,7359,3.4,73.7,6.0,9.0,-1.5,1.7,34.0,좋음,좋음,24.38,나쁨,좋음,0.003,좋음,좋음,0.013,좋음,좋음,좋음,0.421,좋음,좋음,932211.0,0.0078,좋음,0.0131,좋음,좋음,0.0008,좋음,0.0099,좋음,0.0019,좋음,0.2135,좋음,0.0006,좋음,0.0018,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
202003,전라북도,35085,5129,5346,7.3,65.2,6.6,13.7,1.2,2.1,38.5,좋음,좋음,21.5,좋음,좋음,0.003,좋음,좋음,0.011,좋음,좋음,좋음,0.393,좋음,좋음,933400.0,0.0056,좋음,0.0097,좋음,좋음,0.0004,좋음,0.0142,좋음,0.0021,좋음,0.4191,좋음,0.0005,좋음,0.0015,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
202004,전라북도,36759,5384,4651,9.8,61.7,7.2,16.5,3.4,2.2,39.29,좋음,좋음,18.93,좋음,좋음,0.003,좋음,좋음,0.01,좋음,좋음,좋음,0.343,좋음,좋음,933573.0,0.0053,좋음,0.0133,좋음,좋음,0.0017,좋음,0.0158,좋음,0.0031,좋음,0.3839,좋음,0.0004,좋음,0.0016,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
202005,전라북도,46826,5921,4982,17.6,74.6,14.6,23.4,12.6,1.9,33.54,좋음,좋음,19.57,좋음,좋음,0.003,좋음,좋음,0.008,좋음,좋음,좋음,0.343,좋음,좋음,935790.0,0.0061,좋음,0.0064,좋음,좋음,0.0011,좋음,0.014,좋음,0.0017,좋음,0.2499,좋음,0.0002,좋음,0.0015,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
202006,전라북도,39597,6004,4638,22.5,79.7,21.2,27.9,18.3,1.7,36.08,좋음,좋음,23.27,나쁨,좋음,0.003,좋음,좋음,0.008,좋음,좋음,좋음,0.35,좋음,좋음,939033.0,0.0059,좋음,0.0143,좋음,좋음,0.0011,좋음,0.0156,좋음,0.0033,좋음,0.3424,좋음,0.0004,좋음,0.002,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
202007,전라북도,38157,5503,4381,22.8,87.5,24.1,26.5,20.1,1.4,17.93,좋음,좋음,12.47,좋음,좋음,0.002,좋음,좋음,0.007,좋음,좋음,좋음,0.314,좋음,좋음,941129.0,0.0037,좋음,0.006,좋음,좋음,0.0009,좋음,0.0065,좋음,0.0015,좋음,0.0928,좋음,0.0002,좋음,0.001,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
202008,전라북도,35999,6403,4006,26.9,83.6,29.3,31.2,23.9,1.9,21.79,좋음,좋음,14.87,좋음,좋음,0.002,좋음,좋음,0.005,좋음,좋음,좋음,0.243,좋음,좋음,941836.0,0.0038,좋음,0.0025,좋음,좋음,0.0009,좋음,0.005,좋음,0.0007,좋음,0.0688,좋음,0.0002,좋음,0.0007,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
202009,전라북도,57941,5328,5293,20.3,82.3,19.5,25.4,16.5,1.7,22.33,좋음,좋음,13.46,좋음,좋음,0.002,좋음,좋음,0.007,좋음,좋음,좋음,0.323,좋음,좋음,943762.0,0.0056,좋음,0.0058,좋음,좋음,0.0007,좋음,0.0086,좋음,0.0015,좋음,0.1206,좋음,0.0003,좋음,0.0011,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
202010,전라북도,60011,5289,5568,13.7,71.6,11.1,20.2,8.2,1.4,31.0,좋음,좋음,17.47,좋음,좋음,0.003,좋음,좋음,0.011,좋음,좋음,좋음,0.346,좋음,좋음,945153.0,0.0057,좋음,0.007,좋음,좋음,0.0004,좋음,0.0113,좋음,0.0034,좋음,0.1863,좋음,0.0003,좋음,0.0008,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
202011,전라북도,55905,4527,5174,8.6,70.7,8.2,14.3,3.6,1.6,32.23,좋음,좋음,20.13,좋음,좋음,0.003,좋음,좋음,0.014,좋음,좋음,좋음,0.4,좋음,좋음,947366.0,0.0097,좋음,0.0145,좋음,좋음,0.0006,좋음,0.0134,좋음,0.0052,나쁨,0.2772,좋음,0.0005,좋음,0.0014,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
202012,전라북도,35770,4850,4252,0.7,69.5,4.5,6.2,-3.8,1.5,34.0,좋음,좋음,22.73,나쁨,좋음,0.003,좋음,좋음,0.016,좋음,좋음,좋음,0.429,좋음,좋음,948147.0,0.0096,좋음,0.0186,좋음,좋음,0.0013,좋음,0.0151,좋음,0.0044,나쁨,0.3239,좋음,0.0006,좋음,0.0022,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
202101,전라북도,26864,4750,3572,-0.6,73.4,4.7,4.7,-5.6,1.7,38.15,좋음,좋음,21.6,좋음,좋음,0.003,좋음,좋음,0.015,좋음,좋음,좋음,0.436,좋음,좋음,950028.0,0.0073,좋음,0.0138,좋음,좋음,0.002,좋음,0.0125,좋음,0.0025,좋음,0.245,좋음,0.0005,좋음,0.0019,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
202102,전라북도,32612,4880,3740,3.5,65.4,5.3,9.4,-1.9,2.0,40.77,좋음,좋음,25.57,나쁨,좋음,0.003,좋음,좋음,0.013,좋음,좋음,좋음,0.423,좋음,좋음,951744.0,0.0061,좋음,0.0144,좋음,좋음,0.0011,좋음,0.0106,좋음,0.0021,좋음,0.2376,좋음,0.0005,좋음,0.0012,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
202103,전라북도,53745,5331,5115,8.5,72.1,7.8,15.1,2.9,1.8,70.57,나쁨,좋음,28.8,나쁨,좋음,0.003,좋음,좋음,0.012,좋음,좋음,좋음,0.408,좋음,좋음,954255.0,0.0088,좋음,0.018,좋음,좋음,0.0015,좋음,0.0186,좋음,0.0048,나쁨,0.2839,좋음,0.0007,좋음,0.0018,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
202104,전라북도,50958,5547,4680,13.2,59.9,8.6,19.7,7.2,2.0,41.14,좋음,좋음,18.0,좋음,좋음,0.003,좋음,좋음,0.01,좋음,좋음,좋음,0.333,좋음,좋음,952899.0,0.0085,좋음,0.0065,좋음,좋음,0.0019,좋음,0.027,좋음,0.0013,좋음,0.678,나쁨,0.0003,좋음,0.0017,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
202105,전라북도,38461,5204,4432,16.8,71.2,13.4,22.7,11.2,2.0,53.0,나쁨,좋음,20.07,좋음,좋음,0.003,좋음,좋음,0.008,좋음,좋음,좋음,0.314,좋음,좋음,952275.0,0.0116,좋음,0.0081,좋음,좋음,0.0007,좋음,0.0277,좋음,0.0023,좋음,0.6385,나쁨,0.0003,좋음,0.0029,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
202106,전라북도,39875,5736,4552,22.2,76.4,19.8,27.6,17.8,1.6,33.79,좋음,좋음,20.57,좋음,좋음,0.003,좋음,좋음,0.007,좋음,좋음,좋음,0.343,좋음,좋음,953697.0,0.0078,좋음,0.0047,좋음,좋음,0.001,좋음,0.0097,좋음,0.0015,좋음,0.1677,좋음,0.0002,좋음,0.0015,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
202107,전라북도,32560,6186,3629,26.3,79.6,26.6,31.2,22.3,1.5,19.79,좋음,좋음,11.13,좋음,좋음,0.002,좋음,좋음,0.006,좋음,좋음,좋음,0.279,좋음,좋음,955522.0,0.006,좋음,0.0014,좋음,좋음,0.0007,좋음,0.0033,좋음,0.0004,좋음,0.0652,좋음,0.0006,좋음,0.0016,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
202108,전라북도,31794,5647,3681,25.1,83.0,26.0,30.0,21.7,1.4,20.21,좋음,좋음,10.67,좋음,좋음,0.002,좋음,좋음,0.006,좋음,좋음,좋음,0.293,좋음,좋음,956427.0,0.0059,좋음,0.0038,좋음,좋음,0.001,좋음,0.0054,좋음,0.0012,좋음,0.1019,좋음,0.0001,좋음,0.0012,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
202109,전라북도,60541,5477,4852,21.9,79.4,20.6,26.6,18.1,1.6,18.0,좋음,좋음,8.5,좋음,좋음,0.003,좋음,좋음,0.007,좋음,좋음,좋음,0.293,좋음,좋음,956910.0,0.0048,좋음,0.0031,좋음,좋음,0.0026,좋음,0.0147,좋음,0.001,좋음,0.103,좋음,0.0004,좋음,0.0022,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
202110,전라북도,63187,5403,6490,15.2,76.3,13.7,21.7,10.1,1.4,29.0,좋음,좋음,15.27,좋음,좋음,0.002,좋음,좋음,0.01,좋음,좋음,좋음,0.336,좋음,좋음,957850.0,0.006,좋음,0.0056,좋음,좋음,0.0005,좋음,0.0065,좋음,0.0024,좋음,0.1245,좋음,0.0002,좋음,0.0016,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
202111,전라북도,67864,4489,6213,8.4,77.0,8.4,14.7,3.5,1.5,37.36,좋음,좋음,20.93,좋음,좋음,0.003,좋음,좋음,0.013,좋음,좋음,좋음,0.369,좋음,좋음,959559.0,0.0089,좋음,0.0111,좋음,좋음,0.0005,좋음,0.0164,좋음,0.002,좋음,0.3699,좋음,0.0004,좋음,0.0011,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
202112,전라북도,43187,4945,4917,2.3,71.5,5.4,7.8,-2.5,1.7,36.46,좋음,좋음,21.71,나쁨,좋음,0.003,좋음,좋음,0.014,좋음,좋음,좋음,0.4,좋음,좋음,959920.0,0.0133,좋음,0.0127,좋음,좋음,0.0013,좋음,0.0153,좋음,0.0021,좋음,0.2912,좋음,0.0005,좋음,0.0018,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
202201,전라북도,45469,5129,5478,-0.7,65.1,3.8,4.8,-5.6,1.5,37.86,좋음,좋음,26.07,나쁨,좋음,0.003,좋음,좋음,0.015,좋음,좋음,좋음,0.457,좋음,좋음,961813.0,0.0087,좋음,0.0138,좋음,좋음,0.0011,좋음,0.0119,좋음,0.0028,좋음,0.2869,좋음,0.0004,좋음,0.0016,좋음,-38,-1,-55,1,1,1,0,4,-3,-26,-32,-22,-23,-24,-52,-41,-23,-14,0,-6,-42,-43
