,2018.01,2018.02,2018.03,2018.04,2018.05,2018.06,2018.07,2018.08,2018.09,2018.10,2018.11,2018.12,2019.01,2019.02,2019.03,2019.04,2019.05,2019.06,2019.07,2019.08,2019.09,2019.10,2019.11,2019.12,2020.01,2020.02,2020.03,2020.04,2020.05,2020.06,2020.07,2020.08,2020.09,2020.10,2020.11,2020.12,2021.01,2021.02,2021.03,2021.04,2021.05,2021.06,2021.07,2021.08,2021.09,2021.10,2021.11,2021.12,2022.01,2022.02,2022.03,2022.04,2022.05,2022.06,2022.07,2022.08,2022.09,2022.10,2022.11,2022.12
1,28712,26236,29573,28229,29161,27698,30015,28904,26353,31645,30272,29260,32345,26758,29864,31003,30869,28699,32207,29964,29658,32292,30283,32282,31093,28997,30672,31063,29765,32202,32255,29846,31460,31157,31394,33271,30288,29310,34775,33042,30818,33990,33317,32567,32142,32637,33764,34495,32206,29676,34033,32666,33398,32194,32933,33544,33659,31601,34193,33895
