STD_YYYYMM,SIDO,GEN,AGG,CNT,CNT_SUM,AVG_PM2.5
201801,전라남도,1,0,393,114360,24.89
201802,전라남도,1,0,533,72906,27.25
201803,전라남도,1,0,772,89227,27.38
201804,전라남도,1,0,409,86300,22.43
201805,전라남도,1,0,427,68293,20.2
201806,전라남도,1,0,394,49766,23.4
201807,전라남도,1,0,451,45030,15.5
201808,전라남도,1,0,439,50979,13.38
201809,전라남도,1,0,752,95844,13.0
201810,전라남도,1,0,660,95763,16.44
201811,전라남도,1,0,491,93345,29.9
201812,전라남도,1,0,339,109901,23.0
201901,전라남도,1,0,324,77611,28.45
201902,전라남도,1,0,435,66131,29.73
201903,전라남도,1,0,631,96383,30.63
201904,전라남도,1,0,426,94009,17.37
201905,전라남도,1,0,389,72015,21.74
201906,전라남도,1,0,389,49373,20.68
201907,전라남도,1,0,302,50736,13.84
201908,전라남도,1,0,465,53660,16.75
201909,전라남도,1,0,693,89792,12.13
201910,전라남도,1,0,460,91479,13.91
201911,전라남도,1,0,370,89599,17.26
201912,전라남도,1,0,357,98836,18.57
202001,전라남도,1,0,293,97625,22.68
202002,전라남도,1,0,302,56214,19.61
202003,전라남도,1,0,195,38630,15.96
202004,전라남도,1,0,386,38751,16.13
202005,전라남도,1,0,1099,50028,15.59
202006,전라남도,1,0,534,41334,15.05
202007,전라남도,1,0,250,38605,9.23
202008,전라남도,1,0,382,33836,15.13
202009,전라남도,1,0,447,56609,13.24
202010,전라남도,1,0,717,64850,15.04
202011,전라남도,1,0,548,59465,15.67
202012,전라남도,1,0,287,38178,17.91
202101,전라남도,1,0,347,33235,17.09
202102,전라남도,1,0,483,35255,20.22
202103,전라남도,1,0,628,56203,21.73
202104,전라남도,1,0,524,57878,14.32
202105,전라남도,1,0,237,37214,16.87
202106,전라남도,1,0,445,34989,15.74
202107,전라남도,1,0,409,37826,10.65
202108,전라남도,1,0,270,30409,10.15
202109,전라남도,1,0,698,63821,8.67
202110,전라남도,1,0,636,63652,13.1
202111,전라남도,1,0,262,69260,17.73
202112,전라남도,1,0,351,49721,19.33
202201,전라남도,1,0,281,47804,21.05
202202,전라남도,1,0,225,50676,20.55
202203,전라남도,1,0,574,90971,17.13
202204,전라남도,1,0,543,68667,15.17
202205,전라남도,1,0,409,46988,15.09
202206,전라남도,1,0,341,40279,11.09
202207,전라남도,1,0,262,48987,11.17
202208,전라남도,1,0,209,58073,8.26
202209,전라남도,1,0,270,68079,11.09
202210,전라남도,1,0,338,74063,11.91
202211,전라남도,1,0,210,72898,17.64
202212,전라남도,1,0,175,77897,14.52
201501,경상북도,1,0,580,104027,
201502,경상북도,1,0,707,111648,
201503,경상북도,1,0,784,140439,
201504,경상북도,1,0,660,115778,
201505,경상북도,1,0,585,86294,
201506,경상북도,1,0,437,61450,30.0
201507,경상북도,1,0,510,56231,21.0
201508,경상북도,1,0,675,68500,21.0
201509,경상북도,1,0,1018,135429,21.0
201510,경상북도,1,0,719,116815,32.0
201511,경상북도,1,0,572,104753,32.0
201512,경상북도,1,0,668,129143,42.0
201601,경상북도,1,0,461,125340,41.0
201602,경상북도,1,0,727,132375,36.0
201603,경상북도,1,0,916,123564,42.0
201604,경상북도,1,0,562,109869,31.0
201605,경상북도,1,0,511,86950,23.67
201606,경상북도,1,0,492,64514,20.67
201607,경상북도,1,0,492,64155,15.0
201608,경상북도,1,0,582,74347,15.0
201609,경상북도,1,0,831,121284,20.75
201610,경상북도,1,0,803,124877,21.75
201611,경상북도,1,0,686,122997,32.75
201612,경상북도,1,0,569,149336,29.25
201701,경상북도,1,0,450,101197,31.0
201702,경상북도,1,0,597,96034,30.0
201703,경상북도,1,0,786,132937,33.2
201704,경상북도,1,0,619,129166,23.2
201705,경상북도,1,0,570,93814,24.33
201706,경상북도,1,0,588,72172,22.33
201707,경상북도,1,0,458,63354,17.14
201708,경상북도,1,0,433,81509,12.67
201709,경상북도,1,0,711,129972,19.17
201710,경상북도,1,0,643,105392,17.2
201711,경상북도,1,0,659,137621,30.29
201712,경상북도,1,0,499,166729,31.43
201801,경상북도,1,0,418,155552,34.75
201802,경상북도,1,0,560,97098,31.33
201803,경상북도,1,0,769,121937,30.0
201804,경상북도,1,0,558,130842,26.78
201805,경상북도,1,0,425,94398,22.0
201806,경상북도,1,0,461,71098,21.89
201807,경상북도,1,0,362,64396,17.89
201808,경상북도,1,0,401,68122,13.9
201809,경상북도,1,0,719,129338,12.6
201810,경상북도,1,0,578,129829,20.3
201811,경상북도,1,0,486,129775,34.78
201812,경상북도,1,0,388,148464,27.0
201901,경상북도,1,0,297,106626,35.1
201902,경상북도,1,0,477,90149,34.1
201903,경상북도,1,0,641,121548,33.08
201904,경상북도,1,0,500,134462,16.33
201905,경상북도,1,0,425,100221,20.0
201906,경상북도,1,0,366,66094,16.83
201907,경상북도,1,0,350,71324,15.08
201908,경상북도,1,0,379,72742,15.0
201909,경상북도,1,0,584,123133,11.29
201910,경상북도,1,0,553,125448,12.93
201911,경상북도,1,0,393,126813,18.79
201912,경상북도,1,0,351,141978,24.36
202001,경상북도,1,0,262,134084,21.29
202002,경상북도,1,0,206,76860,22.4
202003,경상북도,1,0,110,39700,18.4
202004,경상북도,1,0,195,44274,16.83
202005,경상북도,1,0,566,52537,15.17
202006,경상북도,1,0,997,58576,15.67
202007,경상북도,1,0,328,53175,8.82
202008,경상북도,1,0,236,45982,13.39
202009,경상북도,1,0,366,78384,11.29
202010,경상북도,1,0,556,78065,15.62
202011,경상북도,1,0,705,75192,21.04
202012,경상북도,1,0,280,52862,24.05
202101,경상북도,1,0,143,36237,19.87
202102,경상북도,1,0,477,41402,22.5
202103,경상북도,1,0,838,75470,20.33
202104,경상북도,1,0,544,85310,15.88
202105,경상북도,1,0,286,53135,17.12
202106,경상북도,1,0,308,48762,17.42
202107,경상북도,1,0,323,46291,11.58
202108,경상북도,1,0,234,45258,11.08
202109,경상북도,1,0,537,77939,8.38
202110,경상북도,1,0,745,88603,12.83
202111,경상북도,1,0,338,95485,20.25
202112,경상북도,1,0,285,62655,19.25
202201,경상북도,1,0,377,64175,22.42
202202,경상북도,1,0,266,80059,20.83
202203,경상북도,1,0,247,112563,22.09
202204,경상북도,1,0,584,99353,16.0
202205,경상북도,1,0,445,61323,15.91
202206,경상북도,1,0,400,53930,12.61
202207,경상북도,1,0,256,65574,11.4
202208,경상북도,1,0,229,79812,9.05
202209,경상북도,1,0,369,92236,8.72
202210,경상북도,1,0,391,98075,12.19
202211,경상북도,1,0,223,102229,22.04
202212,경상북도,1,0,204,116227,19.35
201501,경상남도,1,0,410,149922,26.12
201502,경상남도,1,0,484,164971,31.62
201503,경상남도,1,0,627,189722,29.25
201504,경상남도,1,0,592,165196,22.38
201505,경상남도,1,0,485,127402,27.62
201506,경상남도,1,0,361,92052,30.12
201507,경상남도,1,0,446,85625,23.5
201508,경상남도,1,0,646,98940,24.25
201509,경상남도,1,0,775,198317,17.38
201510,경상남도,1,0,543,172142,23.29
201511,경상남도,1,0,495,152814,19.88
201512,경상남도,1,0,677,189419,24.75
201601,경상남도,1,0,402,177614,26.25
201602,경상남도,1,0,538,181287,24.12
201603,경상남도,1,0,651,176291,27.12
201604,경상남도,1,0,480,157354,25.38
201605,경상남도,1,0,462,120147,28.25
201606,경상남도,1,0,425,90863,26.38
201607,경상남도,1,0,447,92378,18.12
201608,경상남도,1,0,514,109339,20.29
201609,경상남도,1,0,655,179159,21.0
201610,경상남도,1,0,651,175820,19.5
201611,경상남도,1,0,562,176459,27.75
201612,경상남도,1,0,456,206346,24.62
201701,경상남도,1,0,396,149103,26.38
201702,경상남도,1,0,564,136723,22.62
201703,경상남도,1,0,637,191151,27.75
201704,경상남도,1,0,443,180343,22.12
201705,경상남도,1,0,444,133134,23.88
201706,경상남도,1,0,461,102400,23.25
201707,경상남도,1,0,391,94776,22.5
201708,경상남도,1,0,390,109501,15.25
201709,경상남도,1,0,647,190251,20.12
201710,경상남도,1,0,554,154437,15.62
201711,경상남도,1,0,587,200878,24.12
201712,경상남도,1,0,458,241351,23.62
201801,경상남도,1,0,381,213617,23.57
201802,경상남도,1,0,511,137122,24.89
201803,경상남도,1,0,705,173415,22.7
201804,경상남도,1,0,449,180511,23.1
201805,경상남도,1,0,396,133046,19.6
201806,경상남도,1,0,403,103504,22.3
201807,경상남도,1,0,440,94013,17.4
201808,경상남도,1,0,416,95243,11.6
201809,경상남도,1,0,742,187930,11.1
201810,경상남도,1,0,740,191760,14.8
201811,경상남도,1,0,516,184450,23.4
201812,경상남도,1,0,402,221031,19.3
201901,경상남도,1,0,359,144747,23.4
201902,경상남도,1,0,422,131388,25.0
201903,경상남도,1,0,610,176937,25.53
201904,경상남도,1,0,570,181825,16.6
201905,경상남도,1,0,471,140116,19.6
201906,경상남도,1,0,373,94358,19.07
201907,경상남도,1,0,368,99141,13.93
201908,경상남도,1,0,493,99403,15.27
201909,경상남도,1,0,659,175951,10.73
201910,경상남도,1,0,605,185265,11.15
201911,경상남도,1,0,476,185393,16.32
201912,경상남도,1,0,422,208903,19.47
202001,경상남도,1,0,372,187697,19.21
202002,경상남도,1,0,350,114090,20.21
202003,경상남도,1,0,136,66916,15.78
202004,경상남도,1,0,339,63022,15.06
202005,경상남도,1,0,1004,85115,15.94
202006,경상남도,1,0,669,80515,15.68
202007,경상남도,1,0,328,66974,10.28
202008,경상남도,1,0,292,63537,15.63
202009,경상남도,1,0,302,112232,12.47
202010,경상남도,1,0,829,122007,14.12
202011,경상남도,1,0,426,111724,16.89
202012,경상남도,1,0,246,69056,19.0
202101,경상남도,1,0,249,52758,17.44
202102,경상남도,1,0,546,65869,19.53
202103,경상남도,1,0,822,112568,19.21
202104,경상남도,1,0,500,105280,14.67
202105,경상남도,1,0,363,72304,15.61
202106,경상남도,1,0,363,68766,16.47
202107,경상남도,1,0,270,60192,11.46
202108,경상남도,1,0,170,55664,11.15
202109,경상남도,1,0,711,118285,9.18
202110,경상남도,1,0,791,130868,13.21
202111,경상남도,1,0,394,133041,17.79
202112,경상남도,1,0,390,95404,17.32
202201,경상남도,1,0,405,106446,20.32
202202,경상남도,1,0,193,126134,18.05
202203,경상남도,1,0,391,183979,18.11
202204,경상남도,1,0,719,129045,14.58
202205,경상남도,1,0,407,83409,16.17
202206,경상남도,1,0,358,69793,11.33
202207,경상남도,1,0,295,93937,12.61
202208,경상남도,1,0,222,108328,9.88
202209,경상남도,1,0,454,135927,10.35
202210,경상남도,1,0,429,139660,12.06
202211,경상남도,1,0,304,154846,18.79
202212,경상남도,1,0,265,172837,16.21
201501,제주특별자치도,1,0,1137,28375,24.0
201502,제주특별자치도,1,0,1215,31409,25.0
201503,제주특별자치도,1,0,1451,40491,31.0
201504,제주특별자치도,1,0,1331,32276,23.0
201505,제주특별자치도,1,0,974,24819,22.0
201506,제주특별자치도,1,0,952,18375,25.0
201507,제주특별자치도,1,0,924,15722,22.0
201508,제주특별자치도,1,0,1352,20447,21.0
201509,제주특별자치도,1,0,1655,33066,14.0
201510,제주특별자치도,1,0,1230,32461,19.0
201511,제주특별자치도,1,0,1168,29582,20.67
201512,제주특별자치도,1,0,1357,35985,25.33
201601,제주특별자치도,1,0,1079,31540,27.33
201602,제주특별자치도,1,0,1337,33090,25.33
201603,제주특별자치도,1,0,1772,37912,28.0
201604,제주특별자치도,1,0,1078,25528,28.0
201605,제주특별자치도,1,0,1056,25880,28.33
201606,제주특별자치도,1,0,974,20460,21.0
201607,제주특별자치도,1,0,911,19033,13.0
201608,제주특별자치도,1,0,1207,21694,13.33
201609,제주특별자치도,1,0,1376,29615,18.67
201610,제주특별자치도,1,0,1463,34133,16.67
201611,제주특별자치도,1,0,1420,34530,19.0
201612,제주특별자치도,1,0,1243,38938,19.67
201701,제주특별자치도,1,0,984,28201,20.67
201702,제주특별자치도,1,0,1080,24750,22.0
201703,제주특별자치도,1,0,1560,38788,27.0
201704,제주특별자치도,1,0,1082,30409,24.0
201705,제주특별자치도,1,0,1087,27895,20.67
201706,제주특별자치도,1,0,982,20719,22.67
201707,제주특별자치도,1,0,883,18516,15.33
201708,제주특별자치도,1,0,1126,22864,13.0
201709,제주특별자치도,1,0,1265,32595,19.67
201710,제주특별자치도,1,0,1314,32406,17.33
201711,제주특별자치도,1,0,1472,40900,24.67
201712,제주특별자치도,1,0,1100,43705,23.33
201801,제주특별자치도,1,0,910,41392,19.33
201802,제주특별자치도,1,0,1032,27206,22.33
201803,제주특별자치도,1,0,1746,40587,23.67
201804,제주특별자치도,1,0,1198,32264,24.33
201805,제주특별자치도,1,0,995,27717,20.33
201806,제주특별자치도,1,0,904,21703,20.67
201807,제주특별자치도,1,0,842,19197,16.33
201808,제주특별자치도,1,0,1025,20430,13.0
201809,제주특별자치도,1,0,1442,33667,13.0
201810,제주특별자치도,1,0,1443,39395,16.33
201811,제주특별자치도,1,0,1154,36337,22.67
201812,제주특별자치도,1,0,1060,40588,16.67
201901,제주특별자치도,1,0,836,31032,22.0
201902,제주특별자치도,1,0,944,29045,24.0
201903,제주특별자치도,1,0,1519,39167,29.33
201904,제주특별자치도,1,0,1165,33833,19.33
201905,제주특별자치도,1,0,1018,30898,19.33
201906,제주특별자치도,1,0,879,20469,19.67
201907,제주특별자치도,1,0,823,21800,16.0
201908,제주특별자치도,1,0,938,22184,18.0
201909,제주특별자치도,1,0,1245,31351,12.67
201910,제주특별자치도,1,0,1363,38508,15.0
201911,제주특별자치도,1,0,1025,35544,15.33
201912,제주특별자치도,1,0,931,39196,16.0
202001,제주특별자치도,1,0,808,35770,19.0
202002,제주특별자치도,1,0,642,24201,20.67
202003,제주특별자치도,1,0,435,14479,15.33
202004,제주특별자치도,1,0,1679,18210,18.0
202005,제주특별자치도,1,0,1135,19276,19.33
202006,제주특별자치도,1,0,960,16089,13.67
202007,제주특별자치도,1,0,823,18262,9.67
202008,제주특별자치도,1,0,715,15967,14.33
202009,제주특별자치도,1,0,670,19550,13.0
202010,제주특별자치도,1,0,1239,23166,15.67
202011,제주특별자치도,1,0,1190,22905,13.0
202012,제주특별자치도,1,0,587,17782,14.0
202101,제주특별자치도,1,0,283,10668,13.67
202102,제주특별자치도,1,0,1056,19528,17.0
202103,제주특별자치도,1,0,2041,22189,23.33
202104,제주특별자치도,1,0,919,20173,14.0
202105,제주특별자치도,1,0,559,15773,16.0
202106,제주특별자치도,1,0,663,13318,13.0
202107,제주특별자치도,1,0,762,14793,8.0
202108,제주특별자치도,1,0,568,13909,7.33
202109,제주특별자치도,1,0,803,16975,8.0
202110,제주특별자치도,1,0,2380,31947,11.0
202111,제주특별자치도,1,0,805,29778,17.0
202112,제주특별자치도,1,0,827,19925,14.67
202201,제주특별자치도,1,0,830,20703,15.33
202202,제주특별자치도,1,0,447,20845,17.67
202203,제주특별자치도,1,0,727,35714,19.33
202204,제주특별자치도,1,0,1434,22617,15.67
202205,제주특별자치도,1,0,1336,21015,14.33
202206,제주특별자치도,1,0,780,15795,10.33
202207,제주특별자치도,1,0,589,20823,10.67
202208,제주특별자치도,1,0,658,21942,8.0
202209,제주특별자치도,1,0,973,22190,14.0
202210,제주특별자치도,1,0,1162,32033,12.33
202211,제주특별자치도,1,0,610,27187,17.0
202212,제주특별자치도,1,0,585,33172,13.67
