STD_YYYYMM,SIDO,GEN,AGG,CNT,CNT_SUM,AVG_PM2.5
201902,울산광역시,1,0,448,43647,26.0
201903,울산광역시,1,0,459,59896,29.0
201904,울산광역시,1,0,439,61700,19.0
201905,울산광역시,1,0,374,48035,26.0
201906,울산광역시,1,0,266,32896,22.0
201907,울산광역시,1,0,309,34341,19.0
201908,울산광역시,1,0,313,32118,18.0
201909,울산광역시,1,0,524,56602,13.0
201910,울산광역시,1,0,514,62472,11.0
201911,울산광역시,1,0,399,62239,15.0
201912,울산광역시,1,0,304,66903,20.0
202001,울산광역시,1,0,266,59817,19.0
202002,울산광역시,1,0,212,35896,19.0
202003,울산광역시,1,0,96,21030,17.0
202004,울산광역시,1,0,190,20549,17.0
202005,울산광역시,1,0,638,28966,19.0
202006,울산광역시,1,0,564,29281,19.0
202007,울산광역시,1,0,227,25578,12.0
202008,울산광역시,1,0,239,21493,17.0
202009,울산광역시,1,0,201,30890,14.0
202010,울산광역시,1,0,612,36393,15.0
202011,울산광역시,1,0,526,39219,17.0
202012,울산광역시,1,0,140,23466,19.0
202101,울산광역시,1,0,132,16137,17.0
202102,울산광역시,1,0,326,21035,21.0
202103,울산광역시,1,0,784,40597,20.0
202104,울산광역시,1,0,401,38380,16.0
202105,울산광역시,1,0,211,20595,17.0
202106,울산광역시,1,0,343,21421,17.0
202107,울산광역시,1,0,259,22873,10.0
202108,울산광역시,1,0,179,20061,11.0
202109,울산광역시,1,0,417,34202,8.0
202110,울산광역시,1,0,594,44099,12.0
202111,울산광역시,1,0,343,49633,17.0
202112,울산광역시,1,0,313,32392,17.0
202201,울산광역시,1,0,316,35436,18.0
202202,울산광역시,1,0,217,43457,18.0
202203,울산광역시,1,0,321,60089,20.0
202204,울산광역시,1,0,592,45929,16.0
202205,울산광역시,1,0,362,27996,19.0
202206,울산광역시,1,0,283,24292,12.0
202207,울산광역시,1,0,231,33342,12.0
202208,울산광역시,1,0,200,36974,14.0
202209,울산광역시,1,0,344,40466,12.0
202210,울산광역시,1,0,326,47930,12.0
202211,울산광역시,1,0,256,53415,19.0
202212,울산광역시,1,0,189,54173,18.0
201501,세종특별자치시,1,0,593,8897,
201502,세종특별자치시,1,0,722,9501,
201503,세종특별자치시,1,0,999,12594,
201504,세종특별자치시,1,0,860,10809,
201505,세종특별자치시,1,0,705,8308,
201506,세종특별자치시,1,0,399,5307,
201507,세종특별자치시,1,0,855,7204,
201508,세종특별자치시,1,0,1103,9743,
201509,세종특별자치시,1,0,1388,17872,
201510,세종특별자치시,1,0,966,13296,
201511,세종특별자치시,1,0,847,12633,
201512,세종특별자치시,1,0,1012,15012,
201601,세종특별자치시,1,0,708,12568,
201602,세종특별자치시,1,0,1008,14581,
201603,세종특별자치시,1,0,1389,15625,
201604,세종특별자치시,1,0,844,12599,
201605,세종특별자치시,1,0,802,10641,28.0
201606,세종특별자치시,1,0,742,8379,25.0
201607,세종특별자치시,1,0,819,10044,19.0
201608,세종특별자치시,1,0,1028,11981,24.0
201609,세종특별자치시,1,0,1353,18599,19.0
201610,세종특별자치시,1,0,1313,17799,17.0
201611,세종특별자치시,1,0,1243,17611,28.0
201612,세종특별자치시,1,0,955,22241,27.0
201701,세종특별자치시,1,0,796,11814,32.0
201702,세종특별자치시,1,0,1156,12748,28.0
201703,세종특별자치시,1,0,1414,19303,37.0
201704,세종특별자치시,1,0,1085,17114,23.0
201705,세종특별자치시,1,0,1051,12667,20.0
201706,세종특별자치시,1,0,1083,10814,21.0
201707,세종특별자치시,1,0,902,10980,18.0
201708,세종특별자치시,1,0,1040,14626,12.0
201709,세종특별자치시,1,0,1356,21883,20.0
201710,세종특별자치시,1,0,1241,16270,17.0
201711,세종특별자치시,1,0,1267,20936,24.0
201712,세종특별자치시,1,0,916,22902,21.0
201801,세종특별자치시,1,0,855,20414,28.0
201802,세종특별자치시,1,0,1077,13346,26.0
201803,세종특별자치시,1,0,1731,20387,26.0
201804,세종특별자치시,1,0,1183,18851,23.0
201805,세종특별자치시,1,0,886,14483,21.0
201806,세종특별자치시,1,0,986,11397,22.0
201807,세종특별자치시,1,0,1026,12209,15.0
201808,세종특별자치시,1,0,933,12537,10.0
201809,세종특별자치시,1,0,1716,25235,13.0
201810,세종특별자치시,1,0,1344,21153,14.0
201811,세종특별자치시,1,0,1108,22617,29.0
201812,세종특별자치시,1,0,800,23024,31.0
201901,세종특별자치시,1,0,845,15273,41.0
201902,세종특별자치시,1,0,1079,13389,41.0
201903,세종특별자치시,1,0,1729,23042,47.0
201904,세종특별자치시,1,0,1170,22343,19.0
201905,세종특별자치시,1,0,1095,17008,25.0
201906,세종특별자치시,1,0,874,12274,20.0
201907,세종특별자치시,1,0,872,13251,14.0
201908,세종특별자치시,1,0,996,14230,16.0
201909,세종특별자치시,1,0,1428,24922,12.0
201910,세종특별자치시,1,0,1179,21917,17.0
201911,세종특별자치시,1,0,955,20517,26.0
201912,세종특별자치시,1,0,945,22302,32.0
202001,세종특별자치시,1,0,731,19726,31.0
202002,세종특별자치시,1,0,572,10811,28.0
202003,세종특별자치시,1,0,391,7173,23.0
202004,세종특별자치시,1,0,876,8454,18.0
202005,세종특별자치시,1,0,2633,14168,14.0
202006,세종특별자치시,1,0,1470,11431,16.0
202007,세종특별자치시,1,0,891,9701,9.0
202008,세종특별자치시,1,0,937,10194,11.0
202009,세종특별자치시,1,0,892,16327,10.0
202010,세종특별자치시,1,0,2290,17891,20.0
202011,세종특별자치시,1,0,1544,16162,25.0
202012,세종특별자치시,1,0,628,9084,28.0
202101,세종특별자치시,1,0,680,7242,25.0
202102,세종특별자치시,1,0,1195,8723,27.0
202103,세종특별자치시,1,0,2713,17283,27.0
202104,세종특별자치시,1,0,1328,16295,16.0
202105,세종특별자치시,1,0,1033,11611,16.0
202106,세종특별자치시,1,0,1013,11069,16.0
202107,세종특별자치시,1,0,686,8828,9.0
202108,세종특별자치시,1,0,924,9943,9.0
202109,세종특별자치시,1,0,1999,19256,7.0
202110,세종특별자치시,1,0,1776,18398,15.0
202111,세종특별자치시,1,0,1282,22207,24.0
202112,세종특별자치시,1,0,897,11281,26.0
202201,세종특별자치시,1,0,1296,13610,30.0
202202,세종특별자치시,1,0,699,14567,27.0
202203,세종특별자치시,1,0,1135,24201,24.0
202204,세종특별자치시,1,0,2136,19753,17.0
202205,세종특별자치시,1,0,1406,13053,14.0
202206,세종특별자치시,1,0,1013,11607,10.0
202207,세종특별자치시,1,0,884,15709,12.0
202208,세종특별자치시,1,0,742,16729,8.0
202209,세종특별자치시,1,0,1337,22561,10.0
202210,세종특별자치시,1,0,1163,21079,15.0
202211,세종특별자치시,1,0,840,19193,25.0
202212,세종특별자치시,1,0,678,21345,23.0
201501,경기도,1,0,566,494796,30.25
201502,경기도,1,0,654,544273,36.5
201503,경기도,1,0,764,651998,34.0
201504,경기도,1,0,688,578358,23.43
201505,경기도,1,0,643,443749,23.62
201506,경기도,1,0,333,280786,20.14
201507,경기도,1,0,759,309930,18.29
201508,경기도,1,0,795,441790,21.71
201509,경기도,1,0,830,772488,16.57
201510,경기도,1,0,641,587548,25.33
201511,경기도,1,0,688,597027,25.4
201512,경기도,1,0,668,692375,35.6
201601,경기도,1,0,520,578095,32.8
201602,경기도,1,0,709,604696,27.91
201603,경기도,1,0,904,654613,35.91
201604,경기도,1,0,665,588238,32.67
201605,경기도,1,0,587,463102,28.75
201606,경기도,1,0,534,359499,24.67
201607,경기도,1,0,509,374786,18.93
201608,경기도,1,0,541,460624,19.79
201609,경기도,1,0,730,698217,23.44
201610,경기도,1,0,812,650760,22.78
201611,경기도,1,0,659,673293,34.22
201612,경기도,1,0,558,831780,34.32
201701,경기도,1,0,456,463255,38.38
201702,경기도,1,0,634,487501,33.14
201703,경기도,1,0,738,713291,42.87
201704,경기도,1,0,641,647849,29.35
201705,경기도,1,0,536,495988,26.97
201706,경기도,1,0,562,384064,22.71
201707,경기도,1,0,456,369741,20.14
201708,경기도,1,0,538,514054,10.75
201709,경기도,1,0,650,801290,20.35
201710,경기도,1,0,628,562633,18.25
201711,경기도,1,0,701,728303,29.48
201712,경기도,1,0,546,822424,35.94
201801,경기도,1,0,526,740330,37.34
201802,경기도,1,0,565,457908,33.06
201803,경기도,1,0,842,640839,37.0
201804,경기도,1,0,611,659181,26.74
201805,경기도,1,0,501,510197,22.63
201806,경기도,1,0,469,383330,23.28
201807,경기도,1,0,406,364619,14.07
201808,경기도,1,0,416,389561,11.0
201809,경기도,1,0,772,812648,12.07
201810,경기도,1,0,587,718936,18.68
201811,경기도,1,0,520,713080,35.29
201812,경기도,1,0,403,754162,28.78
201901,경기도,1,0,414,521892,42.0
201902,경기도,1,0,431,434311,38.06
201903,경기도,1,0,685,707823,46.53
201904,경기도,1,0,493,728253,20.44
201905,경기도,1,0,416,578045,27.22
201906,경기도,1,0,361,380619,18.26
201907,경기도,1,0,339,401110,17.13
201908,경기도,1,0,420,445094,15.0
201909,경기도,1,0,586,792694,11.97
201910,경기도,1,0,518,725824,16.32
201911,경기도,1,0,398,677515,22.78
201912,경기도,1,0,367,752150,30.84
202001,경기도,1,0,263,670669,30.97
202002,경기도,1,0,144,346995,28.34
202003,경기도,1,0,145,242441,25.22
202004,경기도,1,0,299,253282,19.88
202005,경기도,1,0,790,389114,18.41
202006,경기도,1,0,601,290497,20.78
202007,경기도,1,0,281,265883,12.53
202008,경기도,1,0,230,252269,12.42
202009,경기도,1,0,223,460680,10.94
202010,경기도,1,0,699,429016,18.25
202011,경기도,1,0,657,420321,24.91
202012,경기도,1,0,168,245860,28.66
202101,경기도,1,0,165,192692,22.06
202102,경기도,1,0,424,229200,30.0
202103,경기도,1,0,1016,462138,32.5
202104,경기도,1,0,507,470985,18.39
202105,경기도,1,0,347,303718,20.44
202106,경기도,1,0,319,272110,20.12
202107,경기도,1,0,184,226531,14.13
202108,경기도,1,0,175,247157,12.25
202109,경기도,1,0,766,527567,7.47
202110,경기도,1,0,595,474753,14.46
202111,경기도,1,0,514,582138,27.17
202112,경기도,1,0,293,374798,24.19
202201,경기도,1,0,370,365642,30.35
202202,경기도,1,0,278,447683,26.45
202203,경기도,1,0,371,671113,23.48
202204,경기도,1,0,728,535281,21.78
202205,경기도,1,0,474,381107,17.12
202206,경기도,1,0,376,325220,12.56
202207,경기도,1,0,267,417556,14.31
202208,경기도,1,0,211,446924,10.12
202209,경기도,1,0,450,630189,11.47
202210,경기도,1,0,377,591479,15.44
202211,경기도,1,0,262,550174,24.94
202212,경기도,1,0,203,595689,22.12
201501,강원도,1,0,562,57137,35.5
201502,강원도,1,0,558,57018,38.25
201503,강원도,1,0,754,79795,34.5
201504,강원도,1,0,613,64293,23.5
201505,강원도,1,0,574,49507,26.25
201506,강원도,1,0,328,33001,21.25
201507,강원도,1,0,513,31756,18.25
201508,강원도,1,0,654,40605,21.5
201509,강원도,1,0,822,72905,14.0
201510,강원도,1,0,674,63955,25.0
201511,강원도,1,0,552,58899,23.25
201512,강원도,1,0,718,73629,35.0
201601,강원도,1,0,543,69877,31.6
201602,강원도,1,0,610,66117,29.2
201603,강원도,1,0,931,70507,36.2
201604,강원도,1,0,651,63033,30.8
201605,강원도,1,0,603,51991,29.6
201606,강원도,1,0,482,38692,26.2
201607,강원도,1,0,450,36554,19.2
201608,강원도,1,0,659,45320,17.5
201609,강원도,1,0,787,68674,21.4
201610,강원도,1,0,762,67945,22.2
201611,강원도,1,0,696,69011,30.2
201612,강원도,1,0,589,88905,29.0
201701,강원도,1,0,403,54791,34.0
201702,강원도,1,0,639,53255,31.83
201703,강원도,1,0,797,73906,37.0
201704,강원도,1,0,612,69672,26.17
201705,강원도,1,0,555,54027,26.5
201706,강원도,1,0,530,41493,22.67
201707,강원도,1,0,440,36528,19.0
201708,강원도,1,0,548,51261,11.6
201709,강원도,1,0,711,74777,19.0
201710,강원도,1,0,644,57268,15.0
201711,강원도,1,0,711,74497,24.17
201712,강원도,1,0,464,85478,29.8
201801,강원도,1,0,454,85935,32.0
201802,강원도,1,0,587,48852,28.14
201803,강원도,1,0,759,63421,27.17
201804,강원도,1,0,605,67811,26.29
201805,강원도,1,0,431,52498,22.57
201806,강원도,1,0,394,37830,20.29
201807,강원도,1,0,429,34757,17.29
201808,강원도,1,0,403,37011,12.43
201809,강원도,1,0,804,70013,13.33
201810,강원도,1,0,661,68936,14.0
201811,강원도,1,0,573,68895,24.14
201812,강원도,1,0,446,80612,21.22
201901,강원도,1,0,345,55904,31.92
201902,강원도,1,0,527,43428,30.06
201903,강원도,1,0,787,65709,37.06
201904,강원도,1,0,570,71465,17.28
201905,강원도,1,0,431,59926,22.47
201906,강원도,1,0,407,36910,16.79
201907,강원도,1,0,390,37761,14.44
201908,강원도,1,0,522,41110,13.89
201909,강원도,1,0,679,68539,9.5
201910,강원도,1,0,702,69758,13.12
201911,강원도,1,0,466,65478,18.59
201912,강원도,1,0,392,72497,24.33
202001,강원도,1,0,340,72818,22.63
202002,강원도,1,0,273,39712,24.58
202003,강원도,1,0,144,24686,20.84
202004,강원도,1,0,423,26624,18.79
202005,강원도,1,0,981,43308,14.5
202006,강원도,1,0,620,32228,18.0
202007,강원도,1,0,354,30006,8.68
202008,강원도,1,0,336,26514,10.2
202009,강원도,1,0,337,39548,9.24
202010,강원도,1,0,876,45305,13.88
202011,강원도,1,0,549,42510,19.13
202012,강원도,1,0,164,26622,23.0
202101,강원도,1,0,319,20929,16.61
202102,강원도,1,0,629,24102,20.95
202103,강원도,1,0,916,39319,19.32
202104,강원도,1,0,577,43186,14.11
202105,강원도,1,0,475,33139,14.63
202106,강원도,1,0,292,25970,13.22
202107,강원도,1,0,215,22836,9.67
202108,강원도,1,0,356,27049,9.53
202109,강원도,1,0,992,45034,5.67
202110,강원도,1,0,678,45610,8.81
202111,강원도,1,0,413,53257,18.18
202112,강원도,1,0,434,33937,16.56
202201,강원도,1,0,473,35049,22.42
202202,강원도,1,0,267,38066,20.74
202203,강원도,1,0,458,63221,19.07
202204,강원도,1,0,860,55247,16.35
202205,강원도,1,0,655,40480,14.35
202206,강원도,1,0,432,29290,10.37
202207,강원도,1,0,330,36763,8.37
202208,강원도,1,0,356,43827,8.0
202209,강원도,1,0,639,53781,7.16
202210,강원도,1,0,525,56408,8.63
202211,강원도,1,0,409,54422,16.56
202212,강원도,1,0,257,58962,17.22
201501,충청북도,1,0,232,60750,
201502,충청북도,1,0,247,64499,
201503,충청북도,1,0,322,86527,
201504,충청북도,1,0,306,69102,27.0
201505,충청북도,1,0,263,51539,32.0
201506,충청북도,1,0,161,35212,27.0
201507,충청북도,1,0,210,35057,17.0
201508,충청북도,1,0,290,47601,21.0
201509,충청북도,1,0,338,90776,17.0
201510,충청북도,1,0,268,72531,37.0
201511,충청북도,1,0,250,67485,33.0
201512,충청북도,1,0,310,80421,33.2
201601,충청북도,1,0,195,75621,33.2
201602,충청북도,1,0,294,77561,27.4
201603,충청북도,1,0,350,76728,34.0
201604,충청북도,1,0,286,66432,27.8
201605,충청북도,1,0,247,56338,24.4
201606,충청북도,1,0,224,43576,21.0
201607,충청북도,1,0,216,43824,10.83
201608,충청북도,1,0,240,51222,12.0
201609,충청북도,1,0,347,81226,18.5
201610,충청북도,1,0,355,78206,21.0
201611,충청북도,1,0,289,78479,34.5
201612,충청북도,1,0,268,101801,35.33
201701,충청북도,1,0,290,59424,39.0
201702,충청북도,1,0,290,61054,33.83
201703,충청북도,1,0,370,82244,38.67
201704,충청북도,1,0,285,79269,26.86
201705,충청북도,1,0,255,60467,24.86
201706,충청북도,1,0,231,47117,22.86
201707,충청북도,1,0,221,41986,16.14
201708,충청북도,1,0,274,57093,9.0
201709,충청북도,1,0,351,92779,20.29
201710,충청북도,1,0,352,69049,18.57
201711,충청북도,1,0,363,88320,32.0
201712,충청북도,1,0,253,105264,34.14
201801,충청북도,1,0,259,89956,38.43
201802,충청북도,1,0,324,60657,31.71
201803,충청북도,1,0,401,76004,32.86
201804,충청북도,1,0,366,78639,27.44
201805,충청북도,1,0,240,62435,24.56
201806,충청북도,1,0,299,46684,24.33
201807,충청북도,1,0,260,44065,19.11
201808,충청북도,1,0,253,44736,13.33
201809,충청북도,1,0,440,88796,13.11
201810,충청북도,1,0,347,81660,20.89
201811,충청북도,1,0,325,85280,39.44
201812,충청북도,1,0,323,92788,32.56
201901,충청북도,1,0,220,64881,45.8
201902,충청북도,1,0,260,52271,44.75
201903,충청북도,1,0,404,78021,47.33
201904,충청북도,1,0,301,82745,22.67
201905,충청북도,1,0,301,64923,27.25
201906,충청북도,1,0,233,42590,24.36
201907,충청북도,1,0,301,44847,15.67
201908,충청북도,1,0,294,46864,17.17
201909,충청북도,1,0,477,86006,13.67
201910,충청북도,1,0,358,82369,19.17
201911,충청북도,1,0,341,77536,28.42
201912,충청북도,1,0,290,85055,33.25
202001,충청북도,1,0,291,84217,32.75
202002,충청북도,1,0,209,47824,29.83
202003,충청북도,1,0,116,29047,26.08
202004,충청북도,1,0,261,31698,22.17
202005,충청북도,1,0,612,44677,18.36
202006,충청북도,1,0,368,36949,20.09
202007,충청북도,1,0,295,33692,9.75
202008,충청북도,1,0,292,33252,11.08
202009,충청북도,1,0,176,51366,11.92
202010,충청북도,1,0,526,51759,20.58
202011,충청북도,1,0,521,57079,25.42
202012,충청북도,1,0,163,31807,29.58
202101,충청북도,1,0,193,25383,24.83
202102,충청북도,1,0,398,30829,28.33
202103,충청북도,1,0,646,51155,27.25
202104,충청북도,1,0,418,52930,17.91
202105,충청북도,1,0,303,36523,20.55
202106,충청북도,1,0,258,33548,19.0
202107,충청북도,1,0,223,28932,9.75
202108,충청북도,1,0,248,31817,10.17
202109,충청북도,1,0,551,58202,8.08
202110,충청북도,1,0,511,58466,17.08
202111,충청북도,1,0,346,67261,26.5
202112,충청북도,1,0,318,44461,25.08
202201,충청북도,1,0,366,47876,30.33
202202,충청북도,1,0,249,52487,26.5
202203,충청북도,1,0,309,77323,25.5
202204,충청북도,1,0,638,63044,19.64
202205,충청북도,1,0,447,43808,17.73
202206,충청북도,1,0,343,37434,13.55
202207,충청북도,1,0,226,45038,13.67
202208,충청북도,1,0,245,55283,10.25
202209,충청북도,1,0,453,72278,11.75
202210,충청북도,1,0,372,69515,15.58
202211,충청북도,1,0,304,67616,26.33
202212,충청북도,1,0,231,75630,26.0
201501,충청남도,1,0,646,78654,
201502,충청남도,1,0,738,85221,
201503,충청남도,1,0,866,107398,
201504,충청남도,1,0,761,88711,
201505,충청남도,1,0,641,69613,
201506,충청남도,1,0,400,44525,30.0
201507,충청남도,1,0,801,49073,22.0
201508,충청남도,1,0,929,65780,26.0
201509,충청남도,1,0,1067,120672,22.0
201510,충청남도,1,0,686,89687,
201511,충청남도,1,0,608,85675,
201512,충청남도,1,0,751,105090,
201601,충청남도,1,0,498,91296,32.0
201602,충청남도,1,0,735,95611,28.0
201603,충청남도,1,0,1013,100076,35.0
201604,충청남도,1,0,638,85923,32.0
201605,충청남도,1,0,582,72238,26.75
201606,충청남도,1,0,601,56171,26.25
201607,충청남도,1,0,506,56166,17.25
201608,충청남도,1,0,830,70228,23.0
201609,충청남도,1,0,818,110422,24.0
201610,충청남도,1,0,765,102273,23.0
201611,충청남도,1,0,613,97620,30.0
201612,충청남도,1,0,533,124792,26.75
201701,충청남도,1,0,442,74122,28.0
201702,충청남도,1,0,714,76208,24.4
201703,충청남도,1,0,815,107781,34.6
201704,충청남도,1,0,583,97580,25.2
201705,충청남도,1,0,548,76813,23.4
201706,충청남도,1,0,601,62251,22.2
201707,충청남도,1,0,480,57151,19.6
201708,충청남도,1,0,588,77609,14.25
201709,충청남도,1,0,764,122471,22.64
201710,충청남도,1,0,630,87461,18.8
201711,충청남도,1,0,616,108994,26.09
201712,충청남도,1,0,448,131944,25.2
201801,충청남도,1,0,429,118654,29.58
201802,충청남도,1,0,659,77334,26.0
201803,충청남도,1,0,842,99363,26.83
201804,충청남도,1,0,555,97281,20.56
201805,충청남도,1,0,433,78730,18.31
201806,충청남도,1,0,520,61592,20.93
201807,충청남도,1,0,479,56966,12.5
201808,충청남도,1,0,513,61773,10.0
201809,충청남도,1,0,874,120152,13.06
201810,충청남도,1,0,596,110227,15.31
201811,충청남도,1,0,468,104372,33.25
201812,충청남도,1,0,453,123999,24.81
201901,충청남도,1,0,318,81508,36.25
201902,충청남도,1,0,493,69205,34.62
201903,충청남도,1,0,822,103337,42.56
201904,충청남도,1,0,518,106385,21.44
201905,충청남도,1,0,421,86282,26.81
201906,충청남도,1,0,417,59653,21.88
201907,충청남도,1,0,411,61390,16.19
201908,충청남도,1,0,469,66405,16.88
201909,충청남도,1,0,651,117617,13.81
201910,충청남도,1,0,531,107707,19.38
201911,충청남도,1,0,435,100608,23.88
201912,충청남도,1,0,399,112487,28.53
202001,충청남도,1,0,352,109687,32.0
202002,충청남도,1,0,291,59060,30.06
202003,충청남도,1,0,171,37775,25.53
202004,충청남도,1,0,398,41993,20.07
202005,충청남도,1,0,1392,64255,18.86
202006,충청남도,1,0,678,51625,19.31
202007,충청남도,1,0,394,47186,12.06
202008,충청남도,1,0,333,43125,13.12
202009,충청남도,1,0,392,76426,12.6
202010,충청남도,1,0,969,75397,19.8
202011,충청남도,1,0,571,66406,24.62
202012,충청남도,1,0,326,44567,27.19
202101,충청남도,1,0,310,34861,24.44
202102,충청남도,1,0,646,41883,30.81
202103,충청남도,1,0,1078,67272,33.12
202104,충청남도,1,0,531,70857,20.23
202105,충청남도,1,0,368,51669,21.73
202106,충청남도,1,0,439,47131,20.38
202107,충청남도,1,0,300,40915,12.87
202108,충청남도,1,0,363,42937,12.8
202109,충청남도,1,0,978,84482,8.67
202110,충청남도,1,0,590,76135,16.06
202111,충청남도,1,0,384,90802,23.53
202112,충청남도,1,0,316,54273,25.38
202201,충청남도,1,0,483,59124,29.87
202202,충청남도,1,0,268,66971,27.19
202203,충청남도,1,0,472,99158,24.69
202204,충청남도,1,0,860,80825,20.94
202205,충청남도,1,0,519,58704,16.56
202206,충청남도,1,0,396,49545,11.19
202207,충청남도,1,0,279,63450,14.31
202208,충청남도,1,0,283,71141,8.81
202209,충청남도,1,0,527,96177,12.38
202210,충청남도,1,0,411,87703,17.5
202211,충청남도,1,0,294,85984,25.81
202212,충청남도,1,0,198,93500,21.87
201501,전라북도,1,0,632,74228,
201502,전라북도,1,0,709,81339,
201503,전라북도,1,0,854,97319,
201504,전라북도,1,0,765,81077,36.0
201505,전라북도,1,0,683,65827,36.33
201506,전라북도,1,0,427,46030,38.67
201507,전라북도,1,0,514,41183,28.0
201508,전라북도,1,0,787,56105,26.0
201509,전라북도,1,0,994,99170,23.0
201510,전라북도,1,0,757,84641,41.5
201511,전라북도,1,0,629,78838,38.0
201512,전라북도,1,0,813,94512,41.0
201601,전라북도,1,0,561,85362,40.2
201602,전라북도,1,0,789,91067,31.4
201603,전라북도,1,0,971,91535,39.6
201604,전라북도,1,0,734,77387,35.0
201605,전라북도,1,0,589,65324,32.71
201606,전라북도,1,0,472,49356,31.86
201607,전라북도,1,0,450,46714,17.86
201608,전라북도,1,0,650,57122,22.43
201609,전라북도,1,0,833,89117,27.62
201610,전라북도,1,0,963,91943,25.0
201611,전라북도,1,0,721,91507,37.0
201612,전라북도,1,0,617,110931,35.75
201701,전라북도,1,0,593,66361,37.67
201702,전라북도,1,0,639,68608,31.0
201703,전라북도,1,0,860,98721,43.0
201704,전라북도,1,0,675,88693,31.78
201705,전라북도,1,0,597,66798,28.22
201706,전라북도,1,0,574,52451,25.78
201707,전라북도,1,0,378,43722,18.89
201708,전라북도,1,0,584,62680,15.29
201709,전라북도,1,0,738,95106,23.44
201710,전라북도,1,0,664,77478,21.33
201711,전라북도,1,0,607,96110,30.5
201712,전라북도,1,0,496,104717,29.17
201801,전라북도,1,0,461,104514,33.0
201802,전라북도,1,0,608,68018,30.73
201803,전라북도,1,0,810,82026,31.5
201804,전라북도,1,0,535,81537,25.27
201805,전라북도,1,0,461,66676,20.73
201806,전라북도,1,0,484,49831,26.55
201807,전라북도,1,0,341,44016,13.67
201808,전라북도,1,0,423,48533,12.92
201809,전라북도,1,0,747,92066,12.23
201810,전라북도,1,0,633,92554,18.38
201811,전라북도,1,0,541,88586,36.07
201812,전라북도,1,0,468,104319,28.29
201901,전라북도,1,0,338,69600,38.53
201902,전라북도,1,0,490,59029,39.4
201903,전라북도,1,0,638,82965,42.93
201904,전라북도,1,0,513,90016,22.07
201905,전라북도,1,0,458,69000,24.4
201906,전라북도,1,0,412,47249,23.13
201907,전라북도,1,0,387,48735,14.93
201908,전라북도,1,0,418,52455,16.13
201909,전라북도,1,0,703,91001,14.33
201910,전라북도,1,0,583,91273,17.36
201911,전라북도,1,0,462,84119,22.4
201912,전라북도,1,0,425,96686,24.43
202001,전라북도,1,0,360,91447,28.25
202002,전라북도,1,0,285,52547,24.38
202003,전라북도,1,0,173,35085,21.5
202004,전라북도,1,0,416,36759,18.93
202005,전라북도,1,0,711,46826,19.57
202006,전라북도,1,0,455,39597,23.27
202007,전라북도,1,0,309,38157,12.47
202008,전라북도,1,0,333,35999,14.87
202009,전라북도,1,0,376,57941,13.46
202010,전라북도,1,0,780,60011,17.47
202011,전라북도,1,0,513,55905,20.13
202012,전라북도,1,0,254,35770,22.73
202101,전라북도,1,0,197,26864,21.6
202102,전라북도,1,0,474,32612,25.57
202103,전라북도,1,0,894,53745,28.8
202104,전라북도,1,0,458,50958,18.0
202105,전라북도,1,0,348,38461,20.07
202106,전라북도,1,0,346,39875,20.57
202107,전라북도,1,0,257,32560,11.13
202108,전라북도,1,0,251,31794,10.67
202109,전라북도,1,0,610,60541,8.5
202110,전라북도,1,0,545,63187,15.27
202111,전라북도,1,0,410,67864,20.93
202112,전라북도,1,0,376,43187,21.71
202201,전라북도,1,0,473,45469,26.07
202202,전라북도,1,0,260,53827,24.87
202203,전라북도,1,0,364,76983,22.33
202204,전라북도,1,0,731,59366,19.13
202205,전라북도,1,0,733,48411,16.53
202206,전라북도,1,0,378,36525,12.71
202207,전라북도,1,0,289,46798,14.0
202208,전라북도,1,0,260,55228,9.2
202209,전라북도,1,0,517,69900,12.6
202210,전라북도,1,0,488,72289,16.67
202211,전라북도,1,0,357,69334,25.07
202212,전라북도,1,0,265,72773,22.2
201501,전라남도,1,0,636,81718,27.0
201502,전라남도,1,0,662,94082,29.83
201503,전라남도,1,0,793,98812,29.67
201504,전라남도,1,0,664,84717,22.0
201505,전라남도,1,0,591,68001,23.0
201506,전라남도,1,0,474,49852,26.83
201507,전라남도,1,0,590,44700,22.33
201508,전라남도,1,0,703,54191,23.0
201509,전라남도,1,0,808,95308,18.17
201510,전라남도,1,0,703,85434,28.33
201511,전라남도,1,0,566,80165,23.5
201512,전라남도,1,0,702,97189,26.5
201601,전라남도,1,0,602,94994,26.83
201602,전라남도,1,0,738,95212,26.0
201603,전라남도,1,0,888,96893,29.33
201604,전라남도,1,0,505,78920,26.5
201605,전라남도,1,0,576,65653,28.0
201606,전라남도,1,0,462,50091,24.0
201607,전라남도,1,0,452,49215,18.6
201608,전라남도,1,0,665,58613,22.67
201609,전라남도,1,0,787,91851,21.5
201610,전라남도,1,0,780,93437,18.17
201611,전라남도,1,0,595,92402,23.5
201612,전라남도,1,0,501,109452,21.67
201701,전라남도,1,0,462,77373,23.5
201702,전라남도,1,0,528,69569,20.83
201703,전라남도,1,0,731,105025,27.33
201704,전라남도,1,0,520,93490,22.17
201705,전라남도,1,0,437,70380,21.0
201706,전라남도,1,0,501,51407,20.67
201707,전라남도,1,0,397,46510,19.0
201708,전라남도,1,0,573,61143,15.33
201709,전라남도,1,0,664,95595,18.8
201710,전라남도,1,0,690,80786,14.8
201711,전라남도,1,0,599,101997,22.4
201712,전라남도,1,0,475,116628,21.75
