STD_YYYYMM,SIDO,GEN,AGG,CNT,CNT_SUM
200905,46,1,0,562,53612
200905,47,1,0,474,73124
200905,48,1,0,429,98196
200905,50,1,0,883,19213
200906,11,1,0,129,215603
200906,26,1,0,37,69682
200906,27,1,0,94,56093
200906,28,1,0,114,67310
200906,29,1,0,131,32424
200906,30,1,0,438,36575
200906,31,1,0,324,26220
200906,36,1,0,182,2121
200906,41,1,0,548,279022
200906,42,1,0,218,31653
200906,43,1,0,158,29750
200906,44,1,0,449,39556
200906,45,1,0,469,38047
200906,46,1,0,522,40648
200906,47,1,0,452,57205
200906,48,1,0,356,73398
200906,50,1,0,795,14349
200907,11,1,0,121,191867
200907,26,1,0,37,62944
200907,27,1,0,60,50585
200907,28,1,0,112,60033
200907,29,1,0,100,30261
200907,30,1,0,395,33291
200907,31,1,0,251,22893
200907,36,1,0,141,1724
200907,41,1,0,491,255348
200907,42,1,0,195,26440
200907,43,1,0,142,27120
200907,44,1,0,406,34854
200907,45,1,0,381,34558
200907,46,1,0,453,37382
200907,47,1,0,425,50059
200907,48,1,0,373,64806
200907,50,1,0,703,13059
200908,11,1,0,158,281190
200908,26,1,0,52,92912
200908,27,1,0,103,77497
200908,28,1,0,136,82890
200908,29,1,0,130,45462
200908,30,1,0,497,51606
200908,31,1,0,335,31586
200908,36,1,0,192,2979
200908,41,1,0,646,386377
200908,42,1,0,256,40436
200908,43,1,0,205,42928
200908,44,1,0,533,54894
200908,45,1,0,545,50979
200908,46,1,0,607,55499
200908,47,1,0,512,73524
200908,48,1,0,597,101030
200908,50,1,0,1032,19604
200909,11,1,0,214,487897
200909,26,1,0,66,152439
200909,27,1,0,122,120403
200909,28,1,0,170,149068
200909,29,1,0,167,76517
200909,30,1,0,673,85369
200909,31,1,0,470,54465
200909,36,1,0,255,4834
200909,41,1,0,856,679919
200909,42,1,0,371,67131
200909,43,1,0,266,73059
200909,44,1,0,736,97185
200909,45,1,0,687,87887
200909,46,1,0,638,87703
200909,47,1,0,758,119101
200909,48,1,0,600,169521
200909,50,1,0,1127,30081
200910,11,1,0,189,434160
200910,26,1,0,66,173970
200910,27,1,0,115,130720
200910,28,1,0,175,137266
200910,29,1,0,149,69746
200910,30,1,0,657,90134
200910,31,1,0,380,57078
200910,36,1,0,246,5037
200910,41,1,0,693,592381
200910,42,1,0,310,64446
200910,43,1,0,223,67853
200910,44,1,0,659,84272
200910,45,1,0,583,84564
200910,46,1,0,660,86797
200910,47,1,0,617,125465
200910,48,1,0,534,169066
200910,50,1,0,1261,37046
200911,11,1,0,124,418372
200911,26,1,0,59,160389
200911,27,1,0,105,100267
200911,28,1,0,128,128394
200911,29,1,0,114,68793
200911,30,1,0,401,64416
200911,31,1,0,278,47900
200911,36,1,0,137,3999
200911,41,1,0,531,528832
200911,42,1,0,258,59210
200911,43,1,0,182,56440
200911,44,1,0,460,77880
200911,45,1,0,429,79545
200911,46,1,0,572,92569
200911,47,1,0,414,107225
200911,48,1,0,417,158315
200911,50,1,0,777,26718
200912,11,1,0,151,372387
200912,26,1,0,39,142156
200912,27,1,0,116,104397
200912,28,1,0,143,117556
200912,29,1,0,137,64242
200912,30,1,0,583,67934
200912,31,1,0,366,46949
200912,36,1,0,221,3801
200912,41,1,0,696,501172
200912,42,1,0,378,56584
200912,43,1,0,205,55668
200912,44,1,0,582,75690
200912,45,1,0,561,77832
200912,46,1,0,591,85930
200912,47,1,0,578,106496
200912,48,1,0,460,145156
200912,50,1,0,955,30096
201001,11,1,0,138,334952
201001,26,1,0,47,135175
201001,27,1,0,99,96970
201001,28,1,0,111,100088
201001,29,1,0,120,53430
201001,30,1,0,457,62412
201001,31,1,0,323,44890
201001,36,1,0,179,3880
201001,41,1,0,580,422799
201001,42,1,0,254,50550
201001,43,1,0,193,54079
201001,44,1,0,510,68797
201001,45,1,0,479,65897
201001,46,1,0,577,78500
201001,47,1,0,526,104069
201001,48,1,0,448,137538
201001,50,1,0,891,27470
201002,11,1,0,173,294948
201002,26,1,0,55,112956
201002,27,1,0,101,82525
201002,28,1,0,133,86716
201002,29,1,0,154,47149
201002,30,1,0,521,51929
201002,31,1,0,360,39891
201002,36,1,0,214,3259
201002,41,1,0,588,379617
201002,42,1,0,240,41791
201002,43,1,0,198,46789
201002,44,1,0,559,57151
201002,45,1,0,521,55141
201002,46,1,0,619,62668
201002,47,1,0,526,87602
201002,48,1,0,536,117572
201002,50,1,0,908,23269
201003,11,1,0,236,407016
201003,26,1,0,62,146944
201003,27,1,0,142,104185
201003,28,1,0,222,123586
201003,29,1,0,209,66954
201003,30,1,0,765,68921
201003,31,1,0,561,48858
201003,36,1,0,316,4302
201003,41,1,0,1036,571534
201003,42,1,0,495,61702
201003,43,1,0,291,59691
201003,44,1,0,900,78362
201003,45,1,0,758,79109
201003,46,1,0,803,83316
201003,47,1,0,823,111538
201003,48,1,0,635,146896
201003,50,1,0,1212,28351
201004,11,1,0,179,417737
201004,26,1,0,62,156148
201004,27,1,0,150,117510
201004,28,1,0,154,128373
201004,29,1,0,154,70060
201004,30,1,0,610,76062
201004,31,1,0,468,52213
201004,36,1,0,235,4203
201004,41,1,0,861,541937
201004,42,1,0,404,62744
201004,43,1,0,219,61937
201004,44,1,0,717,82870
201004,45,1,0,680,77052
201004,46,1,0,765,88106
201004,47,1,0,723,113019
201004,48,1,0,589,157440
201004,50,1,0,958,29120
201005,11,1,0,165,327758
201005,26,1,0,48,119052
201005,27,1,0,91,87881
201005,28,1,0,144,97359
201005,29,1,0,131,45679
201005,30,1,0,488,55584
201005,31,1,0,385,40027
201005,36,1,0,166,3108
201005,41,1,0,735,424147
201005,42,1,0,428,47327
201005,43,1,0,268,47555
201005,44,1,0,677,60401
201005,45,1,0,659,56974
201005,46,1,0,584,60299
201005,47,1,0,656,90618
201005,48,1,0,477,115426
201005,50,1,0,743,20145
201006,11,1,0,155,231663
201006,26,1,0,68,83325
201006,27,1,0,80,59522
201006,28,1,0,144,71772
201006,29,1,0,122,36934
201006,30,1,0,454,40817
201006,31,1,0,378,29580
201006,36,1,0,168,2224
201006,41,1,0,553,304134
201006,42,1,0,316,35192
201006,43,1,0,225,34581
201006,44,1,0,589,46415
201006,45,1,0,522,44322
201006,46,1,0,545,46608
201006,47,1,0,484,62680
201006,48,1,0,378,80278
201006,50,1,0,791,16247
201007,11,1,0,122,199269
201007,26,1,0,46,67318
201007,27,1,0,73,50837
201007,28,1,0,109,62141
201007,29,1,0,93,30779
201007,30,1,0,409,35379
201007,31,1,0,273,24395
201007,36,1,0,128,1951
201007,41,1,0,544,264605
201007,42,1,0,224,27670
201007,43,1,0,170,29774
201007,44,1,0,557,38808
201007,45,1,0,365,36112
201007,46,1,0,472,37767
201007,47,1,0,370,52583
201007,48,1,0,338,71255
201007,50,1,0,777,14784
201008,11,1,0,145,211459
201008,26,1,0,41,68363
201008,27,1,0,66,52740
201008,28,1,0,114,64974
201008,29,1,0,119,32191
201008,30,1,0,451,37262
201008,31,1,0,271,22210
201008,36,1,0,165,2018
201008,41,1,0,549,282188
201008,42,1,0,213,29113
201008,43,1,0,147,30704
201008,44,1,0,532,39640
201008,45,1,0,443,36731
201008,46,1,0,471,37717
201008,47,1,0,374,53002
201008,48,1,0,395,68277
201008,50,1,0,748,15167
201009,11,1,0,210,482175
201009,26,1,0,81,165210
201009,27,1,0,136,131998
201009,28,1,0,177,152255
201009,29,1,0,189,81491
201009,30,1,0,807,92237
201009,31,1,0,489,59482
201009,36,1,0,300,4904
201009,41,1,0,884,665952
201009,42,1,0,477,66034
201009,43,1,0,257,75789
201009,44,1,0,914,95829
201009,45,1,0,763,86706
201009,46,1,0,814,87962
201009,47,1,0,779,127711
201009,48,1,0,668,169873
201009,50,1,0,1099,28408
201010,11,1,0,214,424366
201010,26,1,0,76,158883
201010,27,1,0,125,116454
201010,28,1,0,193,137875
201010,29,1,0,206,72954
201010,30,1,0,823,76921
201010,31,1,0,541,58423
201010,36,1,0,280,4644
201010,41,1,0,862,580412
201010,42,1,0,471,63552
201010,43,1,0,268,70286
201010,44,1,0,912,88256
201010,45,1,0,745,85513
201010,46,1,0,837,89724
201010,47,1,0,825,119424
201010,48,1,0,584,165430
201010,50,1,0,1133,29113
201011,11,1,0,170,364162
201011,26,1,0,60,144064
