SIDO,STD_YYYYMM,AVG_PM10,PM10_BAD,PM10_80BAD,AVG_PM2.5,PM2_BAD,PM2_35BAD,AVG_아황산,아황산_0.05BAD,아황산_BAD,AVG_이산화,이산화_0.06BAD,이산화_0.03BAD,이산화_BAD,AVG_일산화,일산화_9BAD,일산화_BAD,차량수
제주특별자치도,201602,48.0,Y,N,25.33,Y,N,0.002,N,N,0.014,N,N,N,0.3,N,N,440384.0
서울특별시,201603,64.0,Y,N,32.0,Y,N,0.006,N,Y,0.038,N,Y,Y,0.6,N,Y,3066050.0
부산광역시,201603,52.0,Y,N,32.0,Y,N,0.006,N,Y,0.026,N,N,Y,0.4,N,N,1269965.0
대구광역시,201603,52.0,Y,N,29.0,Y,N,0.004,N,N,0.023,N,N,Y,0.4,N,N,1111860.0
인천광역시,201603,65.0,Y,N,35.0,Y,N,0.007,N,Y,0.031,N,Y,Y,0.6,N,Y,1371956.0
광주광역시,201603,52.0,Y,N,29.0,Y,N,0.003,N,N,0.022,N,N,Y,0.5,N,Y,616656.0
대전광역시,201603,59.0,Y,N,30.0,Y,N,0.004,N,N,0.019,N,N,Y,0.5,N,Y,636387.0
울산광역시,201603,50.0,Y,N,28.0,Y,N,0.007,N,Y,0.026,N,N,Y,0.5,N,Y,530037.0
세종특별자치시,201603,59.0,Y,N,32.3973,N,N,0.004,N,N,0.026,N,N,Y,0.8,N,Y,99306.0
경기도,201603,70.65,Y,N,35.91,Y,Y,0.005,N,Y,0.03,N,N,Y,0.542,N,Y,4977373.0
경상남도,201603,54.45,Y,N,27.12,Y,N,0.005,N,Y,0.022,N,N,Y,0.471,N,Y,1588007.0
충청북도,201603,63.25,Y,N,34.0,Y,N,0.005,N,Y,0.023,N,N,Y,0.65,N,Y,738756.0
충청남도,201603,61.0,Y,N,35.0,Y,N,0.004,N,N,0.018,N,N,N,0.475,N,Y,982333.0
전라북도,201603,62.0,Y,N,39.6,Y,Y,0.004,N,N,0.018,N,N,N,0.462,N,N,847712.0
전라남도,201603,47.6,Y,N,29.33,Y,N,0.005,N,Y,0.018,N,N,N,0.48,N,Y,912421.0
경상북도,201603,48.86,Y,N,42.0,Y,Y,0.005,N,Y,0.021,N,N,Y,0.633,N,Y,1323260.0
제주특별자치도,201603,49.0,Y,N,28.0,Y,N,0.002,N,N,0.014,N,N,N,0.3,N,N,443346.0
서울특별시,201604,71.0,Y,N,30.0,Y,N,0.005,N,Y,0.036,N,Y,Y,0.5,N,Y,3069594.0
부산광역시,201604,60.0,Y,N,29.0,Y,N,0.006,N,Y,0.024,N,N,Y,0.4,N,N,1273105.0
대구광역시,201604,60.0,Y,N,25.0,Y,N,0.004,N,N,0.02,N,N,Y,0.4,N,N,1114718.0
인천광역시,201604,72.0,Y,N,31.0,Y,N,0.007,N,Y,0.031,N,Y,Y,0.5,N,Y,1381159.0
광주광역시,201604,64.0,Y,N,29.0,Y,N,0.003,N,N,0.018,N,N,N,0.4,N,N,617529.0
대전광역시,201604,64.0,Y,N,25.0,Y,N,0.003,N,N,0.021,N,N,Y,0.4,N,N,637952.0
울산광역시,201604,61.0,Y,N,27.0,Y,N,0.008,N,Y,0.024,N,N,Y,0.5,N,Y,531375.0
세종특별자치시,201604,60.0,Y,N,28.9567,N,N,0.003,N,N,0.021,N,N,Y,0.6,N,Y,100581.0
경기도,201604,75.42,Y,N,32.67,Y,N,0.005,N,Y,0.027,N,N,Y,0.497,N,Y,4997475.0
경상남도,201604,61.0,Y,N,25.38,Y,N,0.005,N,Y,0.019,N,N,Y,0.443,N,N,1593175.0
충청북도,201604,60.5,Y,N,27.8,Y,N,0.004,N,N,0.018,N,N,N,0.45,N,N,741561.0
충청남도,201604,70.75,Y,N,32.0,Y,N,0.004,N,N,0.021,N,N,Y,0.45,N,N,986724.0
전라북도,201604,74.0,Y,N,35.0,Y,N,0.004,N,N,0.015,N,N,N,0.462,N,N,850427.0
전라남도,201604,54.4,Y,N,26.5,Y,N,0.006,N,Y,0.017,N,N,N,0.46,N,N,917386.0
경상북도,201604,53.86,Y,N,31.0,Y,N,0.004,N,N,0.017,N,N,N,0.567,N,Y,1328010.0
제주특별자치도,201604,56.5,Y,N,28.0,Y,N,0.004,N,N,0.016,N,N,N,0.25,N,N,446897.0
서울특별시,201605,56.0,Y,N,29.0,Y,N,0.005,N,Y,0.031,N,Y,Y,0.5,N,Y,3073263.0
부산광역시,201605,53.0,Y,N,31.0,Y,N,0.007,N,Y,0.023,N,N,Y,0.4,N,N,1276419.0
대구광역시,201605,48.0,Y,N,26.0,Y,N,0.004,N,N,0.017,N,N,N,0.3,N,N,1116622.0
인천광역시,201605,58.0,Y,N,29.0,Y,N,0.007,N,Y,0.025,N,N,Y,0.5,N,Y,1391287.0
광주광역시,201605,49.0,Y,N,27.0,Y,N,0.003,N,N,0.016,N,N,N,0.4,N,N,619195.0
대전광역시,201605,49.0,Y,N,25.0,Y,N,0.003,N,N,0.017,N,N,N,0.4,N,N,639606.0
울산광역시,201605,57.0,Y,N,29.0,Y,N,0.009,N,Y,0.024,N,N,Y,0.5,N,Y,532802.0
세종특별자치시,201605,47.0,Y,N,28.0,Y,N,0.003,N,N,0.017,N,N,N,0.5,N,Y,101876.0
경기도,201605,57.6,Y,N,28.75,Y,N,0.004,N,N,0.023,N,N,Y,0.437,N,N,5018564.0
경상남도,201605,54.0,Y,N,28.25,Y,N,0.005,N,Y,0.017,N,N,N,0.414,N,N,1598186.0
충청북도,201605,48.5,Y,N,24.4,Y,N,0.004,N,N,0.017,N,N,N,0.425,N,N,744325.0
충청남도,201605,54.25,Y,N,26.75,Y,N,0.004,N,N,0.017,N,N,N,0.4,N,N,991299.0
전라북도,201605,57.5,Y,N,32.71,Y,N,0.004,N,N,0.012,N,N,N,0.438,N,N,853404.0
전라남도,201605,47.0,Y,N,28.0,Y,N,0.006,N,Y,0.016,N,N,N,0.46,N,N,921782.0
경상북도,201605,44.71,Y,N,23.67,Y,N,0.004,N,N,0.015,N,N,N,0.5,N,Y,1332616.0
제주특별자치도,201605,51.0,Y,N,28.33,Y,N,0.004,N,N,0.012,N,N,N,0.3,N,N,449682.0
서울특별시,201606,46.0,Y,N,28.0,Y,N,0.005,N,Y,0.028,N,N,Y,0.4,N,N,3079041.0
부산광역시,201606,39.0,N,N,27.0,Y,N,0.006,N,Y,0.019,N,N,Y,0.4,N,N,1281346.0
대구광역시,201606,39.0,N,N,24.0,Y,N,0.003,N,N,0.014,N,N,N,0.3,N,N,1121285.0
인천광역시,201606,48.0,Y,N,25.0,Y,N,0.006,N,Y,0.021,N,N,Y,0.5,N,Y,1402056.0
광주광역시,201606,35.0,N,N,23.0,Y,N,0.002,N,N,0.013,N,N,N,0.4,N,N,621683.0
대전광역시,201606,38.0,N,N,22.0,Y,N,0.002,N,N,0.014,N,N,N,0.4,N,N,641846.0
울산광역시,201606,41.0,N,N,25.0,Y,N,0.009,N,Y,0.022,N,N,Y,0.5,N,Y,534522.0
세종특별자치시,201606,39.0,N,N,25.0,Y,N,0.002,N,N,0.013,N,N,N,0.4,N,N,103385.0
경기도,201606,44.87,Y,N,24.67,Y,N,0.004,N,N,0.021,N,N,Y,0.423,N,N,5044960.0
경상남도,201606,42.18,Y,N,26.38,Y,N,0.005,N,Y,0.015,N,N,N,0.386,N,N,1603242.0
충청북도,201606,35.0,N,N,21.0,N,N,0.002,N,N,0.016,N,N,N,0.3,N,N,747677.0
충청남도,201606,46.5,Y,N,26.25,Y,N,0.004,N,N,0.016,N,N,N,0.425,N,N,995893.0
전라북도,201606,47.62,Y,N,31.86,Y,N,0.004,N,N,0.011,N,N,N,0.4,N,N,856618.0
전라남도,201606,34.0,N,N,24.0,Y,N,0.005,N,Y,0.012,N,N,N,0.42,N,N,928583.0
경상북도,201606,33.14,N,N,20.67,N,N,0.003,N,N,0.013,N,N,N,0.417,N,N,1337672.0
제주특별자치도,201606,33.0,N,N,21.0,N,N,0.004,N,N,0.012,N,N,N,0.35,N,N,453778.0
서울특별시,201607,33.0,N,N,21.0,N,N,0.004,N,N,0.024,N,N,Y,0.4,N,N,3079928.0
부산광역시,201607,29.0,N,N,17.0,N,N,0.006,N,Y,0.017,N,N,N,0.3,N,N,1285658.0
대구광역시,201607,29.0,N,N,19.0,N,N,0.003,N,N,0.012,N,N,N,0.3,N,N,1121928.0
인천광역시,201607,35.0,N,N,19.0,N,N,0.006,N,Y,0.018,N,N,N,0.4,N,N,1404598.0
광주광역시,201607,23.0,N,N,15.0,N,N,0.002,N,N,0.011,N,N,N,0.3,N,N,628249.0
대전광역시,201607,27.0,N,N,13.0,N,N,0.002,N,N,0.013,N,N,N,0.4,N,N,643298.0
울산광역시,201607,32.0,N,N,19.0,N,N,0.009,N,Y,0.019,N,N,Y,0.4,N,N,535697.0
세종특별자치시,201607,30.0,N,N,19.0,N,N,0.002,N,N,0.016,N,N,N,0.5,N,Y,104532.0
경기도,201607,31.87,N,N,18.93,N,N,0.004,N,N,0.017,N,N,N,0.39,N,N,5064874.0
경상남도,201607,31.64,N,N,18.12,N,N,0.005,N,Y,0.013,N,N,N,0.314,N,N,1609382.0
충청북도,201607,21.2,N,N,10.83,N,N,0.002,N,N,0.014,N,N,N,0.32,N,N,750481.0
충청남도,201607,31.5,N,N,17.25,N,N,0.003,N,N,0.012,N,N,N,0.35,N,N,999439.0
전라북도,201607,28.14,N,N,17.86,N,N,0.004,N,N,0.009,N,N,N,0.371,N,N,859442.0
전라남도,201607,26.0,N,N,18.6,N,N,0.005,N,Y,0.01,N,N,N,0.36,N,N,931869.0
경상북도,201607,24.43,N,N,15.0,N,N,0.004,N,N,0.01,N,N,N,0.433,N,N,1341337.0
제주특별자치도,201607,26.0,N,N,13.0,N,N,0.002,N,N,0.007,N,N,N,0.35,N,N,457330.0
서울특별시,201608,34.0,N,N,22.0,Y,N,0.004,N,N,0.023,N,N,Y,0.4,N,N,3078045.0
부산광역시,201608,36.0,N,N,21.0,N,N,0.005,N,Y,0.015,N,N,N,0.4,N,N,1287391.0
대구광역시,201608,28.0,N,N,17.0,N,N,0.003,N,N,0.012,N,N,N,0.3,N,N,1122296.0
인천광역시,201608,37.0,N,N,20.0,N,N,0.005,N,Y,0.017,N,N,N,0.5,N,Y,1409174.0
광주광역시,201608,28.0,N,N,17.0,N,N,0.002,N,N,0.014,N,N,N,0.4,N,N,628858.0
대전광역시,201608,29.0,N,N,15.0,N,N,0.003,N,N,0.015,N,N,N,0.4,N,N,643575.0
울산광역시,201608,32.0,N,N,16.0,N,N,0.006,N,Y,0.015,N,N,N,0.4,N,N,536007.0
세종특별자치시,201608,38.0,N,N,24.0,Y,N,0.004,N,N,0.017,N,N,N,0.5,N,Y,105688.0
경기도,201608,34.13,N,N,19.79,N,N,0.004,N,N,0.018,N,N,N,0.397,N,N,5077528.0
경상남도,201608,33.64,N,N,20.29,N,N,0.004,N,N,0.012,N,N,N,0.343,N,N,1610931.0
충청북도,201608,24.0,N,N,12.0,N,N,0.002,N,N,0.014,N,N,N,0.32,N,N,752295.0
충청남도,201608,40.0,N,N,23.0,Y,N,0.005,N,Y,0.015,N,N,N,0.425,N,N,1002375.0
전라북도,201608,37.14,N,N,22.43,Y,N,0.003,N,N,0.009,N,N,N,0.414,N,N,861189.0
전라남도,201608,32.4,N,N,22.67,Y,N,0.005,N,Y,0.011,N,N,N,0.46,N,N,934952.0
경상북도,201608,25.0,N,N,15.0,N,N,0.004,N,N,0.008,N,N,N,0.417,N,N,1343823.0
제주특별자치도,201608,29.0,N,N,13.33,N,N,0.002,N,N,0.006,N,N,N,0.35,N,N,458797.0
서울특별시,201609,37.0,N,N,23.0,Y,N,0.004,N,N,0.026,N,N,Y,0.5,N,Y,3080627.0
부산광역시,201609,36.0,N,N,21.0,N,N,0.005,N,Y,0.016,N,N,N,0.3,N,N,1289596.0
대구광역시,201609,33.0,N,N,20.0,N,N,0.003,N,N,0.016,N,N,N,0.3,N,N,1123671.0
인천광역시,201609,41.0,N,N,25.0,Y,N,0.005,N,Y,0.022,N,N,Y,0.5,N,Y,1415540.0
광주광역시,201609,31.0,N,N,21.0,N,N,0.002,N,N,0.014,N,N,N,0.4,N,N,629969.0
대전광역시,201609,32.0,N,N,17.0,N,N,0.002,N,N,0.016,N,N,N,0.5,N,Y,644240.0
울산광역시,201609,35.0,N,N,20.0,N,N,0.006,N,Y,0.018,N,N,N,0.4,N,N,536689.0
세종특별자치시,201609,39.0,N,N,19.0,N,N,0.003,N,N,0.019,N,N,Y,0.5,N,Y,106757.0
경기도,201609,40.07,N,N,23.44,Y,N,0.003,N,N,0.021,N,N,Y,0.429,N,N,5094685.0
경상남도,201609,35.18,N,N,21.0,N,N,0.003,N,N,0.013,N,N,N,0.343,N,N,1614008.0
충청북도,201609,29.2,N,N,18.5,N,N,0.002,N,N,0.015,N,N,N,0.4,N,N,754347.0
충청남도,201609,42.25,Y,N,24.0,Y,N,0.002,N,N,0.016,N,N,N,0.375,N,N,1005222.0
전라북도,201609,39.14,N,N,27.62,Y,N,0.003,N,N,0.011,N,N,N,0.412,N,N,862747.0
전라남도,201609,30.5,N,N,21.5,N,N,0.005,N,Y,0.011,N,N,N,0.425,N,N,937381.0
경상북도,201609,32.2,N,N,20.75,N,N,0.004,N,N,0.011,N,N,N,0.425,N,N,1346014.0
제주특별자치도,201609,36.0,N,N,18.67,N,N,0.002,N,N,0.008,N,N,N,0.3,N,N,460308.0
서울특별시,201610,38.0,N,N,20.0,N,N,0.004,N,N,0.029,N,N,Y,0.5,N,Y,3083269.0
부산광역시,201610,37.0,N,N,21.0,N,N,0.005,N,Y,0.018,N,N,N,0.4,N,N,1291084.0
대구광역시,201610,35.0,N,N,20.0,N,N,0.003,N,N,0.019,N,N,Y,0.4,N,N,1125092.0
인천광역시,201610,42.0,Y,N,21.0,N,N,0.005,N,Y,0.025,N,N,Y,0.6,N,Y,1421640.0
광주광역시,201610,32.0,N,N,18.0,N,N,0.003,N,N,0.019,N,N,Y,0.5,N,Y,631099.0
대전광역시,201610,36.0,N,N,16.0,N,N,0.002,N,N,0.019,N,N,Y,0.5,N,Y,645112.0
울산광역시,201610,37.0,N,N,18.0,N,N,0.005,N,Y,0.019,N,N,Y,0.4,N,N,536131.0
세종특별자치시,201610,39.0,N,N,17.0,N,N,0.004,N,N,0.023,N,N,Y,0.5,N,Y,108165.0
경기도,201610,43.46,Y,N,22.78,Y,N,0.003,N,N,0.024,N,N,Y,0.477,N,Y,5113529.0
경상남도,201610,36.64,N,N,19.5,N,N,0.003,N,N,0.015,N,N,N,0.371,N,N,1616504.0
충청북도,201610,35.2,N,N,21.0,N,N,0.003,N,N,0.02,N,N,Y,0.5,N,Y,756480.0
충청남도,201610,45.5,Y,N,23.0,Y,N,0.002,N,N,0.022,N,N,Y,0.45,N,N,1008347.0
전라북도,201610,42.43,Y,N,25.0,Y,N,0.003,N,N,0.016,N,N,N,0.438,N,N,864835.0
전라남도,201610,30.5,N,N,18.17,N,N,0.005,N,Y,0.014,N,N,N,0.425,N,N,942588.0
경상북도,201610,33.57,N,N,21.75,Y,N,0.004,N,N,0.014,N,N,N,0.433,N,N,1348557.0
제주특별자치도,201610,39.0,N,N,16.67,N,N,0.002,N,N,0.01,N,N,N,0.3,N,N,461876.0
서울특별시,201611,52.0,Y,N,28.0,Y,N,0.005,N,Y,0.035,N,Y,Y,0.6,N,Y,3084245.0
부산광역시,201611,49.0,Y,N,31.0,Y,N,0.005,N,Y,0.024,N,N,Y,0.4,N,N,1293107.0
대구광역시,201611,50.0833,N,N,31.0,Y,N,0.0043,N,N,0.0246,N,N,N,0.5685,N,N,1127839.0
인천광역시,201611,55.0,Y,N,29.0,Y,N,0.006,N,Y,0.027,N,N,Y,0.7,N,Y,1431690.0
광주광역시,201611,44.0,Y,N,26.0,Y,N,0.003,N,N,0.024,N,N,Y,0.6,N,Y,632583.0
대전광역시,201611,51.0,Y,N,25.0,Y,N,0.004,N,N,0.028,N,N,Y,0.6,N,Y,646688.0
울산광역시,201611,48.0,Y,N,27.0,Y,N,0.005,N,Y,0.026,N,N,Y,0.6,N,Y,537672.0
세종특별자치시,201611,53.0,Y,N,28.0,Y,N,0.005,N,Y,0.03,N,N,Y,0.7,N,Y,109274.0
경기도,201611,62.13,Y,N,34.22,Y,N,0.005,N,Y,0.03,N,N,Y,0.594,N,Y,5136236.0
경상남도,201611,48.82,Y,N,27.75,Y,N,0.004,N,N,0.021,N,N,Y,0.471,N,Y,1621512.0
충청북도,201611,54.6,Y,N,34.5,Y,N,0.004,N,N,0.028,N,N,Y,0.76,N,Y,759056.0
충청남도,201611,51.25,Y,N,30.0,Y,N,0.003,N,N,0.025,N,N,Y,0.6,N,Y,1012283.0
전라북도,201611,56.12,Y,N,37.0,Y,Y,0.004,N,N,0.019,N,N,Y,0.5,N,Y,867409.0
전라남도,201611,38.4,N,N,23.5,Y,N,0.005,N,Y,0.018,N,N,N,0.52,N,Y,947752.0
경상북도,201611,50.43,Y,N,32.75,Y,N,0.005,N,Y,0.02,N,N,Y,0.583,N,Y,1351556.0
제주특별자치도,201611,37.5,N,N,19.0,N,N,0.002,N,N,0.014,N,N,N,0.3,N,N,464607.0
서울특별시,201612,48.0,Y,N,30.0,Y,N,0.005,N,Y,0.036,N,Y,Y,0.7,N,Y,3083007.0
부산광역시,201612,44.0,Y,N,30.0,Y,N,0.005,N,Y,0.026,N,N,Y,0.5,N,Y,1295316.0
대구광역시,201612,47.0,Y,N,28.0,Y,N,0.004,N,N,0.028,N,N,Y,0.6,N,Y,1130811.0
인천광역시,201612,47.0,Y,N,29.0,Y,N,0.006,N,Y,0.028,N,N,Y,0.8,N,Y,1437373.0
광주광역시,201612,40.0,N,N,26.0,Y,N,0.003,N,N,0.025,N,N,Y,0.6,N,Y,633375.0
대전광역시,201612,47.0,Y,N,25.0,Y,N,0.004,N,N,0.027,N,N,Y,0.6,N,Y,648084.0
울산광역시,201612,40.0,N,N,24.0,Y,N,0.004,N,N,0.026,N,N,Y,0.6,N,Y,538720.0
세종특별자치시,201612,49.0,Y,N,27.0,Y,N,0.005,N,Y,0.028,N,N,Y,0.7,N,Y,110419.0
경기도,201612,57.16,Y,N,34.32,Y,N,0.005,N,Y,0.031,N,Y,Y,0.665,N,Y,5160921.0
경상남도,201612,42.0,Y,N,24.62,Y,N,0.004,N,N,0.022,N,N,Y,0.557,N,Y,1625244.0
충청북도,201612,50.6,Y,N,35.33,Y,Y,0.004,N,N,0.027,N,N,Y,0.88,N,Y,760701.0
충청남도,201612,43.75,Y,N,26.75,Y,N,0.004,N,N,0.026,N,N,Y,0.825,N,Y,1015144.0
전라북도,201612,49.25,Y,N,35.75,Y,Y,0.004,N,N,0.02,N,N,Y,0.562,N,Y,869002.0
전라남도,201612,33.6,N,N,21.67,N,N,0.005,N,Y,0.018,N,N,N,0.54,N,Y,952004.0
경상북도,201612,44.71,Y,N,29.25,Y,N,0.006,N,Y,0.019,N,N,Y,0.733,N,Y,1353654.0
제주특별자치도,201612,35.0,N,N,19.67,N,N,0.002,N,N,0.015,N,N,N,0.25,N,N,467243.0
서울특별시,201701,53.0,Y,N,32.0,Y,N,0.005,N,Y,0.035,N,Y,Y,0.7,N,Y,3091903.0
부산광역시,201701,45.0,Y,N,31.0,Y,N,0.005,N,Y,0.024,N,N,Y,0.4,N,N,1300184.0
대구광역시,201701,49.0,Y,N,29.0,Y,N,0.005,N,Y,0.028,N,N,Y,0.6,N,Y,1135006.0
인천광역시,201701,52.0,Y,N,31.0,Y,N,0.006,N,Y,0.027,N,N,Y,0.8,N,Y,1445827.0
광주광역시,201701,47.0,Y,N,30.0,Y,N,0.003,N,N,0.023,N,N,Y,0.5,N,Y,636015.0
대전광역시,201701,51.0,Y,N,26.0,Y,N,0.004,N,N,0.024,N,N,Y,0.6,N,Y,650595.0
울산광역시,201701,42.0,Y,N,26.0,Y,N,0.004,N,N,0.024,N,N,Y,0.6,N,Y,540964.0
세종특별자치시,201701,53.0,Y,N,32.0,Y,N,0.005,N,Y,0.027,N,N,Y,0.7,N,Y,111575.0
경기도,201701,64.58,Y,N,38.38,Y,Y,0.005,N,Y,0.031,N,Y,Y,0.681,N,Y,5187211.0
경상남도,201701,46.55,Y,N,26.38,Y,N,0.005,N,Y,0.02,N,N,Y,0.529,N,Y,1631608.0
충청북도,201701,55.2,Y,N,39.0,Y,Y,0.004,N,N,0.027,N,N,Y,0.84,N,Y,764206.0
충청남도,201701,52.0,Y,N,28.0,Y,N,0.004,N,N,0.022,N,N,Y,0.625,N,Y,1020082.0
전라북도,201701,54.25,Y,N,37.67,Y,Y,0.004,N,N,0.019,N,N,Y,0.662,N,Y,872161.0
전라남도,201701,37.4,N,N,23.5,Y,N,0.005,N,Y,0.016,N,N,N,0.52,N,Y,956413.0
경상북도,201701,48.43,Y,N,31.0,Y,N,0.006,N,Y,0.018,N,N,N,0.686,N,Y,1359113.0
제주특별자치도,201701,34.0,N,N,20.67,N,N,0.002,N,N,0.012,N,N,N,0.3,N,N,469392.0
서울특별시,201702,46.0,Y,N,28.0,Y,N,0.005,N,Y,0.035,N,Y,Y,0.6,N,Y,3093930.0
부산광역시,201702,42.0,Y,N,27.0,Y,N,0.005,N,Y,0.021,N,N,Y,0.4,N,N,1300316.0
대구광역시,201702,41.0,N,N,24.0,Y,N,0.004,N,N,0.025,N,N,Y,0.5,N,Y,1135646.0
인천광역시,201702,47.0,Y,N,26.0,Y,N,0.006,N,Y,0.026,N,N,Y,0.7,N,Y,1449769.0
광주광역시,201702,35.0,N,N,23.0,Y,N,0.003,N,N,0.022,N,N,Y,0.5,N,Y,636743.0
대전광역시,201702,46.0,Y,N,24.0,Y,N,0.004,N,N,0.023,N,N,Y,0.5,N,Y,650908.0
울산광역시,201702,39.0,N,N,23.0,Y,N,0.005,N,Y,0.023,N,N,Y,0.6,N,Y,541387.0
세종특별자치시,201702,46.0,Y,N,28.0,Y,N,0.005,N,Y,0.025,N,N,Y,0.6,N,Y,112751.0
경기도,201702,57.0,Y,N,33.14,Y,N,0.005,N,Y,0.03,N,N,Y,0.623,N,Y,5196362.0
경상남도,201702,45.0,Y,N,22.62,Y,N,0.005,N,Y,0.019,N,N,Y,0.486,N,Y,1634959.0
충청북도,201702,50.2,Y,N,33.83,Y,N,0.005,N,Y,0.026,N,N,Y,0.72,N,Y,766543.0
충청남도,201702,47.0,Y,N,24.4,Y,N,0.004,N,N,0.022,N,N,Y,0.675,N,Y,1023900.0
전라북도,201702,47.71,Y,N,31.0,Y,N,0.005,N,Y,0.017,N,N,N,0.662,N,Y,873395.0
전라남도,201702,34.4,N,N,20.83,N,N,0.005,N,Y,0.015,N,N,N,0.52,N,Y,958692.0
경상북도,201702,41.71,N,N,30.0,Y,N,0.005,N,Y,0.018,N,N,N,0.686,N,Y,1361908.0
제주특별자치도,201702,36.0,N,N,22.0,Y,N,0.002,N,N,0.012,N,N,N,0.3,N,N,470813.0
서울특별시,201703,60.0,Y,N,39.0,Y,Y,0.005,N,Y,0.038,N,Y,Y,0.6,N,Y,3095613.0
부산광역시,201703,52.0,Y,N,34.0,Y,N,0.005,N,Y,0.022,N,N,Y,0.4,N,N,1303909.0
대구광역시,201703,48.0,Y,N,28.0,Y,N,0.004,N,N,0.024,N,N,Y,0.5,N,Y,1138268.0
인천광역시,201703,62.0,Y,N,37.0,Y,Y,0.007,N,Y,0.03,N,N,Y,0.7,N,Y,1454764.0
광주광역시,201703,49.0,Y,N,33.0,Y,N,0.003,N,N,0.025,N,N,Y,0.5,N,Y,638056.0
대전광역시,201703,54.0,Y,N,29.0,Y,N,0.004,N,N,0.021,N,N,Y,0.5,N,Y,651954.0
울산광역시,201703,51.0,Y,N,33.0,Y,N,0.005,N,Y,0.025,N,N,Y,0.6,N,Y,542434.0
세종특별자치시,201703,57.0,Y,N,37.0,Y,Y,0.005,N,Y,0.024,N,N,Y,0.6,N,Y,114634.0
경기도,201703,71.16,Y,N,42.87,Y,Y,0.005,N,Y,0.032,N,Y,Y,0.574,N,Y,5211908.0
경상남도,201703,53.17,Y,N,27.75,Y,N,0.005,N,Y,0.021,N,N,Y,0.514,N,Y,1639400.0
충청북도,201703,56.0,Y,N,38.67,Y,Y,0.005,N,Y,0.025,N,N,Y,0.64,N,Y,768982.0
충청남도,201703,62.6,Y,N,34.6,Y,N,0.006,N,Y,0.023,N,N,Y,0.6,N,Y,1028062.0
전라북도,201703,63.25,Y,N,43.0,Y,Y,0.005,N,Y,0.018,N,N,N,0.6,N,Y,875290.0
전라남도,201703,44.4,Y,N,27.33,Y,N,0.005,N,Y,0.018,N,N,N,0.45,N,N,962623.0
경상북도,201703,47.43,Y,N,33.2,Y,N,0.005,N,Y,0.018,N,N,N,0.643,N,Y,1365189.0
제주특별자치도,201703,42.0,Y,N,27.0,Y,N,0.002,N,N,0.014,N,N,N,0.3,N,N,474889.0
서울특별시,201704,56.0,Y,N,26.0,Y,N,0.005,N,Y,0.031,N,Y,Y,0.5,N,Y,3099256.0
부산광역시,201704,54.0,Y,N,27.0,Y,N,0.006,N,Y,0.021,N,N,Y,0.4,N,N,1307446.0
대구광역시,201704,50.0,Y,N,21.0,N,N,0.003,N,N,0.019,N,N,Y,0.4,N,N,1140879.0
인천광역시,201704,58.0,Y,N,27.0,Y,N,0.006,N,Y,0.025,N,N,Y,0.6,N,Y,1461573.0
광주광역시,201704,54.0,Y,N,26.0,Y,N,0.002,N,N,0.018,N,N,N,0.4,N,N,639285.0
대전광역시,201704,58.0,Y,N,22.0,Y,N,0.003,N,N,0.016,N,N,N,0.4,N,N,653205.0
울산광역시,201704,55.0,Y,N,27.0,Y,N,0.007,N,Y,0.024,N,N,Y,0.6,N,Y,543303.0
세종특별자치시,201704,58.0,Y,N,23.0,Y,N,0.004,N,N,0.018,N,N,N,0.5,N,Y,116363.0
경기도,201704,63.71,Y,N,29.35,Y,N,0.005,N,Y,0.025,N,N,Y,0.465,N,N,5232031.0
경상남도,201704,52.92,Y,N,22.12,Y,N,0.005,N,Y,0.018,N,N,N,0.486,N,Y,1643001.0
충청북도,201704,52.83,Y,N,26.86,Y,N,0.003,N,N,0.019,N,N,Y,0.5,N,Y,771422.0
충청남도,201704,62.25,Y,N,25.2,Y,N,0.004,N,N,0.017,N,N,N,0.45,N,N,1032143.0
전라북도,201704,61.62,Y,N,31.78,Y,N,0.004,N,N,0.014,N,N,N,0.525,N,Y,877618.0
전라남도,201704,46.8,Y,N,22.17,Y,N,0.005,N,Y,0.015,N,N,N,0.475,N,Y,967487.0
경상북도,201704,46.71,Y,N,23.2,Y,N,0.004,N,N,0.014,N,N,N,0.543,N,Y,1368459.0
제주특별자치도,201704,51.5,Y,N,24.0,Y,N,0.002,N,N,0.012,N,N,N,0.3,N,N,477979.0
서울특별시,201705,63.0,Y,N,24.0,Y,N,0.005,N,Y,0.028,N,N,Y,0.4,N,N,3103357.0
부산광역시,201705,58.0,Y,N,29.0,Y,N,0.006,N,Y,0.021,N,N,Y,0.4,N,N,1311219.0
대구광역시,201705,53.0,Y,N,23.0,Y,N,0.003,N,N,0.018,N,N,N,0.4,N,N,1144276.0
인천광역시,201705,63.0,Y,N,27.0,Y,N,0.006,N,Y,0.022,N,N,Y,0.5,N,Y,1465912.0
광주광역시,201705,56.0,Y,N,24.0,Y,N,0.003,N,N,0.017,N,N,N,0.4,N,N,640460.0
대전광역시,201705,63.0,Y,N,21.0,N,N,0.003,N,N,0.015,N,N,N,0.3,N,N,653815.0
울산광역시,201705,64.0,Y,N,31.0,Y,N,0.008,N,Y,0.026,N,N,Y,0.5,N,Y,544154.0
세종특별자치시,201705,64.0,Y,N,20.0,N,N,0.004,N,N,0.015,N,N,N,0.5,N,Y,118726.0
