SIDO,STD_YYYYMM,AVG_PM10,PM10_BAD,PM10_80BAD,AVG_PM2.5,PM2_BAD,PM2_35BAD,AVG_아황산,아황산_0.05BAD,아황산_BAD,AVG_이산화,이산화_0.06BAD,이산화_0.03BAD,이산화_BAD,AVG_일산화,일산화_9BAD,일산화_BAD,차량수
광주광역시,201808,24.0,N,N,14.0,N,N,0.003,N,N,0.008,N,N,N,0.4,N,N,659551.0
대전광역시,201808,22.0,N,N,11.0,N,N,0.002,N,N,0.011,N,N,N,0.3,N,N,666895.0
울산광역시,201808,25.0,N,N,16.0,N,N,0.006,N,Y,0.013,N,N,N,0.4,N,N,556309.0
세종특별자치시,201808,24.0,N,N,10.0,N,N,0.002,N,N,0.008,N,N,N,0.4,N,N,143406.0
경기도,201808,24.1,N,N,11.0,N,N,0.003,N,N,0.013,N,N,N,0.357,N,N,5537623.0
경상남도,201808,24.87,N,N,11.6,N,N,0.004,N,N,0.01,N,N,N,0.322,N,N,1688694.0
충청북도,201808,24.75,N,N,13.33,N,N,0.003,N,N,0.016,N,N,N,0.325,N,N,805791.0
충청남도,201808,23.47,N,N,10.0,N,N,0.004,N,N,0.008,N,N,N,0.4,N,N,1084172.0
전라북도,201808,21.58,N,N,12.92,N,N,0.003,N,N,0.007,N,N,N,0.35,N,N,909819.0
전라남도,201808,23.33,N,N,13.38,N,N,0.004,N,N,0.007,N,N,N,0.389,N,N,1019952.0
경상북도,201808,22.22,N,N,13.9,N,N,0.003,N,N,0.009,N,N,N,0.356,N,N,1413199.0
제주특별자치도,201808,25.0,N,N,13.0,N,N,0.003,N,N,0.006,N,N,N,0.15,N,N,537170.0
서울특별시,201809,20.0,N,N,14.0,N,N,0.003,N,N,0.019,N,N,Y,0.4,N,N,3123924.0
부산광역시,201809,26.0,N,N,14.0,N,N,0.004,N,N,0.014,N,N,N,0.3,N,N,1361064.0
대구광역시,201809,24.0,N,N,12.0,N,N,0.002,N,N,0.014,N,N,N,0.3,N,N,1173853.0
인천광역시,201809,24.0,N,N,15.0,N,N,0.004,N,N,0.019,N,N,Y,0.4,N,N,1558567.0
광주광역시,201809,25.0,N,N,13.0,N,N,0.002,N,N,0.013,N,N,N,0.4,N,N,660837.0
대전광역시,201809,22.0,N,N,11.0,N,N,0.002,N,N,0.012,N,N,N,0.4,N,N,668089.0
울산광역시,201809,26.0,N,N,14.0,N,N,0.004,N,N,0.013,N,N,N,0.5,N,Y,556948.0
세종특별자치시,201809,23.0,N,N,13.0,N,N,0.002,N,N,0.012,N,N,N,0.4,N,N,144734.0
경기도,201809,23.74,N,N,12.07,N,N,0.003,N,N,0.015,N,N,N,0.368,N,N,5555622.0
경상남도,201809,25.53,N,N,11.1,N,N,0.003,N,N,0.012,N,N,N,0.367,N,N,1689257.0
충청북도,201809,26.12,N,N,13.11,N,N,0.003,N,N,0.016,N,N,N,0.3,N,N,807826.0
충청남도,201809,21.14,N,N,13.06,N,N,0.003,N,N,0.01,N,N,N,0.427,N,N,1086638.0
전라북도,201809,23.08,N,N,12.23,N,N,0.003,N,N,0.008,N,N,N,0.392,N,N,911528.0
전라남도,201809,24.5,N,N,13.0,N,N,0.004,N,N,0.01,N,N,N,0.413,N,N,1022818.0
경상북도,201809,26.67,N,N,12.6,N,N,0.003,N,N,0.011,N,N,N,0.378,N,N,1415766.0
제주특별자치도,201809,25.5,N,N,13.0,N,N,0.002,N,N,0.007,N,N,N,0.2,N,N,541692.0
서울특별시,201810,28.0,N,N,15.0,N,N,0.004,N,N,0.028,N,N,Y,0.5,N,Y,3123896.0
부산광역시,201810,32.0,N,N,17.0,N,N,0.004,N,N,0.019,N,N,Y,0.4,N,N,1363704.0
대구광역시,201810,32.0,N,N,17.0,N,N,0.002,N,N,0.021,N,N,Y,0.4,N,N,1174278.0
인천광역시,201810,33.0,N,N,16.0,N,N,0.004,N,N,0.026,N,N,Y,0.5,N,Y,1564608.0
광주광역시,201810,34.0,N,N,20.0,N,N,0.003,N,N,0.019,N,N,Y,0.5,N,Y,662378.0
대전광역시,201810,31.0,N,N,17.0,N,N,0.002,N,N,0.02,N,N,Y,0.4,N,N,668645.0
울산광역시,201810,31.0,N,N,19.0,N,N,0.004,N,N,0.018,N,N,N,0.5,N,Y,557340.0
세종특별자치시,201810,31.0,N,N,14.0,N,N,0.002,N,N,0.021,N,N,Y,0.5,N,Y,146079.0
경기도,201810,34.03,N,N,18.68,N,N,0.003,N,N,0.023,N,N,Y,0.443,N,N,5575139.0
경상남도,201810,30.15,N,N,14.8,N,N,0.003,N,N,0.015,N,N,N,0.378,N,N,1690979.0
충청북도,201810,37.88,N,N,20.89,N,N,0.003,N,N,0.02,N,N,Y,0.386,N,N,810276.0
충청남도,201810,30.0,N,N,15.31,N,N,0.003,N,N,0.014,N,N,N,0.453,N,N,1088905.0
전라북도,201810,33.17,N,N,18.38,N,N,0.003,N,N,0.011,N,N,N,0.408,N,N,912784.0
전라남도,201810,30.75,N,N,16.44,N,N,0.004,N,N,0.012,N,N,N,0.45,N,N,1024496.0
경상북도,201810,35.11,N,N,20.3,N,N,0.003,N,N,0.015,N,N,N,0.433,N,N,1417838.0
제주특별자치도,201810,30.0,N,N,16.33,N,N,0.002,N,N,0.009,N,N,N,0.2,N,N,545390.0
서울특별시,201811,52.0,Y,N,28.0,Y,N,0.005,N,Y,0.039,N,Y,Y,0.7,N,Y,3123702.0
부산광역시,201811,47.0,Y,N,26.0,Y,N,0.004,N,N,0.027,N,N,Y,0.4,N,N,1369410.0
대구광역시,201811,57.0,Y,N,31.0,Y,N,0.003,N,N,0.033,N,Y,Y,0.6,N,Y,1176887.0
인천광역시,201811,55.0,Y,N,29.0,Y,N,0.005,N,Y,0.035,N,Y,Y,0.7,N,Y,1569602.0
광주광역시,201811,59.0,Y,N,36.0,Y,Y,0.003,N,N,0.03,N,N,Y,0.7,N,Y,663799.0
대전광역시,201811,63.0,Y,N,34.0,Y,N,0.003,N,N,0.03,N,N,Y,0.6,N,Y,669668.0
울산광역시,201811,47.0,Y,N,29.0,Y,N,0.004,N,N,0.027,N,N,Y,0.6,N,Y,558034.0
세종특별자치시,201811,58.0,Y,N,29.0,Y,N,0.003,N,N,0.031,N,Y,Y,0.7,N,Y,147058.0
경기도,201811,60.77,Y,N,35.29,Y,Y,0.004,N,N,0.033,N,Y,Y,0.613,N,Y,5600152.0
경상남도,201811,46.07,Y,N,23.4,Y,N,0.003,N,N,0.024,N,N,Y,0.5,N,Y,1693663.0
충청북도,201811,63.12,Y,N,39.44,Y,Y,0.004,N,N,0.028,N,N,Y,0.571,N,Y,812451.0
충청남도,201811,56.6,Y,N,33.25,Y,N,0.004,N,N,0.022,N,N,Y,0.647,N,Y,1091871.0
전라북도,201811,60.54,Y,N,36.07,Y,Y,0.004,N,N,0.018,N,N,N,0.554,N,Y,914690.0
전라남도,201811,49.56,Y,N,29.9,Y,N,0.004,N,N,0.019,N,N,Y,0.533,N,Y,1028122.0
경상북도,201811,61.12,Y,N,34.78,Y,N,0.004,N,N,0.022,N,N,Y,0.562,N,Y,1420399.0
제주특별자치도,201811,39.0,N,N,22.67,Y,N,0.002,N,N,0.013,N,N,N,0.25,N,N,550014.0
서울특별시,201812,43.0,Y,N,24.0,Y,N,0.005,N,Y,0.035,N,Y,Y,0.6,N,Y,3124651.0
부산광역시,201812,40.0,N,N,23.0,Y,N,0.004,N,N,0.023,N,N,Y,0.4,N,N,1371172.0
대구광역시,201812,47.0,Y,N,26.0,Y,N,0.004,N,N,0.029,N,N,Y,0.6,N,Y,1178353.0
인천광역시,201812,45.0,Y,N,24.0,Y,N,0.005,N,Y,0.03,N,N,Y,0.6,N,Y,1577607.0
광주광역시,201812,43.0,Y,N,26.0,Y,N,0.003,N,N,0.024,N,N,Y,0.6,N,Y,664316.0
대전광역시,201812,51.0,Y,N,27.0,Y,N,0.003,N,N,0.028,N,N,Y,0.6,N,Y,669959.0
울산광역시,201812,35.0,N,N,19.0,N,N,0.004,N,N,0.022,N,N,Y,0.5,N,Y,558106.0
세종특별자치시,201812,55.0,Y,N,31.0,Y,N,0.004,N,N,0.026,N,N,Y,0.6,N,Y,147925.0
경기도,201812,49.9,Y,N,28.78,Y,N,0.004,N,N,0.031,N,Y,Y,0.616,N,Y,5617611.0
경상남도,201812,38.65,N,N,19.3,N,N,0.004,N,N,0.02,N,N,Y,0.444,N,N,1694448.0
충청북도,201812,52.88,Y,N,32.56,Y,N,0.004,N,N,0.027,N,N,Y,0.638,N,Y,814698.0
충청남도,201812,43.6,Y,N,24.81,Y,N,0.004,N,N,0.02,N,N,Y,0.64,N,Y,1093582.0
전라북도,201812,44.15,Y,N,28.29,Y,N,0.004,N,N,0.015,N,N,N,0.542,N,Y,915944.0
전라남도,201812,38.33,N,N,23.0,Y,N,0.005,N,Y,0.016,N,N,N,0.511,N,Y,1032074.0
경상북도,201812,49.88,Y,N,27.0,Y,N,0.004,N,N,0.02,N,N,Y,0.588,N,Y,1422157.0
제주특별자치도,201812,30.0,N,N,16.67,N,N,0.002,N,N,0.01,N,N,N,0.3,N,N,553578.0
서울특별시,201901,66.0,Y,N,38.0,Y,Y,0.005,N,Y,0.039,N,Y,Y,0.8,N,Y,3128420.0
부산광역시,201901,48.0,Y,N,29.0,Y,N,0.005,N,Y,0.024,N,N,Y,0.4,N,N,1374237.0
대구광역시,201901,57.0,Y,N,33.0,Y,N,0.004,N,N,0.029,N,N,Y,0.7,N,Y,1180280.0
인천광역시,201901,62.0,Y,N,33.0,Y,N,0.006,N,Y,0.032,N,Y,Y,0.7,N,Y,1585866.0
광주광역시,201901,53.0,Y,N,33.0,Y,N,0.003,N,N,0.025,N,N,Y,0.6,N,Y,666311.0
대전광역시,201901,66.0,Y,N,34.0,Y,N,0.004,N,N,0.029,N,N,Y,0.6,N,Y,670964.0
울산광역시,201901,45.0,Y,N,26.0,Y,N,0.004,N,N,0.024,N,N,Y,0.6,N,Y,559108.0
세종특별자치시,201901,70.0,Y,N,41.0,Y,Y,0.004,N,N,0.024,N,N,Y,0.8,N,Y,149757.0
경기도,201901,73.23,Y,N,42.0,Y,Y,0.005,N,Y,0.034,N,Y,Y,0.729,N,Y,5641689.0
경상남도,201901,50.88,Y,N,23.4,Y,N,0.004,N,N,0.019,N,N,Y,0.515,N,Y,1698317.0
충청북도,201901,68.78,Y,N,45.8,Y,Y,0.005,N,Y,0.028,N,N,Y,0.7,N,Y,818127.0
충청남도,201901,60.07,Y,N,36.25,Y,Y,0.005,N,Y,0.021,N,N,Y,0.727,N,Y,1097189.0
전라북도,201901,58.43,Y,N,38.53,Y,Y,0.004,N,N,0.016,N,N,N,0.557,N,Y,918657.0
전라남도,201901,45.0,Y,N,28.45,Y,N,0.005,N,Y,0.015,N,N,N,0.54,N,Y,1034777.0
경상북도,201901,64.22,Y,N,35.1,Y,Y,0.004,N,N,0.019,N,N,Y,0.567,N,Y,1426204.0
제주특별자치도,201901,35.5,N,N,22.0,Y,N,0.002,N,N,0.012,N,N,N,0.4,N,N,557130.0
서울특별시,201902,57.0,Y,N,35.0,Y,N,0.005,N,Y,0.036,N,Y,Y,0.7,N,Y,3128962.0
부산광역시,201902,48.0,Y,N,28.0,Y,N,0.004,N,N,0.022,N,N,Y,0.4,N,N,1377773.0
대구광역시,201902,54.0,Y,N,33.0,Y,N,0.003,N,N,0.026,N,N,Y,0.6,N,Y,1179956.0
인천광역시,201902,55.0,Y,N,31.0,Y,N,0.006,N,Y,0.029,N,N,Y,0.7,N,Y,1589791.0
광주광역시,201902,57.0,Y,N,34.0,Y,N,0.003,N,N,0.02,N,N,Y,0.6,N,Y,666658.0
대전광역시,201902,62.0,Y,N,36.0,Y,Y,0.003,N,N,0.027,N,N,Y,0.6,N,Y,670398.0
울산광역시,201902,46.0,Y,N,26.0,Y,N,0.004,N,N,0.022,N,N,Y,0.6,N,Y,559599.0
세종특별자치시,201902,64.0,Y,N,41.0,Y,Y,0.004,N,N,0.021,N,N,Y,0.6,N,Y,151390.0
경기도,201902,61.43,Y,N,38.06,Y,Y,0.004,N,N,0.03,N,N,Y,0.629,N,Y,5642849.0
경상남도,201902,49.81,Y,N,25.0,Y,N,0.004,N,N,0.017,N,N,N,0.492,N,Y,1697492.0
충청북도,201902,61.55,Y,N,44.75,Y,Y,0.004,N,N,0.023,N,N,Y,0.645,N,Y,820163.0
충청남도,201902,56.93,Y,N,34.62,Y,N,0.005,N,Y,0.019,N,N,Y,0.68,N,Y,1099559.0
전라북도,201902,60.21,Y,N,39.4,Y,Y,0.004,N,N,0.014,N,N,N,0.531,N,Y,920004.0
전라남도,201902,47.71,Y,N,29.73,Y,N,0.004,N,N,0.013,N,N,N,0.569,N,Y,1035367.0
경상북도,201902,58.0,Y,N,34.1,Y,N,0.004,N,N,0.019,N,N,Y,0.525,N,Y,1427937.0
제주특별자치도,201902,42.0,Y,N,24.0,Y,N,0.002,N,N,0.011,N,N,N,0.4,N,N,559875.0
서울특별시,201903,69.0,Y,N,45.0,Y,Y,0.005,N,Y,0.034,N,Y,Y,0.6,N,Y,3127236.0
부산광역시,201903,51.0,Y,N,30.0,Y,N,0.004,N,N,0.02,N,N,Y,0.4,N,N,1379051.0
대구광역시,201903,54.0,Y,N,33.0,Y,N,0.003,N,N,0.021,N,N,Y,0.5,N,Y,1181477.0
인천광역시,201903,67.0,Y,N,41.0,Y,Y,0.005,N,Y,0.028,N,N,Y,0.6,N,Y,1592114.0
광주광역시,201903,63.0,Y,N,39.0,Y,Y,0.002,N,N,0.022,N,N,Y,0.5,N,Y,668127.0
대전광역시,201903,68.0,Y,N,39.0,Y,Y,0.003,N,N,0.023,N,N,Y,0.5,N,Y,670970.0
울산광역시,201903,49.0,Y,N,29.0,Y,N,0.005,N,Y,0.022,N,N,Y,0.5,N,Y,560436.0
세종특별자치시,201903,71.0,Y,N,47.0,Y,Y,0.003,N,N,0.022,N,N,Y,0.6,N,Y,153041.0
경기도,201903,71.58,Y,N,46.53,Y,Y,0.004,N,N,0.027,N,N,Y,0.581,N,Y,5648632.0
경상남도,201903,54.13,Y,N,25.53,Y,N,0.004,N,N,0.016,N,N,N,0.462,N,N,1697776.0
충청북도,201903,66.09,Y,N,47.33,Y,Y,0.004,N,N,0.019,N,N,Y,0.5,N,Y,820869.0
충청남도,201903,65.53,Y,N,42.56,Y,Y,0.004,N,N,0.016,N,N,N,0.6,N,Y,1101599.0
전라북도,201903,65.79,Y,N,42.93,Y,Y,0.003,N,N,0.013,N,N,N,0.514,N,Y,920584.0
전라남도,201903,50.22,Y,N,30.63,Y,N,0.004,N,N,0.012,N,N,N,0.506,N,Y,1037073.0
경상북도,201903,58.09,Y,N,33.08,Y,N,0.003,N,N,0.016,N,N,N,0.436,N,N,1429670.0
제주특별자치도,201903,51.5,Y,N,29.33,Y,N,0.002,N,N,0.013,N,N,N,0.35,N,N,563469.0
서울특별시,201904,41.0,N,N,21.0,N,N,0.004,N,N,0.029,N,N,Y,0.5,N,Y,3124289.0
부산광역시,201904,40.0,N,N,20.0,N,N,0.005,N,Y,0.019,N,N,Y,0.4,N,N,1379485.0
대구광역시,201904,40.0,N,N,19.0,N,N,0.003,N,N,0.017,N,N,N,0.4,N,N,1178908.0
인천광역시,201904,43.0,Y,N,20.0,N,N,0.005,N,Y,0.026,N,N,Y,0.5,N,Y,1596103.0
광주광역시,201904,43.0,Y,N,20.0,N,N,0.002,N,N,0.019,N,N,Y,0.4,N,N,668564.0
대전광역시,201904,40.0,N,N,16.0,N,N,0.002,N,N,0.018,N,N,N,0.3,N,N,671172.0
울산광역시,201904,40.0,N,N,19.0,N,N,0.006,N,Y,0.021,N,N,Y,0.5,N,Y,561228.0
세종특별자치시,201904,40.0,N,N,19.0,N,N,0.003,N,N,0.018,N,N,N,0.4,N,N,154037.0
경기도,201904,44.16,Y,N,20.44,N,N,0.003,N,N,0.022,N,N,Y,0.435,N,N,5657404.0
경상남도,201904,38.55,N,N,16.6,N,N,0.003,N,N,0.014,N,N,N,0.369,N,N,1700564.0
충청북도,201904,41.73,N,N,22.67,Y,N,0.003,N,N,0.015,N,N,N,0.373,N,N,825341.0
충청남도,201904,41.27,N,N,21.44,N,N,0.004,N,N,0.013,N,N,N,0.493,N,Y,1102985.0
전라북도,201904,42.43,Y,N,22.07,Y,N,0.003,N,N,0.012,N,N,N,0.379,N,N,921596.0
전라남도,201904,34.44,N,N,17.37,N,N,0.003,N,N,0.01,N,N,N,0.5,N,Y,1039266.0
경상북도,201904,42.18,Y,N,16.33,N,N,0.003,N,N,0.013,N,N,N,0.345,N,N,1430821.0
제주특별자치도,201904,39.0,N,N,19.33,N,N,0.003,N,N,0.012,N,N,N,0.3,N,N,566123.0
서울특별시,201905,52.0,Y,N,29.0,Y,N,0.005,N,Y,0.028,N,N,Y,0.5,N,Y,3121807.0
부산광역시,201905,47.0,Y,N,25.0,Y,N,0.006,N,Y,0.021,N,N,Y,0.4,N,N,1381685.0
대구광역시,201905,46.0,Y,N,23.0,Y,N,0.003,N,N,0.016,N,N,N,0.4,N,N,1179594.0
인천광역시,201905,51.0,Y,N,26.0,Y,N,0.006,N,Y,0.023,N,N,Y,0.5,N,Y,1602665.0
광주광역시,201905,50.0,Y,N,22.0,Y,N,0.003,N,N,0.017,N,N,N,0.4,N,N,669489.0
대전광역시,201905,46.0,Y,N,22.0,Y,N,0.003,N,N,0.017,N,N,N,0.4,N,N,670929.0
울산광역시,201905,49.0,Y,N,26.0,Y,N,0.007,N,Y,0.024,N,N,Y,0.5,N,Y,561418.0
세종특별자치시,201905,50.0,Y,N,25.0,Y,N,0.004,N,N,0.018,N,N,N,0.5,N,Y,154911.0
경기도,201905,54.94,Y,N,27.22,Y,N,0.004,N,N,0.021,N,N,Y,0.471,N,Y,5672997.0
경상남도,201905,45.12,Y,N,19.6,N,N,0.004,N,N,0.014,N,N,N,0.385,N,N,1704100.0
충청북도,201905,48.73,Y,N,27.25,Y,N,0.003,N,N,0.014,N,N,N,0.364,N,N,827030.0
충청남도,201905,50.53,Y,N,26.81,Y,N,0.004,N,N,0.011,N,N,N,0.487,N,Y,1105040.0
전라북도,201905,48.29,Y,N,24.4,Y,N,0.003,N,N,0.01,N,N,N,0.385,N,N,923764.0
전라남도,201905,42.44,Y,N,21.74,Y,N,0.004,N,N,0.009,N,N,N,0.483,N,Y,1041049.0
경상북도,201905,45.42,Y,N,20.0,N,N,0.004,N,N,0.013,N,N,N,0.333,N,N,1433106.0
제주특별자치도,201905,43.5,Y,N,19.33,N,N,0.003,N,N,0.01,N,N,N,0.3,N,N,569848.0
서울특별시,201906,29.0,N,N,20.0,N,N,0.004,N,N,0.02,N,N,Y,0.4,N,N,3120332.0
부산광역시,201906,32.0,N,N,21.0,N,N,0.006,N,Y,0.016,N,N,N,0.4,N,N,1384087.0
대구광역시,201906,32.0,N,N,20.0,N,N,0.002,N,N,0.013,N,N,N,0.4,N,N,1180955.0
인천광역시,201906,29.0,N,N,17.0,N,N,0.004,N,N,0.017,N,N,N,0.4,N,N,1609398.0
광주광역시,201906,40.0,N,N,25.0,Y,N,0.002,N,N,0.014,N,N,N,0.4,N,N,670512.0
대전광역시,201906,30.0,N,N,18.0,N,N,0.002,N,N,0.013,N,N,N,0.3,N,N,671039.0
울산광역시,201906,34.0,N,N,22.0,Y,N,0.007,N,Y,0.019,N,N,Y,0.5,N,Y,562106.0
세종특별자치시,201906,34.0,N,N,20.0,N,N,0.003,N,N,0.015,N,N,N,0.5,N,Y,156082.0
경기도,201906,31.07,N,N,18.26,N,N,0.003,N,N,0.016,N,N,N,0.4,N,N,5691619.0
경상남도,201906,31.69,N,N,19.07,N,N,0.003,N,N,0.012,N,N,N,0.377,N,N,1707551.0
충청북도,201906,34.8,N,N,24.36,Y,N,0.003,N,N,0.011,N,N,N,0.34,N,N,828862.0
충청남도,201906,32.73,N,N,21.88,Y,N,0.004,N,N,0.009,N,N,N,0.447,N,N,1107206.0
전라북도,201906,36.5,N,N,23.13,Y,N,0.003,N,N,0.008,N,N,N,0.336,N,N,925574.0
전라남도,201906,31.74,N,N,20.68,N,N,0.004,N,N,0.007,N,N,N,0.442,N,N,1043683.0
경상북도,201906,30.73,N,N,16.83,N,N,0.003,N,N,0.01,N,N,N,0.355,N,N,1435458.0
제주특별자치도,201906,31.0,N,N,19.67,N,N,0.002,N,N,0.009,N,N,N,0.25,N,N,574361.0
서울특별시,201907,26.0,N,N,19.0,N,N,0.004,N,N,0.018,N,N,N,0.4,N,N,3121140.0
부산광역시,201907,26.0,N,N,18.0,N,N,0.005,N,Y,0.015,N,N,N,0.3,N,N,1385252.0
대구광역시,201907,26.0,N,N,16.0,N,N,0.002,N,N,0.011,N,N,N,0.3,N,N,1182351.0
인천광역시,201907,31.0,N,N,19.0,N,N,0.004,N,N,0.015,N,N,N,0.4,N,N,1617597.0
광주광역시,201907,29.0,N,N,17.0,N,N,0.002,N,N,0.011,N,N,N,0.3,N,N,672166.0
대전광역시,201907,23.0,N,N,14.0,N,N,0.002,N,N,0.011,N,N,N,0.3,N,N,671788.0
울산광역시,201907,29.0,N,N,19.0,N,N,0.006,N,Y,0.016,N,N,N,0.4,N,N,563035.0
세종특별자치시,201907,23.0,N,N,14.0,N,N,0.003,N,N,0.012,N,N,N,0.4,N,N,157498.0
경기도,201907,28.61,N,N,17.13,N,N,0.003,N,N,0.014,N,N,N,0.387,N,N,5710355.0
경상남도,201907,26.29,N,N,13.93,N,N,0.003,N,N,0.01,N,N,N,0.375,N,N,1711514.0
충청북도,201907,24.18,N,N,15.67,N,N,0.003,N,N,0.009,N,N,N,0.327,N,N,831244.0
충청남도,201907,25.27,N,N,16.19,N,N,0.003,N,N,0.008,N,N,N,0.4,N,N,1109552.0
전라북도,201907,25.85,N,N,14.93,N,N,0.002,N,N,0.007,N,N,N,0.3,N,N,926422.0
전라남도,201907,22.74,N,N,13.84,N,N,0.003,N,N,0.006,N,N,N,0.365,N,N,1046210.0
경상북도,201907,26.58,N,N,15.08,N,N,0.003,N,N,0.008,N,N,N,0.3,N,N,1437795.0
제주특별자치도,201907,25.5,N,N,16.0,N,N,0.002,N,N,0.006,N,N,N,0.25,N,N,579297.0
서울특별시,201908,25.0,N,N,16.0,N,N,0.004,N,N,0.018,N,N,N,0.4,N,N,3120892.0
부산광역시,201908,30.0,N,N,19.0,N,N,0.005,N,Y,0.014,N,N,N,0.4,N,N,1387243.0
대구광역시,201908,26.0,N,N,16.0,N,N,0.002,N,N,0.012,N,N,N,0.3,N,N,1184063.0
인천광역시,201908,30.0,N,N,18.0,N,N,0.004,N,N,0.015,N,N,N,0.4,N,N,1618821.0
광주광역시,201908,31.0,N,N,17.0,N,N,0.003,N,N,0.011,N,N,N,0.4,N,N,673404.0
대전광역시,201908,25.0,N,N,15.0,N,N,0.002,N,N,0.011,N,N,N,0.3,N,N,671871.0
울산광역시,201908,30.0,N,N,18.0,N,N,0.006,N,Y,0.014,N,N,N,0.5,N,Y,563684.0
세종특별자치시,201908,27.0,N,N,16.0,N,N,0.003,N,N,0.013,N,N,N,0.5,N,Y,158650.0
경기도,201908,27.73,N,N,15.0,N,N,0.003,N,N,0.014,N,N,N,0.413,N,N,5724979.0
경상남도,201908,28.03,N,N,15.27,N,N,0.003,N,N,0.01,N,N,N,0.433,N,N,1713986.0
충청북도,201908,26.27,N,N,17.17,N,N,0.002,N,N,0.009,N,N,N,0.355,N,N,833182.0
충청남도,201908,27.33,N,N,16.88,N,N,0.003,N,N,0.008,N,N,N,0.407,N,N,1111491.0
전라북도,201908,27.64,N,N,16.13,N,N,0.003,N,N,0.007,N,N,N,0.343,N,N,928198.0
전라남도,201908,27.65,N,N,16.75,N,N,0.003,N,N,0.006,N,N,N,0.42,N,N,1048160.0
경상북도,201908,26.85,N,N,15.0,N,N,0.003,N,N,0.008,N,N,N,0.354,N,N,1440087.0
제주특별자치도,201908,30.0,N,N,18.0,N,N,0.002,N,N,0.008,N,N,N,0.25,N,N,583222.0
서울특별시,201909,21.0,N,N,12.0,N,N,0.003,N,N,0.021,N,N,Y,0.4,N,N,3121687.0
부산광역시,201909,24.0,N,N,13.0,N,N,0.004,N,N,0.015,N,N,N,0.3,N,N,1389650.0
대구광역시,201909,23.0,N,N,13.0,N,N,0.002,N,N,0.013,N,N,N,0.3,N,N,1185649.0
인천광역시,201909,28.0,N,N,14.0,N,N,0.004,N,N,0.021,N,N,Y,0.5,N,Y,1620746.0
광주광역시,201909,27.0,N,N,15.0,N,N,0.003,N,N,0.012,N,N,N,0.4,N,N,674470.0
대전광역시,201909,22.0,N,N,12.0,N,N,0.002,N,N,0.013,N,N,N,0.3,N,N,672494.0
울산광역시,201909,25.0,N,N,13.0,N,N,0.005,N,Y,0.015,N,N,N,0.4,N,N,564365.0
세종특별자치시,201909,23.0,N,N,12.0,N,N,0.003,N,N,0.015,N,N,N,0.4,N,N,159691.0
경기도,201909,24.52,N,N,11.97,N,N,0.003,N,N,0.016,N,N,N,0.394,N,N,5730156.0
경상남도,201909,23.19,N,N,10.73,N,N,0.003,N,N,0.011,N,N,N,0.383,N,N,1717885.0
충청북도,201909,22.45,N,N,13.67,N,N,0.003,N,N,0.011,N,N,N,0.318,N,N,835104.0
충청남도,201909,25.27,N,N,13.81,N,N,0.003,N,N,0.009,N,N,N,0.393,N,N,1114620.0
전라북도,201909,25.14,N,N,14.33,N,N,0.003,N,N,0.007,N,N,N,0.336,N,N,928868.0
전라남도,201909,22.27,N,N,12.13,N,N,0.003,N,N,0.006,N,N,N,0.418,N,N,1050910.0
경상북도,201909,22.69,N,N,11.29,N,N,0.003,N,N,0.008,N,N,N,0.3,N,N,1442658.0
제주특별자치도,201909,25.5,N,N,12.67,N,N,0.002,N,N,0.008,N,N,N,0.15,N,N,585258.0
서울특별시,201910,31.0,N,N,15.0,N,N,0.003,N,N,0.025,N,N,Y,0.5,N,Y,3121416.0
부산광역시,201910,27.0,N,N,13.0,N,N,0.004,N,N,0.017,N,N,N,0.3,N,N,1388608.0
대구광역시,201910,27.0,N,N,14.0,N,N,0.002,N,N,0.017,N,N,N,0.4,N,N,1188000.0
인천광역시,201910,35.0,N,N,16.0,N,N,0.004,N,N,0.023,N,N,Y,0.5,N,Y,1626363.0
광주광역시,201910,35.0,N,N,18.0,N,N,0.003,N,N,0.017,N,N,N,0.4,N,N,675189.0
대전광역시,201910,29.0,N,N,15.0,N,N,0.002,N,N,0.018,N,N,N,0.3,N,N,672772.0
울산광역시,201910,27.0,N,N,11.0,N,N,0.004,N,N,0.016,N,N,N,0.4,N,N,564232.0
세종특별자치시,201910,32.0,N,N,17.0,N,N,0.003,N,N,0.019,N,N,Y,0.5,N,Y,161210.0
경기도,201910,35.55,N,N,16.32,N,N,0.003,N,N,0.02,N,N,Y,0.419,N,N,5737503.0
경상남도,201910,27.97,N,N,11.15,N,N,0.002,N,N,0.013,N,N,N,0.364,N,N,1715314.0
충청북도,201910,32.18,N,N,19.17,N,N,0.003,N,N,0.014,N,N,N,0.382,N,N,836367.0
충청남도,201910,36.13,N,N,19.38,N,N,0.003,N,N,0.012,N,N,N,0.4,N,N,1115906.0
전라북도,201910,31.62,N,N,17.36,N,N,0.002,N,N,0.011,N,N,N,0.331,N,N,926653.0
전라남도,201910,28.45,N,N,13.91,N,N,0.003,N,N,0.008,N,N,N,0.405,N,N,1052808.0
경상북도,201910,29.0,N,N,12.93,N,N,0.003,N,N,0.01,N,N,N,0.331,N,N,1442841.0
제주특별자치도,201910,32.5,N,N,15.0,N,N,0.002,N,N,0.008,N,N,N,0.2,N,N,588305.0
서울특별시,201911,40.0,N,N,20.0,N,N,0.004,N,N,0.034,N,Y,Y,0.6,N,Y,3122433.0
