STD_YYYYMM,SIDO,비염환자수,심근경색,아토피환자수,천식환자수,뇌졸증
201503,전라북도,97319,92.0,5878,15997,457.0
201504,전라북도,81077,108.0,5319,14704,504.0
201505,전라북도,65827,118.0,6103,12893,460.0
201506,전라북도,46030,91.0,4995,8914,395.0
201507,전라북도,41183,103.0,7009,7590,445.0
201508,전라북도,56105,100.0,6306,10070,427.0
201509,전라북도,99170,104.0,4848,14007,442.0
201511,전라북도,78838,96.0,4577,13487,419.0
201512,전라북도,94512,105.0,5402,15830,468.0
201601,전라북도,85362,118.0,5377,11627,451.0
201602,전라북도,91067,149.0,5238,13598,514.0
201603,전라북도,91535,141.0,5647,14193,477.0
201604,전라북도,77387,164.0,5236,12898,484.0
201605,전라북도,65324,132.0,6109,11414,541.0
201606,전라북도,49356,115.0,5820,8570,519.0
201607,전라북도,46714,123.0,6552,7138,447.0
201608,전라북도,57122,135.0,6410,8509,482.0
201609,전라북도,89117,162.0,4940,11724,475.0
201611,전라북도,91507,133.0,5053,14108,551.0
201612,전라북도,110931,124.0,4871,16963,559.0
201701,전라북도,66361,125.0,5147,11411,528.0
201702,전라북도,68608,135.0,5066,10672,494.0
201703,전라북도,98721,177.0,5441,14111,560.0
201704,전라북도,88693,146.0,5005,13536,610.0
201705,전라북도,66798,148.0,6096,11747,638.0
201706,전라북도,52451,111.0,5641,9104,571.0
201707,전라북도,43722,120.0,6481,7386,571.0
201708,전라북도,62680,133.0,6142,8277,592.0
201709,전라북도,95106,132.0,5222,10944,576.0
201711,전라북도,96110,130.0,4808,13074,587.0
201712,전라북도,104717,147.0,4469,13564,561.0
201801,전라북도,104514,136.0,5052,13666,560.0
201802,전라북도,68018,118.0,4639,9462,493.0
201803,전라북도,82026,132.0,5008,11674,484.0
201804,전라북도,81537,103.0,5304,12757,515.0
201805,전라북도,66676,127.0,5988,11924,512.0
201806,전라북도,49831,111.0,5817,8458,500.0
201807,전라북도,44016,101.0,6512,6569,490.0
201808,전라북도,48533,120.0,5558,6781,481.0
201809,전라북도,92066,107.0,4672,9765,457.0
201811,전라북도,88586,114.0,4673,12506,499.0
201812,전라북도,104319,136.0,4790,13798,539.0
201901,전라북도,69600,147.0,5329,10109,513.0
201902,전라북도,59029,125.0,4835,8085,502.0
201903,전라북도,82965,132.0,4887,10226,485.0
201904,전라북도,90016,160.0,5229,11889,493.0
201905,전라북도,69000,148.0,6068,10485,573.0
201906,전라북도,47249,122.0,4998,7862,509.0
201907,전라북도,48735,131.0,6212,7358,553.0
201908,전라북도,52455,160.0,6164,6927,530.0
201909,전라북도,91001,149.0,5062,9759,503.0
201911,전라북도,84119,152.0,4725,11206,547.0
201912,전라북도,96686,145.0,4739,11849,517.0
202001,전라북도,91447,155.0,4738,10594,552.0
202002,전라북도,52547,142.0,4319,7359,482.0
202003,전라북도,35085,115.0,5129,5346,488.0
202004,전라북도,36759,134.0,5384,4651,492.0
202005,전라북도,46826,144.0,5921,4982,522.0
202006,전라북도,39597,151.0,6004,4638,554.0
202007,전라북도,38157,124.0,5503,4381,554.0
202008,전라북도,35999,140.0,6403,4006,523.0
202009,전라북도,57941,129.0,5328,5293,499.0
202011,전라북도,55905,138.0,4527,5174,515.0
202012,전라북도,35770,120.0,4850,4252,499.0
202101,전라북도,26864,109.0,4750,3572,508.0
202102,전라북도,32612,105.0,4880,3740,470.0
202103,전라북도,53745,125.0,5331,5115,557.0
202104,전라북도,50958,153.0,5547,4680,524.0
202105,전라북도,38461,129.0,5204,4432,523.0
202106,전라북도,39875,113.0,5736,4552,591.0
202107,전라북도,32560,128.0,6186,3629,537.0
202108,전라북도,31794,136.0,5647,3681,592.0
202109,전라북도,60541,120.0,5477,4852,614.0
202111,전라북도,67864,114.0,4489,6213,566.0
202112,전라북도,43187,131.0,4945,4917,573.0
201401,전라남도,93038,45.0,4528,17590,167.0
201402,전라남도,101227,53.0,4369,20888,129.0
201403,전라남도,85875,43.0,4496,19368,150.0
201404,전라남도,77909,50.0,5215,19576,158.0
201405,전라남도,64229,71.0,5221,16591,164.0
201406,전라남도,45608,64.0,4948,11671,168.0
201407,전라남도,49838,65.0,5812,11572,154.0
201408,전라남도,53899,62.0,5445,12532,158.0
201409,전라남도,92696,44.0,4864,16912,163.0
201411,전라남도,99184,59.0,3954,19698,169.0
201412,전라남도,96627,64.0,4339,21237,169.0
201501,전라남도,81718,62.0,4395,17928,177.0
201502,전라남도,94082,75.0,4183,19381,147.0
201503,전라남도,98812,69.0,5112,19099,157.0
201504,전라남도,84717,51.0,4636,18574,141.0
201505,전라남도,68001,52.0,5393,15746,201.0
201506,전라남도,49852,48.0,4787,10789,168.0
201507,전라남도,44700,59.0,6101,9329,140.0
201508,전라남도,54191,66.0,5870,11077,141.0
201509,전라남도,95308,59.0,4604,14690,144.0
201511,전라남도,80165,64.0,3995,14882,142.0
201512,전라남도,97189,70.0,4827,19433,188.0
201601,전라남도,94994,56.0,4725,16291,182.0
201602,전라남도,95212,60.0,4770,17236,186.0
201603,전라남도,96893,64.0,5170,18123,155.0
201604,전라남도,78920,46.0,4989,16315,156.0
201605,전라남도,65653,65.0,5513,14099,199.0
201606,전라남도,50091,72.0,5626,10593,150.0
201607,전라남도,49215,64.0,6250,8827,200.0
201608,전라남도,58613,63.0,6419,9686,174.0
201609,전라남도,91851,61.0,4667,12930,191.0
201611,전라남도,92402,68.0,4644,16038,200.0
201612,전라남도,109452,75.0,4652,17080,190.0
201701,전라남도,77373,69.0,4774,13343,182.0
201702,전라남도,69569,73.0,4683,12130,166.0
201703,전라남도,105025,82.0,5386,15673,215.0
201704,전라남도,93490,65.0,5084,16441,190.0
201705,전라남도,70380,84.0,6163,14298,179.0
201706,전라남도,51407,63.0,5596,10168,194.0
201707,전라남도,46510,73.0,6957,8396,176.0
201708,전라남도,61143,81.0,6288,8802,186.0
201709,전라남도,95595,72.0,5456,11856,201.0
201711,전라남도,101997,77.0,4778,15273,218.0
201712,전라남도,116628,80.0,4283,16449,260.0
201801,전라남도,114360,89.0,4703,17317,236.0
201802,전라남도,72906,90.0,4424,12214,230.0
201803,전라남도,89227,81.0,5209,14154,217.0
201804,전라남도,86300,84.0,5376,14578,229.0
201805,전라남도,68293,82.0,5394,13169,258.0
201806,전라남도,49766,62.0,5564,9197,176.0
201807,전라남도,45030,77.0,6518,7503,222.0
201808,전라남도,50979,61.0,5947,8073,217.0
201809,전라남도,95844,86.0,4979,12134,214.0
201811,전라남도,93345,69.0,4113,15118,223.0
201812,전라남도,109901,60.0,4170,16176,278.0
201901,전라남도,77611,53.0,4574,12900,246.0
201902,전라남도,66131,72.0,4364,9638,219.0
201903,전라남도,96383,87.0,4624,13053,253.0
201904,전라남도,94009,79.0,4922,15089,286.0
201905,전라남도,72015,79.0,5532,13304,277.0
201906,전라남도,49373,73.0,4580,9300,246.0
201907,전라남도,50736,79.0,5706,8872,269.0
201908,전라남도,53660,69.0,5905,8923,248.0
201909,전라남도,89792,79.0,4816,12164,236.0
201911,전라남도,89599,89.0,4179,13847,257.0
201912,전라남도,98836,78.0,4184,14385,284.0
202001,전라남도,97625,82.0,4353,13441,274.0
202002,전라남도,56214,60.0,4080,8969,222.0
202003,전라남도,38630,89.0,4678,6213,239.0
202004,전라남도,38751,67.0,4999,5590,212.0
202005,전라남도,50028,76.0,5286,6450,225.0
202006,전라남도,41334,82.0,5289,5706,261.0
202007,전라남도,38605,96.0,4856,5330,219.0
202008,전라남도,33836,73.0,5662,4399,241.0
202009,전라남도,56609,69.0,5121,6301,216.0
202011,전라남도,59465,92.0,3992,6739,216.0
202012,전라남도,38178,103.0,4276,5377,235.0
202101,전라남도,33235,78.0,4076,4848,238.0
202102,전라남도,35255,75.0,4017,4643,235.0
202103,전라남도,56203,92.0,4784,6640,270.0
202104,전라남도,57878,87.0,5009,6559,294.0
202105,전라남도,37214,71.0,4633,5455,259.0
202106,전라남도,34989,82.0,5033,5167,241.0
202107,전라남도,37826,68.0,5415,4829,222.0
202108,전라남도,30409,74.0,5087,4119,204.0
202109,전라남도,63821,61.0,4909,6720,222.0
202111,전라남도,69260,76.0,4090,8440,250.0
202112,전라남도,49721,82.0,4173,6751,271.0
201401,경상북도,122529,94.0,6038,17625,332.0
201402,경상북도,141752,95.0,5319,22400,289.0
201403,경상북도,113126,102.0,6068,22255,354.0
201404,경상북도,120193,126.0,6522,25129,314.0
201405,경상북도,85374,114.0,6713,18916,346.0
201406,경상북도,60275,98.0,5710,12998,337.0
201407,경상북도,64031,97.0,6710,12313,316.0
201408,경상북도,72628,109.0,5933,12854,335.0
201409,경상북도,126953,118.0,6235,19457,372.0
201411,경상북도,130456,139.0,5280,22362,357.0
201412,경상북도,123402,141.0,5905,20650,390.0
201501,경상북도,104027,112.0,5853,18018,400.0
201502,경상북도,111648,124.0,5478,18433,379.0
201503,경상북도,140439,149.0,6469,23142,390.0
201504,경상북도,115778,118.0,5944,21770,377.0
201505,경상북도,86294,156.0,6774,17446,382.0
201506,경상북도,61450,101.0,5064,11939,320.0
201507,경상북도,56231,128.0,6661,10643,351.0
201508,경상북도,68500,121.0,6436,12967,350.0
201509,경상북도,135429,120.0,5679,20289,335.0
201511,경상북도,104753,107.0,4978,19897,362.0
201512,경상북도,129143,102.0,5864,23043,380.0
201601,경상북도,125340,125.0,6088,18475,352.0
201602,경상북도,132375,124.0,5640,21834,356.0
201603,경상북도,123564,143.0,6047,21620,344.0
201604,경상북도,109869,133.0,6154,19674,322.0
201605,경상북도,86950,113.0,6730,16437,362.0
201606,경상북도,64514,116.0,6325,11950,333.0
201607,경상북도,64155,108.0,6655,10102,353.0
201608,경상북도,74347,106.0,6974,11430,286.0
201609,경상북도,121284,109.0,5546,16820,326.0
201611,경상북도,122997,131.0,5905,20078,330.0
201612,경상북도,149336,123.0,5600,19761,390.0
201701,경상북도,101197,127.0,5840,14612,417.0
201702,경상북도,96034,118.0,6003,14145,376.0
201703,경상북도,132937,138.0,6283,17212,394.0
201704,경상북도,129166,147.0,6345,18017,431.0
201705,경상북도,93814,133.0,7032,14555,405.0
201706,경상북도,72172,135.0,6296,11180,371.0
201707,경상북도,63354,117.0,6942,9181,384.0
201708,경상북도,81509,130.0,6932,9645,363.0
201709,경상북도,129972,114.0,6283,13774,351.0
201711,경상북도,137621,122.0,6025,17218,372.0
201712,경상북도,166729,133.0,5464,18178,393.0
201801,경상북도,155552,150.0,5675,18195,405.0
201802,경상북도,97098,117.0,5803,12029,355.0
201803,경상북도,121937,136.0,5953,15655,392.0
201804,경상북도,130842,107.0,6471,19073,349.0
201805,경상북도,94398,132.0,6089,15839,385.0
201806,경상북도,71098,102.0,6008,11101,401.0
201807,경상북도,64396,122.0,6929,9372,359.0
201808,경상북도,68122,126.0,6274,9736,343.0
201809,경상북도,129338,115.0,5406,14312,347.0
201811,경상북도,129775,126.0,5525,18542,375.0
201812,경상북도,148464,127.0,5264,19032,387.0
201901,경상북도,106626,140.0,6125,13836,397.0
201902,경상북도,90149,121.0,5386,11137,332.0
201903,경상북도,121548,138.0,5923,14032,367.0
201904,경상북도,134462,122.0,6123,16620,373.0
201905,경상북도,100221,140.0,6787,15386,352.0
201906,경상북도,66094,129.0,5678,10486,348.0
201907,경상북도,71324,125.0,6924,10564,343.0
201908,경상북도,72742,126.0,6835,9856,335.0
201909,경상북도,123133,136.0,5970,13920,360.0
201911,경상북도,126813,121.0,5742,15903,399.0
201912,경상북도,141978,151.0,5660,16995,361.0
202001,경상북도,134084,148.0,5708,14698,400.0
202002,경상북도,76860,122.0,4652,9478,297.0
202003,경상북도,39700,128.0,4982,6134,324.0
202004,경상북도,44274,114.0,6445,5837,340.0
202005,경상북도,52537,129.0,6974,6046,350.0
202006,경상북도,58576,117.0,7057,6118,353.0
202007,경상북도,53175,132.0,6032,5749,359.0
202008,경상북도,45982,121.0,6811,4878,367.0
202009,경상북도,78384,118.0,5996,6941,365.0
202011,경상북도,75192,142.0,5523,7373,374.0
202012,경상북도,52862,136.0,5739,5975,367.0
202101,경상북도,36237,130.0,5341,4429,373.0
202102,경상북도,41402,142.0,5345,4508,378.0
202103,경상북도,75470,154.0,5978,6784,388.0
202104,경상북도,85310,148.0,6470,7683,375.0
202105,경상북도,53135,136.0,5680,5974,397.0
202106,경상북도,48762,126.0,6191,5430,350.0
202107,경상북도,46291,124.0,6621,4686,363.0
202108,경상북도,45258,133.0,6394,4715,400.0
202109,경상북도,77939,154.0,6332,6308,343.0
202111,경상북도,95485,124.0,5501,8085,423.0
202112,경상북도,62655,125.0,5789,6478,355.0
201401,경상남도,168603,118.0,6647,23229,345.0
201402,경상남도,187718,144.0,6240,28029,360.0
201403,경상남도,164263,154.0,6890,27998,384.0
201404,경상남도,164044,137.0,7599,30042,363.0
201405,경상남도,115603,142.0,7790,21910,408.0
201406,경상남도,84232,178.0,6894,15486,384.0
201407,경상남도,95863,149.0,8573,15774,375.0
201408,경상남도,98161,140.0,7449,16191,379.0
201409,경상남도,186372,171.0,7022,24270,385.0
201411,경상남도,189913,133.0,6033,29680,379.0
201412,경상남도,182946,164.0,6401,28318,397.0
201501,경상남도,149922,151.0,6636,24594,391.0
201502,경상남도,164971,161.0,6243,25327,392.0
201503,경상남도,189722,166.0,7519,29822,384.0
201504,경상남도,165196,146.0,6995,30326,377.0
201505,경상남도,127402,178.0,7804,26210,412.0
201506,경상남도,92052,153.0,6436,18274,297.0
201507,경상남도,85625,107.0,8716,15713,341.0
201508,경상남도,98940,136.0,8429,19123,336.0
201509,경상남도,198317,136.0,6606,27611,353.0
201511,경상남도,152814,144.0,5712,26314,348.0
201512,경상남도,189419,146.0,6540,31963,392.0
201601,경상남도,177614,152.0,6678,23172,364.0
201602,경상남도,181287,144.0,6382,26329,402.0
201603,경상남도,176291,162.0,7176,27127,387.0
201604,경상남도,157354,165.0,6909,25244,402.0
201605,경상남도,120147,150.0,7791,21889,385.0
201606,경상남도,90863,112.0,7777,15561,359.0
201607,경상남도,92378,128.0,8729,14248,333.0
201608,경상남도,109339,130.0,8783,15833,355.0
201609,경상남도,179159,135.0,6423,22795,360.0
201611,경상남도,176459,138.0,6877,26141,371.0
201612,경상남도,206346,136.0,6479,26851,392.0
201701,경상남도,149103,155.0,6903,21093,436.0
201702,경상남도,136723,150.0,6690,18919,374.0
201703,경상남도,191151,156.0,6951,24749,397.0
201704,경상남도,180343,184.0,6912,25074,413.0
201705,경상남도,133134,164.0,8299,20217,429.0
201706,경상남도,102400,138.0,7451,15647,444.0
201707,경상남도,94776,187.0,8909,13774,470.0
201708,경상남도,109501,157.0,8136,13682,395.0
201709,경상남도,190251,137.0,7381,19446,446.0
201711,경상남도,200878,179.0,7496,22807,443.0
201712,경상남도,241351,183.0,6569,24701,469.0
201801,경상남도,213617,193.0,6836,24930,455.0
201802,경상남도,137122,163.0,6897,16816,443.0
201803,경상남도,173415,184.0,7259,20594,476.0
201804,경상남도,180511,205.0,7584,23518,500.0
201805,경상남도,133046,163.0,7997,20608,523.0
201806,경상남도,103504,176.0,7935,15322,450.0
201807,경상남도,94013,173.0,8740,12722,476.0
201808,경상남도,95243,180.0,8054,13105,490.0
201809,경상남도,187930,180.0,6640,19276,473.0
201811,경상남도,184450,168.0,6529,24676,466.0
201812,경상남도,221031,175.0,6291,25183,550.0
201901,경상남도,144747,173.0,7524,17826,492.0
201902,경상남도,131388,184.0,6992,15091,458.0
201903,경상남도,176937,165.0,7319,19431,527.0
201904,경상남도,181825,216.0,7684,22087,457.0
201905,경상남도,140116,193.0,8714,20522,513.0
201906,경상남도,94358,178.0,7455,14029,513.0
201907,경상남도,99141,170.0,9036,13219,500.0
201908,경상남도,99403,202.0,8871,12537,439.0
201909,경상남도,175951,206.0,7478,17582,483.0
201911,경상남도,185393,196.0,7178,20381,478.0
201912,경상남도,208903,214.0,7107,21280,480.0
202001,경상남도,187697,203.0,7325,19179,499.0
202002,경상남도,114090,192.0,6684,13664,425.0
202003,경상남도,66916,161.0,7533,9306,464.0
202004,경상남도,63022,183.0,8571,7959,499.0
202005,경상남도,85115,186.0,9271,8481,495.0
202006,경상남도,80515,176.0,9295,8137,437.0
202007,경상남도,66974,204.0,8176,7288,438.0
202008,경상남도,63537,184.0,10040,6638,467.0
202009,경상남도,112232,166.0,8541,8844,451.0
202011,경상남도,111724,174.0,7409,9641,453.0
202012,경상남도,69056,177.0,7802,7654,485.0
202101,경상남도,52758,151.0,7057,6058,549.0
202102,경상남도,65869,169.0,7253,6544,480.0
202103,경상남도,112568,183.0,7885,9356,526.0
202104,경상남도,105280,173.0,7980,9155,535.0
202105,경상남도,72304,170.0,7340,7860,535.0
202106,경상남도,68766,172.0,8511,7369,533.0
202107,경상남도,60192,166.0,8691,5779,519.0
202108,경상남도,55664,152.0,8394,5555,490.0
202109,경상남도,118285,174.0,7919,9041,489.0
202111,경상남도,133041,165.0,7299,10491,512.0
202112,경상남도,95404,177.0,7231,10645,498.0
201401,제주특별자치도,35953,31.0,1956,4234,112.0
201402,제주특별자치도,36169,38.0,1833,4462,103.0
201403,제주특별자치도,31432,40.0,2170,4441,142.0
201404,제주특별자치도,28415,64.0,2201,4776,132.0
201405,제주특별자치도,25552,43.0,2483,4469,139.0
201406,제주특별자치도,18270,42.0,2048,3525,122.0
201407,제주특별자치도,19622,36.0,2681,3227,105.0
201408,제주특별자치도,21444,37.0,2291,3430,135.0
201409,제주특별자치도,31124,51.0,1953,4564,132.0
201411,제주특별자치도,35645,52.0,1677,5222,144.0
201412,제주특별자치도,34499,32.0,1765,5347,153.0
201501,제주특별자치도,28375,41.0,1900,4271,135.0
201502,제주특별자치도,31409,28.0,1845,3978,133.0
201503,제주특별자치도,40491,33.0,2197,5280,135.0
201504,제주특별자치도,32276,43.0,1988,5106,121.0
201505,제주특별자치도,24819,41.0,2314,4002,146.0
201506,제주특별자치도,18375,29.0,2027,2906,125.0
201507,제주특별자치도,15722,41.0,2650,2316,127.0
201508,제주특별자치도,20447,43.0,2191,2865,132.0
201509,제주특별자치도,33066,41.0,1664,4109,144.0
201511,제주특별자치도,29582,41.0,1616,4264,129.0
201512,제주특별자치도,35985,51.0,1855,5157,133.0
201601,제주특별자치도,31540,32.0,1912,4142,154.0
201602,제주특별자치도,33090,31.0,1971,4553,136.0
201603,제주특별자치도,37912,50.0,2034,5099,164.0
201604,제주특별자치도,25528,52.0,1953,4199,122.0
201605,제주특별자치도,25880,37.0,2399,4221,155.0
201606,제주특별자치도,20460,40.0,2480,3442,132.0
201607,제주특별자치도,19033,29.0,2726,2689,162.0
201608,제주특별자치도,21694,35.0,2460,3021,170.0
201609,제주특별자치도,29615,27.0,1978,3559,154.0
201611,제주특별자치도,34530,42.0,1964,4713,155.0
201612,제주특별자치도,38938,41.0,1927,5306,143.0
201701,제주특별자치도,28201,40.0,1911,3920,173.0
201702,제주특별자치도,24750,30.0,1975,3334,135.0
201703,제주특별자치도,38788,49.0,2218,4115,178.0
201704,제주특별자치도,30409,49.0,2013,4001,144.0
201705,제주특별자치도,27895,33.0,2534,3836,183.0
201706,제주특별자치도,20719,36.0,2374,2892,197.0
201707,제주특별자치도,18516,36.0,2769,2290,158.0
201708,제주특별자치도,22864,26.0,2347,2679,153.0
201709,제주특별자치도,32595,43.0,1990,3496,162.0
201711,제주특별자치도,40900,43.0,1912,4588,177.0
201712,제주특별자치도,43705,33.0,1723,5049,161.0
201801,제주특별자치도,41392,46.0,1945,5251,191.0
201802,제주특별자치도,27206,48.0,1983,3402,117.0
201803,제주특별자치도,40587,45.0,2162,4660,129.0
201804,제주특별자치도,32264,52.0,2191,4449,157.0
201805,제주특별자치도,27717,41.0,2215,4135,188.0
201806,제주특별자치도,21703,42.0,2310,3102,161.0
201807,제주특별자치도,19197,41.0,2688,2570,153.0
201808,제주특별자치도,20430,44.0,2328,2588,137.0
201809,제주특별자치도,33667,51.0,1922,3482,152.0
201811,제주특별자치도,36337,41.0,1830,4523,142.0
201812,제주특별자치도,40588,49.0,1606,4941,174.0
201901,제주특별자치도,31032,45.0,1985,3920,169.0
201902,제주특별자치도,29045,61.0,1902,3308,174.0
201903,제주특별자치도,39167,53.0,2070,4277,164.0
201904,제주특별자치도,33833,42.0,2111,4555,176.0
201905,제주특별자치도,30898,49.0,2519,4014,192.0
201906,제주특별자치도,20469,49.0,1978,2990,193.0
201907,제주특별자치도,21800,53.0,2507,2910,152.0
201908,제주특별자치도,22184,49.0,2449,2805,176.0
201909,제주특별자치도,31351,52.0,1988,3452,146.0
201911,제주특별자치도,35544,35.0,1792,4240,175.0
201912,제주특별자치도,39196,59.0,1748,4365,187.0
202001,제주특별자치도,35770,45.0,1909,4045,140.0
202002,제주특별자치도,24201,44.0,1912,2555,146.0
202003,제주특별자치도,14479,41.0,2169,1859,133.0
202004,제주특별자치도,18210,37.0,2212,1957,131.0
202005,제주특별자치도,19276,40.0,2369,1921,146.0
202006,제주특별자치도,16089,46.0,2541,1620,133.0
202007,제주특별자치도,18262,43.0,2434,1906,170.0
202008,제주특별자치도,15967,44.0,2431,1604,176.0
202009,제주특별자치도,19550,48.0,2124,1969,156.0
202011,제주특별자치도,22905,48.0,1845,2176,172.0
202012,제주특별자치도,17782,47.0,1836,1840,177.0
202101,제주특별자치도,10668,48.0,1893,1368,168.0
202102,제주특별자치도,19528,36.0,2020,2016,152.0
202103,제주특별자치도,22189,55.0,2066,2228,169.0
202104,제주특별자치도,20173,65.0,2219,2093,160.0
202105,제주특별자치도,15773,61.0,2260,1707,177.0
202106,제주특별자치도,13318,39.0,2362,1548,152.0
202107,제주특별자치도,14793,41.0,2355,1419,201.0
202108,제주특별자치도,13909,41.0,2280,1427,176.0
202109,제주특별자치도,16975,43.0,2123,1509,173.0
202111,제주특별자치도,29778,48.0,2006,2808,158.0
202112,제주특별자치도,19925,44.0,1903,2337,179.0
