"구분","항목","단위","2013.01 월","2013.02 월","2013.03 월","2013.04 월","2013.05 월","2013.06 월","2013.07 월","2013.08 월","2013.09 월","2013.10 월","2013.11 월","2013.12 월","2014.01 월","2014.02 월","2014.03 월","2014.04 월","2014.05 월","2014.06 월","2014.07 월","2014.08 월","2014.09 월","2014.10 월","2014.11 월","2014.12 월","2015.01 월","2015.02 월","2015.03 월","2015.04 월","2015.05 월","2015.06 월","2015.07 월","2015.08 월","2015.09 월","2015.10 월","2015.11 월","2015.12 월","2016.01 월","2016.02 월","2016.03 월","2016.04 월","2016.05 월","2016.06 월","2016.07 월","2016.08 월","2016.09 월","2016.10 월","2016.11 월","2016.12 월","2017.01 월","2017.02 월","2017.03 월","2017.04 월","2017.05 월","2017.06 월","2017.07 월","2017.08 월","2017.09 월","2017.10 월","2017.11 월","2017.12 월","2018.01 월","2018.02 월","2018.03 월","2018.04 월","2018.05 월","2018.06 월","2018.07 월","2018.08 월","2018.09 월","2018.10 월","2018.11 월","2018.12 월","2019.01 월","2019.02 월","2019.03 월","2019.04 월","2019.05 월","2019.06 월","2019.07 월","2019.08 월","2019.09 월","2019.10 월","2019.11 월","2019.12 월","2020.01 월","2020.02 월","2020.03 월","2020.04 월","2020.05 월","2020.06 월","2020.07 월","2020.08 월","2020.09 월","2020.10 월","2020.11 월","2020.12 월","2021.01 월","2021.02 월","2021.03 월","2021.04 월","2021.05 월","2021.06 월","2021.07 월","2021.08 월","2021.09 월","2021.10 월","2021.11 월","2021.12 월","2022.01 월","2022.02 월","2022.03 월","2022.04 월","2022.05 월","2022.06 월","2022.07 월","2022.08 월","2022.09 월","2022.10 월","2022.11 월","2022.12 월","2023.01 월","2023.02 월",
"금호동","Cd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".0004",".0005",".0005",".0006",".0002",".0008",".0003",".0003",".0005",".0004",".0001",".0001",".0003",".0002",".0003",".0003",".0006",".0005",".0001",".0002",".0001",".0003",".0004",".0004",".0001",".0005","N.D.",".00036",".00044",
"송정동","Cd","",".0026",".0007",".0021",".0005",".0008",".0007",".0002",".0009",".0007",".0006",".0012",".0008",".0016",".0009",".001",".001",".0005",".0004",".0005",".0004",".0005",".0007",".0011",".0012",".0011",".001",".0005",".0007",".0007",".0007",".0005",".0004",".0004",".0008",".0007",".0017",".001",".0004",".0008",".0005",".0003",".0005",".0006",".0007",".0009",".0004",".0004",".0018",".0014",".0006",".0006",".0006",".0005",".0003",".0004",".0003",".0012",".0004",".001",".0006",".0006",".0008",".0005",".0007",".0004",".0004",".0002",".0003",".0003",".0006",".0011",".0001",".0005",".0002",".0011",".0003",".0004",".0005",".0002",".0003",".0003",".0007",".0007",".001",".001",".0009",".0009",".0003",".0003",".0004",".0002",".0003",".0004",".0006",".0007",".0004",".0004",".0004",".0005",".0002",".0002",".0003",".0001",".0003",".001",".0001",".0002",".0001",".0003",".0004",".0007","N.D.",".0002",".0001","N.D.",".0001",".0003",".0003",".0005",".0003",".0006","-",
"매포읍","Cd","",".0018",".0008",".0042",".0007",".0009",".0006",".0004",".0009",".0004",".0005",".0015",".0006",".001",".0005",".0007",".0011",".0004",".0011",".0009",".0011",".0027",".0009",".0008",".0012",".0026",".0009",".0007",".001",".001",".0007",".0007",".0006",".0008",".0014",".0006",".0027",".0013",".0011",".0009",".0007",".0003",".0004",".0005",".0007",".0022",".0006",".0015",".0003",".0004",".0009",".0008",".0008",".0024",".0013",".0009",".0012",".0056",".001",".0031",".0015",".0012",".0051",".0038",".001",".0003",".0013",".0015",".0008",".0016",".0013",".0023",".0005",".0006",".0001",".0011",".001",".0018",".0011",".0013",".0009",".0008",".0026",".0007","","","",".0009",".0042",".0042",".0004",".002","",".0016",".0013",".0022",".0018",".0008",".0006",".0008",".0009",".0015",".0014",".001",".0014","N.D.",".0006",".0004","N.D.",".0005",".0008",".001",".0003",".0005",".0004",".0005",".0015",".0018",".0007",".0026",".0043",".00192",".00274",
"성황동","Cd","",".0008",".0011",".0011",".0011",".0008",".001",".0024",".0016","",".0009",".0011",".0008",".0015",".0018",".0014",".0014",".0014","","","","",".0011",".0008",".0013",".0016",".0018",".0013","","","","","","","","",".0022",".0006",".0006",".0006",".0008",".0005",".0051",".0006",".0005",".0004",".0012",".0007",".0009",".0007",".0005",".0005","","",".0004",".0113",".0021",".0002",".0012",".0004",".0009",".0008",".0003",".0001",".0004",".0002","N.D.","N.D.",".0001","N.D.",".001",".0007",".0005","N.D.","N.D.","N.D.","N.D.","N.D.",".0009","N.D.","N.D.","N.D.",".0009",".0014",".0001",".0005",".0016","","","",".0004",".0001","N.D.","N.D.",".0002",".0004",".0003",".0003",".0006",".0005",".0002",".0003",".0002","N.D.","N.D.","N.D.","N.D.",".0005","N.D.",".0002",".0002",".0006",".0001",".0001","N.D.","N.D.","N.D.","N.D.",".0002",".0001",".0007",".00062",".00048",
"송산면","Cd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N.D.","N.D.","N.D.","N.D.","N.D.",".0023",".0001","N.D.","N.D.",".0018",".0024",".001",".0019",".001",".0042",".0017",".0002",".0011",".0002","N.D.",".0004","",".001",".0013",".0015",".0012",".0023",".0014",".0006",".0004",".0001",".0001","N.D.",".0003",".0043","N.D.",".0031",".0008",".0006",".0006",".0009",".0007","N.D.","N.D.",".0003",".0001",".0002",".0005",".00096",".00066",
"독곶리","Cd","",".0006",".0006",".0006",".0008",".002",".0005",".0001",".0012",".0002",".0006",".0004",".0008",".0007",".0012",".0006",".0012",".0008",".0009",".0004",".0006",".0006",".0003",".0002",".0008",".001",".0008",".0008",".0002","N.D.",".0005",".0002",".0006",".0001",".0001",".0002",".0015",".0006",".0006",".0005",".0007",".0007",".0058",".0009",".0005",".0005",".0012",".0007",".0007",".0005",".0001",".0005",".0003",".0004",".0002",".0006",".0005",".0004",".0007",".0003",".0002",".0017",".0002",".0001",".0005",".0002","N.D.","N.D.","N.D.","N.D.","N.D.",".0005",".0001","N.D.","N.D.","N.D.","N.D.","N.D.",".0004","N.D.","N.D.","N.D.",".0007",".0004",".0002",".0002",".0006",".001","N.D.","N.D.",".0001",".0001","N.D.",".0003",".0004",".0002",".0002",".0003",".0003",".0008",".0001",".0003",".0001","N.D.","N.D.","N.D.","0.0000**","N.D.","N.D.",".0001",".0001",".0002","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",".0002",".0002",".0002",".0005",".00028",
"배방읍","Cd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N.D.",".0001","N.D.","N.D.",".0003","N.D.",".0004",".0003","N.D.","N.D.","N.D.","N.D.","N.D.",".0001",".0004",".0005",".00114",".00096",
"보령시","Cd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".0002",".0005",".0006",".0001",".0003","N.D.","N.D.","N.D.",".0002",".0001",".0001","N.D.","N.D.",".0003",".0001","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",".0001",".0001",".0001",".00026",".0003",
"삼천동","Cd","","","","","","","","",".0013",".0007",".0007",".001",".0007",".0011",".0006",".0007",".0012",".001",".0006",".0007",".0002",".0008",".0005",".004",".001",".0009",".0008",".0007",".001",".0007",".0004",".0004",".0002",".0003",".0006",".0006",".0009",".0008",".0003",".0004",".0029",".0004",".0004",".0003",".0003",".0005",".0009",".0008",".0007",".0009",".001",".001","",".0005",".0009",".0002",".0002",".0003",".0003",".0006",".0005",".0012",".0028",".0026","",".0008",".0004",".0001",".0001",".0002",".0005",".0008",".0006",".0008",".0006",".001",".0007",".0005",".0003",".0003",".0004",".0003",".0006",".0007",".0007",".0005",".0006",".0005",".0004",".0002",".0004",".0002",".0002",".0003",".0003",".0005",".0006",".0005",".0005",".0007",".0003",".0003",".0002","N.D.",".0001","N.D.",".0002",".0004",".0005",".0004",".0004",".0003",".0002",".0004",".0001",".0001",".0002",".0002",".0002",".0004",".0006",".00062",".00046",
"팔봉동","Cd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".0009",".00074",
