Unnamed: 0,지역명,측정소명,주소,위도,경도,광역시도,시군구,구읍,중복확인
379,경북,청송읍,경상북도 청송군 청송읍 금월로 230 청송군 영농일자리지원센터 옥상,36.4292838957887,129.056166944904,경상북도,청송군,청송읍,청송
380,경북,칠곡군,경북 칠곡군 왜관읍 관문로1길 30 칠곡군 보건소 건강증진센터 옥상,35.9907079722117,128.418640579472,경상북도,칠곡군,왜관읍,칠곡
384,경북,화양읍,경북 청도군 화양읍 도주관로 159 화양읍사무소 옥상,35.6498335405724,128.70617635324,경상북도,청도군,화양읍,청도
385,경남,가야읍,경남 함안군 가야읍 함안대로 505 가야읍행정복지센터 옥상,35.2720010482262,128.408209469327,경상남도,함안군,가야읍,함안
386,경남,거창읍,경상남도 거창군 거창읍 거함대로 3252 자전거교통안전교육장 옥상,35.68121720007,127.917925520752,경상남도,거창군,거창읍,거창
387,경남,경화동,경남 창원시 진해구 경화로16번길 31 (병암동주민센터),35.1549770590788,128.68955776305,경상남도,창원시,진해구,창원 진해
388,경남,고성읍,경상남도 고성군 고성읍 중앙로 35 고성읍보건지소 2층 옥상,34.9745155341916,128.324446982439,경상남도,고성군,고성읍,고성(경남)
389,경남,고현동,경상남도 거제시 계룡로 125 거제시청 옥상 (고현동),34.8805543084654,128.62078918694,경상남도,거제시,계룡로,거제
390,경남,금성면,경상남도 하동군 금성면 금성중앙길 14 금성꿈나무어린이집 옥상,34.9659349097789,127.794167345231,경상남도,하동군,금성면,하동
391,경남,남해읍,경상남도 남해군 남해읍 남해대로 2745 남해유배문학관 옥상,34.8319601067584,127.899185508281,경상남도,남해군,남해읍,남해
392,경남,내서읍,경상남도 창원시 마산회원구 내서읍 광려로 8 삼계근린공원 지상,35.2260903004507,128.503100300431,경상남도,창원시,마산회원구,창원 회원
393,경남,내일동,경상남도 밀양시 중앙로 346 내일동주민센터 (내일동),35.4937053187812,128.754245873624,경상남도,밀양시,중앙로,밀양
394,경남,대안동,경남 진주시 진주대로 1052 (중소기업은행),35.1935449603716,128.084513324679,경상남도,진주시,진주대로,진주
395,경남,동상동,경남 김해시 호계로 517번길 8 (동상동 주민센터),35.2368522491324,128.883457221191,경상남도,김해시,호계로,김해
396,경남,명서동,경상남도 창원시 의창구 우곡로101번길 28 명서2동 민원센터 (명서동),35.2433939156134,128.641746040928,경상남도,창원시,의창구,창원 의창
397,경남,무전동,경상남도 통영시 안개4길 53 무전동주민센터 (무전동),34.8572475933225,128.432386294284,경상남도,통영시,안개4길,통영
398,경남,물금읍,경상남도 양산시 물금읍 황산로 384 물금읍행정복지센터 옥상,35.3103552294812,128.987284181409,경상남도,양산시,물금읍,양산
401,경남,사천읍,경남 사천시 사천읍 읍내로 52 (사천읍사무소),35.0828016356509,128.091192004982,경상남도,사천시,사천읍,사천
402,경남,사파동,경남 창원시 성산구 창이대로 706번길 16-23 (사파민원센터),35.221822828957,128.698230464809,경상남도,창원시,성산구,창원 성산
403,경남,산청읍,경상남도 산청군 산청읍 산엔청로 1 산청군청 주차장 지상,35.4151686190511,127.873112676479,경상남도,산청군,산청읍,산청
412,경남,월영동,경남 창원시 마산합포구 월영동16길 22 마산합포구도서관 옥상 (해운동),35.1832953074462,128.562664468835,경상남도,창원시,마산합포구,창원 합포
413,경남,의령읍,경남 의령군 의령읍 의병로8길 44 서동생활공원 지상,35.3154535101567,128.255893112204,경상남도,의령군,의령읍,의령
417,경남,창녕읍,경남 창녕군 창녕읍 우포2로 1189-35 정신건강복지센터 옥상,35.5436574022562,128.490113063655,경상남도,창녕군,창녕읍,창녕
419,경남,함양읍,경상남도 함양군 함양읍 고운로 35 함양군청 민원봉사과 옥상,35.5212241308884,127.724155350769,경상남도,함양군,함양읍,함양
420,경남,합천읍,경상남도 합천군 합천읍 대야로 888-20 보훈회관 옥상,35.5672426150434,128.165167306688,경상남도,합천군,합천읍,합천
423,전남,강진읍,전라남도 강진군 강진읍 동성로 72 강진읍 측정소,,,전라남도,강진군,강진읍,강진
424,전남,고흥읍,전라남도 고흥군 고흥읍 터미널길 11 고흥읍사무소,34.6062669347434,127.280676955438,전라남도,고흥군,고흥읍,고흥
425,전남,곡성읍,전남 곡성군 곡성읍 학정3길 6 곡성읍 측정소,35.2833144353276,127.289812091771,전라남도,곡성군,곡성읍,곡성
426,전남,광양읍,전남 광양시 광양읍 인덕로 1100(칠성리) 광양읍 2청사 옥상,34.9809767437071,127.583622984452,전라남도,광양시,광양읍,광양
427,전남,구례읍,전남 구례군 구례읍 동편제길 30 구례읍 측정소,35.2159694811538,127.461797638702,전라남도,구례군,구례읍,구례
428,전남,담양읍,전라남도 담양군 담양읍 면앙정로 730 담양군 농업기술센터 생명농업연구동 뒤편,35.3118544338309,126.974180472308,전라남도,담양군,담양읍,담양
429,전남,대불,전라남도 영암군 삼호읍 대불주거9로 27 대불종합체육관,34.7568467379815,126.451043903413,전라남도,영암군,삼호읍,영암
430,전남,덕충동,전남 여수시 덕충안길 95 만덕동주민자치센터,34.7536604882309,127.746597403496,전라남도,여수시,덕충안길,여수
431,전남,무안읍,전라남도 무안군 무안읍 성내1길 2 무안읍사무소,34.9905278525904,126.476351839371,전라남도,무안군,무안읍,무안
433,전남,벌교읍,전남 보성군 벌교읍 체육공원길 35 벌교읍 측정소,34.8418505611409,127.347664967606,전라남도,보성군,벌교읍,보성
436,전남,부흥동,전남 목포시 삼향천로 28(옥암동) 부흥동주민센터,34.8042958222073,126.434533489623,전라남도,목포시,삼향천로,목포
437,전남,빛가람동,전남 나주시 빛가람로 719 빛가람동 주민센터 옥상,35.0217597252937,126.790363604384,전라남도,나주시,빛가람로,나주
440,전남,순천만,전남 순천시 순천만길 513-25(대대동) 순천만 자연생태관 옥상,34.8857970100738,127.5092833426,전라남도,순천시,순천만길,순천
442,전남,신안군,전라남도 신안군 안좌면 중부로 860 신안군 측정소,34.7556521098046,126.125891754895,전라남도,신안군,안좌면,신안
443,전남,신지면,전라남도 완도군 신지면 신지로 567 신지면 문화센터,34.3344912436672,126.828330551582,전라남도,완도군,신지면,완도
446,전남,영광읍,전라남도 영광군 영광읍 물무로2길 61 영광읍사무소,35.2779737620746,126.511840376809,전라남도,영광군,영광읍,영광
451,전남,장성읍,전남 장성군 장성읍 영천로 211 장성읍사무소 옥상,35.3031968394634,126.785249691359,전라남도,장성군,장성읍,장성
453,전남,장흥읍,전라남도 장흥군 장흥읍 흥성로 23 정남진도서관,34.6744264374425,126.906633390101,전라남도,장흥군,장흥읍,장흥
455,전남,진도읍,전라남도 진도군 진도읍 진도대로 7195 진도여성플라자,34.4792888506586,126.268759698042,전라남도,진도군,진도읍,진도
458,전남,함평읍,전라남도 함평군 함평읍 중앙길 39 함평군노인복지회관,35.0620580021559,126.522697085081,전라남도,함평군,함평읍,함평
459,전남,해남읍,전라남도 해남군 해남읍 남부순환로 114 해남읍사무소,34.5651780955032,126.599188349061,전라남도,해남군,해남읍,해남
461,전남,화순읍,전라남도 화순군 화순읍 동헌길 9-24 화순군 CCTV 관제센터,35.0652920492683,126.985897039077,전라남도,화순군,화순읍,화순
463,광주,건국동,광주 북구 첨단과기로 333 (광주테크노파크 벤처지원센터 옥상) 광주테크노파크 벤처지원센터 옥상,35.2302985085744,126.861720463629,광주광역시,북구,첨단과기로,광주 북구
464,광주,노대동,광주광역시 남구 덕남길 7 문화관 근처 (노대동),35.0994196252406,126.895914495106,광주광역시,남구,덕남길,광주 남구
465,광주,농성동,광주 서구 상무대로 1165 (광주시립미술관 상록전시관 단독건물) 광주시립미술관,35.1549821571973,126.888441546954,광주광역시,서구,상무대로,광주 서구
467,광주,서석동,광주 동구 서남로 1 동구청보건소,35.1461417002004,126.92309316107,광주광역시,동구,서남로,광주 동구
468,광주,오선동,광주 광산구 하남산단 6번로 107 삼성전자 환경안전센터,35.2031404695074,126.808505286719,광주광역시,광산구,하남산단,광주 광산
474,전북,계화면,전라북도 부안군 계화면 간재로 405 계화면사무소 옥상,35.7619136327644,126.697733229017,전라북도,부안군,계화면,부안
475,전북,고산면,전북 완주군 고산면 고산로 69-13 고산면주민자치센터 옥상,35.976447179103,127.205265183943,전라북도,완주군,고산면,완주
476,전북,고창읍,전라북도 고창군 고창읍 월곡공원1길 36 고창군여성회관,35.438123662104,126.712762944223,전라북도,고창군,고창읍,고창
477,전북,관촌면,전라북도 임실군 관촌면 사선1길 13 관촌면 행정복지센터 옥상,35.6738251737149,127.270838070791,전라북도,임실군,관촌면,임실
478,전북,광활면,전라북도 김제시 광활면 지평선로 638 광활면 화합관 옥상,35.8357962249646,126.740497678016,전라북도,김제시,광활면,김제
480,전북,노송동,전북 전주시 완산구 물왕멀3길 29 전주도시혁신센터 옥상 (서노송동),35.8286338040024,127.148060530535,전라북도,전주시,완산구,전주 완산
481,전북,모현동,전북 익산시 배산로 189-10 익산시 청소년문화의 집 옥상,35.9545635848206,126.941372194881,전라북도,익산시,배산로,익산
482,전북,무주읍,전라북도 무주군 무주읍 향학로 49 무주읍사무소 옥상,36.0086581297623,127.661841052458,전라북도,무주군,무주읍,무주
485,전북,비응도동,전북 군산시 새만금북로 43 비응 119 안전센터 옥상 (비응도동),35.9437718534851,126.540828767198,전라북도,군산시,새만금북로,군산
491,전북,송천동,전라북도 전주시 덕진구 동부대로 1183 전주시 농수산물도매시장 관리동 (송천동2가),35.8680467438756,127.116884297843,전라북도,전주시,덕진구,전주 덕진
492,전북,순창읍,전라북도 순창군 순창읍 경천로 33 순창군청 3층 옥상,35.3744547820875,127.137369519216,전라북도,순창군,순창읍,순창
493,전북,신태인,전라북도 정읍시 신태인읍 신태인중앙로 40 신태인여성문화관 옥상,35.6890004964087,126.889492493387,전라북도,정읍시,신태인읍,정읍
503,전북,운봉읍,전라북도 남원시 운봉읍 황산로 1083 운봉읍 행정복지센터 옥상,35.4393043683115,127.529236435643,전라북도,남원시,운봉읍,남원
505,전북,장수읍,전라북도 장수군 장수읍 호비로 10 장수군청 옥상,35.6469812345292,127.521581606256,전라북도,장수군,장수읍,장수
507,전북,진안읍,전북 진안군 진안읍 진무로 1189 진안군 보건소 옥상,35.7973085385,127.434774836735,전라북도,진안군,진안읍,진안
514,제주,강정동,제주특별자치도 서귀포시 일주서로 166 제주 유나이티드 연습구장 옆(지상) (강정동),33.2533332108606,126.490948948242,제주특별자치도,서귀포시,일주서로,서귀포
519,제주,애월읍,제주특별자치도 제주시 애월읍 고내리 1319 애월근린공원 옆,33.4646892662297,126.331494477028,제주특별자치도,제주시,애월읍,제주
