날짜,이름,측정망 정보,아황산가스 농도,일산화탄소 농도,오존 농도,이산화질소 농도,미세먼지(PM10) 농도,초미세먼지(PM2.5) 농도
2023-11-27 15:00,노은동,도시대기,0.002,0.3,0.036,0.010,24,13
2023-11-27 15:00,대성동,도시대기,-,-,-,-,24,14
2023-11-27 15:00,둔산동,도시대기,0.003,0.6,0.028,0.020,11,-
2023-11-27 15:00,문창동,도시대기,-,-,-,-,8,-
2023-11-27 15:00,상대동(대전),도시대기,0.002,0.3,0.030,0.013,25,12
2023-11-27 15:00,성남동1,도시대기,0.003,0.4,0.024,0.022,26,1
2023-11-27 15:00,읍내동,도시대기,0.002,0.5,0.018,0.027,25,18
2023-11-27 15:00,정림동,도시대기,0.002,0.4,0.024,0.024,7,-
2023-11-27 15:00,가덕면,도시대기,-,-,-,-,-,-
2023-11-27 16:00,감물면,도시대기,-,-,-,-,-,-
2023-11-27 16:00,괴산읍,도시대기,0.003,0.4,0.023,0.016,22,16
2023-11-27 16:00,단양읍,도시대기,0.002,0.8,0.003,0.030,28,13
2023-11-27 16:00,덕산읍,도시대기,0.002,0.3,0.024,0.014,31,20
2023-11-27 16:00,도안면,도시대기,0.002,0.5,0.009,0.026,29,21
2023-11-27 16:00,매포읍,도시대기,0.003,1.2,0.003,0.034,39,33
2023-11-27 16:00,보은읍,도시대기,-,-,-,-,-,-
2023-11-27 16:00,사천동,도시대기,0.002,0.6,0.022,0.017,36,26
2023-11-27 16:00,산남동,도시대기,0.002,0.4,0.021,0.020,26,22
2023-11-27 16:00,살미면,도시대기,0.002,1.0,0.004,0.030,13,10
2023-11-27 16:00,소이면,도시대기,0.001,0.4,0.017,0.019,27,13
2023-11-27 16:00,송정동(봉명동),도시대기,0.002,0.5,0.027,0.019,33,19
2023-11-27 16:00,영동읍,도시대기,0.002,0.5,0.034,0.010,17,17
2023-11-27 16:00,영천동,도시대기,0.002,0.6,0.005,0.036,19,13
2023-11-27 16:00,오송읍,도시대기,0.002,0.4,0.033,0.011,-,-
2023-11-27 16:00,오창읍,도시대기,0.002,0.5,0.023,0.019,29,18
2023-11-27 16:00,옥천읍,도시대기,0.002,0.5,0.039,0.010,28,22
2023-11-27 16:00,용담동,도시대기,0.002,0.4,0.021,0.020,-,11
2023-11-27 16:00,용암동,도시대기,0.002,0.5,0.022,0.021,33,17
2023-11-27 16:00,음성읍,도시대기,0.002,0.4,0.022,0.011,26,15
2023-11-27 16:00,장락동,도시대기,0.002,1.0,0.007,0.033,26,18
2023-11-27 15:00,중앙탑면,도시대기,0.002,0.5,0.020,0.015,12,-
2023-11-27 15:00,증평읍,도시대기,0.002,0.4,0.016,0.026,-,-
2023-11-27 16:00,진천읍,도시대기,0.002,0.5,0.037,0.015,23,13
2023-11-27 15:00,청풍면,도시대기,0.002,0.7,0.005,0.030,17,11
2023-11-27 16:00,칠금동,도시대기,0.002,0.7,0.008,0.030,20,15
2023-11-27 15:00,호암동,도시대기,0.002,-,0.010,0.027,23,15
2023-11-27 16:00,황간면,도시대기,0.001,0.4,0.021,0.013,19,-
2023-11-27 15:00,부강면,도시대기,0.003,0.5,0.025,0.015,25,13
2023-11-27 15:00,신흥동,도시대기,0.003,0.4,0.028,0.014,16,11
2023-11-27 15:00,아름동,도시대기,0.003,0.2,0.030,0.014,24,14
2023-11-27 15:00,전의면,도시대기,0.003,0.6,0.027,0.012,19,10
2023-11-27 15:00,한솔동,도시대기,0.003,0.2,0.028,0.016,14,3
2023-11-27 15:00,개금동,도시대기,0.004,0.4,0.026,0.028,34,15
2023-11-27 16:00,광복동,도시대기,0.003,0.3,0.041,0.015,22,11
2023-11-27 15:00,기장읍,도시대기,0.002,0.2,0.042,0.005,27,12
2023-11-27 15:00,녹산동,도시대기,0.004,0.3,0.016,0.028,36,15
2023-11-27 15:00,당리동,도시대기,0.003,0.4,0.027,0.025,33,12
2023-11-27 15:00,대신동,도시대기,-,-,-,-,25,9
2023-11-27 15:00,대연동,도시대기,0.003,0.4,0.029,0.022,29,13
2023-11-27 15:00,대저동,도시대기,0.003,0.3,0.037,0.012,34,15
2023-11-27 15:00,덕천동,도시대기,0.002,0.2,0.033,0.018,41,21
2023-11-27 15:00,덕포동,도시대기,0.003,0.3,0.032,0.023,27,12
2023-11-27 15:00,명지동,도시대기,0.003,0.3,0.030,0.019,28,14
2023-11-27 15:00,부곡동,도시대기,-,-,-,-,37,15
2023-11-27 15:00,수정동,도시대기,0.003,0.3,0.043,0.012,23,14
2023-11-27 15:00,연산동,도시대기,0.003,0.3,0.031,0.017,25,10
2023-11-27 15:00,용수리,도시대기,0.003,0.3,0.031,0.017,25,10
2023-11-27 15:00,용호동,도시대기,0.003,0.3,0.031,0.017,25,10
2023-11-27 15:00,장림동,도시대기,0.003,0.3,0.031,0.017,25,10
