측정일시,측정소명,이산화질소,오존,일산화탄소,아황산,미세,초미세
20230201,강남구,0.024,0.03,0.5,0.003,64,34
20230201,강남대로,0.036,0.021,0.7,0.003,90,65
20230201,강동구,0.019,0.026,0.5,0.002,70,41
20230201,강변북로,0.034,0.02,0.5,0.003,67,41
20230201,강북구,0.014,0.032,0.6,0.002,70,42
20230201,강서구,0.02,0.03,0.5,0.003,65,29
20230201,공항대로,0.029,0.024,0.5,0.003,61,28
20230201,관악구,0.024,0.024,0.6,0.003,66,33
20230201,광진구,0.022,0.027,0.5,0.003,62,37
20230201,구로구,0.018,0.025,0.4,0.003,69,35
20230201,금천구,0.028,0.026,0.6,0.003,60,40
20230201,노원구,0.024,0.027,0.6,0.003,71,45
20230201,도봉구,0.015,0.036,0.8,0.003,65,38
20230201,도산대로,0.024,0.024,0.6,0.003,68,38
20230201,동대문구,0.02,0.031,0.6,0.003,63,40
20230201,동작구,0.023,0.03,0.5,0.002,71,44
20230201,동작대로,0.033,0.023,0.6,0.003,64,32
20230201,마포구,0.019,0.028,0.5,0.003,51,32
20230201,서대문구,0.018,0.028,0.6,0.003,61,35
20230201,서초구,0.021,0.027,0.5,0.003,67,38
20230201,성동구,0.03,0.025,0.6,0.003,84,42
20230201,성북구,0.025,0.027,0.7,0.003,67,38
20230201,송파구,0.029,0.025,0.7,0.003,72,37
20230201,신촌로,0.031,0.019,0.6,0.003,67,39
20230201,양천구,0.022,0.024,0.5,0.003,66,36
20230201,영등포구,0.024,0.027,0.5,0.003,57,32
20230201,영등포로,0.028,0.023,0.6,0.004,62,36
20230201,용산구,0.017,0.031,0.5,0.003,68,34
20230201,은평구,0.017,0.032,0.9,0.002,60,33
20230201,정릉로,0.03,0.022,0.7,0.003,66,35
20230201,종로,0.02,0.027,0.6,0.003,60,30
20230201,종로구,0.02,0.03,0.6,0.003,63,39
20230201,종로구,0.02,0.03,0.6,0.003,63,39
20230201,중구,,,,,,
20230201,중랑구,0.026,0.028,0.6,0.003,65,39
20230201,천호대로,0.032,0.024,0.6,0.003,69,39
20230201,청계천로,0.026,0.025,0.5,0.003,65,35
20230201,한강대로,0.023,0.029,0.6,0.003,71,41
20230201,홍릉로,0.029,0.022,0.6,0.003,58,37
20230201,화랑로,0.039,0.018,0.6,0.004,68,38
20230202,강남구,0.022,0.021,0.4,0.003,40,15
20230202,강남대로,0.032,0.012,0.5,0.003,56,18
20230202,강동구,0.018,0.018,0.4,0.002,43,18
20230202,강변북로,0.031,0.014,0.4,0.003,45,16
20230202,강북구,0.011,0.029,0.4,0.002,42,18
20230202,강서구,0.019,0.021,0.4,0.003,50,15
20230202,공항대로,0.029,0.013,0.4,0.003,44,15
20230202,관악구,0.021,0.019,0.4,0.003,42,15
20230202,광진구,0.02,0.021,0.4,0.003,40,16
20230202,구로구,0.016,0.019,0.3,0.003,46,12
20230202,금천구,0.026,0.018,0.5,0.003,37,18
20230202,노원구,0.013,0.027,0.4,0.003,44,20
20230202,도봉구,0.013,0.029,0.5,0.003,36,14
20230202,도산대로,0.026,0.014,0.6,0.003,42,12
20230202,동대문구,0.019,0.022,0.4,0.003,40,17
20230202,동작구,0.02,0.021,0.4,0.002,45,19
20230202,동작대로,0.031,0.017,0.5,0.003,44,17
20230202,마포구,0.019,0.02,0.4,0.003,37,16
20230202,서대문구,0.017,0.021,0.4,0.003,44,13
20230202,서초구,0.022,0.019,0.4,0.003,48,13
20230202,성동구,0.023,0.019,0.3,0.002,43,16
20230202,성북구,0.023,0.02,0.5,0.003,41,16
20230202,송파구,0.027,0.017,0.5,0.003,49,18
20230202,신촌로,0.03,0.013,0.6,0.003,50,18
20230202,양천구,0.02,0.016,0.5,0.003,48,19
20230202,영등포구,0.019,0.02,0.4,0.003,40,14
20230202,영등포로,0.025,0.017,0.5,0.003,44,17
20230202,용산구,0.015,0.023,0.4,0.003,51,19
20230202,은평구,0.019,0.022,0.7,0.002,41,12
20230202,정릉로,0.026,0.016,0.5,0.003,40,15
20230202,종로,0.018,0.021,0.5,0.003,41,13
20230202,종로구,0.019,0.022,0.5,0.003,40,17
20230202,종로구,0.019,0.022,0.5,0.003,40,17
20230202,중구,,,,,,
20230202,중랑구,0.024,0.019,0.4,0.003,41,17
20230202,천호대로,0.031,0.015,0.5,0.003,47,17
20230202,청계천로,0.023,0.019,0.4,0.003,45,16
20230202,한강대로,0.02,0.022,0.5,0.003,51,16
20230202,홍릉로,0.024,0.016,0.4,0.003,39,17
20230202,화랑로,0.028,0.017,0.4,0.003,44,17
20230203,강남구,0.027,0.019,0.4,0.003,38,18
20230203,강남대로,0.032,0.011,0.6,0.003,47,18
20230203,강동구,0.022,0.015,0.4,0.003,41,21
20230203,강변북로,0.035,0.014,0.4,0.003,43,20
20230203,강북구,0.016,0.024,0.5,0.002,40,20
20230203,강서구,0.023,0.02,0.5,0.004,47,18
20230203,공항대로,0.032,0.014,0.5,0.003,45,21
20230203,관악구,0.03,0.014,0.6,0.003,41,19
20230203,광진구,0.023,0.019,0.4,0.003,36,18
20230203,구로구,0.024,0.014,0.4,0.004,43,17
20230203,금천구,0.029,0.015,0.5,0.003,36,21
20230203,노원구,0.02,0.023,0.5,0.003,42,22
20230203,도봉구,0.016,0.027,0.6,0.003,34,16
20230203,도산대로,0.044,0.015,0.4,0.004,40,17
20230203,동대문구,0.022,0.022,0.5,0.004,38,19
20230203,동작구,0.027,0.017,0.5,0.003,41,22
20230203,동작대로,0.035,0.013,0.6,0.003,44,21
20230203,마포구,0.025,0.016,0.5,0.003,35,19
20230203,서대문구,0.022,0.019,0.5,0.004,39,16
20230203,서초구,0.03,0.014,0.5,0.003,44,18
20230203,성동구,0.023,0.019,0.4,0.003,41,17
20230203,성북구,0.024,0.02,0.6,0.004,40,18
20230203,송파구,0.03,0.016,0.6,0.003,44,19
20230203,신촌로,0.034,0.011,0.6,0.003,48,22
20230203,양천구,0.024,0.014,0.5,0.003,45,24
20230203,영등포구,0.028,0.015,0.5,0.003,38,17
20230203,영등포로,0.034,0.012,0.6,0.004,42,20
20230203,용산구,0.02,0.019,0.5,0.003,45,21
20230203,은평구,0.02,0.02,0.8,0.002,36,13
20230203,정릉로,0.031,0.014,0.5,0.003,42,17
20230203,종로,0.022,0.02,0.5,0.003,38,15
20230203,종로구,0.022,0.021,0.5,0.003,37,20
20230203,종로구,0.022,0.021,0.5,0.003,37,20
20230203,중구,,,,,,
20230203,중랑구,0.024,0.02,0.4,0.003,38,19
20230203,천호대로,0.033,0.013,0.5,0.004,44,21
20230203,청계천로,0.027,0.017,0.5,0.003,42,18
20230203,한강대로,0.028,0.019,0.6,0.004,48,19
20230203,홍릉로,0.028,0.015,0.5,0.003,37,20
20230203,화랑로,0.037,0.013,0.5,0.003,43,20
20230204,강남구,0.029,0.023,0.5,0.004,36,22
20230204,강남대로,0.036,0.012,0.9,0.004,45,26
20230204,강동구,0.03,0.013,0.5,0.003,,28
20230204,강변북로,0.039,0.015,0.5,0.003,42,26
20230204,강북구,0.022,0.025,0.6,0.003,37,25
20230204,강서구,0.034,0.018,0.6,0.004,45,25
20230204,공항대로,0.041,0.013,0.6,0.004,43,26
20230204,관악구,0.033,0.018,0.6,0.003,41,24
20230204,광진구,0.028,0.019,0.5,0.003,36,23
20230204,구로구,0.029,0.017,0.4,0.004,44,26
20230204,금천구,0.029,0.02,0.5,0.004,36,27
20230204,노원구,0.037,0.015,0.7,0.004,41,29
20230204,도봉구,0.022,0.028,0.7,0.003,32,21
20230204,도산대로,0.044,0.017,0.5,0.004,42,24
20230204,동대문구,0.028,0.022,0.6,0.004,36,23
20230204,동작구,0.028,0.023,0.5,0.003,38,26
20230204,동작대로,0.038,0.018,0.6,0.004,48,26
20230204,마포구,0.031,0.017,0.6,0.004,33,24
20230204,서대문구,0.031,0.018,0.8,0.006,44,22
20230204,서초구,0.032,0.019,0.5,0.003,41,23
20230204,성동구,0.027,0.021,0.4,0.003,39,20
20230204,성북구,0.033,0.018,0.7,0.004,38,24
20230204,송파구,0.035,0.017,0.6,0.003,38,23
20230204,신촌로,0.04,0.012,0.7,0.004,48,28
20230204,양천구,0.031,0.015,0.6,0.003,41,31
20230204,영등포구,0.033,0.018,0.6,0.004,39,25
20230204,영등포로,0.039,0.014,0.7,0.004,41,27
20230204,용산구,0.022,0.023,0.5,0.003,40,24
20230204,은평구,0.031,0.019,0.8,0.003,35,19
20230204,정릉로,0.037,0.014,0.6,0.003,41,21
20230204,종로,0.03,0.019,0.6,0.004,37,19
20230204,종로구,0.027,0.023,0.6,0.003,35,25
20230204,종로구,0.027,0.023,0.6,0.003,35,25
20230204,중구,,,,,,
20230204,중랑구,0.035,0.017,0.6,0.003,38,25
20230204,천호대로,0.041,0.012,0.7,0.004,43,27
20230204,청계천로,0.031,0.019,0.5,0.004,39,23
20230204,한강대로,0.032,0.022,0.6,0.004,46,26
20230204,홍릉로,0.035,0.015,0.6,0.004,35,24
20230204,화랑로,0.043,0.01,0.6,0.003,41,25
20230205,강남구,0.035,0.024,0.7,0.004,64,44
20230205,강남대로,0.037,0.016,1.2,0.004,70,55
20230205,강동구,0.029,0.018,0.6,0.003,,49
20230205,강변북로,0.046,0.013,0.7,0.003,66,52
20230205,강북구,0.029,0.025,0.8,0.003,72,56
20230205,강서구,0.044,0.022,0.8,0.004,73,49
20230205,공항대로,0.041,0.017,0.8,0.004,61,46
20230205,관악구,0.041,0.02,0.8,0.004,72,48
20230205,광진구,0.031,0.02,0.8,0.003,58,45
20230205,구로구,0.034,0.02,0.6,0.004,72,51
20230205,금천구,0.03,0.026,0.7,0.003,62,51
20230205,노원구,0.042,0.019,0.9,0.004,74,60
20230205,도봉구,0.032,0.026,1,0.003,63,49
