STD_YYYYMM,SIDO,비염환자수,아토피환자수,천식환자수
201507,세종특별자치시,7204,888,1246
201508,세종특별자치시,9743,933,1803
201509,세종특별자치시,17872,704,2323
201510,세종특별자치시,13296,588,2122
201511,세종특별자치시,12633,568,2194
201512,세종특별자치시,15012,630,2587
201601,세종특별자치시,12568,736,1789
201602,세종특별자치시,14581,676,2144
201603,세종특별자치시,15625,764,2184
201604,세종특별자치시,12599,643,1939
201605,세종특별자치시,10641,706,1817
201606,세종특별자치시,8379,732,1308
201607,세종특별자치시,10044,989,1645
201608,세종특별자치시,11981,1015,1787
201609,세종특별자치시,18599,715,2351
201610,세종특별자치시,17799,704,2532
201611,세종특별자치시,17611,739,2927
201612,세종특별자치시,22241,697,3236
201701,세종특별자치시,11814,752,1956
201702,세종특별자치시,12748,693,1937
201703,세종특별자치시,19303,819,2552
201704,세종특별자치시,17114,838,2404
201705,세종특별자치시,12667,926,2140
201706,세종특별자치시,10814,847,2157
201707,세종특별자치시,10980,1121,2063
201708,세종특별자치시,14626,1059,2125
201709,세종특별자치시,21883,979,2833
201710,세종특별자치시,16270,793,2641
201711,세종특별자치시,20936,901,3002
201712,세종특별자치시,22902,848,3204
201801,세종특별자치시,20414,859,2675
201802,세종특별자치시,13346,867,1737
201803,세종특별자치시,20387,921,2574
201804,세종특별자치시,18851,948,2350
201805,세종특별자치시,14483,1069,1882
201806,세종특별자치시,11397,972,1464
201807,세종특별자치시,12209,1100,1543
201808,세종특별자치시,12537,1051,1476
201809,세종특별자치시,25235,913,2566
201810,세종특별자치시,21153,951,2564
201811,세종특별자치시,22617,954,2812
201812,세종특별자치시,23024,915,2395
201901,세종특별자치시,15273,1039,1542
201902,세종특별자치시,13389,993,1463
201903,세종특별자치시,23042,1020,2267
201904,세종특별자치시,22343,1075,2242
201905,세종특별자치시,17008,1209,2291
201906,세종특별자치시,12274,952,1597
201907,세종특별자치시,13251,1240,1689
201908,세종특별자치시,14230,1190,1479
201909,세종특별자치시,24922,1141,2480
201910,세종특별자치시,21917,1095,2470
201911,세종특별자치시,20517,1054,2555
201912,세종특별자치시,22302,991,2383
202001,세종특별자치시,19726,1016,1902
202002,세종특별자치시,10811,1041,1067
202003,세종특별자치시,7173,1212,744
202004,세종특별자치시,8454,1576,591
202005,세종특별자치시,14168,1579,798
202006,세종특별자치시,11431,1480,682
202007,세종특별자치시,9701,1391,633
202008,세종특별자치시,10194,1482,633
202009,세종특별자치시,16327,1567,849
202010,세종특별자치시,17891,1633,1055
202011,세종특별자치시,16162,1535,1096
202012,세종특별자치시,9084,1585,684
202101,세종특별자치시,7242,1455,532
202102,세종특별자치시,8723,1491,524
202103,세종특별자치시,17283,1602,1072
202104,세종특별자치시,16295,1687,903
202105,세종특별자치시,11611,1584,854
202106,세종특별자치시,11069,1647,861
202107,세종특별자치시,8828,1695,607
202108,세종특별자치시,9943,1591,542
202109,세종특별자치시,19256,1698,884
202110,세종특별자치시,18398,1616,1612
202111,세종특별자치시,22207,1686,1698
202112,세종특별자치시,11281,1743,974
202201,세종특별자치시,13610,1871,1476
202202,세종특별자치시,14567,1534,782
202203,세종특별자치시,24201,1554,1083
202204,세종특별자치시,19753,1966,1243
202205,세종특별자치시,13053,1924,1239
202206,세종특별자치시,11607,1786,1520
202207,세종특별자치시,15709,1819,1476
202208,세종특별자치시,16729,1969,1363
202209,세종특별자치시,22561,1973,2002
202210,세종특별자치시,21079,1800,1763
202211,세종특별자치시,19193,1671,1449
202212,세종특별자치시,21345,1765,1528
200601,경기도,264095,37558,66523
200602,경기도,233241,38278,63008
200603,경기도,334619,41599,86975
200604,경기도,323512,36802,96500
200605,경기도,263039,41971,79417
200606,경기도,193305,39225,59469
200607,경기도,165247,46566,46746
200608,경기도,200568,49850,57214
200609,경기도,446759,36801,97072
200610,경기도,279310,34105,84349
200611,경기도,378537,38858,105007
200612,경기도,376980,35283,92814
200701,경기도,331544,41961,80570
200702,경기도,239681,37894,57488
200703,경기도,313159,40324,75026
200704,경기도,336428,40226,94648
200705,경기도,271896,42101,75165
200706,경기도,203770,42612,60442
200707,경기도,204262,42617,56534
200708,경기도,219494,47766,54328
200709,경기도,489101,34503,103702
200710,경기도,418033,45826,104361
200711,경기도,411163,40169,102898
200712,경기도,439327,36461,94243
200801,경기도,362011,44787,78226
200802,경기도,389754,42297,86735
200803,경기도,384972,39175,89559
200804,경기도,383906,43389,93450
200805,경기도,319340,44015,87909
200806,경기도,252810,40406,67693
200807,경기도,201259,48044,51408
200808,경기도,270671,42925,50027
200809,경기도,468239,41647,81190
200810,경기도,420693,38843,98464
200811,경기도,406236,38879,95756
200812,경기도,538885,40184,116492
200901,경기도,366307,41617,77418
200902,경기도,283145,37418,64669
200903,경기도,428487,43279,92654
200904,경기도,485961,40513,112348
200905,경기도,366731,42235,85358
200906,경기도,279022,42313,66021
200907,경기도,255348,43515,62429
200908,경기도,386377,43656,72147
200909,경기도,679919,36064,104028
200910,경기도,592381,38498,109268
200911,경기도,528832,36610,101063
200912,경기도,501172,39546,92227
201001,경기도,422799,37973,69713
201002,경기도,379617,36121,63603
201003,경기도,571534,42953,98623
201004,경기도,541937,39416,108835
201005,경기도,424147,43015,100981
201006,경기도,304134,44794,72249
201007,경기도,264605,47994,58528
201008,경기도,282188,45795,52449
201009,경기도,665952,41464,91211
201010,경기도,580412,38377,109395
201011,경기도,485400,37690,107809
201012,경기도,552212,36164,112230
201101,경기도,419559,39425,78599
201102,경기도,377809,34587,64740
201103,경기도,559582,41932,87234
201104,경기도,453858,38510,91056
201105,경기도,430938,44658,97915
201106,경기도,305466,41858,71023
201107,경기도,268912,47174,64330
201108,경기도,379238,49517,81524
201109,경기도,679410,41224,117486
201110,경기도,575089,35098,118215
201111,경기도,513033,34964,103187
201112,경기도,581899,40596,97506
201201,경기도,523330,38008,96133
201202,경기도,524042,37389,92674
201203,경기도,615453,38173,110212
201204,경기도,514999,36434,105101
201205,경기도,459030,48105,93488
201206,경기도,290297,41118,57836
201207,경기도,276257,44816,57534
201208,경기도,335191,44419,63188
201209,경기도,726021,35426,98021
201210,경기도,567875,39610,101507
201211,경기도,513271,35324,97267
201212,경기도,464484,35722,78611
201301,경기도,517633,38978,84971
201302,경기도,512096,37477,86336
201303,경기도,606436,40706,100578
201304,경기도,547972,39617,92480
201305,경기도,447983,46645,83989
201306,경기도,304269,44677,58751
201307,경기도,304292,49951,55224
201308,경기도,389267,51654,61426
201309,경기도,726535,38482,93650
201310,경기도,567890,38350,93106
201311,경기도,550192,36186,85150
201312,경기도,482374,35541,73731
201401,경기도,586100,37520,81582
201402,경기도,713190,36658,97047
201403,경기도,554214,40192,86171
201404,경기도,555072,43483,98165
201405,경기도,438431,46950,75422
201406,경기도,320276,43521,56042
201407,경기도,368568,47071,59472
201408,경기도,425739,43679,59269
201409,경기도,712611,41544,83269
201410,경기도,630895,37338,84133
201411,경기도,649707,34539,93579
201412,경기도,564720,38116,82599
201501,경기도,494796,38143,69313
201502,경기도,544273,35155,72573
201503,경기도,651998,43520,83614
201504,경기도,578358,40474,82131
201505,경기도,443749,46821,70663
201506,경기도,280786,35729,43053
201507,경기도,309930,45818,45976
201508,경기도,441790,47356,61489
201509,경기도,772488,39212,81227
201510,경기도,587548,36100,77478
201511,경기도,597027,34078,82650
201512,경기도,692375,38542,97561
201601,경기도,578095,38830,71552
201602,경기도,604696,36136,81232
201603,경기도,654613,40670,84809
201604,경기도,588238,40319,81937
201605,경기도,463102,45069,70314
201606,경기도,359499,42388,50682
201607,경기도,374786,45205,48213
201608,경기도,460624,49267,58785
201609,경기도,698217,38094,70659
201610,경기도,650760,35484,74402
201611,경기도,673293,36534,85863
201612,경기도,831780,33863,97343
201701,경기도,463255,35864,59124
201702,경기도,487501,36839,57290
201703,경기도,713291,40280,74539
201704,경기도,647849,39867,73662
201705,경기도,495988,47048,64595
201706,경기도,384064,42667,48818
201707,경기도,369741,47462,45185
201708,경기도,514054,46910,48195
201709,경기도,801290,42066,67216
201710,경기도,562633,36234,61205
201711,경기도,728303,37703,76796
201712,경기도,822424,35296,80619
201801,경기도,740330,37906,74102
201802,경기도,457908,35533,51426
201803,경기도,640839,40451,68637
201804,경기도,659181,43648,76807
201805,경기도,510197,45662,67980
201806,경기도,383330,45376,50058
201807,경기도,364619,50303,44020
201808,경기도,389561,46119,45818
201809,경기도,812648,39338,68088
201810,경기도,718936,40091,74404
201811,경기도,713080,36662,82395
201812,경기도,754162,38546,83372
201901,경기도,521892,41132,58231
201902,경기도,434311,37328,46819
201903,경기도,707823,40713,66422
201904,경기도,728253,43932,75385
201905,경기도,578045,50371,73476
201906,경기도,380619,42401,48986
201907,경기도,401110,49914,47724
201908,경기도,445094,50529,46696
201909,경기도,792694,43974,67860
201910,경기도,725824,42527,72968
201911,경기도,677515,40395,73392
201912,경기도,752150,39777,78565
202001,경기도,670669,40327,66890
202002,경기도,346995,35774,39181
202003,경기도,242441,39971,29489
202004,경기도,253282,45259,26328
202005,경기도,389114,50410,32511
202006,경기도,290497,51307,26844
202007,경기도,265883,46307,24919
202008,경기도,252269,48812,23073
202009,경기도,460680,49817,31020
202010,경기도,429016,46835,31887
202011,경기도,420321,40524,32853
202012,경기도,245860,42806,24390
202101,경기도,192692,39529,19830
202102,경기도,229200,40195,20356
202103,경기도,462138,45962,31648
202104,경기도,470985,49274,35291
202105,경기도,303718,45137,29599
202106,경기도,272110,49313,25350
202107,경기도,226531,52400,19517
202108,경기도,247157,49021,20641
202109,경기도,527567,48981,29804
202110,경기도,474753,48404,35900
202111,경기도,582138,43184,46151
202112,경기도,374798,44605,33654
202201,경기도,365642,45401,34648
202202,경기도,447683,41034,29945
202203,경기도,671113,40071,41880
202204,경기도,535281,50672,45170
202205,경기도,381107,49696,38103
202206,경기도,325220,43892,35764
202207,경기도,417556,48879,33667
202208,경기도,446924,49482,34797
202209,경기도,630189,46516,51567
202210,경기도,591479,42523,51540
202211,경기도,550174,39742,45885
202212,경기도,595689,41709,41852
200601,강원도,33649,4434,8922
200602,강원도,27326,4484,8017
200603,강원도,37231,4952,10426
200604,강원도,34072,4171,10474
200605,강원도,32118,4798,10038
200606,강원도,22805,4438,7712
200607,강원도,19143,4907,5695
200608,강원도,21515,5401,6194
200609,강원도,48137,3878,10535
200610,강원도,30852,3686,9300
200611,강원도,40871,4229,11049
200612,강원도,39952,4051,10478
200701,강원도,44184,4832,10494
200702,강원도,28087,4246,7275
200703,강원도,37443,4662,8929
200704,강원도,38809,4555,10922
200705,강원도,32520,4570,9527
200706,강원도,23255,4577,7247
200707,강원도,22425,4564,6347
200708,강원도,24208,4967,6108
200709,강원도,49961,3867,11140
200710,강원도,45010,4783,11832
200711,강원도,42975,4427,11237
200712,강원도,49436,4245,10652
200801,강원도,46611,4879,9568
200802,강원도,46111,4893,10124
200803,강원도,47374,4353,11285
200804,강원도,42439,4933,11379
200805,강원도,38808,4924,10793
200806,강원도,27793,4382,8264
200807,강원도,20837,5303,5981
200808,강원도,29056,4428,5696
200809,강원도,46278,4301,8519
200810,강원도,42947,4534,10248
200811,강원도,42109,4443,10145
200812,강원도,56995,4475,12826
200901,강원도,47291,4688,10971
200902,강원도,31774,4381,7863
200903,강원도,47781,5079,11272
200904,강원도,52696,4618,12699
200905,강원도,40087,4827,10094
200906,강원도,31653,4731,8301
200907,강원도,26440,4552,7122
200908,강원도,40436,4595,8105
200909,강원도,67131,4015,11650
200910,강원도,64446,4458,12397
200911,강원도,59210,4019,11522
200912,강원도,56584,4393,10567
201001,강원도,50550,4225,8885
201002,강원도,41791,3879,7900
201003,강원도,61702,4834,12023
201004,강원도,62744,4551,14419
201005,강원도,47327,4446,12423
201006,강원도,35192,4524,9776
201007,강원도,27670,4990,7293
201008,강원도,29113,4713,6204
201009,강원도,66034,4264,10249
201010,강원도,63552,3996,13559
201011,강원도,55170,4193,11838
201012,강원도,61492,3901,12850
201101,강원도,50277,4363,9867
201102,강원도,39272,3678,7637
201103,강원도,64372,4719,10761
201104,강원도,52189,4084,10446
201105,강원도,48961,4685,11187
201106,강원도,34899,4412,8709
201107,강원도,27850,4760,7272
201108,강원도,38754,5062,8350
201109,강원도,70525,4384,12671
201110,강원도,59081,3714,12246
201111,강원도,56148,3810,11784
201112,강원도,70123,4253,11147
201201,강원도,66902,3970,11627
201202,강원도,61409,3814,11436
201203,강원도,66328,4226,12088
201204,강원도,59415,3816,12171
201205,강원도,51139,4504,10674
201206,강원도,33415,4094,7636
201207,강원도,29486,4667,6397
201208,강원도,34879,4598,7126
201209,강원도,69297,3773,10297
201210,강원도,62965,4078,11458
201211,강원도,55387,3769,11220
201212,강원도,53890,3753,9618
201301,강원도,57890,3980,10701
201302,강원도,54957,4019,10237
201303,강원도,67274,4130,12789
201304,강원도,62306,4124,11892
201305,강원도,49874,4658,10434
201306,강원도,32019,4315,7051
201307,강원도,31305,5144,5816
201308,강원도,39021,5152,6256
201309,강원도,68159,3732,8996
201310,강원도,62376,4085,10515
201311,강원도,58143,3816,9739
201312,강원도,52029,3670,8803
201401,강원도,61509,3762,9129
201402,강원도,72413,3739,10684
201403,강원도,66688,4471,10216
201404,강원도,59505,4574,10321
201405,강원도,47745,4810,8959
201406,강원도,33445,4286,6346
201407,강원도,35259,4879,6021
201408,강원도,40512,4213,5952
201409,강원도,68259,4349,8569
201410,강원도,65772,3888,8901
201411,강원도,68293,3641,9308
201412,강원도,69556,4023,10093
201501,강원도,57137,3800,8859
201502,강원도,57018,3833,8933
201503,강원도,79795,4649,10849
201504,강원도,64293,4182,9861
201505,강원도,49507,4679,8135
201506,강원도,33001,3613,5449
201507,강원도,31756,4776,4959
201508,강원도,40605,5158,5872
201509,강원도,72905,3960,8143
201510,강원도,63955,4107,8633
201511,강원도,58899,3736,8661
201512,강원도,73629,4311,10357
201601,강원도,69877,3999,8714
201602,강원도,66117,3986,9230
201603,강원도,70507,4477,9426
201604,강원도,63033,4526,9016
201605,강원도,51991,4780,7881
201606,강원도,38692,4879,5754
201607,강원도,36554,5088,4804
201608,강원도,45320,5676,5374
201609,강원도,68674,4189,7649
201610,강원도,67945,4063,8375
201611,강원도,69011,4036,8961
201612,강원도,88905,3980,9945
201701,강원도,54791,4003,6974
201702,강원도,53255,4109,6741
201703,강원도,73906,4451,8490
201704,강원도,69672,4378,8287
201705,강원도,54027,4971,7397
201706,강원도,41493,4452,5657
201707,강원도,36528,5088,4595
201708,강원도,51261,4833,4962
201709,강원도,74777,4214,6587
201710,강원도,57268,3952,6198
201711,강원도,74497,4232,7854
201712,강원도,85478,3819,8009
201801,강원도,85935,4195,8378
201802,강원도,48852,3576,5484
201803,강원도,63421,4309,7094
201804,강원도,67811,4383,7338
201805,강원도,52498,4613,7054
201806,강원도,37830,4580,5262
201807,강원도,34757,5119,4204
201808,강원도,37011,4867,4530
201809,강원도,70013,4090,6036
201810,강원도,68936,4454,7349
201811,강원도,68895,3970,8343
201812,강원도,80612,3873,9213
201901,강원도,55904,4198,6704
201902,강원도,43428,3694,5262
201903,강원도,65709,4250,7002
201904,강원도,71465,4368,7760
201905,강원도,59926,5010,7630
201906,강원도,36910,4003,5147
201907,강원도,37761,5003,4765
201908,강원도,41110,4869,4814
201909,강원도,68539,4411,6391
201910,강원도,69758,4430,7728
201911,강원도,65478,4071,7583
201912,강원도,72497,4075,8123
202001,강원도,72818,3999,8191
202002,강원도,39712,3542,5072
202003,강원도,24686,3656,3689
202004,강원도,26624,4313,3415
202005,강원도,43308,5068,3874
202006,강원도,32228,4945,3335
202007,강원도,30006,4414,3196
202008,강원도,26514,4708,2860
202009,강원도,39548,4674,3561
202010,강원도,45305,4462,3942
202011,강원도,42510,3974,3874
202012,강원도,26622,3992,3087
202101,강원도,20929,3787,2723
202102,강원도,24102,3745,2717
202103,강원도,39319,4236,3825
202104,강원도,43186,4643,4068
202105,강원도,33139,4137,3492
202106,강원도,25970,4675,2945
202107,강원도,22836,4977,2352
202108,강원도,27049,4875,2713
202109,강원도,45034,4617,3504
202110,강원도,45610,4604,4360
202111,강원도,53257,4480,4711
202112,강원도,33937,3890,3743
202201,강원도,35049,4382,4029
202202,강원도,38066,4288,3190
202203,강원도,63221,4155,4738
202204,강원도,55247,5007,4938
202205,강원도,40480,4819,4322
202206,강원도,29290,4039,3793
202207,강원도,36763,4770,3606
202208,강원도,43827,5043,3808
202209,강원도,53781,4511,5209
202210,강원도,56408,4044,5259
202211,강원도,54422,3736,4761
202212,강원도,58962,3758,4684
200601,충청북도,36619,4019,9224
200602,충청북도,29280,4124,8957
200603,충청북도,37251,4550,11571
200604,충청북도,39232,4018,13546
200605,충청북도,33862,4589,12397
200606,충청북도,22835,3865,7250
200607,충청북도,20844,4544,6522
200608,충청북도,23820,4942,7238
200609,충청북도,52497,3429,11796
200610,충청북도,34877,3289,10195
200611,충청북도,42268,3794,12014
200612,충청북도,42927,3799,11478
200701,충청북도,44478,4358,11547
200702,충청북도,30510,3837,8516
200703,충청북도,37079,4298,10477
200704,충청북도,39715,4331,13026
200705,충청북도,31286,4264,10551
200706,충청북도,22111,4213,7495
200707,충청북도,22529,4462,7022
200708,충청북도,24120,4854,7460
200709,충청북도,55102,3632,13473
200710,충청북도,46560,4548,13983
200711,충청북도,46008,4143,12951
200712,충청북도,50492,3687,12300
200801,충청북도,46686,4693,10838
200802,충청북도,50226,4717,12582
200803,충청북도,48284,4309,12956
200804,충청북도,45251,4566,13210
200805,충청북도,37695,4715,11288
200806,충청북도,27308,4100,8067
200807,충청북도,21990,5113,6495
200808,충청북도,30060,4262,6522
200809,충청북도,52212,4069,10692
200810,충청북도,48982,3853,12918
200811,충청북도,42175,4147,11675
200812,충청북도,60103,4358,14721
200901,충청북도,44311,4400,11137
200902,충청북도,32848,4220,9201
200903,충청북도,44586,4863,12533
200904,충청북도,51515,4463,14278
200905,충청북도,40575,4467,11122
200906,충청북도,29750,4688,8115
200907,충청북도,27120,4517,7756
200908,충청북도,42928,4537,9222
200909,충청북도,73059,3711,13226
200910,충청북도,67853,4304,14577
200911,충청북도,56440,3787,12719
200912,충청북도,55668,4507,11941
201001,충청북도,54079,4305,9630
201002,충청북도,46789,3826,8825
201003,충청북도,59691,4359,12871
201004,충청북도,61937,4180,15048
201005,충청북도,47555,4574,13534
201006,충청북도,34581,4746,9750
201007,충청북도,29774,4812,7575
201008,충청북도,30704,4645,6787
201009,충청북도,75789,4144,12227
201010,충청북도,70286,3791,15328
201011,충청북도,59346,3924,14511
201012,충청북도,65194,3778,15506
201101,충청북도,52163,4302,10925
201102,충청북도,46618,3661,9437
201103,충청북도,65580,4346,13313
201104,충청북도,58602,4048,14856
201105,충청북도,52276,4610,14035
201106,충청북도,35035,4396,9341
201107,충청북도,30433,4899,8186
201108,충청북도,42421,4953,10325
201109,충청북도,80261,4355,17029
201110,충청북도,66474,3521,16974
201111,충청북도,59662,3730,15146
201112,충청북도,81700,4335,16503
201201,충청북도,68660,4065,14434
201202,충청북도,65089,4046,13810
201203,충청북도,70232,4064,15698
201204,충청북도,62722,3995,15608
201205,충청북도,54436,4925,13559
201206,충청북도,36205,4421,8298
201207,충청북도,32611,4884,7784
201208,충청북도,37605,4425,8273
201209,충청북도,84764,3628,13894
201210,충청북도,72762,3947,14246
201211,충청북도,63533,3483,14481
201212,충청북도,58868,3636,10612
201301,충청북도,63511,4035,10898
201302,충청북도,68476,4072,12382
201303,충청북도,74330,4278,14691
201304,충청북도,69142,4033,13758
201305,충청북도,53624,4754,11646
201306,충청북도,35704,4653,7981
201307,충청북도,36052,5361,7724
201308,충청북도,43754,4905,8161
201309,충청북도,85069,3719,13251
201310,충청북도,69419,3882,13809
201311,충청북도,64231,3569,12910
201312,충청북도,57633,3822,11155
201401,충청북도,67640,4122,11643
201402,충청북도,91941,3817,15967
201403,충청북도,66502,4273,12751
201404,충청북도,64503,4801,14346
201405,충청북도,51415,5089,11528
201406,충청북도,36695,4452,8298
201407,충청북도,40725,4846,8146
201408,충청북도,47105,4499,8633
201409,충청북도,83109,4405,13001
201410,충청북도,69538,3825,12403
201411,충청북도,78128,3671,15374
201412,충청북도,72933,3988,15002
201501,충청북도,60750,4184,11183
201502,충청북도,64499,3953,11763
201503,충청북도,86527,4901,15478
201504,충청북도,69102,4449,14665
201505,충청북도,51539,5305,12136
201506,충청북도,35212,4136,7900
201507,충청북도,35057,5213,7399
201508,충청북도,47601,5015,9855
201509,충청북도,90776,4119,14538
201510,충청북도,72531,3981,13385
201511,충청북도,67485,3633,13539
201512,충청북도,80421,4122,16056
201601,충청북도,75621,4480,11826
201602,충청북도,77561,4001,13065
201603,충청북도,76728,4745,14260
201604,충청북도,66432,4355,12995
201605,충청북도,56338,5106,11323
201606,충청북도,43576,4579,8161
201607,충청북도,43824,4906,7654
201608,충청북도,51222,5184,8776
201609,충청북도,81226,4115,11864
201610,충청북도,78206,3841,12645
201611,충청북도,78479,3931,13955
201612,충청북도,101801,3921,15869
201701,충청북도,59424,4131,9867
201702,충청북도,61054,4337,9698
201703,충청북도,82244,4457,12273
201704,충청북도,79269,4537,12307
201705,충청북도,60467,5371,9387
201706,충청북도,47117,4929,7487
201707,충청북도,41986,5237,6542
201708,충청북도,57093,5122,7283
201709,충청북도,92779,4572,10619
201710,충청북도,69049,3928,9564
201711,충청북도,88320,4098,11977
201712,충청북도,105264,3899,13047
201801,충청북도,89956,4194,11240
201802,충청북도,60657,3987,8074
201803,충청북도,76004,4535,10109
201804,충청북도,78639,4556,11185
201805,충청북도,62435,4939,9719
201806,충청북도,46684,4742,6805
201807,충청북도,44065,5393,6278
201808,충청북도,44736,4825,6240
201809,충청북도,88796,4085,10090
201810,충청북도,81660,4255,11111
201811,충청북도,85280,3824,12574
201812,충청북도,92788,3936,12615
201901,충청북도,64881,4273,8732
201902,충청북도,52271,3923,6670
201903,충청북도,78021,4249,9780
201904,충청북도,82745,4540,10904
201905,충청북도,64923,5306,10059
201906,충청북도,42590,4356,6554
201907,충청북도,44847,5143,6501
201908,충청북도,46864,5421,6081
201909,충청북도,86006,4345,9558
201910,충청북도,82369,4254,10440
201911,충청북도,77536,3947,10629
201912,충청북도,85055,3884,11186
202001,충청북도,84217,4082,10024
202002,충청북도,47824,3671,6117
202003,충청북도,29047,3975,4061
202004,충청북도,31698,4696,3570
202005,충청북도,44677,5284,4456
202006,충청북도,36949,5158,3842
202007,충청북도,33692,4502,3671
202008,충청북도,33252,5110,3477
202009,충청북도,51366,4682,4206
202010,충청북도,51759,4265,4792
202011,충청북도,57079,3924,5237
202012,충청북도,31807,3950,3312
202101,충청북도,25383,3685,2743
202102,충청북도,30829,3799,3155
202103,충청북도,51155,4250,4640
202104,충청북도,52930,4555,4978
202105,충청북도,36523,4202,4074
202106,충청북도,33548,4651,3579
202107,충청북도,28932,5074,2999
202108,충청북도,31817,4563,3010
202109,충청북도,58202,4791,4394
202110,충청북도,58466,4511,5821
202111,충청북도,67261,4013,6635
202112,충청북도,44461,4313,4587
202201,충청북도,47876,4352,5328
202202,충청북도,52487,4090,4499
202203,충청북도,77323,3843,5813
202204,충청북도,63044,4937,6434
202205,충청북도,43808,4787,5100
202206,충청북도,37434,4257,5004
202207,충청북도,45038,4671,4302
202208,충청북도,55283,4889,4871
202209,충청북도,72278,4479,6503
202210,충청북도,69515,3953,7271
202211,충청북도,67616,3669,6263
202212,충청북도,75630,3813,6333
200601,충청남도,42702,5804,12153
200602,충청남도,35474,5817,11257
200603,충청남도,48060,6563,15953
200604,충청남도,47933,5507,17101
200605,충청남도,36443,6493,13871
200606,충청남도,27840,5884,10244
200607,충청남도,23795,7198,8366
200608,충청남도,28233,7322,9567
200609,충청남도,61771,5078,15126
200610,충청남도,40511,5085,13810
200611,충청남도,49749,5768,17216
200612,충청남도,51536,5572,15200
200701,충청남도,50522,6252,14353
200702,충청남도,34775,5801,10344
200703,충청남도,44176,5987,12413
200704,충청남도,49919,6030,16436
200705,충청남도,38254,6241,13651
200706,충청남도,28823,6132,10521
200707,충청남도,28909,6407,9487
200708,충청남도,28850,6772,8800
200709,충청남도,66552,4816,16739
200710,충청남도,57212,6434,16370
200711,충청남도,55349,5789,16901
200712,충청남도,57369,4949,15325
200801,충청남도,55229,7053,13357
200802,충청남도,61916,6880,14627
200803,충청남도,57697,6101,16293
200804,충청남도,51484,6283,15739
200805,충청남도,42865,6398,14432
200806,충청남도,34571,5690,11362
200807,충청남도,28164,7021,8895
200808,충청남도,37218,6130,8680
200809,충청남도,65439,6105,13724
200810,충청남도,58737,5787,16555
200811,충청남도,53179,5657,16048
200812,충청남도,70406,6371,18089
200901,충청남도,60853,6456,15408
200902,충청남도,39752,5745,12046
200903,충청남도,60633,6881,17072
200904,충청남도,65972,6244,19292
200905,충청남도,49395,6421,14208
200906,충청남도,39556,6377,11172
200907,충청남도,34854,6526,9946
200908,충청남도,54894,6589,12493
200909,충청남도,97185,5386,18032
200910,충청남도,84272,6253,17059
200911,충청남도,77880,5546,16500
200912,충청남도,75690,5810,15563
201001,충청남도,68797,6259,11797
201002,충청남도,57151,5655,10487
201003,충청남도,78362,6446,15860
201004,충청남도,82870,5947,19370
201005,충청남도,60401,6534,17510
201006,충청남도,46415,6640,12868
201007,충청남도,38808,7260,9592
201008,충청남도,39640,6853,8572
201009,충청남도,95829,5826,14045
201010,충청남도,88256,5484,18377
201011,충청남도,73266,5616,17697
201012,충청남도,81003,5341,17509
201101,충청남도,67371,6006,13780
201102,충청남도,60345,5274,11538
201103,충청남도,83901,6382,15609
201104,충청남도,71831,5625,16800
201105,충청남도,62460,6361,17989
201106,충청남도,46809,6071,12669
201107,충청남도,39257,6853,10474
201108,충청남도,56129,7037,13891
201109,충청남도,101442,5996,21463
201110,충청남도,79900,5144,21089
201111,충청남도,72847,5177,18352
201112,충청남도,94113,5880,18288
201201,충청남도,82492,5499,17823
201202,충청남도,76318,5552,16997
201203,충청남도,90720,5577,20167
201204,충청남도,78112,5336,20428
201205,충청남도,67630,6696,18196
201206,충청남도,45301,5855,11016
201207,충청남도,42226,6671,10077
201208,충청남도,49018,6425,11744
201209,충청남도,107950,4980,19570
201210,충청남도,86522,5685,18838
201211,충청남도,73136,4909,17831
201212,충청남도,68259,5130,13245
201301,충청남도,78345,5614,14748
201302,충청남도,79986,5344,15987
201303,충청남도,90421,5675,18628
201304,충청남도,82212,5506,16903
201305,충청남도,66099,6252,14216
201306,충청남도,46754,6131,10802
201307,충청남도,45020,7249,9426
201308,충청남도,59042,6802,10837
201309,충청남도,109675,4844,17083
201310,충청남도,83593,5031,16976
201311,충청남도,78993,4664,15544
201312,충청남도,71171,4946,13506
201401,충청남도,85230,5307,13813
201402,충청남도,108018,4943,17426
201403,충청남도,84308,5400,16962
201404,충청남도,79998,6133,18416
201405,충청남도,67459,6650,14730
201406,충청남도,48459,6197,10502
201407,충청남도,54723,6738,10920
201408,충청남도,64815,6162,11242
201409,충청남도,110852,5956,16425
201410,충청남도,90800,4987,16173
201411,충청남도,97484,4655,18280
201412,충청남도,87276,5264,16131
201501,충청남도,78654,5539,13641
201502,충청남도,85221,4937,14519
201503,충청남도,107398,6143,17986
201504,충청남도,88711,5487,17316
201505,충청남도,69613,6348,14278
201506,충청남도,44525,4764,8482
201507,충청남도,49073,6676,9155
201508,충청남도,65780,6550,12398
201509,충청남도,120672,5117,16851
201510,충청남도,89687,5037,15848
201511,충청남도,85675,4459,16691
201512,충청남도,105090,5302,20854
201601,충청남도,91296,5259,14692
201602,충청남도,95611,5017,17003
201603,충청남도,100076,5480,17762
201604,충청남도,85923,5232,16241
201605,충청남도,72238,5996,14487
201606,충청남도,56171,6051,10603
201607,충청남도,56166,6455,9762
201608,충청남도,70228,6902,11504
201609,충청남도,110422,5142,15721
201610,충청남도,102273,5156,17152
201611,충청남도,97620,5082,17554
