STD_YYYYMM,SIDO,비염환자수,아토피환자수,천식환자수
201903,인천광역시,157805,8607,16364
201904,인천광역시,162822,9390,17950
201905,인천광역시,128620,10699,16426
201906,인천광역시,85478,9094,10737
201907,인천광역시,86594,10375,10310
201908,인천광역시,98292,10131,10139
201909,인천광역시,166313,9010,14102
201910,인천광역시,163921,8734,15585
201911,인천광역시,155536,8004,15382
201912,인천광역시,172331,7871,17545
202001,인천광역시,154863,8154,14893
202002,인천광역시,83107,7127,9048
202003,인천광역시,55074,8025,6542
202004,인천광역시,51861,8967,5659
202005,인천광역시,78880,9659,6841
202006,인천광역시,60052,10145,5761
202007,인천광역시,60407,9335,5830
202008,인천광역시,53578,9636,5031
202009,인천광역시,89916,9825,6611
202010,인천광역시,96142,9331,7795
202011,인천광역시,91698,7975,7649
202012,인천광역시,55344,8162,5593
202101,인천광역시,43647,7685,4490
202102,인천광역시,50669,7833,4705
202103,인천광역시,99208,8881,7389
202104,인천광역시,92989,9185,7266
202105,인천광역시,65472,8802,6249
202106,인천광역시,58448,9744,5564
202107,인천광역시,49153,10399,4489
202108,인천광역시,51076,9326,4553
202109,인천광역시,104930,9581,6464
202110,인천광역시,104557,9358,7893
202111,인천광역시,124126,8159,9474
202112,인천광역시,82566,8489,7103
202201,인천광역시,86819,8927,7756
202202,인천광역시,110844,7789,6767
202203,인천광역시,152302,7694,8784
202204,인천광역시,109662,9395,9076
202205,인천광역시,81608,9871,7837
202206,인천광역시,70833,8699,7231
202207,인천광역시,89173,9856,6847
202208,인천광역시,97128,9545,7153
202209,인천광역시,129277,8913,10388
202210,인천광역시,130117,8254,10989
202211,인천광역시,122668,7602,9451
202212,인천광역시,137922,8044,9042
200601,광주광역시,40267,5230,11977
200602,광주광역시,32835,5297,10759
200603,광주광역시,40235,6101,13820
200604,광주광역시,38118,5314,14881
200605,광주광역시,33713,5768,13401
200606,광주광역시,23565,5962,9111
200607,광주광역시,22183,6875,8127
200608,광주광역시,24466,6646,10015
200609,광주광역시,59301,4618,17286
200610,광주광역시,37119,4294,13204
200611,광주광역시,45486,5180,13945
200612,광주광역시,49055,4820,15402
200701,광주광역시,43058,5744,13218
200702,광주광역시,31159,5308,9373
200703,광주광역시,41366,5780,12352
200704,광주광역시,45876,5522,16230
200705,광주광역시,32385,5760,11316
200706,광주광역시,22896,5816,7816
200707,광주광역시,23627,6360,7222
200708,광주광역시,23074,6296,7448
200709,광주광역시,60095,4666,15426
200710,광주광역시,53397,5939,14536
200711,광주광역시,49812,5143,13726
200712,광주광역시,49585,4471,12786
200801,광주광역시,43219,5954,11322
200802,광주광역시,55894,5804,14684
200803,광주광역시,50937,5361,14302
200804,광주광역시,47831,5544,15061
200805,광주광역시,36712,5814,11950
200806,광주광역시,28545,5360,8314
200807,광주광역시,23640,6924,6633
200808,광주광역시,31065,5516,7268
200809,광주광역시,55539,5188,11355
200810,광주광역시,56299,4993,13587
200811,광주광역시,46601,4609,11944
200812,광주광역시,72535,5177,17679
200901,광주광역시,43928,5264,10462
200902,광주광역시,37309,5007,9986
200903,광주광역시,54475,5911,13245
200904,광주광역시,56045,5332,14781
200905,광주광역시,42161,5183,11046
200906,광주광역시,32424,5538,8189
200907,광주광역시,30261,5769,8042
200908,광주광역시,45462,5797,9753
200909,광주광역시,76517,4651,12550
200910,광주광역시,69746,5113,15089
200911,광주광역시,68793,4479,14951
200912,광주광역시,64242,4512,11791
201001,광주광역시,53430,4870,8850
201002,광주광역시,47149,4548,9015
201003,광주광역시,66954,5436,13616
201004,광주광역시,70060,4922,16896
201005,광주광역시,45679,5199,11530
201006,광주광역시,36934,5500,9788
201007,광주광역시,30779,5797,7861
201008,광주광역시,32191,5818,8046
201009,광주광역시,81491,4858,14574
201010,광주광역시,72954,4461,16610
201011,광주광역시,61438,4565,15323
201012,광주광역시,68168,4128,15633
201101,광주광역시,52393,4829,11605
201102,광주광역시,47784,4106,9745
201103,광주광역시,66008,5221,13237
201104,광주광역시,61912,4483,14773
201105,광주광역시,44890,5016,12476
201106,광주광역시,33211,4960,8628
201107,광주광역시,31071,5518,8307
201108,광주광역시,44538,4978,10522
201109,광주광역시,78112,4652,15925
201110,광주광역시,63149,3908,14335
201111,광주광역시,54664,3902,12011
201112,광주광역시,77895,4663,14315
201201,광주광역시,63790,4505,13948
201202,광주광역시,64049,4452,13869
201203,광주광역시,66793,4731,14776
201204,광주광역시,62463,4460,15812
201205,광주광역시,51748,5253,13015
201206,광주광역시,33270,4843,8590
201207,광주광역시,32666,5505,8814
201208,광주광역시,38790,5287,10280
201209,광주광역시,88441,4091,17025
201210,광주광역시,73173,4494,16057
201211,광주광역시,59749,3943,14114
201212,광주광역시,56987,3801,12343
201301,광주광역시,60846,4485,12614
201302,광주광역시,75674,4521,15397
201303,광주광역시,70904,4433,16192
201304,광주광역시,67027,4339,14744
201305,광주광역시,50700,4869,11965
201306,광주광역시,34426,5022,7973
201307,광주광역시,35326,5709,7919
201308,광주광역시,43665,5222,10276
201309,광주광역시,86543,3823,14670
201310,광주광역시,67413,4070,13213
201311,광주광역시,64381,3769,12862
201312,광주광역시,60246,3939,12032
201401,광주광역시,73233,4121,12921
201402,광주광역시,82045,4126,14217
201403,광주광역시,67145,4157,14556
201404,광주광역시,65073,4518,16042
201405,광주광역시,50933,4625,11815
201406,광주광역시,37243,4260,8600
201407,광주광역시,40817,4961,9113
201408,광주광역시,47162,4582,10304
201409,광주광역시,82401,4238,13691
201410,광주광역시,73048,3760,13756
201411,광주광역시,74306,3440,15101
201412,광주광역시,68040,3806,14236
201501,광주광역시,60461,4068,11895
201502,광주광역시,72042,3739,13144
201503,광주광역시,76585,4663,13256
201504,광주광역시,68260,4161,13670
201505,광주광역시,50851,4918,10958
201506,광주광역시,36078,4052,7446
201507,광주광역시,34253,5187,6975
201508,광주광역시,44393,4912,8963
201509,광주광역시,85428,3815,12441
201510,광주광역시,68230,3839,12481
201511,광주광역시,59373,3432,11335
201512,광주광역시,71617,4024,14356
201601,광주광역시,66457,3887,10494
201602,광주광역시,70054,3818,12127
201603,광주광역시,74739,4186,13090
201604,광주광역시,61378,3850,12158
201605,광주광역시,49286,4447,10643
201606,광주광역시,37340,4721,7372
201607,광주광역시,38849,5190,6958
201608,광주광역시,46631,5100,7616
201609,광주광역시,77084,3702,10675
201610,광주광역시,73852,3820,12987
201611,광주광역시,71701,3813,13854
201612,광주광역시,84830,3704,13935
201701,광주광역시,55272,3823,10326
201702,광주광역시,52059,3829,9740
201703,광주광역시,81675,4033,12557
201704,광주광역시,79169,3996,13348
201705,광주광역시,52112,4912,10570
201706,광주광역시,38626,4601,7871
201707,광주광역시,35242,5346,6758
201708,광주광역시,50156,5047,7777
201709,광주광역시,82085,4077,10134
201710,광주광역시,63501,3703,10222
201711,광주광역시,79634,3885,12961
201712,광주광역시,86363,3539,12526
201801,광주광역시,79647,3886,11878
201802,광주광역시,53707,3679,9008
201803,광주광역시,72029,4049,11347
201804,광주광역시,69046,4303,11568
201805,광주광역시,50465,4667,10065
201806,광주광역시,38592,4756,7383
201807,광주광역시,36458,5238,6326
201808,광주광역시,39822,4395,6997
201809,광주광역시,84739,3956,11157
201810,광주광역시,77429,4070,12297
201811,광주광역시,73166,3561,12701
201812,광주광역시,78816,3745,12313
201901,광주광역시,58579,4080,9969
201902,광주광역시,46500,3745,7244
201903,광주광역시,79848,4147,10814
201904,광주광역시,79250,4166,12270
201905,광주광역시,55498,4858,9985
201906,광주광역시,38598,4189,7381
201907,광주광역시,41215,4956,7095
201908,광주광역시,43402,5163,6962
201909,광주광역시,78908,4133,10327
201910,광주광역시,78198,4117,11550
201911,광주광역시,69561,3769,10724
201912,광주광역시,74694,3791,10409
202001,광주광역시,69446,3845,9288
202002,광주광역시,38754,3637,5819
202003,광주광역시,29328,4211,4339
202004,광주광역시,30511,4328,3874
202005,광주광역시,41725,4999,4496
202006,광주광역시,31812,4917,4056
202007,광주광역시,23830,4430,3246
202008,광주광역시,26315,5201,3075
202009,광주광역시,47745,4656,4068
202010,광주광역시,58225,4333,4988
202011,광주광역시,46684,3773,4680
202012,광주광역시,27508,3930,3648
202101,광주광역시,21520,3763,2808
202102,광주광역시,24056,3728,2725
202103,광주광역시,48644,4235,4170
202104,광주광역시,44701,4373,4131
202105,광주광역시,29940,4110,3375
202106,광주광역시,28855,4751,3178
202107,광주광역시,27497,4975,2696
202108,광주광역시,26501,4606,2648
202109,광주광역시,56470,4363,4699
202110,광주광역시,50338,4357,5748
202111,광주광역시,60333,3811,5190
202112,광주광역시,37873,3886,4552
202201,광주광역시,38841,3809,5800
202202,광주광역시,39942,3738,3358
202203,광주광역시,71255,3624,5439
202204,광주광역시,57653,4627,5484
202205,광주광역시,39149,4458,4212
202206,광주광역시,34694,4160,4871
202207,광주광역시,39063,4606,4177
202208,광주광역시,48103,4598,4370
202209,광주광역시,59602,4143,6897
202210,광주광역시,61498,3887,6578
202211,광주광역시,57238,3506,5566
202212,광주광역시,59103,3474,5784
200601,대전광역시,38394,5671,8216
200602,대전광역시,32071,5771,8177
200603,대전광역시,45480,6461,11301
200604,대전광역시,44376,5727,12126
200605,대전광역시,35030,6520,9947
200606,대전광역시,25956,5938,6915
200607,대전광역시,23668,6744,5577
200608,대전광역시,24846,7272,6440
200609,대전광역시,61281,5098,12149
200610,대전광역시,37930,4851,9788
200611,대전광역시,50157,5358,12972
200612,대전광역시,48204,5120,10841
200701,대전광역시,49761,6318,10709
200702,대전광역시,31205,5670,7278
200703,대전광역시,42965,6110,9084
200704,대전광역시,47166,6119,11686
200705,대전광역시,32740,6080,10011
200706,대전광역시,24452,5669,7115
200707,대전광역시,24704,6157,6560
200708,대전광역시,26188,6809,6338
200709,대전광역시,61155,5056,12335
200710,대전광역시,53892,6150,12383
200711,대전광역시,53032,5624,12594
200712,대전광역시,50734,5188,11072
200801,대전광역시,49925,6563,9651
200802,대전광역시,57813,6551,11607
200803,대전광역시,54662,6089,12136
200804,대전광역시,50110,6277,12532
200805,대전광역시,41664,6642,10500
200806,대전광역시,31192,5579,7989
200807,대전광역시,24993,7147,5946
200808,대전광역시,33827,5777,6197
200809,대전광역시,58366,5374,10187
200810,대전광역시,59919,5159,13201
200811,대전광역시,51562,5244,11454
200812,대전광역시,66943,5741,12613
200901,대전광역시,57626,5915,10732
200902,대전광역시,37305,5264,8085
200903,대전광역시,53751,6141,10763
200904,대전광역시,68289,5809,13381
200905,대전광역시,48959,5578,10343
200906,대전광역시,36575,5639,8652
200907,대전광역시,33291,5701,7550
200908,대전광역시,51606,5768,9644
200909,대전광역시,85369,4775,12792
200910,대전광역시,90134,5038,15115
200911,대전광역시,64416,4654,11459
200912,대전광역시,67934,5140,11259
201001,대전광역시,62412,5324,8539
201002,대전광역시,51929,4912,7678
201003,대전광역시,68921,5780,11295
201004,대전광역시,76062,5254,14294
201005,대전광역시,55584,5731,13040
201006,대전광역시,40817,5741,9046
201007,대전광역시,35379,5841,6745
201008,대전광역시,37262,6051,6323
201009,대전광역시,92237,5347,11926
201010,대전광역시,76921,4883,14134
201011,대전광역시,67711,4901,14216
201012,대전광역시,76741,4612,15051
201101,대전광역시,58816,5250,10387
201102,대전광역시,52462,4659,9142
201103,대전광역시,75437,5624,11767
201104,대전광역시,66190,5112,12774
201105,대전광역시,56107,5771,12667
201106,대전광역시,38317,5414,8331
201107,대전광역시,33886,5990,7482
201108,대전광역시,47664,6005,9495
201109,대전광역시,88504,5061,15545
201110,대전광역시,73844,4338,15121
201111,대전광역시,66535,4568,13087
201112,대전광역시,90865,5169,12871
201201,대전광역시,71338,4837,11415
201202,대전광역시,63866,5169,10294
201203,대전광역시,78385,5219,12992
201204,대전광역시,67852,4960,12007
201205,대전광역시,59361,6326,11232
201206,대전광역시,38165,5114,6694
201207,대전광역시,35327,5802,6360
201208,대전광역시,41350,5329,7168
201209,대전광역시,97847,4495,13072
201210,대전광역시,78397,4984,13032
201211,대전광역시,69701,4493,13194
201212,대전광역시,64040,4584,10118
201301,대전광역시,70161,5013,10827
201302,대전광역시,71532,5170,11290
201303,대전광역시,78905,5504,12718
201304,대전광역시,75078,5454,11995
201305,대전광역시,59120,6721,10534
201306,대전광역시,38144,5898,7188
201307,대전광역시,38408,6669,6436
201308,대전광역시,47513,6254,7428
201309,대전광역시,97256,5355,12118
201310,대전광역시,74904,4959,12338
201311,대전광역시,73955,4528,11356
201312,대전광역시,60742,4816,9230
201401,대전광역시,73555,5205,9332
201402,대전광역시,95416,5197,12283
201403,대전광역시,72663,5403,11542
201404,대전광역시,72243,5889,13164
201405,대전광역시,55485,6428,9204
201406,대전광역시,39113,5438,6961
201407,대전광역시,44402,6193,6778
201408,대전광역시,53896,5777,7588
201409,대전광역시,92918,5489,11370
201410,대전광역시,79883,5049,11267
201411,대전광역시,85787,4648,13548
201412,대전광역시,73743,4947,11161
201501,대전광역시,63564,5118,8933
201502,대전광역시,70047,5011,9364
201503,대전광역시,89397,5716,11140
201504,대전광역시,74708,5246,10982
201505,대전광역시,56178,6174,8803
201506,대전광역시,33175,4302,4779
201507,대전광역시,37041,5656,5173
201508,대전광역시,50971,5654,7802
201509,대전광역시,96797,4617,11620
201510,대전광역시,74693,4533,10842
201511,대전광역시,71442,3955,11638
201512,대전광역시,85437,4941,13795
201601,대전광역시,75159,5100,9437
201602,대전광역시,75763,4806,10599
201603,대전광역시,78867,5361,11069
201604,대전광역시,69255,5122,10489
201605,대전광역시,55724,5987,8790
201606,대전광역시,42065,5362,6428
201607,대전광역시,43855,5812,6040
201608,대전광역시,51572,5909,6646
201609,대전광역시,83316,4566,9456
201610,대전광역시,80448,4808,10313
201611,대전광역시,82200,5068,12190
201612,대전광역시,99692,5045,12423
201701,대전광역시,57954,5080,7677
201702,대전광역시,59879,5221,7494
201703,대전광역시,84086,5679,9459
201704,대전광역시,80877,5430,9514
201705,대전광역시,58837,6262,7909
201706,대전광역시,45103,5612,5876
201707,대전광역시,40242,6145,5248
201708,대전광역시,56801,5936,5486
201709,대전광역시,91070,5327,7907
201710,대전광역시,66432,4604,7529
201711,대전광역시,86742,5053,10112
201712,대전광역시,96288,4590,9613
201801,대전광역시,86924,5307,8654
201802,대전광역시,56996,5046,6613
201803,대전광역시,74747,5372,8558
201804,대전광역시,81973,5870,10355
201805,대전광역시,57098,6200,8461
201806,대전광역시,42199,5933,6022
201807,대전광역시,39442,6146,5038
201808,대전광역시,42928,5524,5297
201809,대전광역시,86826,4867,8467
201810,대전광역시,83421,5379,9613
201811,대전광역시,80095,4901,10437
201812,대전광역시,88135,5103,10125
201901,대전광역시,59179,5560,6972
201902,대전광역시,52505,5171,5759
201903,대전광역시,74622,5750,7543
201904,대전광역시,81356,5971,8883
201905,대전광역시,62134,7009,8508
201906,대전광역시,41138,5630,5677
201907,대전광역시,43807,6368,5182
201908,대전광역시,46079,6230,5224
201909,대전광역시,83643,5472,7608
201910,대전광역시,81832,5534,8232
201911,대전광역시,73990,5277,8567
201912,대전광역시,82257,5367,8923
202001,대전광역시,78353,5276,7452
202002,대전광역시,45576,4835,5133
202003,대전광역시,27960,5363,3402
202004,대전광역시,28528,6037,3085
202005,대전광역시,41978,6731,3686
202006,대전광역시,34699,6287,3207
202007,대전광역시,25662,5495,2578
202008,대전광역시,33056,6723,2846
202009,대전광역시,52603,5887,3962
202010,대전광역시,49586,5725,4271
202011,대전광역시,44848,5303,4199
202012,대전광역시,32197,5518,3077
202101,대전광역시,24473,5343,2506
202102,대전광역시,27817,5149,2471
202103,대전광역시,44704,5755,3754
202104,대전광역시,50668,6342,4347
202105,대전광역시,33265,5814,3497
202106,대전광역시,31210,6357,3152
202107,대전광역시,26770,6438,2512
202108,대전광역시,27754,6200,2336
202109,대전광역시,58670,5969,4055
202110,대전광역시,54952,6019,5660
202111,대전광역시,64388,5443,5589
202112,대전광역시,36776,5726,3630
202201,대전광역시,42645,5611,5255
202202,대전광역시,50491,5229,3601
202203,대전광역시,69846,4987,4565
202204,대전광역시,60608,6236,5481
202205,대전광역시,39922,6326,4417
202206,대전광역시,33690,5550,4695
202207,대전광역시,42863,5884,3935
202208,대전광역시,52030,5770,4058
202209,대전광역시,65725,5701,6268
202210,대전광역시,64623,5277,6154
202211,대전광역시,63286,4853,5383
202212,대전광역시,66969,5080,4953
200601,울산광역시,25089,3077,6376
200602,울산광역시,26305,3198,6199
200603,울산광역시,32293,3451,7559
200604,울산광역시,31130,3257,8677
200605,울산광역시,23825,3621,7530
200606,울산광역시,18361,3589,5184
200607,울산광역시,15064,3918,3850
200608,울산광역시,15320,4053,4503
200609,울산광역시,38091,2887,7772
200610,울산광역시,24866,2795,7007
200611,울산광역시,36078,3256,8627
200612,울산광역시,35987,3079,8619
200701,울산광역시,33070,3430,7738
200702,울산광역시,26203,3031,5685
200703,울산광역시,33984,3300,6923
200704,울산광역시,33442,3181,8734
200705,울산광역시,24406,3344,6759
200706,울산광역시,18896,3065,5151
200707,울산광역시,19554,3676,4558
200708,울산광역시,17665,3651,4382
200709,울산광역시,40206,2705,8539
200710,울산광역시,38554,3387,8807
200711,울산광역시,41426,3496,8957
200712,울산광역시,39857,2839,8459
200801,울산광역시,38371,3268,8045
200802,울산광역시,43198,3628,8762
200803,울산광역시,42008,3280,8976
200804,울산광역시,36413,3466,8345
200805,울산광역시,30175,3856,8115
200806,울산광역시,24967,3294,6124
200807,울산광역시,19077,4225,4527
200808,울산광역시,22498,3252,4346
200809,울산광역시,38968,3141,6681
200810,울산광역시,39728,3192,8243
200811,울산광역시,38616,3317,8711
200812,울산광역시,50627,3122,10253
200901,울산광역시,42332,3280,8250
200902,울산광역시,25087,2811,5611
200903,울산광역시,41490,3563,7734
200904,울산광역시,48386,3281,10082
200905,울산광역시,33262,3151,7896
200906,울산광역시,26220,3239,6092
200907,울산광역시,22893,3519,5092
200908,울산광역시,31586,3654,6899
200909,울산광역시,54465,2799,9624
200910,울산광역시,57078,3127,10341
200911,울산광역시,47900,2742,9019
200912,울산광역시,46949,3037,8239
201001,울산광역시,44890,3038,7182
201002,울산광역시,39891,2744,6534
201003,울산광역시,48858,3301,9192
201004,울산광역시,52213,3025,11956
201005,울산광역시,40027,3277,9957
201006,울산광역시,29580,3392,7137
201007,울산광역시,24395,3854,5557
201008,울산광역시,22210,3596,4942
201009,울산광역시,59482,3099,8904
201010,울산광역시,58423,2659,10901
201011,울산광역시,46738,3107,10403
201012,울산광역시,55001,3113,11261
201101,울산광역시,41413,3204,7898
201102,울산광역시,34385,2464,6123
201103,울산광역시,53645,3605,8473
201104,울산광역시,49019,3062,9158
201105,울산광역시,36108,3441,9956
201106,울산광역시,28830,3459,7828
201107,울산광역시,25672,3871,6597
201108,울산광역시,30167,3666,7874
201109,울산광역시,55951,3425,11923
201110,울산광역시,49822,2715,11909
201111,울산광역시,49982,2945,11668
201112,울산광역시,60148,3430,10360
201201,울산광역시,51086,3084,9978
201202,울산광역시,53313,2867,9895
201203,울산광역시,57840,3111,11105
201204,울산광역시,53378,3154,11550
201205,울산광역시,45065,3564,10521
201206,울산광역시,28738,3243,6224
201207,울산광역시,26802,4274,5716
201208,울산광역시,28101,3643,6820
201209,울산광역시,61810,2991,11185
201210,울산광역시,61832,3219,11065
201211,울산광역시,49637,3086,9482
201212,울산광역시,46100,2869,8368
201301,울산광역시,50167,3121,9117
201302,울산광역시,58144,3014,10633
201303,울산광역시,62359,3155,12330
201304,울산광역시,54467,3307,10061
201305,울산광역시,38914,3620,8344
201306,울산광역시,27940,3437,6095
201307,울산광역시,28828,4262,5750
201308,울산광역시,33752,3377,6741
201309,울산광역시,61679,2730,10319
201310,울산광역시,60447,2859,10435
201311,울산광역시,56888,2909,9396
201312,울산광역시,51915,2741,7849
201401,울산광역시,62851,2834,8996
201402,울산광역시,60810,2518,10135
201403,울산광역시,58879,2920,10825
201404,울산광역시,60521,3073,11657
201405,울산광역시,43262,3276,8267
201406,울산광역시,32923,2821,6362
201407,울산광역시,36816,3555,6112
201408,울산광역시,34385,3150,6018
201409,울산광역시,59655,3040,8620
201410,울산광역시,57686,2722,9287
201411,울산광역시,67668,2677,10685
201412,울산광역시,62284,2754,9665
201501,울산광역시,50576,2760,8473
201502,울산광역시,57617,2590,8334
201503,울산광역시,68067,3164,9908
201504,울산광역시,56680,2910,9934
201505,울산광역시,44998,3217,8487
201506,울산광역시,33280,2591,5636
201507,울산광역시,30773,3527,5161
201508,울산광역시,33989,3441,6141
201509,울산광역시,67148,2767,9537
201510,울산광역시,62164,2983,9134
201511,울산광역시,55025,2508,9116
201512,울산광역시,66314,2784,11178
201601,울산광역시,58227,2693,7769
201602,울산광역시,60177,2615,8833
201603,울산광역시,63561,2698,9947
201604,울산광역시,52784,2632,9421
201605,울산광역시,40852,3173,7679
201606,울산광역시,31773,3308,5666
201607,울산광역시,32285,3725,5039
201608,울산광역시,36151,3724,5823
201609,울산광역시,57110,2841,8478
201610,울산광역시,58892,2838,9032
201611,울산광역시,60479,2843,10433
201612,울산광역시,71025,2635,9276
201701,울산광역시,49979,2796,7426
201702,울산광역시,45177,2632,6593
201703,울산광역시,63835,2816,8717
201704,울산광역시,59291,2907,8534
201705,울산광역시,46014,3543,7222
201706,울산광역시,36098,3160,5636
201707,울산광역시,32729,3794,4965
201708,울산광역시,37811,3543,5014
201709,울산광역시,60454,2969,7098
201710,울산광역시,52585,2583,6899
201711,울산광역시,69546,2866,8294
201712,울산광역시,80805,2546,8142
201801,울산광역시,69655,2663,7821
201802,울산광역시,46792,2506,5704
201803,울산광역시,60941,2749,8115
201804,울산광역시,65522,3003,10024
201805,울산광역시,43863,2991,7361
201806,울산광역시,33860,3182,5229
201807,울산광역시,30755,3625,4502
201808,울산광역시,31465,3142,4546
201809,울산광역시,61582,2783,7629
201810,울산광역시,64802,2925,8579
201811,울산광역시,60712,2693,9052
201812,울산광역시,70234,2572,8796
201901,울산광역시,48167,2705,6285
201902,울산광역시,43647,2564,5227
201903,울산광역시,59896,2936,6879
201904,울산광역시,61700,2968,8019
201905,울산광역시,48035,3693,7730
201906,울산광역시,32896,2851,5512
201907,울산광역시,34341,3558,4717
201908,울산광역시,32118,3609,4529
201909,울산광역시,56602,3105,6681
201910,울산광역시,62472,3122,7920
201911,울산광역시,62239,2888,8563
201912,울산광역시,66903,2882,8335
202001,울산광역시,59817,2677,6616
202002,울산광역시,35896,2407,4332
202003,울산광역시,21030,2684,2713
202004,울산광역시,20549,3133,2265
202005,울산광역시,28966,3613,2509
202006,울산광역시,29281,3539,2812
202007,울산광역시,25578,3053,2564
202008,울산광역시,21493,3364,2042
202009,울산광역시,30890,3054,2420
202010,울산광역시,36393,3044,2724
202011,울산광역시,39219,2829,3569
202012,울산광역시,23466,2907,2499
202101,울산광역시,16137,2489,1811
202102,울산광역시,21035,2455,1999
202103,울산광역시,40597,2592,3112
202104,울산광역시,38380,2605,3715
202105,울산광역시,20595,2525,2278
202106,울산광역시,21421,2942,2270
202107,울산광역시,22873,3337,2227
202108,울산광역시,20061,2905,1863
202109,울산광역시,34202,2733,2760
202110,울산광역시,44099,2862,5167
202111,울산광역시,49633,2612,4395
202112,울산광역시,32392,2545,3968
202201,울산광역시,35436,2587,4868
202202,울산광역시,43457,2456,3112
202203,울산광역시,60089,2190,4189
202204,울산광역시,45929,3019,4512
202205,울산광역시,27996,3025,3794
202206,울산광역시,24292,2646,3689
202207,울산광역시,33342,2827,3292
202208,울산광역시,36974,2877,3321
202209,울산광역시,40466,2519,4852
202210,울산광역시,47930,2559,5485
202211,울산광역시,53415,2349,4729
202212,울산광역시,54173,2501,4896
200601,세종특별자치시,2405,269,758
200602,세종특별자치시,1889,287,750
200603,세종특별자치시,2790,330,1020
200604,세종특별자치시,2814,274,1103
200605,세종특별자치시,2205,317,889
200606,세종특별자치시,1627,313,707
200607,세종특별자치시,1336,302,524
200608,세종특별자치시,1509,354,627
200609,세종특별자치시,3245,260,1050
200610,세종특별자치시,2235,275,933
200611,세종특별자치시,2845,261,1066
200612,세종특별자치시,2958,267,1022
200701,세종특별자치시,3315,292,1044
200702,세종특별자치시,2080,299,642
200703,세종특별자치시,2846,340,953
200704,세종특별자치시,3145,328,1100
200705,세종특별자치시,2348,342,902
200706,세종특별자치시,1693,313,566
200707,세종특별자치시,1670,317,540
200708,세종특별자치시,1665,387,558
200709,세종특별자치시,3751,251,1058
200710,세종특별자치시,3549,307,1127
200711,세종특별자치시,3417,309,1070
200712,세종특별자치시,3520,269,1020
200801,세종특별자치시,3331,382,908
200802,세종특별자치시,4098,315,1095
200803,세종특별자치시,3293,286,1060
200804,세종특별자치시,2940,354,1017
200805,세종특별자치시,2548,323,836
200806,세종특별자치시,2068,320,574
200807,세종특별자치시,1536,366,484
200808,세종특별자치시,2100,256,580
200809,세종특별자치시,3638,278,847
200810,세종특별자치시,3609,282,1019
200811,세종특별자치시,3411,305,1020
200812,세종특별자치시,4449,296,1274
200901,세종특별자치시,3339,304,1114
200902,세종특별자치시,2270,264,821
200903,세종특별자치시,3207,321,955
200904,세종특별자치시,3321,306,1132
200905,세종특별자치시,2730,345,905
200906,세종특별자치시,2121,335,755
200907,세종특별자치시,1724,290,678
200908,세종특별자치시,2979,337,773
200909,세종특별자치시,4834,256,991
200910,세종특별자치시,5037,281,1160
200911,세종특별자치시,3999,229,911
200912,세종특별자치시,3801,231,833
201001,세종특별자치시,3880,312,706
201002,세종특별자치시,3259,234,666
201003,세종특별자치시,4302,274,873
201004,세종특별자치시,4203,260,957
201005,세종특별자치시,3108,278,931
201006,세종특별자치시,2224,304,638
201007,세종특별자치시,1951,337,511
201008,세종특별자치시,2018,287,483
201009,세종특별자치시,4904,257,798
201010,세종특별자치시,4644,217,1024
201011,세종특별자치시,3878,289,915
201012,세종특별자치시,4320,252,1075
201101,세종특별자치시,3580,266,796
201102,세종특별자치시,3007,229,686
201103,세종특별자치시,4312,304,848
201104,세종특별자치시,3842,274,914
201105,세종특별자치시,3071,259,943
201106,세종특별자치시,2312,282,696
201107,세종특별자치시,2348,366,660
201108,세종특별자치시,3521,373,928
201109,세종특별자치시,6298,306,1418
201110,세종특별자치시,5288,276,1459
201111,세종특별자치시,4528,339,1217
201112,세종특별자치시,5988,338,1195
201201,세종특별자치시,5386,345,1215
201202,세종특별자치시,4525,308,1058
201203,세종특별자치시,5650,299,1155
201204,세종특별자치시,4852,258,1167
201205,세종특별자치시,3959,356,999
201206,세종특별자치시,2805,312,666
201207,세종특별자치시,2643,412,661
201208,세종특별자치시,3154,441,671
201209,세종특별자치시,6541,361,1052
201210,세종특별자치시,5914,408,1091
201211,세종특별자치시,5346,305,1108
201212,세종특별자치시,4813,349,837
201301,세종특별자치시,5452,345,951
201302,세종특별자치시,5902,344,968
201303,세종특별자치시,6073,344,1041
201304,세종특별자치시,5736,309,995
201305,세종특별자치시,4605,421,926
201306,세종특별자치시,3092,350,566
201307,세종특별자치시,4089,592,711
201308,세종특별자치시,5115,564,805
201309,세종특별자치시,9337,435,1279
201310,세종특별자치시,7501,430,1359
201311,세종특별자치시,7263,392,1270
201312,세종특별자치시,6135,405,1029
201401,세종특별자치시,7619,421,1077
201402,세종특별자치시,10378,413,1333
201403,세종특별자치시,7625,491,1176
201404,세종특별자치시,7117,470,1371
201405,세종특별자치시,5712,565,1063
201406,세종특별자치시,4090,478,706
201407,세종특별자치시,6695,815,1085
201408,세종특별자치시,8178,772,1256
201409,세종특별자치시,13464,740,1756
201410,세종특별자치시,11381,631,1695
201411,세종특별자치시,12185,552,2131
201412,세종특별자치시,10610,627,2123
201501,세종특별자치시,8897,658,1573
201502,세종특별자치시,9501,602,1639
201503,세종특별자치시,12594,673,2040
201504,세종특별자치시,10809,698,2005
201505,세종특별자치시,8308,765,1595
201506,세종특별자치시,5307,553,913
