측정일시,측정소명,이산화질소,오존,일산화탄소,아황산,미세,초미세
20230601,강남구,0.0251,0.0469,0.42,0.0033,40,24
20230601,강남대로,0.0351,0.0282,0.43,0.0029,43,25
20230601,강동구,0.0202,0.0371,0.4,0.0027,46,23
20230601,강변북로,0.0463,0.0251,0.66,0.0029,47,25
20230601,강북구,0.009,0.052,0.36,0.0022,37,22
20230601,강서구,0.0189,0.0484,0.44,0.0035,42,21
20230601,공항대로,0.0329,0.0362,0.43,0.0032,44,23
20230601,관악구,0.0241,0.0453,0.48,0.0034,43,23
20230601,광진구,0.022,0.0456,0.41,0.0026,40,22
20230601,구로구,0.0176,0.0379,0.38,0.0026,42,23
20230601,금천구,0.0185,0.0419,0.44,0.0034,39,24
20230601,노원구,0.0137,0.0464,0.37,0.0026,35,20
20230601,도봉구,0.0114,0.0506,0.48,0.0025,33,19
20230601,도산대로,0.0277,0.0356,0.65,0.0027,47,28
20230601,동대문구,0.0161,0.0525,0.41,0.0033,38,21
20230601,동작구,0.0185,0.0478,0.38,0.0029,37,23
20230601,동작대로,0.0364,0.035,0.53,0.0028,44,26
20230601,마포구,0.0212,0.05,0.42,0.0036,36,22
20230601,서대문구,0.0159,0.0498,0.56,0.0017,34,18
20230601,서초구,0.028,0.0408,0.41,0.0029,43,24
20230601,성동구,0.0248,0.0447,0.41,0.0033,40,25
20230601,성북구,0.0168,0.0488,0.42,0.0021,38,21
20230601,송파구,0.0287,0.0419,0.46,0.0027,45,28
20230601,신촌로,0.0348,0.0301,0.56,0.0031,51,23
20230601,양천구,0.0198,0.0436,0.45,0.0033,40,24
20230601,영등포구,0.0235,0.0409,0.42,0.0031,36,20
20230601,영등포로,0.0317,0.036,0.49,0.0031,43,22
20230601,용산구,0.0225,0.0485,0.46,0.0032,42,25
20230601,은평구,0.0114,0.0496,0.61,0.0018,35,20
20230601,정릉로,0.0317,0.04,0.49,0.0026,39,21
20230601,종로,0.019,0.0381,0.46,0.0035,35,19
20230601,종로구,0.0171,0.0506,0.44,0.003,34,18
20230601,종로구,0.0171,0.0506,0.44,0.003,34,18
20230601,중구,0.0177,0.0472,0.39,0.0026,31,20
20230601,중랑구,0.0204,0.0441,0.39,0.0024,35,21
20230601,천호대로,0.0353,0.0356,0.5,0.0027,40,22
20230601,청계천로,0.027,0.0365,0.46,0.0039,46,24
20230601,한강대로,0.0263,0.0445,0.53,0.0032,45,25
20230601,홍릉로,0.0286,0.0422,0.47,0.0031,38,23
20230601,화랑로,0.0319,0.0321,0.47,0.0026,42,23
20230602,강남구,0.0166,0.0447,0.33,0.003,31,18
20230602,강남대로,0.0268,0.0294,0.36,0.0027,37,22
20230602,강동구,0.0134,0.039,0.32,0.0024,31,17
20230602,강변북로,0.0366,0.0259,0.57,0.0026,37,18
20230602,강북구,0.0064,0.0521,0.32,0.002,30,17
20230602,강서구,0.012,0.0477,0.35,0.0026,30,14
20230602,공항대로,0.0252,0.037,0.34,0.0027,31,15
20230602,관악구,0.016,0.0446,0.38,0.0028,33,17
20230602,광진구,0.0141,0.0464,0.32,0.0024,31,15
20230602,구로구,0.0106,0.0388,0.31,0.002,28,15
20230602,금천구,0.0156,0.037,0.35,0.0031,30,17
20230602,노원구,0.009,0.05,0.32,0.0024,28,16
20230602,도봉구,0.0075,0.0506,0.44,0.0024,30,17
20230602,도산대로,0.0194,0.0344,0.53,0.0024,36,20
20230602,동대문구,0.0108,0.0481,0.35,0.003,30,16
20230602,동작구,0.0127,0.0474,0.3,0.0025,28,17
20230602,동작대로,0.0286,0.0383,0.46,0.0025,35,21
20230602,마포구,0.0142,0.0494,0.34,0.0026,26,15
20230602,서대문구,0.0122,0.0465,0.46,0.002,29,15
20230602,서초구,0.0127,0.0437,0.34,0.0027,34,18
20230602,성동구,0.016,0.0434,0.33,0.0028,31,17
20230602,성북구,0.0116,0.0464,0.37,0.0019,34,17
20230602,송파구,0.0187,0.0441,0.38,0.0023,35,20
20230602,신촌로,0.0301,0.0253,0.55,0.0029,42,18
20230602,양천구,0.0137,0.0441,0.37,0.0028,29,17
20230602,영등포구,0.0153,0.0469,0.35,0.0026,28,16
20230602,영등포로,0.0272,0.033,0.45,0.0027,32,18
20230602,용산구,0.0144,0.0472,0.39,0.0029,33,19
20230602,은평구,0.0096,0.0456,0.6,0.0017,32,17
20230602,정릉로,0.0228,0.0396,0.41,0.0026,31,16
20230602,종로,0.0148,0.0351,0.41,0.0031,28,14
20230602,종로구,0.0122,0.0459,0.38,0.0026,27,13
20230602,종로구,0.0122,0.0459,0.38,0.0026,27,13
20230602,중구,0.0127,0.0426,0.34,0.0023,23,14
20230602,중랑구,0.0155,0.0436,0.32,0.0023,29,17
20230602,천호대로,0.0221,0.0412,0.39,0.0023,32,14
20230602,청계천로,0.0202,0.0354,0.39,0.0035,38,18
20230602,한강대로,0.021,0.0413,0.48,0.003,38,20
20230602,홍릉로,0.0218,0.0405,0.45,0.0028,31,18
20230602,화랑로,0.0229,0.0388,0.35,0.0025,34,17
20230603,강남구,0.0166,0.0487,0.33,0.0033,32,15
20230603,강남대로,0.0257,0.0318,0.32,0.003,34,15
20230603,강동구,0.0128,0.0378,0.33,0.0027,32,13
20230603,강변북로,0.0288,0.0333,0.51,0.0028,37,14
20230603,강북구,0.007,0.0526,0.32,0.0023,33,12
20230603,강서구,0.0144,0.0483,0.4,0.003,34,12
20230603,공항대로,0.0253,0.0385,0.38,0.0032,40,14
20230603,관악구,0.0171,0.0464,0.4,0.0032,36,15
20230603,광진구,0.0157,0.0463,0.28,0.0027,34,12
20230603,구로구,0.0097,0.042,0.32,0.0024,33,10
20230603,금천구,0.0127,0.0413,0.37,0.0032,28,13
20230603,노원구,0.0099,0.0496,0.34,0.0026,31,13
20230603,도봉구,0.009,0.0523,0.38,0.0028,31,12
20230603,도산대로,0.0185,0.0384,0.5,0.0027,37,17
20230603,동대문구,0.0111,0.0502,0.36,0.0033,33,13
20230603,동작구,0.0118,0.0505,0.31,0.0028,30,14
20230603,동작대로,0.025,0.0437,0.46,0.0029,38,17
20230603,마포구,0.0144,0.0509,0.37,0.0032,30,14
20230603,서대문구,0.0115,0.0483,0.3,0.0035,29,10
20230603,서초구,0.0136,0.0448,0.35,0.003,38,14
20230603,성동구,0.0146,0.0476,0.32,0.0029,32,16
20230603,성북구,0.0131,0.0472,0.36,0.0023,35,13
20230603,송파구,0.0168,0.0457,0.38,0.0027,35,16
20230603,신촌로,0.0265,0.03,0.53,0.003,39,14
20230603,양천구,0.0146,0.0452,0.39,0.0031,31,13
20230603,영등포구,0.0163,0.049,0.36,0.003,30,12
20230603,영등포로,0.0259,0.0367,0.45,0.0029,34,14
20230603,용산구,0.0155,0.048,0.44,0.0033,38,15
20230603,은평구,0.0094,0.0451,0.58,0.0019,31,13
20230603,정릉로,0.0211,0.0411,0.42,0.0029,32,13
20230603,종로,0.0166,0.0355,0.42,0.0034,33,11
20230603,종로구,0.0124,0.0492,0.38,0.003,29,10
20230603,종로구,0.0124,0.0492,0.38,0.003,29,10
20230603,중구,0.0141,0.0444,0.35,0.0027,25,12
20230603,중랑구,0.0133,0.045,0.31,0.0025,30,15
20230603,천호대로,0.0218,0.0414,0.38,0.0027,39,13
20230603,청계천로,0.0168,0.0389,0.36,0.0042,39,15
20230603,한강대로,0.0219,0.0442,0.5,0.0034,40,16
20230603,홍릉로,0.0199,0.044,0.4,0.0032,33,14
20230603,화랑로,0.0232,0.0365,0.39,0.0027,35,14
20230604,강남구,0.0109,0.0711,0.37,0.0036,35,19
20230604,강남대로,0.0171,0.0549,0.29,0.003,36,19
20230604,강동구,0.0086,0.0584,0.35,0.0029,36,18
20230604,강변북로,0.0228,0.0561,0.53,0.0031,44,19
20230604,강북구,0.0081,0.0662,0.38,0.0026,34,18
20230604,강서구,0.0103,0.0721,0.42,0.0033,40,17
20230604,공항대로,0.014,0.0671,0.37,0.0033,38,17
20230604,관악구,0.0106,0.0742,0.42,0.0033,38,19
20230604,광진구,0.0113,0.0695,0.28,0.003,34,16
20230604,구로구,0.0061,0.0617,0.35,0.0026,39,16
20230604,금천구,0.0095,0.0636,0.39,0.0033,35,19
20230604,노원구,0.0102,0.0643,0.39,0.003,33,17
20230604,도봉구,0.0088,0.0655,0.43,0.0032,35,18
20230604,도산대로,0.0129,0.0585,0.51,0.003,44,23
20230604,동대문구,0.0095,0.0725,0.41,0.0037,38,18
20230604,동작구,0.0084,0.0704,0.33,0.003,31,17
20230604,동작대로,0.0182,0.069,0.45,0.0028,38,19
20230604,마포구,0.0112,0.0805,0.41,0.0035,32,19
20230604,서대문구,0.0119,0.0672,0.35,0.0041,38,18
