측정일시,측정소명,이산화질소,오존,일산화탄소,아황산,미세,초미세
20230301,강남구,0.021,0.035,0.4,0.003,34,17
20230301,강남대로,0.025,0.025,0.6,0.003,42,21
20230301,강동구,0.016,0.028,0.3,0.002,36,20
20230301,강변북로,0.032,0.023,0.4,0.003,41,23
20230301,강북구,0.016,0.037,0.4,0.003,34,17
20230301,강서구,0.023,0.032,0.4,0.003,44,21
20230301,공항대로,0.03,0.023,0.4,0.003,44,19
20230301,관악구,0.02,0.03,0.4,0.003,35,17
20230301,광진구,0.016,0.03,0.4,0.003,32,18
20230301,구로구,0.017,0.029,0.4,0.003,41,18
20230301,금천구,0.024,0.034,0.4,0.004,32,20
20230301,노원구,0.019,0.032,0.4,0.003,35,20
20230301,도봉구,0.016,0.035,0.5,0.003,34,18
20230301,도산대로,0.027,0.029,0.5,0.003,40,23
20230301,동대문구,0.019,0.035,0.4,0.003,34,18
20230301,동작구,0.019,0.036,0.3,0.002,34,20
20230301,동작대로,0.027,0.032,0.4,0.003,34,17
20230301,마포구,0.025,0.029,0.4,0.003,29,18
20230301,서대문구,0.011,0.036,0.5,0.003,36,15
20230301,서초구,0.015,0.034,0.4,0.003,38,19
20230301,성동구,0.021,0.033,0.4,0.003,35,17
20230301,성북구,0.02,0.034,0.4,0.003,38,18
20230301,송파구,0.023,0.031,0.4,0.003,36,18
20230301,신촌로,0.028,0.024,0.5,0.003,42,22
20230301,양천구,0.022,0.026,0.4,0.003,40,21
20230301,영등포구,0.022,0.031,0.5,0.003,33,18
20230301,영등포로,0.028,0.027,0.5,0.003,37,21
20230301,용산구,0.018,0.037,0.4,0.003,34,18
20230301,은평구,0.015,0.036,0.4,0.002,35,19
20230301,정릉로,0.029,0.026,0.5,0.003,34,17
20230301,종로,0.017,0.032,0.4,0.003,32,16
20230301,종로구,0.016,0.037,0.4,0.003,33,17
20230301,종로구,0.016,0.037,0.4,0.003,33,17
20230301,중구,0.019,0.04,0.4,0.003,32,23
20230301,중랑구,0.02,0.033,0.4,0.002,34,19
20230301,천호대로,0.031,0.024,0.4,0.003,38,21
20230301,청계천로,0.02,0.033,0.4,0.003,35,19
20230301,한강대로,0.022,0.031,0.5,0.004,42,19
20230301,홍릉로,0.025,0.027,0.1,0.003,33,20
20230301,화랑로,0.032,0.023,0.4,0.003,34,17
20230302,강남구,0.013,0.036,0.3,0.003,48,11
20230302,강남대로,0.019,0.026,0.4,0.002,67,10
20230302,강동구,0.01,0.032,0.3,0.002,52,11
20230302,강변북로,0.02,0.028,0.3,0.003,67,12
