측정일시,측정소명,이산화질소,오존,일산화탄소,아황산,미세,초미세
20231101,강남구,0.0174,0.0433,0.37,0.0031,49,25
20231101,강남대로,0.0261,0.0312,0.59,0.0022,44,28
20231101,강동구,0.0192,0.0412,0.53,0.0024,54,29
20231101,강변북로,0.0291,0.0324,0.5,0.0028,53,26
20231101,강북구,0.0192,0.0453,0.46,0.0025,46,25
20231101,강서구,0.0143,0.046,0.4,0.003,42,19
20231101,공항대로,0.0207,0.0395,0.38,0.0029,38,19
20231101,관악구,0.0126,0.053,0.39,0.0028,43,21
20231101,광진구,0.0248,0.0401,0.35,0.0023,43,21
20231101,구로구,0.0117,0.039,0.29,0.0022,44,23
20231101,금천구,0.0175,0.0472,0.43,0.0026,48,25
20231101,노원구,0.0217,0.0377,0.44,0.0027,44,25
20231101,도봉구,0.0183,0.0443,0.76,0.0026,48,29
20231101,도산대로,0.0234,0.0321,0.58,0.0029,58,26
20231101,동대문구,0.0182,0.0454,0.11,0.0038,53,27
20231101,동작구,0.0111,0.0641,0.32,0.0025,41,23
20231101,동작대로,0.0327,0.0376,0.5,0.0028,46,25
20231101,마포구,0.0183,0.0481,0.41,0.003,41,22
20231101,서대문구,0.0156,0.0515,0.52,0.0022,43,24
20231101,서초구,0.0152,0.0402,0.37,0.0027,59,30
20231101,성동구,0.0152,0.0406,0.34,0.0024,43,23
20231101,성북구,0.0174,0.0378,0.5,0.0021,52,28
20231101,송파구,0.018,0.0462,0.39,0.0025,45,24
20231101,신촌로,0.0258,0.0323,0.49,0.003,47,23
20231101,양천구,0.0149,0.0458,0.4,0.0028,42,20
20231101,영등포구,0.0173,0.044,0.41,0.0029,38,22
20231101,영등포로,0.03,0.0329,0.5,0.003,44,22
20231101,용산구,0.0179,0.0439,0.4,0.0033,42,23
20231101,은평구,0.0155,0.0442,0.61,0.0027,51,27
20231101,정릉로,0.0349,0.0276,0.52,0.0027,47,25
20231101,종로,0.0301,0.0327,0.56,0.0035,48,22
20231101,종로구,0.0185,0.0449,0.47,0.0036,48,25
20231101,종로구,0.0185,0.0449,0.47,0.0036,48,25
20231101,중구,0.0205,0.0421,0.42,0.003,42,25
20231101,중랑구,0.0178,0.0387,0.38,0.0023,40,24
20231101,천호대로,0.0276,0.0363,0.45,0.0027,46,23
20231101,청계천로,0.0281,0.0335,0.62,0.0037,50,13
20231101,한강대로,0.0261,0.0376,0.55,0.0034,61,33
20231101,홍릉로,0.0283,0.0352,0.49,0.0033,47,22
20231101,화랑로,0.0303,0.0304,0.46,0.0029,44,23
20231102,강남구,0.0144,0.0491,0.38,0.0037,40,19
20231102,강남대로,0.028,0.0336,0.6,0.0028,39,21
20231102,강동구,0.0186,0.045,0.55,0.0028,46,20
20231102,강변북로,0.0284,0.0382,0.51,0.0031,43,20
20231102,강북구,0.0116,0.0568,0.39,0.0025,38,20
20231102,강서구,0.0125,0.0497,0.35,0.003,36,14
20231102,공항대로,0.0182,0.0443,0.31,0.0029,33,15
20231102,관악구,0.012,0.0537,0.39,0.003,39,18
20231102,광진구,0.0225,0.0463,0.35,0.0027,38,17
20231102,구로구,0.009,0.0433,0.26,0.0024,34,17
20231102,금천구,0.0156,0.0503,0.45,0.003,42,18
20231102,노원구,0.0172,0.0447,0.41,0.003,38,21
20231102,도봉구,0.014,0.0562,0.66,0.0028,39,21
20231102,도산대로,0.0215,0.0356,0.58,0.0034,47,16
20231102,동대문구,0.0135,0.0537,0.12,0.0037,45,21
20231102,동작구,0.0116,0.0617,0.35,0.003,36,19
20231102,동작대로,0.0328,0.0416,0.52,0.0032,45,20
20231102,마포구,0.0141,0.0545,0.36,0.0031,35,18
20231102,서대문구,0.0129,0.0573,0.49,0.0022,37,20
20231102,서초구,0.0165,0.0408,0.38,0.0031,55,23
20231102,성동구,0.0134,0.0443,0.33,0.0028,39,20
20231102,성북구,0.0124,0.0481,0.47,0.0023,43,22
20231102,송파구,0.0172,0.0467,0.39,0.0029,39,19
20231102,신촌로,0.027,0.0349,0.5,0.0034,45,20
20231102,양천구,0.0125,0.0515,0.36,0.0029,40,17
20231102,영등포구,0.0141,0.0483,0.37,0.003,34,18
20231102,영등포로,0.0261,0.0386,0.44,0.0032,38,18
20231102,용산구,0.0149,0.0486,0.41,0.0036,38,19
20231102,은평구,0.0127,0.0493,0.6,0.0028,43,22
