측정일시,측정소명,이산화질소,오존,일산화탄소,아황산,미세,초미세
20231001,강남구,0.0078,0.0393,0.3,0.003,27,10
20231001,강남대로,0.0177,0.0227,0.42,0.0023,23,9
20231001,강동구,,,,,,
20231001,강변북로,0.0109,0.0338,0.38,0.0028,26,8
20231001,강북구,0.0043,0.0419,0.32,0.0022,24,8
20231001,강서구,0.0084,0.0375,0.33,0.0026,26,7
20231001,공항대로,0.013,0.0312,0.33,0.0027,25,9
20231001,관악구,0.009,0.0398,0.35,0.0028,31,11
20231001,광진구,0.0125,0.0379,0.32,0.0026,28,9
20231001,구로구,0.0063,0.0298,0.26,0.0026,23,8
20231001,금천구,0.0108,0.0349,0.42,0.0026,24,7
20231001,노원구,0.0069,0.0391,0.34,0.0022,26,10
20231001,도봉구,0.0044,0.0437,0.18,0.0029,23,8
20231001,도산대로,0.0095,0.0296,0.32,0.0036,27,6
20231001,동대문구,0.005,0.0406,0.32,0.0031,29,10
20231001,동작구,0.0078,0.0433,0.27,0.0024,27,9
20231001,동작대로,0.0172,0.0343,0.43,0.0026,30,10
20231001,마포구,0.0096,0.0379,0.35,0.0023,28,11
20231001,서대문구,0.006,0.0358,0.27,0.0035,24,10
20231001,서초구,0.0073,0.0351,0.28,0.0036,29,7
20231001,성동구,0.0068,0.0374,0.27,0.0024,26,9
20231001,성북구,0.0105,0.0367,0.35,0.0027,27,6
20231001,송파구,0.009,0.0378,0.34,0.0023,28,9
20231001,신촌로,0.0169,0.0243,0.42,0.0026,32,11
20231001,양천구,0.0098,0.0387,0.36,0.0028,27,7
20231001,영등포구,0.0074,0.0395,0.33,0.0026,25,8
20231001,영등포로,0.0139,0.0316,0.4,0.0027,27,11
20231001,용산구,0.0083,0.0369,0.38,0.0032,30,10
20231001,은평구,0.0063,0.0292,0.32,0.0023,24,10
20231001,정릉로,0.0127,0.0353,0.38,0.0025,27,10
20231001,종로,0.0085,0.0357,0.38,0.0026,26,7
20231001,종로구,0.0081,0.0403,0.34,0.0028,26,10
20231001,종로구,0.0081,0.0403,0.34,0.0028,26,10
20231001,중구,0.0087,0.0407,0.32,0.0028,22,8
20231001,중랑구,0.0077,0.041,0.29,0.0022,27,10
20231001,천호대로,0.0165,0.0296,0.37,0.0023,27,8
20231001,청계천로,0.0102,0.0341,0.34,0.0018,30,11
20231001,한강대로,0.0133,0.0325,0.42,0.0027,31,9
20231001,홍릉로,0.0131,0.0353,0.37,0.0028,27,9
20231001,화랑로,0.0153,0.029,0.35,0.0025,30,9
20231002,강남구,0.0163,0.0256,0.33,0.0029,18,9
20231002,강남대로,0.0233,0.0149,0.42,0.0028,16,6
20231002,강동구,,,,,,
20231002,강변북로,0.0154,0.0228,0.43,0.0028,18,9
20231002,강북구,0.0066,0.0341,0.32,0.0019,14,7
20231002,강서구,0.0157,0.0271,0.39,0.0025,18,7
20231002,공항대로,0.0233,0.0196,0.39,0.0025,21,10
20231002,관악구,0.0176,0.0302,0.43,0.0025,22,10
20231002,광진구,0.017,0.0263,0.31,0.0026,19,8
20231002,구로구,0.0127,0.0211,0.29,0.0024,15,6
20231002,금천구,0.0151,0.0295,0.39,0.0026,15,7
20231002,노원구,0.0111,0.0307,0.35,0.0022,18,9
20231002,도봉구,0.0092,0.033,0.13,0.0029,13,6
20231002,도산대로,0.0177,0.0197,0.36,0.0036,19,7
20231002,동대문구,0.0132,0.0271,0.37,0.0028,19,9
20231002,동작구,0.0126,0.0357,0.29,0.0023,16,8
20231002,동작대로,0.0285,0.0207,0.5,0.0026,22,10
20231002,마포구,0.0186,0.0268,0.4,0.0023,19,9
20231002,서대문구,0.0078,0.0328,0.23,0.0036,12,8
20231002,서초구,0.0167,0.0223,0.3,0.0034,17,6
20231002,성동구,0.0133,0.0248,0.3,0.0022,19,9
20231002,성북구,0.0186,0.0236,0.37,0.0025,18,6
20231002,송파구,0.0162,0.0263,0.37,0.0023,19,9
20231002,신촌로,0.0197,0.0203,0.43,0.0027,23,10
20231002,양천구,0.0166,0.0282,0.39,0.0024,17,8
20231002,영등포구,0.0174,0.028,0.38,0.0024,17,8
20231002,영등포로,0.0217,0.0224,0.45,0.0029,19,10
20231002,용산구,0.0163,0.0249,0.43,0.0031,21,10
20231002,은평구,0.0084,0.0272,0.22,0.0023,14,6
20231002,정릉로,0.0196,0.0216,0.42,0.0024,19,10
20231002,종로,0.0144,0.0243,0.42,0.0025,16,6
20231002,종로구,0.0148,0.0298,0.37,0.0027,16,9
20231002,종로구,0.0148,0.0298,0.37,0.0027,16,9
20231002,중구,0.0151,0.0312,0.34,0.0027,13,7
20231002,중랑구,0.0098,0.0353,0.27,0.0022,17,8
20231002,천호대로,0.0234,0.018,0.43,0.0023,21,9
20231002,청계천로,0.0176,0.0232,0.38,0.0018,19,8
20231002,한강대로,0.0201,0.0216,0.47,0.0026,19,7
20231002,홍릉로,0.02,0.0229,0.42,0.0027,19,9
20231002,화랑로,0.0211,0.019,0.39,0.0025,23,9
