측정일시,측정소명,이산화질소,오존,일산화탄소,아황산,미세,초미세
20230501,강남구,0.014,0.047,0.3,0.003,41,16
20230501,강남대로,0.022,0.036,0.4,0.002,48,20
20230501,강동구,0.012,0.039,0.3,0.002,43,17
20230501,강변북로,0.026,0.032,0.5,0.003,52,19
20230501,강북구,0.009,0.045,0.4,0.002,43,14
20230501,강서구,0.014,0.045,0.4,0.003,49,16
20230501,공항대로,0.019,0.04,0.3,0.003,43,13
20230501,관악구,0.014,0.04,0.4,0.003,46,19
20230501,광진구,0.013,0.042,0.3,0.002,42,15
20230501,구로구,0.011,0.036,0.3,0.003,47,18
20230501,금천구,0.012,0.041,0.4,0.003,39,18
20230501,노원구,0.013,0.041,0.4,0.002,42,19
20230501,도봉구,0.009,0.044,0.5,0.003,43,18
20230501,도산대로,0.011,0.042,0.5,0.003,49,20
20230501,동대문구,0.011,0.046,0.4,0.003,45,16
20230501,동작구,0.011,0.048,0.3,0.002,39,16
20230501,동작대로,0.022,0.041,0.4,0.002,42,17
20230501,마포구,0.014,0.043,0.4,0.003,39,19
20230501,서대문구,0.007,0.046,0.3,0.003,44,16
20230501,서초구,0.01,0.04,0.3,0.002,42,18
20230501,성동구,0.014,0.045,0.3,0.002,42,15
20230501,성북구,0.013,0.043,0.4,0.002,49,18
20230501,송파구,0.015,0.046,0.4,0.002,45,18
20230501,신촌로,0.023,0.031,0.4,0.003,52,19
20230501,양천구,0.014,0.038,0.4,0.003,41,15
20230501,영등포구,0.015,0.041,0.3,0.003,38,13
20230501,영등포로,0.024,0.034,0.4,0.003,44,17
20230501,용산구,0.014,0.047,0.4,0.003,44,18
20230501,은평구,0.008,0.044,0.5,0.002,47,21
20230501,정릉로,0.02,0.039,0.4,0.003,47,17
20230501,종로,0.014,0.032,0.4,0.003,43,15
20230501,종로구,0.011,0.046,0.4,0.002,42,16
20230501,종로구,0.011,0.046,0.4,0.002,42,16
20230501,중구,0.013,0.044,0.4,0.003,37,16
20230501,중랑구,0.014,0.043,0.3,0.002,43,18
20230501,천호대로,0.019,0.04,0.4,0.002,46,16
20230501,청계천로,0.015,0.04,0.4,0.003,45,17
20230501,한강대로,0.017,0.044,0.5,0.004,52,20
20230501,홍릉로,0.019,0.04,0.4,0.003,44,19
20230501,화랑로,0.021,0.034,0.4,0.003,46,17
20230502,강남구,0.029,0.033,0.4,0.003,30,13
20230502,강남대로,0.04,0.022,0.5,0.003,37,12
20230502,강동구,0.023,0.031,0.3,0.003,30,13
20230502,강변북로,0.044,0.019,0.5,0.003,35,12
20230502,강북구,0.015,0.046,0.4,0.003,30,10
20230502,강서구,0.027,0.039,0.4,0.003,37,12
20230502,공항대로,0.038,0.026,0.4,0.003,37,13
20230502,관악구,0.03,0.031,0.4,0.003,31,14
20230502,광진구,0.024,0.035,0.3,0.003,29,11
20230502,구로구,0.024,0.029,0.4,0.003,35,11
20230502,금천구,0.02,0.038,0.4,0.003,26,13
20230502,노원구,0.022,0.04,0.4,0.003,29,13
20230502,도봉구,0.017,0.041,0.5,0.003,25,11
20230502,도산대로,0.025,0.027,0.6,0.003,36,14
20230502,동대문구,0.023,0.039,0.4,0.003,31,11
20230502,동작구,0.026,0.037,0.4,0.003,28,12
