측정일시,측정소명,이산화질소,오존,일산화탄소,아황산,미세,초미세
20230101,강남구,0.025,0.024,0.6,0.004,55,38
20230101,강남대로,0.026,0.02,0.6,0.004,57,40
20230101,강동구,0.028,0.016,0.7,0.003,59,46
20230101,강변북로,0.032,0.016,1,0.003,54,40
20230101,강북구,0,0.025,0.7,0.004,53,36
20230101,강서구,0.021,0.025,0.6,0.004,66,40
20230101,공항대로,0.019,0.024,0.6,0.003,56,39
20230101,관악구,0.025,0.02,0.7,0.003,58,37
20230101,광진구,0.018,0.017,0.8,0.003,51,38
20230101,구로구,0.019,0.021,0.4,0.003,56,38
20230101,금천구,0.024,0.023,0.6,0.004,50,41
20230101,노원구,0.032,0.021,0.8,0.004,53,40
20230101,도봉구,0.021,0.028,0.7,0.003,46,34
20230101,도산대로,0.024,0.019,1,0.004,57,40
20230101,동대문구,0.024,0.024,0.7,0.004,55,40
20230101,동작구,0.023,0.025,0.6,0.004,59,43
20230101,동작대로,0.027,0.023,0.7,0.004,61,39
20230101,마포구,0.023,0.019,0.7,0.003,52,43
20230101,서대문구,0.025,0.022,0.7,0.005,56,39
20230101,서초구,0.018,0.024,0.5,0.003,56,40
20230101,성동구,0.029,0.021,0.6,0.004,56,35
20230101,성북구,0.031,0.02,0.9,0.004,48,36
20230101,송파구,0.031,0.018,0.7,0.003,53,37
20230101,신촌로,0.03,0.016,0.7,0.005,66,45
20230101,양천구,0.024,0.019,0.6,0.003,56,42
20230101,영등포구,0.024,0.023,0.6,0.004,54,37
20230101,영등포로,0.026,0.02,0.7,0.004,56,40
20230101,용산구,0.02,0.024,0.7,0.004,52,39
20230101,은평구,0.022,0.023,0.9,0.004,58,39
20230101,정릉로,0.035,0.015,0.8,0.004,56,42
20230101,종로,0.026,0.022,0.8,0.005,55,35
20230101,종로구,0.023,0.025,0.7,0.004,56,45
20230101,종로구,0.023,0.025,0.7,0.004,56,45
20230101,중구,0.024,0.025,0.6,0.004,57,49
20230101,중랑구,0.032,0.02,0.7,0.003,55,42
20230101,천호대로,0.038,0.014,1,0.004,57,40
20230101,청계천로,0.024,0.023,0.7,0.004,57,38
20230101,한강대로,0.028,0.023,0.7,0.005,61,37
20230101,홍릉로,0.028,0.017,0.7,0.004,50,41
20230101,화랑로,0.035,0.016,0.7,0.003,50,36
20230102,강남구,0.02,0.021,0.4,0.003,23,11
20230102,강남대로,0.028,0.014,0.6,0.004,30,11
20230102,강동구,0.02,0.017,0.4,0.003,26,13
20230102,강변북로,0.03,0.014,0.7,0.003,28,13
20230102,강북구,0.005,0.022,0.5,0.003,25,11
20230102,강서구,0.018,0.022,0.4,0.003,31,11
20230102,공항대로,0.024,0.015,0.4,0.003,29,12
20230102,관악구,0.021,0.018,0.5,0.003,25,10
20230102,광진구,0.014,0.017,0.6,0.002,25,13
20230102,구로구,0.016,0.019,0.3,0.003,24,7
20230102,금천구,0.024,0.019,0.5,0.003,22,14
20230102,노원구,0.021,0.022,0.5,0.003,25,14
20230102,도봉구,0.013,0.028,0.4,0.003,21,10
20230102,도산대로,0.025,0.017,0.8,0.004,26,10
20230102,동대문구,0.017,0.023,0.4,0.004,24,12
20230102,동작구,0.021,0.019,0.4,0.003,27,14
20230102,동작대로,0.029,0.016,0.5,0.003,31,14
20230102,마포구,0.017,0.019,0.5,0.003,21,10
20230102,서대문구,0.018,0.02,0.4,0.004,22,9
20230102,서초구,0.019,0.02,0.3,0.003,23,8
20230102,성동구,0.024,0.019,0.4,0.003,25,10
20230102,성북구,0.022,0.02,0.5,0.004,20,10
20230102,송파구,0.025,0.017,0.5,0.003,27,13
20230102,신촌로,0.029,0.013,0.5,0.005,34,15
20230102,양천구,0.019,0.018,0.4,0.003,26,12
20230102,영등포구,0.02,0.018,0.4,0.003,23,10
20230102,영등포로,0.026,0.015,0.5,0.003,26,14
20230102,용산구,0.016,0.021,0.5,0.003,24,14
20230102,은평구,0.016,0.021,0.6,0.004,23,7
20230102,정릉로,0.03,0.013,0.6,0.003,29,13
20230102,종로,0.018,0.021,0.5,0.004,25,10
20230102,종로구,0.018,0.022,0.4,0.003,24,14
20230102,종로구,0.018,0.022,0.4,0.003,24,14
20230102,중구,0.019,0.027,0.4,0.003,23,14
20230102,중랑구,0.023,0.02,0.4,0.003,23,13
20230102,천호대로,0.032,0.014,0.5,0.004,30,12
20230102,청계천로,0.017,0.021,0.4,0.003,25,12
20230102,한강대로,0.023,0.02,0.6,0.004,28,7
20230102,홍릉로,0.023,0.015,0.5,0.004,24,14
20230102,화랑로,0.033,0.016,0.5,0.003,27,12
20230103,강남구,0.03,0.016,0.5,0.003,29,15
20230103,강남대로,0.037,0.009,0.8,0.004,33,16
20230103,강동구,0.027,0.012,0.5,0.003,34,21
20230103,강변북로,0.04,0.01,0.8,0.003,33,19
20230103,강북구,0.022,0.019,0.6,0.003,32,17
20230103,강서구,0.029,0.016,0.5,0.004,37,16
20230103,공항대로,0.035,0.01,0.6,0.003,36,19
20230103,관악구,0.032,0.014,0.6,0.003,30,16
20230103,광진구,0.019,0.013,0.7,0.002,31,19
20230103,구로구,0.026,0.012,0.4,0.003,30,13
20230103,금천구,0.029,0.015,0.5,0.003,25,18
20230103,노원구,0.033,0.017,0.6,0.004,35,22
20230103,도봉구,0.025,0.02,0.5,0.003,26,15
20230103,도산대로,0.034,0.016,0.8,0.004,30,15
20230103,동대문구,0.029,0.017,0.6,0.004,30,17
20230103,동작구,0.032,0.012,0.5,0.003,29,17
20230103,동작대로,0.037,0.012,0.6,0.003,34,18
20230103,마포구,0.029,0.011,0.6,0.003,28,19
20230103,서대문구,0.03,0.014,0.7,0.006,28,14
20230103,서초구,0.031,0.012,0.4,0.003,28,12
20230103,성동구,0.032,0.014,0.5,0.003,29,13
