측정일시,측정소명,이산화질소,오존,일산화탄소,아황산,미세,초미세
20230801,강남구,0.0182,0.0424,0.31,0.0028,30,23
20230801,강남대로,0.0328,0.0331,0.43,0.0021,26,19
20230801,강동구,0.0119,0.0497,0.3,0.0025,28,20
20230801,강변북로,0.0334,0.0341,0.02,0.0029,26,14
20230801,강북구,0.0073,0.0549,0.3,0.0022,32,22
20230801,강서구,0.0167,0.0514,0.39,0.0024,33,24
20230801,공항대로,0.0298,0.0471,0.39,0.0026,37,23
20230801,관악구,0.0159,0.0607,0.38,0.0025,37,26
20230801,광진구,0.0106,0.058,0.28,0.0024,29,21
20230801,구로구,0.0121,0.0512,0.28,0.0022,28,19
20230801,금천구,0.015,0.0543,0.25,0.0031,34,29
20230801,노원구,0.0119,0.0535,0.32,0.002,28,21
20230801,도봉구,0.0075,0.0555,0.45,0.0025,20,16
20230801,도산대로,0.022,0.0447,0.46,0.0028,28,17
20230801,동대문구,0.0085,0.0545,0.25,0.0022,29,22
20230801,동작구,0.0148,0.0645,0.31,0.0025,34,26
20230801,동작대로,0.0338,0.0513,0.46,0.0033,34,27
20230801,마포구,0.0152,0.0623,0.35,0.0029,32,22
20230801,서대문구,0.0105,0.061,0.35,0.0026,22,16
20230801,서초구,0.0176,0.0554,0.34,0.0028,31,15
20230801,성동구,0.0136,0.0599,0.3,0.0028,29,22
20230801,성북구,0.0128,0.055,0.37,0.0028,19,16
20230801,송파구,0.0172,0.0613,0.35,0.0023,35,25
20230801,신촌로,0.0268,0.037,0.43,0.0027,34,24
20230801,양천구,0.0168,0.0505,0.38,0.0024,34,25
20230801,영등포구,0.0201,0.0529,0.33,0.0025,32,26
20230801,영등포로,0.0271,0.0469,0.43,0.0026,34,25
20230801,용산구,0.0198,0.0559,0.39,0.0031,33,25
20230801,은평구,0.0091,0.0386,0.31,0.0029,25,21
20230801,정릉로,0.0313,0.0457,0.4,0.003,32,23
20230801,종로,0.0179,0.0428,0.34,0.0031,29,19
20230801,종로구,0.013,0.0594,0.36,0.0032,26,19
20230801,종로구,0.013,0.0594,0.36,0.0032,26,19
20230801,중구,0.0178,0.0486,0.36,0.0024,24,21
20230801,중랑구,0.009,0.0502,0.27,0.0022,28,21
20230801,천호대로,0.0284,0.0442,0.42,0.0028,30,19
20230801,청계천로,0.0212,0.0429,0.39,0.0018,35,21
20230801,한강대로,0.0255,0.055,0.5,0.0032,34,21
20230801,홍릉로,0.024,0.047,0.37,0.003,30,21
20230801,화랑로,0.0303,0.0378,0.38,0.0023,31,21
20230802,강남구,0.0212,0.0371,0.34,0.0031,37,29
20230802,강남대로,0.0268,0.0205,0.85,0.0023,29,21
20230802,강동구,0.016,0.0325,0.32,0.0027,34,25
20230802,강변북로,0.0341,0.0181,0.92,0.0026,34,20
20230802,강북구,0.0073,0.0378,0.27,0.0022,35,24
20230802,강서구,0.0169,0.0282,0.35,0.0028,34,25
20230802,공항대로,0.0274,0.0268,0.36,0.0031,40,23
20230802,관악구,0.0198,0.0331,0.4,0.0031,41,28
20230802,광진구,0.0162,0.0356,0.33,0.0025,36,26
20230802,구로구,0.0152,0.0278,0.28,0.0027,32,22
20230802,금천구,0.015,0.0296,0.25,0.0033,36,28
20230802,노원구,0.0121,0.0351,0.31,0.0021,31,22
20230802,도봉구,0.0086,0.039,0.43,0.0027,24,17
20230802,도산대로,0.0232,0.0278,0.38,0.0033,33,21
20230802,동대문구,0.01,0.0406,0.22,0.0026,36,26
20230802,동작구,0.0157,0.0361,0.32,0.0025,36,28
20230802,동작대로,0.0311,0.0304,0.47,0.0037,38,28
20230802,마포구,0.0172,0.0344,0.35,0.003,36,25
20230802,서대문구,0.0111,0.0359,0.31,0.0029,25,18
20230802,서초구,0.0174,0.0394,0.35,0.003,37,20
20230802,성동구,0.0194,0.0367,0.33,0.0029,36,27
20230802,성북구,0.0136,0.038,0.36,0.003,21,19
20230802,송파구,0.023,0.0393,0.39,0.0028,40,30
20230802,신촌로,0.0285,0.0197,0.5,0.0028,39,26
20230802,양천구,0.0175,0.0259,0.38,0.0028,35,25
20230802,영등포구,0.0208,0.031,0.25,0.0029,35,27
20230802,영등포로,0.0308,0.0226,0.48,0.003,41,27
