"구분(1)",구분(2),2015.01,2015.02,2015.03,2015.04,2015.05,2015.06,2015.07,2015.08,2015.09,2015.10,2015.11,2015.12,2016.01,2016.02,2016.03,2016.04,2016.05,2016.06,2016.07,2016.08,2016.09,2016.10,2016.11,2016.12,2017.01,2017.02,2017.03,2017.04,2017.05,2017.06,2017.07,2017.08,2017.09,2017.10,2017.11,2017.12,2018.01,2018.02,2018.03,2018.04,2018.05,2018.06,2018.07,2018.08,2018.09,2018.10,2018.11,2018.12,2019.01,2019.02,2019.03,2019.04,2019.05,2019.06,2019.07,2019.08,2019.09,2019.10,2019.11,2019.12,2020.01,2020.02,2020.03,2020.04,2020.05,2020.06,2020.07,2020.08,2020.09,2020.10,2020.11,2020.12,2021.01,2021.02,2021.03,2021.04,2021.05,2021.06,2021.07,2021.08,2021.09,2021.10,2021.11,2021.12,2022.01,2022.02,2022.03,2022.04,2022.05,2022.06,2022.07,2022.08,2022.09,2022.10,2022.11,2022.12,2023.01,2023.02
"경기도",수원,29,34,33,23,24,22,19,22,17,26*,23*,28*,27*,24*,31*,30*,27,25,20,23,25,21,29,29,33,28,40,28,28,25,24,13,21,16,23,30,31,29,33,26,21,24,17,11,15,18,34,25,39,36,46,20,28,19,18,18,13,16,21,29,30,28,25,19,18,21,13,14,11,18,24,26,21,30,33,17,19,19,15,12,7,13,23,22,28,25,23,20,16,11,15,10,12,8,22,19,27,31
"경기도",안양,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,30,31,34,27,32,27,20,16,14,8,18,19,31,39,38,36,42,31,27,28,14,12,14,19,34,27,40,36,46,19,26,17,17,14,11,14,21,33*,33,29,25,20,21,24,15,12,13,20,26,25,19,29,33,17,23,22,14,11,7,12*,24*,23,29,26,24,23,17,14,17,12,14,18,25,19,26,33
"경기도",성남,25,29,27,20,20,18,17,22,12,19,15,21,23,20,30,27,27,26,19,21,22,19,25,27,30,26,35,26,26,26,26,15,23,18,28,34,35,31,35,25,21,23,17,11,15*,17,32,26,38,34,42,16,24,17,17,15,11,14,20,29,28,28,25,20,17,20,12,13,10,16,22,26,20,29,30,16,17,18,13,11,6,12,25,23,29,26,23,20,15,11,13,9,10,14,22,19,26,31
"경기도",의정부,-,-,-,-,-,-,-,-,-,-,38,54,49,35,43,38,31,29,19,17,26,30,46,49,53,45,38,26,22,17,13,6**,13,14,27,37,35,33,36,25,22,19,10,8,9*,17,35,32,38,30,44,16,25,18,18,14,11,15,22,31,33,29,25,18,16,18,11,12,10,16,24,28,21,28,29,17,18,17,13,11,7,13,27,24,29,25,21,20,16,12,14,12,10,13,23,21,26,29
"경기도",광명,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,28,25,34,27,30,27,26,15,26,22,29*,37,37,32,38,27,22,23,15,11,14,18,37,30,42,37,49,20,26,17,17,16,13,17,23,32,32,31,27,21,18,21,13,14,11,19,26,30,25,35,39,18,21,19,15,13,8,15,29,27,33,29,25,23,17,12,15,10,13,18,26,22,29,34
"경기도",안산,31,34,33,25,22,20,17,18,16,26,27,39,32,29,36,32,30,28,21,23,26,23,32,32,36,30,40,28,26,23,25,14,22,18,26,32,38,34,35,25,21,22,15,9,13,17,33,26,38,35,42,18,25,16,16,17,13,16,20,27,31,27,22,16,15,17,11,11*,9*,16,23,27,22,31,35,17,18,18,14,13,8,14,26,25,31,27,23,21,15,10,15,9,12,16,23,19,26,31
"경기도",평택,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,38,38,38,22,14,31,25,30,33,45,36,41,32*,32*,32,16,13,16,24,43,31,45,42,53,26,33,26,21,18,15,19,24,29,30,27,26,18,22,24,16,14,13,22,27,28,24,33,37,22,26,27,17,16,10,20,30,27,33,28,27,26,20,15,19,13,17,23,32,26,31,38
"경기도",과천,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,25,24,29,25,34,25,24,22,24,13,21,17,26,30,32,33,36,26,21,21,16,10,14,15,30,26,39,36,44,16,23,14,14,13,9,13,18,27,27,27,24,19,15,18,11,12,9,16,22,26,20,29,31,16,17,18,14,11,6,11,22,23,28,25,22**,21,16,11,14,10,11,15,21,20,26,32
"경기도",구리,31,40,38,26,28,28**,28*,21*,23,32,30,43,39,32,41,41,37,30*,22,23,28,27,38,38,47,38,46,28,29,23,22,15,24,19,28,36,35,31,35,24,20,18,14*,15,12,19,33,28,42,38,44,20,26,17*,20,18,12,15,22,30,29,29,26,21,19,22,12,12,10,16,22,27,20,27,29,18,22,20,13,12,7,13,25,23,27,23,21,20,17,13,14,10,10,13,21,19,24,27
"경기도",의왕,-,-,-,-,-,-,-,-,-,-,24,30,28,25,34,30,28,27,21,23,25,20,27,27,29,28,34,26,26,24,24,15,23,19,27,32,35,36,40,27,22,23,15,10,13,17,36,27,42,39,49,20,28,18,18,17,14,17,24,35,35,30,29,21,19,23,14,13,11,18,25,27,20,29,32,15**,16,16,12,10,6,12,22,21,27,24,21,19,14,9,12,8,10,13,21,18,25,30
"경기도",고양,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,34,32,27,24*,11,21,18,30,36,37,34,37,27,25,23,12,13,11,20,34,27,38,34,46,21,30,19,21,16,11,15,21,27,27,24,22,19,20,22,16,15,12,17,23,24,19,27,32,18,22,22,17,14,8,14,28,21,27,24,20,21,17,15,18,11,12,15,25,21,26,30
"경기도",광주,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,36,22,23*,19**,22,22,40,50,46,37,41,27,21,23,17,11,15,20,39,34,50,45,51,22,28,16,13,12,9,14,22,34,31,33,29,23,18,22,12,13,10,19,28,33,26,33,34,20,19,19,13,12,8,14,28,26,33,30,26,23,17,13,14,10,11,15,25,25,31,35
"경기도",군포,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,33,29,25,20,8,21,15,28,32,35,32,36,30,30,29,16,14,12,20,36,24,35,32,44,22,28,19,20,14*,14,19,21,28,27,26,25,21,22,24,15,13,13,18,23,24,19,29,34,19,24,24,17,13,9,14,24,20,25,21,22,22,17,12,14,10,14,17,25,18,24,29
"경기도",시흥,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,29,26,19,21,15,28,22,31,35,37,33,42,32,29,30,14,14,14,23,43,30,43,41,54,30,37,23,20,17,17,22,26,35,36,30,24,20,22,24,17,15,14,22,29,29,23*,35,40,21,26,25,18,14,10,17,30,27,31,26,26,26,20,15,19,12,16,20,29,22,29,33
"경기도",부천,32,43,39,27*,27,21,20,26,-,41*,31,46,38,32,40,34,29,25,17,14,16,17,25,26,27,26,39,24,26,20,17,8,18,16,22,36,39,34,40,29,23*,27,16*,13,14,21,41,31,43,40,51,28,35,25,28,24,20,23,28,34,34,32,31,26,29,28,19,14,13,21,28,27,22,30,41,22,29,30,19,15,10,18,33,27,31,27,25,23,16,11,14,8,13,17,26,19,26,32
"경기도",남양주,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,11,22,19,31,38,35,32,39,26,20,21,15,10,12,17*,31,28,41,37,44,19,26,19,17,15,11,14*,22,31,29,29,25,20,18,20,9,11,9,16,23,28,20,27,29,17,18,17,13,11,6,12,24,22,28,25,20,20,16,12,12,11,10,13,21,21,25,30
"경기도",용인,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,24,20,28,34,36,32,44,30,28,26,24,15*,21,18,29,37,40,33,37,26,21,22,16,10,13,17,35,28,43,42,49,18,28,18,15,15,12,16,24,35,33,32,29,22,17,20,11,12,10,20,27,32,25,32,34,19,18,18,12,11,7,15,28,26,34,29,27,23,17,12,14,9,11,17,27,25,31,37
"경기도",김포,33,40,37,26,24,21,19,22,18,26,25,36,32,25,34,37,32,26,25,22,29,33,50,50,50,37,47,29,25,19,17,8,19,15,26,35,32,31,38,27,23,24,10,10,8,18,35,30,42,36,47,22,31,17,18,14,13,18,22,32,31,27,26,21,20,21,16,15,14,21,28,31,25,34,39,22,26,26,19,16,11,18*,33*,26*,31,27,24,25,19,13,18,13,16,19,26,24,30,34
"경기도",오산,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,33,34,29,23,12,24,21,30,33,41,36,40,30,28,28,12,12,11,24,42,29,46,41,54,25,29,20,17,11,10,14,22,29,31,30,26,19,19,21,9,8,8,16,22,24,19,27,34,18,21,18,9,10,5,14,27,25,29,25,26,24,21,16,17,8,12,18,25,19,25,32
"경기도",하남,31,36,31,20,21,18,17,21,13,23,20,25,25,20,26,23,23,22,17,18,19,16,25,26,33,31,41,27,26,25,27,14,21,15,22,27,33,30,31,23,20,21,17,9,14,14,25,24,40,39,39,13,19,12,12,12,6,10,19,25,25,22,19,14,12,15,9,10,9,14,20,24,18,25,25,16,15,17,13,11,5,11,22,18,27,24,19,18,15,13,14,11,9,13,20,19,24,28
"경기도",화성,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,29,27,22,16,6,17,15,29,36,40,35,38,27,24,24,11,14,12,23,42,29,43,40,51,23,31,23,22,17,16,20,25,32,32,28,26,20,21,24,16,15,14,21,26,27,22,30,36,20,24,24,16,15,9,16,26,25,31,27,25,24,19,14,17,11,15,20,28,22,29,34
"경기도",양주,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,33,30,22,20*,10,15**,27,39,48,47,37,34,24,25,24,11,11,9,20,41,35,48,38,46,19,24,17,19,15,14,20,24,29,28,26,22,19,19,20,12,10,9,17,28,30,21,29,31,17,20,19,13,12,6,14,29,25,29,25,21,21,17,14,14,11,11,15,27,24,29,32
"경기도",동두천,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,37,35,30,27,16**,19,21,35,41,36,31,36,26,21,20,11,10,10,17,38*,34,43,36,44,21,28,20,17,12,11,16,24,32,39,24,21,19,17,18,11,12,10,13,18,26,16,23,24,14,16,15,11,10,5,11,22,20,22,23,17,17,14,10,10,9,8,10,22,22,22,25
"경기도",안성,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,45,41,52,31,20,13,8,5,17,18,30,34,40,35,50*,31,25,30,18,11,13*,22,46,33,49,48,54,25,27,17,13,15,11,17,27,33,35,33,31,23,19,20,12,12,12,25,31,36,27,35,37,21,20,20,12,12,8,19,32,29,37,32,31,25,18,11,14,9,12,21,34,27,33,40
"경기도",이천,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,34,31,25,17,8,21,19,34,36,41,35,42,31,27,26,16,11,9,21,38,32,46,47,50,23,28,22,17,14,11,18,26,34,35,32,28,22,20,24,14,15,14,22,28,33,25,30,31,20,23,23,14,14,9,18,31,26,34,27,27,23,20,16,15,12,12,18,32,29,32,35
"경기도",파주,-,-,-,-,-,-,-,-,-,-,-,-,-,35,43,34,31,29,21,22,25,25,37,34,40,34,43,30,27,25,24,14,23,21,31,38,37,35,35,27,21,21,15,13,14,20,37,32,47,39,49,22,29,18,19,18,15,20,26,35,34,32,28,22,17,19,14,13,11,20,28,33,26,34,35,18,19,19,15,13,7,15,32,27,33,29,23,22,16,10,13,9,12,15,25,23,29,32
"경기도",포천,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,19**,11,9,10,20,26,46,49,49,39,46,26,22,17,18,8,20,23,35,46,39,34,35,28,21,21,12,12,13,20,35,31,47,38,44,18,24,16,15,13,9,14,24,33,33,29,27,20,15,16,9,9,7,16,23,32,25,30,29,17,16,17,13,11,6,14,29,27,34,29,22,21,17,12,12,10,9,13,25,26,31,34
"경기도",여주,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,27*,27,33,53,56*,52,45,46,27,22,21,17,9,15,16,34,37,41,35,38,26,23,20,13,7,6,18,36,33,49,47,51,23,30,21,11**,-,15,22,34,41,36,35,28,23,22,24,11,12,13,23,31,39,28,33,33,23,26,25,13*,12,9,19,34,27,36,29,29,25,22,17,15,11,11,19,32,30,32,38
"경기도",연천,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,23,41,42,45,40,49,34,20,16,13,5,13,13,28,33,31,26,33,21,16,13,5,6,5,11,24,23,30,29,37,16,22,12,11,8,7,11,18,25,24,19,18,15,13,15,8,9,9,13,19,24,20,28,28,17,19,19,15,12,6,12,24,21,19**,24**,20,18,15,9,9,7,5,7,20,20,25,29
"경기도",가평,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,31,37,23,18,13,11,3,10,11,26,33,34,29,34,24,19,19,12,10,9,15,24,23,36,32,37,16,22,13,8,10,6,10,16,24,24,23,19,16,14,18,9,11,9,16,22,29,22,28,26,16,17,15,11,10,7*,13**,26**,23,31,27,21,20,17,13,11,10,9,12,21,22,28,30
"경기도",양평,-,-,-,-,-,-,-,-,-,-,19,28,31,27,33,26,21,22,17,17,17,15,26,33,37,36,39,26,26,24,22,12,16,14,30,34,36,30,33,24,20,22,20,10,15,15,27,25,41,36,41,16,23,18,15,16,10,14,20,28,28,27,23,19,16,21,11,12,10,18,26,33,25,30,27,18,18,17,13,11,8**,15**,29,25,33,29,25,21,18,13,11,9,8,13,22,26,29,33
"경기도",도평균,30,36,34,24,23,21,19,21,17,26,25,34,31,27,35,32,29,26,20,21,24,23,33,34,38,32,42,29,27,23,21,12,21,18,28,35,37,33,37,27,23,24,14,11,13,19,36,28,41,38,47,21,28,19,18,16,13,17,23,31,31,29,26,20,19,21,13,13,11,19,25,29,22,31,33,19,21,21,15,13,8,15,27,25,31,27,24,22,17,13,15,10,12,16,25,22,28,33
"강원도",양구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28*,28,36,17,22,15,13,13,9,13,20,28,24,24,21,19,14,17,8,9,8,15,20,24,20,26,23,16,15,13,11,10,6,10,20,19,26,25,23**,-,13**,10,7,6,6,7,16,18,21,24
"강원도",고성,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,26,25,29,14,19,13,12,13,8,11,13,19,15,19,16,15,10,14,7,8,8,13,15,19,15,21,17,15,13,11,11,10,6,9,16,15,20,21,18,18,15,11,9,8,7,8,16,14,17,23
"강원도",정선,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29,27,33,15,26,19,15,16,9,13,17,24,20,24,19,19,17,22,9,9*,10,15,20*,19**,13,17,16,12,13,12,8,7,5,7,14,14,19,16,27**,-,12**,12,9,8,7,9,17,19,21,24
"강원도",횡성,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,37,35,50,21,26,20,15,16,10,17,24,35,34,34,27,20,14,18,8,10,7,16,22,29,22,26,24,15,15,14,10,9,6,11,24,21,31,26,21,18,15,11,9,7,6,8,21,25,27,31
"강원도",춘천,37,40,35,23,23,17,16,19,14,25,26,41*,37**,32**,37**,32**,27**,23**,17**,13**,16**,18**,36**,36**,40**,34,37,23,27,23,19,8,16,12,24,31,33,31,29,25,22,18,14,9,11,14,27,25,35,31,37,16,24,17,14,13,8,13,21,30,31,29,25,20,16,19,9,10*,10*,18*,23,29,23,27,25,17,17,15,10,9,5,10,24,22,29,24,20*,17,14,10,8,7,8,12,18,20,24,26
"강원도",강릉,20,24,25,20,21,21,17,22,12,16,14,25,28,28,35,30,32,30,23,17,25,24,29,26,30,29,37,27,29,24,21,15,21,17,21,25*,27*,23,25,24,21,18,17,13,17,14**,19,16,23,25,32,16,21,16,14,12,10,13*,-,17,14,19,16,15,12,18,8,11,11,14,19*,-,12**,17,16,13,14,10,9,6,5,8,14,11,15,16,19*,15,14,9,7,11,10,14,19,17,14,18
"강원도",원주,49,51,43,28,35,26,22,24,16,34,29,43,49,40,48,40,35,30,21,20,24,26,43,46,52,47,47,33,30,25,19,13,20,19,34,42,45,38,42*,33,28,28,22,13,14,17*,32,31,44,42,45,21,26,23,17,17,12,16,23,31,30,28,24,21,16*,21*,10,13,9,16,22,29,22,26,24,17,18,17,13,14,7*,14*,25,22,31,25,21,18,17,13,13,10,8,7,24*,25*,28,32
"강원도",동해,-,-,-,-,-,-,-,-,-,-,-,-,23,23,29,24,24,19,15,16*,17,19,22,18,23,22,31,24,23,19,16,8*,14**,12,20,23,23,24,23,22,23,21,20,11,14,13,19,16,23,26,32,18,22,18,18,14,11,11,15*,17,15,20,18,17,14,17,10,19*,15*,16,17,17,15,20,19,17,17,20,15,14,8**,-,19**,14,18,18,30,19,14,10,11,9,6,5,14,12,15,19
"강원도",삼척,-,-,-,-,-,-,-,-,-,-,-,-,23,24,31,28,27,26,18,16,20,20,24,22,27,25,32,23,23,22,20,11,18**,15,21,22,25,25,24,24,20,17,18,9,11,12,19,14,22,25,32,17,19,17,17,13,10,11,10,14,14,17,14,14,12,15,9,13,10,12,13,12,9,15,14,12,12,13,9,8,6,7,14,12,16,17,21,17,14,12,8,7,9,13,13,9,12,16
"강원도",평창,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,27,32,29,21,19,13,20,9*,17,27,25,40,36,43,20,25,19,16,17,11,13,20,29,25,27,21,20,15,19,9,11,10,11,23,8**,16,18,16,10,14,12,11,10,6,9,19,18,23,21,17,15,14,9,4,7,6,7,22,26,22,22
"강원도",양양,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,20,27,14,19,14,12,12,8,11,13,15,16,19,16,15,11,14,7,9,8,11,14,17,12,18,16,12,10,10,8,8**,4**,7,13,13,18,18,16,15,13,9,7,7,6,5,13,11,14,20
"강원도",속초,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23*,28,34,17,21,16,15,13,7,8,9,14,9,17,17,15,11,16,9,9,8,11,13,2**,10,18,18,16,16,19**,12**,10,5,6,11,9,13,13,14,13,10,8,9,8,8,12,10,7,14,21
"강원도",영월,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,42,48,20,24,17,12,15,10,16,26,32*,32,32,25,23,18,20,7,9,12,22*,26,23,15,18,17,11,16,12,5,9,6,11,21,20,26,23,20,17,16,11,5,6,10,7,20,24,24,25
"강원도",철원,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39,33,42,17,22,13,10,8,8,14,23,32,29,28,26,21,19,20,12,13,11,16,25*,25**,17,23,26,16,18,16,10,9,5,11,22,20,23,21,18,18,16,11,10,12,7,9,18,17,20,26
"강원도",홍천,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,43,17,21,15,11,14,9,16,26,36,34,32,28,23,17,21,8,10,8,15,23,33,25,24,20,15,18,15,10,10,6,10,23,23,33,28,21,18,16,12,10,10,8,9,20,26,30,31
"강원도",화천,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,33,16,20,14,11*,11,7*,11*,17,26,23,24,21,18,13,15,8,8,8,13,18,23,20,26,23,15,13,12,8,9,6,11**,-,26**,29,27,20,18,16,11,9,8,6,6,18,21,29,29
"강원도",태백,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,33,17,25,20,20,19,13,16,20,21,20,27,23,25,21,24,10,12*,11,13,15*,14**,12,16,15,12,12,12,8,8,6,8,14,12,13,14,15,12,12,10,9,7,6,11,12,11,12,16
"강원도",인제,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17*,22,16,14,14,8,11,15,25,21,22,18,18,12,17,8,9,8,14,18,21,15,20,18,12,12,10,8,6**,2**,7,15,15,19,19,14,13,13,8,6,6,5,6,13,14,16,20
"강원도",도평균,36,38,35,23,26,21,18,21,14,25,24,37,35,31,38,32,30,26,19,17,21,22,33,33,38,34,38,27,27,23,19,11,19*,15,25,31,33,29,30,27,23,21,17,12,13,15*,26,23,33,31,38,18,23,17,15,14,10,13,19,25,24,25,21,19,15,18,9,11,10,15,20,24*,18,22,20,15,15,14,10,10,6,10,20,18,24,22,20,17,15,10,9,8,7,9,18,19,21,25
"충청북도",괴산,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,49,20,23,21,12,19,13,22,33,33,32,29,27,24,18,19,10,11,12,19,24,30,24,27,26,19,21,19,11,11,10,18,28,27,32,29,27,20,17,14,14,11,11,16,29,29,30,33
"충청북도",음성,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,51,24,30,27,16,14,12,22,33,34,34,31,28,25,18,21,10,13,13,23,28,33,27,30,28,18,23,19,10,10,7,17,30,28,35,30,28,22,20,15,14,10,13,18,30,30,30,36
