SIDO,STD_YYYYMM,AVG_구리,구리_BAD,AVG_납,납_0.5BAD,납_BAD,AVG_니켈,니켈_BAD,AVG_망간,망간_BAD,AVG_비소,비소_BAD,AVG_철,철_BAD,AVG_카드뮴,카드뮴_BAD,AVG_크롬,크롬_BAD
울산광역시,201401,0.013,N,0.0506,N,Y,0.0031,N,0.0506,Y,0.0024,N,0.9218,Y,0.0003,N,0.0036,Y
세종특별자치시,201401,0.0202,N,0.0461,N,N,0.0038,N,0.0371,N,0.0043,N,0.7466,N,0.0014,N,0.0036,N
경기도,201401,0.0392,Y,0.0606,N,Y,0.0032,N,0.0357,Y,0.0044,Y,0.8606,Y,0.0014,N,0.0007,N
강원도,201401,0.0134,N,0.0437,N,Y,0.0022,N,0.0388,Y,0.0035,N,0.6629,Y,0.0014,Y,0.0045,Y
충청북도,201401,0.02,Y,0.0448,N,Y,0.0036,N,0.03,N,0.0052,Y,0.6999,Y,0.0013,Y,0.0032,N
충청남도,201401,0.0096,N,0.0398,N,Y,0.003,N,0.0183,N,0.003,N,0.3632,N,0.0011,Y,0.0035,N
전라북도,201401,0.0094,N,0.034,N,Y,0.0013,N,0.0141,N,0.0031,N,0.1856,N,0.0011,Y,0.0013,N
전라남도,201401,0.0202,N,0.0314,N,Y,0.0078,Y,0.0356,Y,0.0017,N,0.9072,Y,0.0005,N,0.0008,N
경상북도,201401,0.0172,Y,0.0445,N,Y,0.0073,Y,0.0759,Y,0.0005,N,1.8973,Y,0.0014,N,0.0067,Y
경상남도,201401,0.0137,N,0.0422,N,Y,0.0023,N,0.0372,Y,0.0031,N,0.578,N,0.0009,Y,0.0026,N
서울특별시,201402,0.0161,Y,0.0205,N,N,0.0017,N,0.0102,N,0.0021,N,0.5004,N,0.0017,Y,0.0031,N
부산광역시,201402,0.0067,N,0.0122,N,N,0.0117,Y,0.0118,N,0.0029,N,0.1826,N,0.001,N,0.0049,Y
대구광역시,201402,0.0079,N,0.0146,N,N,0.0008,N,0.009,N,0.0016,N,0.1994,N,0.001,Y,0.0012,N
인천광역시,201402,0.0214,Y,0.023,N,Y,0.0021,N,0.0226,N,0.0037,N,0.3747,N,0.0018,Y,0.003,N
광주광역시,201402,0.0032,N,0.0052,N,N,0.0005,N,0.0078,N,0.002,N,0.206,N,0.001,N,0.0032,N
대전광역시,201402,0.0118,N,0.0257,N,Y,0.0053,Y,0.0266,N,0.0038,N,0.8814,Y,0.0014,Y,0.0049,Y
울산광역시,201402,0.0261,Y,0.0555,N,Y,0.0074,Y,0.0776,Y,0.0085,Y,1.2294,Y,0.001,Y,0.0054,Y
세종특별자치시,201402,0.0125,N,0.0196,N,N,0.0035,N,0.0277,N,0.0029,N,0.5218,N,0.001,N,0.0032,N
경기도,201402,0.022,Y,0.0212,N,N,0.0012,N,0.0133,N,0.0035,N,0.5406,N,0.001,N,0.002,N
강원도,201402,0.0067,N,0.0181,N,N,0.0016,N,0.0809,Y,0.0036,N,0.6755,Y,0.0006,N,0.0051,Y
충청북도,201402,0.0082,N,0.0207,N,N,0.0024,N,0.0182,N,0.0036,N,0.4662,N,0.0007,N,0.0017,N
충청남도,201402,0.0146,N,0.0236,N,Y,0.0034,N,0.0176,N,0.0038,N,0.4001,N,0.0015,Y,0.0024,N
전라북도,201402,0.0078,N,0.0128,N,N,0.0009,N,0.0079,N,0.0012,N,0.1696,N,0.0006,N,0.0013,N
전라남도,201402,0.0125,N,0.0078,N,N,0.0092,Y,0.0174,N,0.0014,N,0.6575,Y,0.001,N,0.0032,N
경상북도,201402,0.0164,Y,0.0237,N,Y,0.0035,N,0.0809,Y,0.0009,N,1.1186,Y,0.0008,N,0.0046,Y
경상남도,201402,0.0058,N,0.0095,N,N,0.001,N,0.0133,N,0.0006,N,0.2254,N,0.0003,N,0.0014,N
서울특별시,201403,0.0222,Y,0.033,N,Y,0.0017,N,0.0273,N,0.0034,N,0.8633,Y,0.001,Y,0.0033,N
부산광역시,201403,0.0117,N,0.0137,N,N,0.0036,N,0.0351,Y,0.0028,N,0.4834,N,0.0009,N,0.0046,Y
대구광역시,201403,0.013,N,0.0257,N,Y,0.0026,N,0.0199,N,0.0012,N,0.473,N,0.0012,Y,0.0032,N
인천광역시,201403,0.0291,Y,0.0414,N,Y,0.0038,Y,0.029,N,0.0025,N,0.4482,N,0.0014,Y,0.0033,N
광주광역시,201403,0.0052,N,0.0099,N,N,0.004,N,0.0122,N,0.0009,N,0.4016,N,0.0009,N,0.0004,N
대전광역시,201403,0.0217,Y,0.0355,N,Y,0.0038,Y,0.0516,Y,0.0046,Y,1.3676,Y,0.0017,Y,0.0046,Y
울산광역시,201403,0.018,Y,0.03,N,Y,0.007,Y,0.0465,Y,0.0067,Y,0.8319,Y,0.0003,N,0.0035,N
세종특별자치시,201403,0.0163,N,0.027,N,N,0.004,N,0.0347,N,0.0028,N,0.6824,N,0.0009,N,0.0046,N
경기도,201403,0.035,Y,0.046,N,Y,0.0081,Y,0.0304,N,0.004,N,0.9011,Y,0.0013,Y,0.0135,Y
강원도,201403,0.0106,N,0.0336,N,Y,0.003,N,0.0552,Y,0.0033,N,0.8336,Y,0.0008,N,0.0114,Y
충청북도,201403,0.012,N,0.0304,N,Y,0.0024,N,0.0224,N,0.0042,Y,0.6714,Y,0.0008,N,0.0023,N
충청남도,201403,0.0156,N,0.0258,N,Y,0.0034,N,0.0215,N,0.0031,N,0.4245,N,0.001,Y,0.0012,N
전라북도,201403,0.0068,N,0.0156,N,N,0.0011,N,0.0136,N,0.002,N,0.1508,N,0.0007,N,0.0012,N
전라남도,201403,0.0043,N,0.0168,N,N,0.0042,Y,0.023,N,0.0013,N,0.5404,N,0.0005,N,0.0022,N
경상북도,201403,0.0299,Y,0.03,N,Y,0.0057,Y,0.0878,Y,0.0008,N,1.2094,Y,0.0006,N,0.0078,Y
경상남도,201403,0.0101,N,0.0172,N,N,0.0055,Y,0.0448,Y,0.0013,N,0.6359,Y,0.0005,N,0.0065,Y
서울특별시,201404,0.0471,Y,0.0575,N,Y,0.0075,Y,0.0366,Y,0.0036,N,1.1561,Y,0.002,Y,0.005,Y
부산광역시,201404,0.0433,Y,0.0389,N,Y,0.0077,Y,0.0517,Y,0.0035,N,0.8616,Y,0.0002,N,0.0091,Y
대구광역시,201404,0.0206,Y,0.0386,N,Y,0.0031,N,0.034,Y,0.0036,N,0.7847,Y,0.003,Y,0.0043,Y
인천광역시,201404,0.0274,Y,0.0585,N,Y,0.007,Y,0.0341,Y,0.0032,N,0.5146,N,0.0016,Y,0.0035,N
광주광역시,201404,0.0117,N,0.0282,N,Y,0.0016,N,0.0255,N,0.0016,N,0.5493,N,0.0002,N,0.002,N
대전광역시,201404,0.0226,Y,0.045,N,Y,0.008,Y,0.0422,Y,0.0036,N,1.0648,Y,0.0016,Y,0.0076,Y
울산광역시,201404,0.0436,Y,0.0821,N,Y,0.0094,Y,0.0924,Y,0.0097,Y,1.8668,Y,0.001,Y,0.0072,Y
세종특별자치시,201404,0.0272,N,0.0501,N,N,0.006,N,0.054,N,0.0035,N,0.9283,N,0.0014,N,0.0059,N
경기도,201404,0.0659,Y,0.1019,N,Y,0.0142,Y,0.051,Y,0.0036,N,1.1587,Y,0.0026,Y,0.0138,Y
강원도,201404,0.0213,Y,0.0414,N,Y,0.0048,Y,0.0589,Y,0.0053,Y,1.0261,Y,0.0014,Y,0.0095,Y
충청북도,201404,0.017,Y,0.032,N,Y,0.0024,N,0.0273,N,0.0031,N,0.7306,Y,0.0011,Y,0.0016,N
충청남도,201404,0.0136,N,0.0436,N,Y,0.0058,Y,0.0349,Y,0.0035,N,0.5863,Y,0.0013,Y,0.005,Y
전라북도,201404,0.009,N,0.0523,N,Y,0.0024,N,0.0268,N,0.0025,N,0.2484,N,0.0012,Y,0.0015,N
전라남도,201404,0.014,N,0.0246,N,Y,0.0033,N,0.0344,Y,0.0037,N,0.8764,Y,0.0014,N,0.0032,N
경상북도,201404,0.03,Y,0.0742,N,Y,0.0048,Y,0.1951,Y,0.001,N,1.3233,Y,0.0012,Y,0.0056,Y
경상남도,201404,0.0202,Y,0.0333,N,Y,0.0086,Y,0.0647,Y,0.0015,N,1.1771,Y,0.0011,Y,0.0098,Y
서울특별시,201405,0.0258,Y,0.0628,N,Y,0.0066,Y,0.0496,Y,0.0029,N,1.7386,Y,0.0016,Y,0.0065,Y
부산광역시,201405,0.0214,Y,0.0305,N,Y,0.0092,Y,0.0619,Y,0.0015,N,1.1637,Y,0.0002,N,0.0089,Y
대구광역시,201405,0.011,N,0.0271,N,Y,0.0023,N,0.0235,N,0.0034,N,0.5893,Y,0.001,Y,0.0026,N
인천광역시,201405,0.0228,Y,0.0608,N,Y,0.0087,Y,0.0432,Y,0.0057,Y,0.6689,Y,0.0014,Y,0.0039,Y
광주광역시,201405,0.0011,N,0.0063,N,N,0.0011,N,0.013,N,0.0008,N,0.3195,N,0.0009,N,0.0006,N
대전광역시,201405,0.0095,N,0.0237,N,Y,0.0027,N,0.0261,N,0.0034,N,0.638,Y,0.0005,N,0.0022,N
울산광역시,201405,0.0194,Y,0.0388,N,Y,0.0052,Y,0.0545,Y,0.0083,Y,0.8273,Y,0.0012,Y,0.0037,Y
세종특별자치시,201405,0.0171,N,0.0331,N,N,0.0054,N,0.0397,N,0.0029,N,0.8178,N,0.0009,N,0.005,N
경기도,201405,0.051,Y,0.048,N,Y,0.0063,Y,0.0276,N,0.0032,N,0.6857,Y,0.0008,N,0.0088,Y
강원도,201405,0.0087,N,0.0266,N,Y,0.0033,N,0.0424,Y,0.0022,N,0.6389,Y,0.0007,N,0.0103,Y
충청북도,201405,0.0085,N,0.0153,N,N,0.0024,N,0.016,N,0.0023,N,0.4624,N,0.0004,N,0.0016,N
충청남도,201405,0.0131,N,0.0468,N,Y,0.0111,Y,0.0474,Y,0.001,N,1.253,Y,0.0011,Y,0.0044,Y
전라북도,201405,0.0093,N,0.0402,N,Y,0.0029,N,0.0273,N,0.0033,N,0.2752,N,0.001,Y,0.002,N
전라남도,201405,0.0073,N,0.0037,N,N,0.0054,N,0.0084,N,0.0029,N,0.5847,Y,0.0009,N,0.005,N
경상북도,201405,0.0336,Y,0.037,N,Y,0.0061,Y,0.1057,Y,0.0011,N,1.2626,Y,0.0006,N,0.0054,Y
경상남도,201405,0.0142,N,0.0287,N,Y,0.0072,Y,0.0493,Y,0.0009,N,1.1593,Y,0.0008,N,0.0094,Y
서울특별시,201406,0.0145,N,0.0189,N,N,0.0035,N,0.0178,N,0.0034,N,0.6149,Y,0.0006,N,0.0037,Y
부산광역시,201406,0.0144,N,0.0204,N,N,0.0032,N,0.0198,N,0.0023,N,0.4223,N,0.0002,N,0.0036,Y
대구광역시,201406,0.0083,N,0.0189,N,N,0.0014,N,0.0164,N,0.0018,N,0.3695,N,0.0004,N,0.0019,N
인천광역시,201406,0.0141,N,0.026,N,Y,0.0068,Y,0.03,N,0.0026,N,0.4725,N,0.0009,Y,0.0036,Y
광주광역시,201406,0.0078,N,0.0158,N,N,0.0021,N,0.0129,N,0.001,N,0.3117,N,0.0001,N,0.0006,N
대전광역시,201406,0.0114,N,0.0229,N,Y,0.0031,N,0.038,Y,0.0038,N,0.37,N,0.0007,N,0.0041,Y
울산광역시,201406,0.0222,Y,0.0249,N,Y,0.0087,Y,0.1145,Y,0.0043,Y,1.3136,Y,0.0008,N,0.0082,Y
세종특별자치시,201406,0.0123,N,0.0199,N,N,0.0038,N,0.0434,N,0.0031,N,0.5061,N,0.0007,N,0.0049,N
경기도,201406,0.0289,Y,0.0295,N,Y,0.0023,N,0.0242,N,0.0028,N,0.533,N,0.0009,Y,0.0049,N
강원도,201406,0.0152,N,0.009,N,N,0.0017,N,0.1567,Y,0.0045,Y,0.5117,N,0.0003,N,0.0235,Y
충청북도,201406,0.0092,N,0.0107,N,N,0.0022,N,0.0092,N,0.0016,N,0.2149,N,0.0008,N,0.0018,N
충청남도,201406,0.0068,N,0.0304,N,Y,0.0079,Y,0.0211,N,0.0066,Y,0.3692,N,0.0009,Y,0.0021,N
전라북도,201406,0.0053,N,0.0199,N,N,0.0024,N,0.0404,Y,0.0023,N,0.1822,N,0.0006,N,0.0019,N
전라남도,201406,0.0103,N,0.0158,N,N,0.004,Y,0.0164,N,0.0024,N,0.4616,N,0.0007,N,0.0049,N
경상북도,201406,0.0057,N,0.0212,N,N,0.0025,N,0.0975,Y,0.001,N,0.8445,Y,0.0018,Y,0.0018,N
경상남도,201406,0.0105,N,0.014,N,N,0.0059,Y,0.0367,Y,0.0055,Y,0.6005,Y,0.0005,N,0.0065,Y
서울특별시,201407,0.0277,Y,0.0387,N,Y,0.0031,N,0.022,N,0.0048,Y,0.8951,Y,0.001,Y,0.0029,N
부산광역시,201407,0.0094,N,0.0167,N,N,0.0027,N,0.0166,N,0.004,N,0.2952,N,0.0002,N,0.0026,N
대구광역시,201407,0.0104,N,0.0263,N,Y,0.002,N,0.0176,N,0.0012,N,0.426,N,0.0005,N,0.0021,N
인천광역시,201407,0.023,Y,0.029,N,Y,0.0041,Y,0.0272,N,0.0029,N,0.4602,N,0.0008,N,0.0034,N
광주광역시,201407,0.004,N,0.0184,N,N,0.002,N,0.0126,N,0.0018,N,0.3127,N,0.0001,N,0.0008,N
대전광역시,201407,0.0136,N,0.0342,N,Y,0.0036,N,0.0375,Y,0.0034,N,0.5119,N,0.0006,N,0.0027,N
울산광역시,201407,0.0266,Y,0.055,N,Y,0.0086,Y,0.0647,Y,0.0184,Y,0.9308,Y,0.0002,N,0.0011,N
세종특별자치시,201407,0.0157,N,0.0312,N,N,0.0043,N,0.032,N,0.004,N,0.5343,N,0.0006,N,0.0036,N
경기도,201407,0.038,Y,0.0624,N,Y,0.0105,Y,0.0356,Y,0.0032,N,0.7352,Y,0.0012,Y,0.0131,Y
강원도,201407,0.0104,N,0.02,N,N,0.0018,N,0.0692,Y,0.0042,Y,0.5384,N,0.0005,N,0.0094,Y
충청북도,201407,0.0095,N,0.0186,N,N,0.002,N,0.0136,N,0.002,N,0.3324,N,0.0007,N,0.0017,N
충청남도,201407,0.0095,N,0.0293,N,Y,0.0067,Y,0.0223,N,0.0027,N,0.5008,N,0.0004,N,0.0013,N
전라북도,201407,0.0087,N,0.0277,N,Y,0.0018,N,0.0115,N,0.0029,N,0.1254,N,0.0007,N,0.0011,N
전라남도,201407,0.0118,N,0.0298,N,Y,0.0046,Y,0.0246,N,0.0016,N,0.6177,Y,0.0006,N,0.0004,N
경상북도,201407,0.0199,Y,0.0424,N,Y,0.0048,Y,0.0666,Y,0.0012,N,0.6825,Y,0.0011,Y,0.0049,Y
경상남도,201407,0.0123,N,0.0191,N,N,0.0068,Y,0.0391,Y,0.0053,Y,0.6501,Y,0.0004,N,0.0065,Y
서울특별시,201408,0.0219,Y,0.0241,N,Y,0.0037,N,0.0168,N,0.0042,Y,0.5796,N,0.0008,N,0.0026,N
부산광역시,201408,0.0127,N,0.0116,N,N,0.0065,Y,0.0241,N,0.0015,N,0.3865,N,0.0002,N,0.0068,Y
대구광역시,201408,0.0129,N,0.0211,N,N,0.0021,N,0.0164,N,0.0029,N,0.399,N,0.0007,N,0.0019,N
인천광역시,201408,0.021,Y,0.0317,N,Y,0.0044,Y,0.0223,N,0.0054,Y,0.2743,N,0.0011,Y,0.0025,N
광주광역시,201408,0.0041,N,0.0082,N,N,0.0016,N,0.0056,N,0.0024,N,0.1285,N,0.0006,N,0.0,N
대전광역시,201408,0.0027,N,0.0067,N,N,0.001,N,0.0076,N,0.0016,N,0.0972,N,0.0001,N,0.0011,N
울산광역시,201408,0.0127,N,0.0238,N,Y,0.0079,Y,0.0232,N,0.0055,Y,0.4083,N,0.0004,N,0.0026,N
세종특별자치시,201408,0.0112,N,0.0185,N,N,0.0038,N,0.0223,N,0.0028,N,0.3682,N,0.0006,N,0.0036,N
경기도,201408,0.0159,Y,0.0288,N,Y,0.0008,N,0.0171,N,0.0039,N,0.3944,N,0.0007,N,0.0022,N
강원도,201408,0.0092,N,0.0145,N,N,0.0023,N,0.0529,Y,0.0048,Y,0.5494,N,0.0006,N,0.0093,Y
충청북도,201408,0.0072,N,0.0109,N,N,0.0022,N,0.0081,N,0.0016,N,0.1284,N,0.0008,N,0.0013,N
충청남도,201408,0.0099,N,0.0148,N,N,0.006,Y,0.0116,N,0.0008,N,0.4062,N,0.0006,N,0.008,Y
전라북도,201408,0.008,N,0.0044,N,N,0.001,N,0.0045,N,0.0003,N,0.059,N,0.0002,N,0.0006,N
전라남도,201408,0.0096,N,0.0223,N,Y,0.0036,N,0.0235,N,0.0028,N,0.5474,N,0.0006,N,0.0017,N
경상북도,201408,0.0056,N,0.0381,N,Y,0.0024,N,0.0562,Y,0.001,N,0.3954,N,0.001,Y,0.0023,N
경상남도,201408,0.0144,N,0.0161,N,N,0.0122,Y,0.0439,Y,0.0027,N,0.7689,Y,0.0006,N,0.0111,Y
서울특별시,201409,0.0275,Y,0.0192,N,N,0.0013,N,0.0184,N,0.0029,N,0.9231,Y,0.0008,N,0.0027,N
부산광역시,201409,0.0139,N,0.034,N,Y,0.0024,N,0.0073,N,0.0098,Y,0.3468,N,0.0014,Y,0.0019,N
대구광역시,201409,0.0083,N,0.0161,N,N,0.0011,N,0.0148,N,0.0019,N,0.3598,N,0.0006,N,0.0013,N
인천광역시,201409,0.0218,Y,0.0366,N,Y,0.0043,Y,0.0273,N,0.0053,Y,0.5283,N,0.001,Y,0.0038,Y
광주광역시,201409,0.0072,N,0.0218,N,N,0.0016,N,0.0124,N,0.0026,N,0.3325,N,0.0002,N,0.0009,N
대전광역시,201409,0.0143,N,0.0204,N,N,0.0031,N,0.0178,N,0.0017,N,0.4332,N,0.0004,N,0.0032,N
울산광역시,201409,0.0211,Y,0.0256,N,Y,0.0052,Y,0.0816,Y,0.0034,N,1.5179,Y,0.0002,N,0.0037,Y
세종특별자치시,201409,0.0145,N,0.0224,N,N,0.0029,N,0.0269,N,0.0032,N,0.5367,N,0.0008,N,0.0032,N
경기도,201409,0.0284,Y,0.0413,N,Y,0.003,N,0.0212,N,0.0046,Y,0.6209,Y,0.001,Y,0.0031,N
강원도,201409,0.0111,N,0.0134,N,N,0.0014,N,0.0329,Y,0.0018,N,0.4136,N,0.0005,N,0.0093,Y
충청북도,201409,0.0172,Y,0.017,N,N,0.0048,Y,0.0112,N,0.0026,N,0.2838,N,0.0016,Y,0.0006,N
충청남도,201409,0.0074,N,0.0219,N,N,0.0042,Y,0.0176,N,0.0021,N,0.4318,N,0.0006,N,0.008,Y
전라북도,201409,0.0073,N,0.0232,N,Y,0.0014,N,0.0113,N,0.0024,N,0.1579,N,0.0008,N,0.0012,N
전라남도,201409,0.0098,N,0.0146,N,N,0.0029,N,0.0273,N,0.002,N,0.5892,Y,0.0008,N,0.0014,N
경상북도,201409,0.011,N,0.0136,N,N,0.0036,N,0.0723,Y,0.0009,N,0.5364,N,0.0008,N,0.0023,N
경상남도,201409,0.0109,N,0.0179,N,N,0.0031,N,0.0307,Y,0.0041,N,0.5759,N,0.0007,N,0.004,Y
서울특별시,201410,0.0373,Y,0.0181,N,N,0.0015,N,0.0289,N,0.0024,N,0.6757,Y,0.0007,N,0.0031,N
부산광역시,201410,0.0178,Y,0.0209,N,N,0.0028,N,0.0193,N,0.0045,Y,0.4309,N,0.0008,N,0.004,Y
대구광역시,201410,0.0099,N,0.023,N,Y,0.0017,N,0.022,N,0.0008,N,0.4202,N,0.0004,N,0.0021,N
인천광역시,201410,0.0347,Y,0.0323,N,Y,0.0036,N,0.0324,Y,0.0042,Y,0.5549,N,0.0011,Y,0.0042,Y
광주광역시,201410,0.0031,N,0.0086,N,N,0.0006,N,0.0133,N,0.0001,N,0.2726,N,0.0007,N,0.0013,N
대전광역시,201410,0.0206,Y,0.0223,N,Y,0.0033,N,0.0193,N,0.0026,N,0.6203,Y,0.0002,N,0.006,Y
울산광역시,201410,0.0146,N,0.0165,N,N,0.003,N,0.0447,Y,0.0032,N,0.8004,Y,0.0006,N,0.0033,N
세종특별자치시,201410,0.0181,N,0.0186,N,N,0.0033,N,0.0436,N,0.0029,N,0.575,N,0.0007,N,0.0044,N
경기도,201410,0.0386,Y,0.0325,N,Y,0.0045,Y,0.0386,Y,0.0027,N,0.761,Y,0.0018,Y,0.0038,Y
강원도,201410,0.0187,Y,0.0123,N,N,0.0018,N,0.1305,Y,0.0027,N,0.5238,N,0.0005,N,0.0197,Y
충청북도,201410,0.014,N,0.0146,N,N,0.006,Y,0.0143,N,0.0023,N,0.3027,N,0.0008,N,0.0013,N
충청남도,201410,0.019,Y,0.0184,N,N,0.0022,N,0.0253,N,0.0021,N,0.5386,N,0.0007,N,0.0044,N
전라북도,201410,0.0079,N,0.0114,N,N,0.0013,N,0.0094,N,0.0013,N,0.1697,N,0.0005,N,0.0011,N
전라남도,201410,0.013,N,0.0126,N,N,0.0063,Y,0.0875,Y,0.0127,Y,0.9627,Y,0.0008,N,0.0026,N
경상북도,201410,0.0122,N,0.0237,N,Y,0.0065,Y,0.1318,Y,0.0003,N,1.1416,Y,0.0007,N,0.0038,Y
경상남도,201410,0.0108,N,0.0116,N,N,0.0043,Y,0.0374,Y,0.002,N,0.45,N,0.0004,N,0.0054,Y
서울특별시,201411,0.041,Y,0.0341,N,Y,0.0034,N,0.0568,Y,0.0051,Y,1.0179,Y,0.0011,Y,0.0043,Y
부산광역시,201411,0.024,Y,0.0217,N,N,0.0066,Y,0.0497,Y,0.0042,Y,0.8553,Y,0.0006,N,0.0091,Y
대구광역시,201411,0.0238,Y,0.0263,N,Y,0.0041,Y,0.0336,Y,0.0022,N,0.7721,Y,0.0044,Y,0.0048,Y
인천광역시,201411,0.0292,Y,0.0295,N,Y,0.0033,N,0.0351,Y,0.0039,N,0.4463,N,0.001,Y,0.0036,Y
광주광역시,201411,0.0058,N,0.0207,N,N,0.0007,N,0.0209,N,0.0007,N,0.439,N,0.0017,N,0.0011,N
대전광역시,201411,0.0324,Y,0.0368,N,Y,0.0079,Y,0.0446,Y,0.0042,Y,1.1708,Y,0.0017,Y,0.0078,Y
울산광역시,201411,0.0191,Y,0.0229,N,Y,0.0056,Y,0.0487,Y,0.0042,Y,1.3532,Y,0.0017,N,0.0055,Y
세종특별자치시,201411,0.0228,N,0.0302,N,N,0.0051,N,0.0501,N,0.0039,N,0.8184,N,0.0017,N,0.0054,N
경기도,201411,0.0581,Y,0.0551,N,Y,0.0082,Y,0.0689,Y,0.0063,Y,1.3383,Y,0.0022,Y,0.0074,Y
강원도,201411,0.0143,N,0.0299,N,Y,0.0022,N,0.0781,Y,0.0013,N,0.6721,Y,0.0011,Y,0.0143,Y
충청북도,201411,0.0212,Y,0.0254,N,Y,0.0034,N,0.0238,N,0.0032,N,0.6103,Y,0.001,Y,0.0022,N
충청남도,201411,0.0142,N,0.0264,N,Y,0.0042,Y,0.024,N,0.0041,N,0.5492,N,0.0005,N,0.0046,Y
전라북도,201411,0.0103,N,0.0284,N,Y,0.0082,Y,0.05,Y,0.0113,Y,0.1665,N,0.004,Y,0.0038,Y
전라남도,201411,0.0212,Y,0.0259,N,Y,0.0101,Y,0.0616,Y,0.0029,N,1.2034,Y,0.0017,N,0.0031,N
경상북도,201411,0.0106,N,0.0463,N,Y,0.0029,N,0.0981,Y,0.0025,N,1.0099,Y,0.0016,Y,0.0026,N
경상남도,201411,0.0172,Y,0.0229,N,Y,0.0054,Y,0.0573,Y,0.0027,N,0.6714,Y,0.0007,N,0.0065,Y
서울특별시,201412,0.0225,Y,0.0382,N,Y,0.002,N,0.0276,N,0.0081,Y,0.7358,Y,0.0013,Y,0.003,N
부산광역시,201412,0.0299,Y,0.024,N,Y,0.0073,Y,0.0517,Y,0.0043,Y,0.7903,Y,0.0005,N,0.0072,Y
대구광역시,201412,0.0193,Y,0.0332,N,Y,0.0022,N,0.0226,N,0.0035,N,0.5173,N,0.0038,Y,0.0029,N
인천광역시,201412,0.0275,Y,0.0427,N,Y,0.0029,N,0.037,Y,0.0042,Y,0.4115,N,0.0016,Y,0.0037,Y
광주광역시,201412,0.01,N,0.0094,N,N,0.0027,N,0.01,N,0.0004,N,0.2872,N,0.0013,N,0.0005,N
대전광역시,201412,0.0197,Y,0.0457,N,Y,0.0024,N,0.0336,Y,0.0067,Y,0.8036,Y,0.0014,Y,0.004,Y
울산광역시,201412,0.005,N,0.019,N,N,0.0016,N,0.0244,N,0.0024,N,0.6835,Y,0.0013,N,0.0001,N
세종특별자치시,201412,0.0151,N,0.0294,N,N,0.0027,N,0.0305,N,0.0041,N,0.5367,N,0.0013,N,0.0036,N
경기도,201412,0.0172,Y,0.0369,N,Y,0.0033,N,0.0306,N,0.0045,Y,0.6332,Y,0.0011,Y,0.0042,Y
강원도,201412,0.0078,N,0.0302,N,Y,0.0017,N,0.0553,Y,0.0065,Y,0.5648,N,0.0012,Y,0.0063,Y
충청북도,201412,0.021,Y,0.039,N,Y,0.0024,N,0.0237,N,0.0049,Y,0.4986,N,0.0012,Y,0.0019,N
충청남도,201412,0.0111,N,0.0478,N,Y,0.0051,Y,0.0227,N,0.0066,Y,0.4241,N,0.001,Y,0.0042,Y
전라북도,201412,0.0109,N,0.0263,N,Y,0.0012,N,0.0107,N,0.0027,N,0.1434,N,0.001,Y,0.0009,N
전라남도,201412,0.0034,N,0.0099,N,N,0.0005,N,0.0142,N,0.0041,N,0.3757,N,0.0013,N,0.0036,N
경상북도,201412,0.009,N,0.0142,N,N,0.0028,N,0.0568,Y,0.0004,N,0.7859,Y,0.0003,N,0.0084,Y
경상남도,201412,0.0119,N,0.025,N,Y,0.0025,N,0.0369,Y,0.0027,N,0.3961,N,0.0008,N,0.003,N
서울특별시,201501,0.0234,Y,0.0458,N,Y,0.0022,N,0.0375,Y,0.0072,Y,0.8326,Y,0.0014,Y,0.0033,N
부산광역시,201501,0.0247,Y,0.0255,N,Y,0.006,Y,0.0569,Y,0.0059,Y,0.8855,Y,0.0008,N,0.0074,Y
대구광역시,201501,0.0262,Y,0.0396,N,Y,0.0036,N,0.0323,Y,0.004,N,0.7369,Y,0.0032,Y,0.0054,Y
인천광역시,201501,0.0262,Y,0.0371,N,Y,0.003,N,0.0365,Y,0.0038,N,0.4727,N,0.0016,Y,0.0032,N
광주광역시,201501,0.0054,N,0.0254,N,Y,0.0014,N,0.0174,N,0.003,N,0.4231,N,0.0002,N,0.0009,N
대전광역시,201501,0.0222,Y,0.057,N,Y,0.0036,N,0.048,Y,0.0051,Y,0.9513,Y,0.0037,Y,0.0053,Y
울산광역시,201501,0.0113,N,0.0257,N,Y,0.0012,N,0.032,Y,0.0015,N,0.7849,Y,0.0017,N,0.0034,N
세종특별자치시,201501,0.0176,N,0.037,N,N,0.0028,N,0.0339,N,0.004,N,0.6321,N,0.0017,N,0.0035,N
경기도,201501,0.0399,Y,0.0657,N,Y,0.0063,Y,0.0458,Y,0.0064,Y,0.9157,Y,0.0029,Y,0.0059,Y
강원도,201501,0.0119,N,0.0308,N,Y,0.0015,N,0.0271,N,0.005,Y,0.5879,Y,0.0012,Y,0.0026,N
충청북도,201501,0.0146,N,0.0483,N,Y,0.003,N,0.0188,N,0.0061,Y,0.5162,N,0.0018,Y,0.0023,N
충청남도,201501,0.0138,N,0.0398,N,Y,0.0034,N,0.025,N,0.0034,N,0.6029,Y,0.0013,Y,0.0042,Y
전라북도,201501,0.0066,N,0.0271,N,Y,0.0012,N,0.0121,N,0.0029,N,0.1682,N,0.0009,Y,0.001,N
전라남도,201501,0.0038,N,0.0234,N,Y,0.0002,N,0.0189,N,0.0017,N,0.557,N,0.0017,N,0.001,N
경상북도,201501,0.0161,Y,0.0242,N,Y,0.0024,N,0.0511,Y,0.0005,N,0.5937,Y,0.0017,N,0.003,N
