STD_YYYYMM,SIDO,비염환자수,아토피환자수,천식환자수,평균기온,평균상대습도,평균증기압,평균최고기온,평균최저기온,평균풍속,AVG_PM10,PM10_BAD,PM10_80BAD,AVG_PM2.5,PM2_BAD,PM2_35BAD,AVG_아황산,아황산_0.05BAD,아황산_BAD,AVG_이산화,이산화_0.06BAD,이산화_0.03BAD,이산화_BAD,AVG_일산화,일산화_9BAD,일산화_BAD,차량수,AVG_구리,구리_BAD,AVG_납,납_0.5BAD,납_BAD,AVG_니켈,니켈_BAD,AVG_망간,망간_BAD,AVG_비소,비소_BAD,AVG_철,철_BAD,AVG_카드뮴,카드뮴_BAD,AVG_크롬,크롬_BAD
202111,인천광역시,124126,8159,9474,8.7,67.0,7.8,12.9,4.8,3.1,44.0,Y,N,25.0,Y,N,0.004,N,N,0.026,N,N,Y,0.6,N,Y,1672220.0,0.0071,N,0.0058,N,N,0.0004,N,0.0058,N,0.0008,N,0.1448,N,0.0002,N,0.0012,N
202112,인천광역시,82566,8489,7103,1.6,61.7,4.6,5.6,-2.3,3.5,39.0,N,N,24.0,Y,N,0.004,N,N,0.028,N,N,Y,0.6,N,Y,1675405.0,0.0236,Y,0.0174,N,N,0.0028,N,0.0262,N,0.004,N,0.5956,Y,0.0009,Y,0.005,Y
202201,인천광역시,86819,8927,7756,-1.8,57.0,3.1,2.1,-5.5,3.2,42.0,Y,N,28.0,Y,N,0.004,N,N,0.026,N,N,Y,0.6,N,Y,1679985.0,0.0074,N,0.015,N,N,0.0012,N,0.0128,N,0.0037,N,0.3108,N,0.0004,N,0.0019,N
202202,인천광역시,110844,7789,6767,-1.1,59.0,3.5,2.7,-4.8,3.5,38.0,N,N,24.0,Y,N,0.004,N,N,0.022,N,N,Y,0.5,N,Y,1683410.0,0.0179,Y,0.018,N,N,0.0025,N,0.0164,N,0.004,N,0.3664,N,0.0007,N,0.003,N
202203,인천광역시,152302,7694,8784,6.1,68.0,6.5,10.1,2.3,3.3,42.0,Y,N,22.0,Y,N,0.004,N,N,0.024,N,N,Y,0.5,N,Y,1688267.0,0.0272,Y,0.0149,N,N,0.0037,N,0.0238,N,0.0037,N,0.5437,N,0.0005,N,0.0038,Y
202204,인천광역시,109662,9395,9076,11.9,65.7,9.1,16.4,7.8,3.1,44.0,Y,N,22.0,Y,N,0.003,N,N,0.018,N,N,N,0.4,N,N,1690967.0,0.0072,N,0.0061,N,N,0.0013,N,0.0095,N,0.0015,N,0.2734,N,0.0002,N,0.0017,N
202205,인천광역시,81608,9871,7837,15.9,68.3,12.2,20.4,11.7,3.1,32.0,N,N,16.0,N,N,0.003,N,N,0.014,N,N,N,0.4,N,N,1695419.0,0.0105,N,0.0156,N,N,0.0015,N,0.0143,N,0.0047,Y,0.4427,N,0.0004,N,0.0025,N
202206,인천광역시,70833,8699,7231,20.8,83.0,20.3,24.4,17.9,3.0,21.0,N,N,12.0,N,N,0.003,N,N,0.012,N,N,N,0.3,N,N,1698725.0,0.0095,N,0.004,N,N,0.0018,N,0.0115,N,0.0007,N,0.2601,N,0.0001,N,0.0026,N
202207,인천광역시,89173,9856,6847,25.1,85.3,26.9,28.6,22.4,2.4,26.0,N,N,18.0,N,N,0.003,N,N,0.012,N,N,N,0.4,N,N,1704045.0,0.0078,N,0.0082,N,N,0.0015,N,0.0104,N,0.003,N,0.2126,N,0.0002,N,0.0017,N
202208,인천광역시,97128,9545,7153,24.3,85.7,26.2,27.2,21.7,2.6,21.0,N,N,11.0,N,N,0.003,N,N,0.011,N,N,N,0.4,N,N,1706891.0,0.0072,N,0.0109,N,N,0.0015,N,0.0082,N,0.0056,Y,0.1719,N,0.0002,N,0.002,N
202209,인천광역시,129277,8913,10388,20.9,75.7,18.6,25.0,17.3,2.5,26.0,N,N,14.0,N,N,0.003,N,N,0.015,N,N,N,0.4,N,N,1707044.0,0.0089,N,0.0104,N,N,0.0013,N,0.0099,N,0.0033,N,0.3026,N,0.0002,N,0.0017,N
202210,인천광역시,130117,8254,10989,13.7,70.3,11.2,17.8,10.1,2.9,30.0,N,N,17.0,N,N,0.003,N,N,0.019,N,N,Y,0.5,N,Y,1697990.0,0.0113,N,0.0093,N,N,0.0017,N,0.0123,N,0.0025,N,0.3022,N,0.0003,N,0.0027,N
202211,인천광역시,122668,7602,9451,9.5,68.7,8.5,13.9,5.6,2.9,41.0,N,N,24.0,Y,N,0.004,N,N,0.026,N,N,Y,0.6,N,Y,1693367.0,0.0176,Y,0.0127,N,N,0.0024,N,0.0191,N,0.0018,N,0.427,N,0.0004,N,0.0033,N
202212,인천광역시,137922,8044,9042,-2.2,62.0,3.4,1.4,-5.8,3.4,38.0,N,N,20.0,N,N,0.004,N,N,0.024,N,N,Y,0.5,N,Y,1692760.0,0.01,N,0.0177,N,N,0.0015,N,0.0133,N,0.0194,Y,0.3212,N,0.0004,N,0.0023,N
201501,광주광역시,60461,4068,11895,1.7,66.0,4.6,6.2,-2.1,1.6,43.0,Y,N,27.0,Y,N,0.004,N,N,0.024,N,N,Y,0.6,N,Y,592020.0,0.0054,N,0.0254,N,Y,0.0014,N,0.0174,N,0.003,N,0.4231,N,0.0002,N,0.0009,N
201502,광주광역시,72042,3739,13144,3.0,61.0,4.7,7.8,-0.9,1.8,59.0,Y,N,33.0,Y,N,0.004,N,N,0.021,N,N,Y,0.6,N,Y,593456.0,0.0053,N,0.0355,N,Y,0.0013,N,0.02,N,0.0035,N,0.509,N,0.0001,N,0.0011,N
201503,광주광역시,76585,4663,13256,8.0,51.0,5.5,14.7,2.3,1.9,64.0,Y,N,35.0,Y,N,0.004,N,N,0.023,N,N,Y,0.5,N,Y,595373.0,0.0022,N,0.0189,N,N,0.0002,N,0.013,N,0.0006,N,0.4562,N,0.0015,N,0.0016,N
201504,광주광역시,68260,4161,13670,13.9,63.0,9.7,20.5,8.9,1.9,40.0,N,N,24.0,Y,N,0.003,N,N,0.019,N,N,Y,0.5,N,Y,597728.0,0.0031,N,0.0169,N,N,0.0012,N,0.0143,N,0.0015,N,0.5048,N,0.0001,N,0.0009,N
201505,광주광역시,50851,4918,10958,19.4,56.0,11.9,26.1,13.6,2.0,41.0,N,N,24.0,Y,N,0.003,N,N,0.018,N,N,N,0.4,N,N,599458.0,0.0032,N,0.03,N,Y,0.0064,N,0.0167,N,0.0004,N,0.5,N,0.0012,N,0.0005,N
201506,광주광역시,36078,4052,7446,22.5,70.0,18.6,27.7,18.7,1.8,41.0,N,N,27.0,Y,N,0.003,N,N,0.014,N,N,N,0.5,N,Y,601616.0,0.0022,N,0.0155,N,N,0.0003,N,0.0147,N,0.0005,N,0.4688,N,0.0009,N,0.0009,N
201507,광주광역시,34253,5187,6975,25.4,83.0,26.7,29.7,22.2,1.9,33.5382,N,N,22.0,Y,N,0.003,N,N,0.011,N,N,N,0.4,N,N,603580.0,0.0008,N,0.0036,N,N,0.0004,N,0.0069,N,0.0007,N,0.1982,N,0.0002,N,0.0002,N
201508,광주광역시,44393,4912,8963,26.0,81.0,26.7,30.5,22.7,1.5,34.938,N,N,22.0,Y,N,0.003,N,N,0.012,N,N,N,0.4,N,N,604551.0,0.0008,N,0.0031,N,N,0.0001,N,0.0021,N,0.0005,N,0.1364,N,0.0008,N,0.0001,N
201509,광주광역시,85428,3815,12441,22.0,73.0,18.8,27.3,17.4,1.4,28.5045,N,N,17.7229,N,N,0.0037,N,N,0.0166,N,N,N,0.3796,N,N,606621.0,0.0014,N,0.0046,N,N,0.0033,N,0.0082,N,0.002,N,0.2045,N,0.0006,N,0.0046,N
201510,광주광역시,68230,3839,12481,16.9,70.0,13.2,22.7,12.1,1.3,47.1883,N,N,30.0,Y,N,0.002,N,N,0.021,N,N,Y,0.4,N,N,607502.0,0.009,N,0.0128,N,N,0.0003,N,0.0187,N,0.0004,N,0.5164,N,0.0009,N,0.0005,N
201511,광주광역시,59373,3432,11335,11.6,83.0,11.6,15.4,8.5,1.1,35.0,N,N,25.0,Y,N,0.002,N,N,0.025,N,N,Y,0.5,N,Y,610423.0,0.0045,N,0.0019,N,N,0.0027,N,0.0053,N,0.0004,N,0.1396,N,0.0008,N,0.0028,N
201512,광주광역시,71617,4024,14356,5.3,73.0,6.7,9.4,1.8,1.3,42.0,Y,N,27.0,Y,N,0.003,N,N,0.026,N,N,Y,0.6,N,Y,611280.0,0.0036,N,0.0031,N,N,0.0061,N,0.0102,N,0.0028,N,0.3216,N,0.0013,N,0.001,N
201601,광주광역시,66457,3887,10494,0.9,69.0,4.6,4.9,-2.1,1.5,39.0,N,N,26.0,Y,N,0.003,N,N,0.024,N,N,Y,0.6,N,Y,613552.0,0.0051,N,0.0137,N,N,0.0027,N,0.0023,N,0.0034,N,0.1978,N,0.001,N,0.0004,N
201602,광주광역시,70054,3818,12127,3.3,60.0,5.0,8.2,-1.0,1.8,44.0,Y,N,24.0,Y,N,0.004,N,N,0.021,N,N,Y,0.6,N,Y,614605.0,0.0134,N,0.0178,N,N,0.003,N,0.0082,N,0.0004,N,0.1884,N,0.0008,N,0.0007,N
201603,광주광역시,74739,4186,13090,8.4,60.0,6.8,14.7,3.4,1.7,52.0,Y,N,29.0,Y,N,0.003,N,N,0.022,N,N,Y,0.5,N,Y,616656.0,0.0096,N,0.0106,N,N,0.0002,N,0.0158,N,0.0022,N,0.3723,N,0.0012,N,0.0016,N
201604,광주광역시,61378,3850,12158,15.5,66.0,11.1,21.9,10.5,1.8,64.0,Y,N,29.0,Y,N,0.003,N,N,0.018,N,N,N,0.4,N,N,617529.0,0.0042,N,0.015,N,N,0.0047,N,0.012,N,0.0002,N,0.306,N,0.0009,N,0.0001,N
201605,광주광역시,49286,4447,10643,19.8,65.0,14.4,26.0,14.3,1.8,49.0,Y,N,27.0,Y,N,0.003,N,N,0.016,N,N,N,0.4,N,N,619195.0,0.0147,N,0.0095,N,N,0.0002,N,0.0074,N,0.0004,N,0.1014,N,0.0008,N,0.0002,N
201606,광주광역시,37340,4721,7372,23.0,80.0,22.1,27.6,19.5,1.6,35.0,N,N,23.0,Y,N,0.002,N,N,0.013,N,N,N,0.4,N,N,621683.0,0.0061,N,0.0134,N,N,0.006,N,0.0047,N,0.0002,N,0.1891,N,0.0013,N,0.0002,N
201607,광주광역시,38849,5190,6958,26.9,84.0,29.5,31.1,23.7,1.9,23.0,N,N,15.0,N,N,0.002,N,N,0.011,N,N,N,0.3,N,N,628249.0,0.0061,N,0.002,N,N,0.0002,N,0.0021,N,0.0001,N,0.1144,N,0.0006,N,0.0001,N
201608,광주광역시,46631,5100,7616,27.8,79.0,29.1,33.1,23.8,1.4,28.0,N,N,17.0,N,N,0.002,N,N,0.014,N,N,N,0.4,N,N,628858.0,0.0073,N,0.0054,N,N,0.005,N,0.0048,N,0.004,N,0.1654,N,0.0008,N,0.0038,N
201609,광주광역시,77084,3702,10675,23.0,83.0,23.0,27.6,19.6,1.5,31.0,N,N,21.0,N,N,0.002,N,N,0.014,N,N,N,0.4,N,N,629969.0,0.0068,N,0.0214,N,N,0.0042,N,0.0116,N,0.0015,N,0.289,N,0.0013,N,0.0003,N
201610,광주광역시,73852,3820,12987,17.2,79.0,15.9,21.5,13.6,1.5,32.0,N,N,18.0,N,N,0.003,N,N,0.019,N,N,Y,0.5,N,Y,631099.0,0.001,N,0.0102,N,N,0.0003,N,0.0075,N,0.0016,N,0.1674,N,0.0014,N,0.0006,N
201611,광주광역시,71701,3813,13854,9.6,69.0,8.7,14.6,5.3,1.5,44.0,Y,N,26.0,Y,N,0.003,N,N,0.024,N,N,Y,0.6,N,Y,632583.0,0.0076,N,0.0101,N,N,0.0008,N,0.0121,N,0.0014,N,0.358,N,0.0001,N,0.001,N
201612,광주광역시,84830,3704,13935,4.7,69.0,6.2,9.4,0.7,1.5,40.0,N,N,26.0,Y,N,0.003,N,N,0.025,N,N,Y,0.6,N,Y,633375.0,0.0219,Y,0.0317,N,Y,0.0015,N,0.0246,N,0.0039,N,0.5537,N,0.0011,Y,0.002,N
201701,광주광역시,55272,3823,10326,2.0,66.0,4.8,6.7,-1.9,1.6,47.0,Y,N,30.0,Y,N,0.003,N,N,0.023,N,N,Y,0.5,N,Y,636015.0,0.0047,N,0.0142,N,N,0.0016,N,0.0097,N,0.0018,N,0.2514,N,0.0003,N,0.0007,N
201702,광주광역시,52059,3829,9740,2.9,60.0,4.6,8.4,-1.7,1.6,35.0,N,N,23.0,Y,N,0.003,N,N,0.022,N,N,Y,0.5,N,Y,636743.0,0.0032,N,0.0138,N,N,0.0013,N,0.0103,N,0.0005,N,0.3282,N,0.0001,N,0.001,N
201703,광주광역시,81675,4033,12557,7.4,57.0,5.6,13.8,2.4,1.5,49.0,Y,N,33.0,Y,N,0.003,N,N,0.025,N,N,Y,0.5,N,Y,638056.0,0.0059,N,0.022,N,N,0.0017,N,0.0134,N,0.0035,N,0.4569,N,0.0007,N,0.0021,N
201704,광주광역시,79169,3996,13348,15.1,60.0,10.0,21.9,9.5,1.9,54.0,Y,N,26.0,Y,N,0.002,N,N,0.018,N,N,N,0.4,N,N,639285.0,0.0086,N,0.019,N,N,0.0017,N,0.0164,N,0.001,N,0.3832,N,0.0004,N,0.0012,N
201705,광주광역시,52112,4912,10570,19.8,62.0,13.7,26.4,14.1,1.4,56.0,Y,N,24.0,Y,N,0.003,N,N,0.017,N,N,N,0.4,N,N,640460.0,0.0074,N,0.0136,N,N,0.0032,N,0.0242,N,0.0019,N,0.81,Y,0.0005,N,0.0004,N
201706,광주광역시,38626,4601,7871,23.1,68.0,18.8,29.4,18.5,1.5,35.0,N,N,22.0,Y,N,0.002,N,N,0.015,N,N,N,0.4,N,N,642414.0,0.0013,N,0.0084,N,N,0.0006,N,0.0087,N,0.0025,N,0.2877,N,0.0001,N,0.0016,N
201707,광주광역시,35242,5346,6758,27.8,89.0,32.9,32.0,24.8,1.8,24.0,N,N,16.0,N,N,0.002,N,N,0.011,N,N,N,0.3,N,N,643756.0,0.0028,N,0.0037,N,N,0.002,N,0.0036,N,0.0012,N,0.1246,N,0.0001,N,0.0017,N
201708,광주광역시,50156,5047,7777,27.0,83.0,29.6,31.6,23.4,1.6,24.0,N,N,15.0,N,N,0.002,N,N,0.012,N,N,N,0.4,N,N,645179.0,0.0051,N,0.0098,N,N,0.002,N,0.0078,N,0.0006,N,0.2258,N,0.0003,N,0.0003,N
201709,광주광역시,82085,4077,10134,22.4,76.0,20.3,27.6,18.0,1.5,34.0,N,N,22.0,Y,N,0.002,N,N,0.015,N,N,N,0.4,N,N,646936.0,0.0004,N,0.0062,N,N,0.0003,N,0.0099,N,0.0003,N,0.1787,N,0.0001,N,0.0003,N
201710,광주광역시,63501,3703,10222,17.0,75.0,14.7,22.1,12.8,1.5,33.0,N,N,20.0,N,N,0.002,N,N,0.017,N,N,N,0.4,N,N,647730.0,0.0181,N,0.0042,N,N,0.0006,N,0.0083,N,0.003,N,0.1552,N,0.0007,N,0.0001,N
201711,광주광역시,79634,3885,12961,8.8,64.0,7.4,14.6,4.0,1.3,50.0,Y,N,31.0,Y,N,0.003,N,N,0.026,N,N,Y,0.6,N,Y,649341.0,0.0045,N,0.0127,N,N,0.0016,N,0.0216,N,0.0022,N,0.4812,N,0.0009,N,0.0003,N
201712,광주광역시,86363,3539,12526,1.9,64.0,4.6,6.6,-1.9,1.5,44.0,Y,N,28.0,Y,N,0.003,N,N,0.024,N,N,Y,0.6,N,Y,649293.0,0.0019,N,0.0129,N,N,0.0021,N,0.014,N,0.001,N,0.316,N,0.0009,N,0.0012,N
201801,광주광역시,79647,3886,11878,-0.2,66.0,4.2,4.5,-3.8,1.5,45.0,Y,N,28.0,Y,N,0.003,N,N,0.024,N,N,Y,0.6,N,Y,650988.0,0.0004,N,0.0008,N,N,0.0039,N,0.0022,N,0.003,N,0.123,N,0.0008,N,0.0053,N
201802,광주광역시,53707,3679,9008,1.8,54.0,3.8,7.1,-2.8,1.6,50.0,Y,N,31.0,Y,N,0.003,N,N,0.024,N,N,Y,0.6,N,Y,651797.0,0.0032,N,0.0038,N,N,0.0034,N,0.0023,N,0.0041,N,0.2147,N,0.0013,N,0.0035,N
201803,광주광역시,72029,4049,11347,10.0,72.0,8.9,16.5,4.7,1.8,48.0,Y,N,32.0,Y,N,0.002,N,N,0.019,N,N,Y,0.6,N,Y,652723.0,0.0003,N,0.002,N,N,0.0045,N,0.0016,N,0.0034,N,0.1888,N,0.0009,N,0.0036,N
201804,광주광역시,69046,4303,11568,15.1,67.0,11.3,21.5,9.7,1.7,56.0,Y,N,25.0,Y,N,0.002,N,N,0.016,N,N,N,0.5,N,Y,653909.0,0.0056,N,0.0055,N,N,0.0044,N,0.0156,N,0.0031,N,0.6808,Y,0.0007,N,0.0036,N
201805,광주광역시,50465,4667,10065,19.5,74.0,16.8,25.0,14.8,1.6,40.0,N,N,21.0,N,N,0.002,N,N,0.013,N,N,N,0.4,N,N,654938.0,0.0058,N,0.0062,N,N,0.0018,N,0.011,N,0.0033,N,0.2851,N,0.0032,Y,0.0018,N
201806,광주광역시,38592,4756,7383,23.6,74.0,21.0,29.5,19.2,1.5,41.0,N,N,27.0,Y,N,0.002,N,N,0.011,N,N,N,0.4,N,N,656724.0,0.0044,N,0.0077,N,N,0.0022,N,0.0123,N,0.0004,N,0.3234,N,0.0008,N,0.0015,N
201807,광주광역시,36458,5238,6326,28.3,79.0,29.8,33.5,24.5,1.7,26.0,N,N,15.0,N,N,0.003,N,N,0.009,N,N,N,0.4,N,N,658381.0,0.0023,N,0.0008,N,N,0.0006,N,0.0046,N,0.0001,N,0.1938,N,0.0014,N,0.0002,N
201808,광주광역시,39822,4395,6997,28.4,78.0,29.4,33.7,24.9,2.0,24.0,N,N,14.0,N,N,0.003,N,N,0.008,N,N,N,0.4,N,N,659551.0,0.0046,N,0.0042,N,N,0.0022,N,0.0084,N,0.0029,N,0.5088,N,0.0009,N,0.0006,N
201809,광주광역시,84739,3956,11157,21.6,78.0,20.0,26.3,18.0,1.5,25.0,N,N,13.0,N,N,0.002,N,N,0.013,N,N,N,0.4,N,N,660837.0,0.0066,N,0.0058,N,N,0.0017,N,0.0106,N,0.0027,N,0.3561,N,0.0001,N,0.0018,N
201810,광주광역시,77429,4070,12297,14.5,72.0,11.7,19.9,10.1,1.4,34.0,N,N,20.0,N,N,0.003,N,N,0.019,N,N,Y,0.5,N,Y,662378.0,0.0073,N,0.0087,N,N,0.0011,N,0.0125,N,0.0026,N,0.3273,N,0.0002,N,0.0012,N
201811,광주광역시,73166,3561,12701,9.9,70.0,8.5,15.5,5.3,1.0,59.0,Y,N,36.0,Y,Y,0.003,N,N,0.03,N,N,Y,0.7,N,Y,663799.0,0.0124,N,0.0182,N,N,0.001,N,0.0184,N,0.0036,N,0.3337,N,0.0008,N,0.001,N
201812,광주광역시,78816,3745,12313,3.2,62.0,5.2,7.8,-0.6,1.7,43.0,Y,N,26.0,Y,N,0.003,N,N,0.024,N,N,Y,0.6,N,Y,664316.0,0.0064,N,0.0073,N,N,0.0013,N,0.0096,N,0.0016,N,0.2796,N,0.0007,N,0.0005,N
201901,광주광역시,58579,4080,9969,1.8,59.0,4.1,7.0,-2.1,1.4,53.0,Y,N,33.0,Y,N,0.003,N,N,0.025,N,N,Y,0.6,N,Y,666311.0,0.0062,N,0.0132,N,N,0.001,N,0.0171,N,0.0032,N,0.2956,N,0.0004,N,0.0006,N
201902,광주광역시,46500,3745,7244,3.6,58.0,4.6,9.0,-0.7,1.5,57.0,Y,N,34.0,Y,N,0.003,N,N,0.02,N,N,Y,0.6,N,Y,666658.0,0.0088,N,0.0118,N,N,0.0012,N,0.0276,N,0.0037,N,0.8017,Y,0.0002,N,0.0008,N
201903,광주광역시,79848,4147,10814,8.4,61.0,6.6,14.7,3.4,1.7,63.0,Y,N,39.0,Y,Y,0.002,N,N,0.022,N,N,Y,0.5,N,Y,668127.0,0.0137,N,0.0287,N,Y,0.0015,N,0.031,Y,0.0045,Y,0.5723,N,0.0007,N,0.0017,N
201904,광주광역시,79250,4166,12270,13.0,67.0,10.0,18.8,8.4,1.5,43.0,Y,N,20.0,N,N,0.002,N,N,0.019,N,N,Y,0.4,N,N,668564.0,0.0084,N,0.0099,N,N,0.0008,N,0.0141,N,0.0006,N,0.3238,N,0.0006,N,0.0007,N
201905,광주광역시,55498,4858,9985,19.2,58.0,12.4,26.2,13.1,1.6,50.0,Y,N,22.0,Y,N,0.003,N,N,0.017,N,N,N,0.4,N,N,669489.0,0.0078,N,0.01,N,N,0.001,N,0.0188,N,0.002,N,0.4923,N,0.0009,N,0.0009,N
201906,광주광역시,38598,4189,7381,22.0,79.0,20.3,27.4,17.9,1.3,40.0,N,N,25.0,Y,N,0.002,N,N,0.014,N,N,N,0.4,N,N,670512.0,0.0042,N,0.0067,N,N,0.0003,N,0.0104,N,0.0004,N,0.2883,N,0.0013,N,0.0002,N
201907,광주광역시,41215,4956,7095,25.3,84.0,26.9,29.4,22.4,1.8,29.0,N,N,17.0,N,N,0.002,N,N,0.011,N,N,N,0.3,N,N,672166.0,0.0025,N,0.0024,N,N,0.0004,N,0.0044,N,0.0004,N,0.1067,N,0.0005,N,0.0005,N
201908,광주광역시,43402,5163,6962,27.0,80.0,28.3,31.3,23.8,1.5,31.0,N,N,17.0,N,N,0.003,N,N,0.011,N,N,N,0.4,N,N,673404.0,0.0041,N,0.0039,N,N,0.0002,N,0.008,N,0.0051,N,0.1433,N,0.0003,N,0.0023,N
201909,광주광역시,78908,4133,10327,22.9,82.0,23.0,27.2,19.6,1.6,27.0,N,N,15.0,N,N,0.003,N,N,0.012,N,N,N,0.4,N,N,674470.0,0.0054,N,0.003,N,N,0.0016,N,0.0057,N,0.0001,N,0.1254,N,0.0002,N,0.0016,N
201910,광주광역시,78198,4117,11550,17.1,73.0,14.3,22.2,13.0,1.2,35.0,N,N,18.0,N,N,0.003,N,N,0.017,N,N,N,0.4,N,N,675189.0,0.0065,N,0.0081,N,N,0.0006,N,0.0117,N,0.0026,N,0.249,N,0.0007,N,0.0004,N
201911,광주광역시,69561,3769,10724,10.8,66.0,8.8,16.9,6.0,1.2,43.0,Y,N,20.0,N,N,0.003,N,N,0.023,N,N,Y,0.5,N,Y,675894.0,0.0084,N,0.0181,N,N,0.0005,N,0.017,N,0.0073,Y,0.4026,N,0.0004,N,0.0002,N
201912,광주광역시,74694,3791,10409,4.8,62.0,5.4,9.5,1.0,1.3,33.0,N,N,22.0,Y,N,0.003,N,N,0.025,N,N,Y,0.6,N,Y,676281.0,0.0162,Y,0.0118,N,N,0.0004,N,0.0217,N,0.0012,N,0.4414,N,0.0004,N,0.0002,N
202001,광주광역시,69446,3845,9288,4.6,68.0,5.9,9.0,1.2,1.4,36.0,N,N,27.0,Y,N,0.003,N,N,0.021,N,N,Y,0.6,N,Y,677933.0,0.0069,N,0.012,N,N,0.001,N,0.0132,N,0.0018,N,0.2094,N,0.0003,N,0.001,N
202002,광주광역시,38754,3637,5819,5.3,67.0,6.2,10.6,0.8,1.4,32.0,N,N,21.0,N,N,0.003,N,N,0.018,N,N,N,0.5,N,Y,678442.0,0.0079,N,0.0128,N,N,0.0012,N,0.0211,N,0.003,N,0.2955,N,0.0003,N,0.0015,N
202003,광주광역시,29328,4211,4339,9.0,58.0,6.6,15.2,3.8,1.7,35.0,N,N,18.0,N,N,0.003,N,N,0.015,N,N,N,0.4,N,N,680363.0,0.0071,N,0.0099,N,N,0.0008,N,0.0228,N,0.0009,N,0.3954,N,0.0003,N,0.0015,N
202004,광주광역시,30511,4328,3874,11.5,52.0,6.9,18.0,6.2,1.8,38.0,N,N,17.0,N,N,0.003,N,N,0.013,N,N,N,0.4,N,N,682127.0,0.0076,N,0.013,N,N,0.0007,N,0.0227,N,0.0014,N,0.3756,N,0.0002,N,0.0018,N
202005,광주광역시,41725,4999,4496,18.8,73.0,15.5,24.4,14.2,1.7,31.0,N,N,18.0,N,N,0.002,N,N,0.01,N,N,N,0.4,N,N,683239.0,0.0098,N,0.0062,N,N,0.001,N,0.0176,N,0.0025,N,0.2297,N,0.0005,N,0.002,N
202006,광주광역시,31812,4917,4056,23.6,79.0,22.5,28.8,19.6,1.6,31.0,N,N,18.0,N,N,0.002,N,N,0.009,N,N,N,0.3,N,N,685555.0,0.0066,N,0.0069,N,N,0.0011,N,0.015,N,0.0009,N,0.3786,N,0.0004,N,0.0011,N
202007,광주광역시,23830,4430,3246,23.4,91.0,26.1,26.8,20.8,1.5,15.0,N,N,9.0,N,N,0.002,N,N,0.008,N,N,N,0.3,N,N,687391.0,0.0027,N,0.0035,N,N,0.0004,N,0.004,N,0.0009,N,0.1294,N,0.0002,N,0.0005,N
202008,광주광역시,26315,5201,3075,27.6,89.0,32.5,31.6,24.8,2.2,22.0,N,N,14.0,N,N,0.003,N,N,0.006,N,N,N,0.3,N,N,687007.0,0.0039,N,0.0026,N,N,0.0008,N,0.0044,N,0.0002,N,0.0752,N,0.0004,N,0.0004,N
202009,광주광역시,47745,4656,4068,21.3,85.0,21.3,25.7,17.9,1.5,21.0,N,N,13.0,N,N,0.003,N,N,0.011,N,N,N,0.3,N,N,689331.0,0.0047,N,0.0038,N,N,0.0004,N,0.0074,N,0.0003,N,0.1432,N,0.0002,N,0.0006,N
202010,광주광역시,58225,4333,4988,15.7,64.0,11.4,21.2,11.2,1.2,31.0,N,N,17.0,N,N,0.003,N,N,0.016,N,N,N,0.4,N,N,689966.0,0.0001,N,0.0012,N,N,0.0052,N,0.008,N,0.0016,N,0.218,N,0.0006,N,0.0025,N
202011,광주광역시,46684,3773,4680,10.5,63.0,8.4,15.6,6.4,1.4,32.0,N,N,20.0,N,N,0.003,N,N,0.019,N,N,Y,0.5,N,Y,691412.0,0.0044,N,0.009,N,N,0.0047,N,0.0277,N,0.0004,N,0.6156,Y,0.0008,N,0.0038,N
202012,광주광역시,27508,3930,3648,2.7,61.0,4.6,7.8,-1.1,1.4,33.0,N,N,24.0,Y,N,0.003,N,N,0.022,N,N,Y,0.5,N,Y,691740.0,0.0103,N,0.0194,N,N,0.0032,N,0.0248,N,0.004,N,0.4972,N,0.0007,N,0.0003,N
202101,광주광역시,21520,3763,2808,1.4,71.0,5.2,6.4,-2.6,1.5,37.0,N,N,22.0,Y,N,0.003,N,N,0.021,N,N,Y,0.5,N,Y,693200.0,0.004,N,0.0064,N,N,0.0037,N,0.0458,Y,0.0008,N,0.8776,Y,0.0012,N,0.0041,N
202102,광주광역시,24056,3728,2725,5.1,59.0,5.3,10.7,0.4,1.5,40.0,N,N,25.0,Y,N,0.002,N,N,0.019,N,N,Y,0.5,N,Y,693594.0,0.0081,N,0.0093,N,N,0.001,N,0.0116,N,0.0008,N,0.4234,N,0.0007,N,0.0024,N
202103,광주광역시,48644,4235,4170,10.6,65.0,8.1,17.0,5.6,1.5,65.0,Y,N,27.0,Y,N,0.003,N,N,0.016,N,N,N,0.5,N,Y,694618.0,0.0075,N,0.0134,N,N,0.0041,N,0.0229,N,0.0016,N,0.5416,N,0.0008,N,0.0031,N
202104,광주광역시,44701,4373,4131,14.9,52.0,8.3,20.9,9.7,1.4,39.0,N,N,18.0,N,N,0.003,N,N,0.013,N,N,N,0.5,N,Y,694011.0,0.0038,N,0.0024,N,N,0.0053,N,0.011,N,0.0017,N,0.4048,N,0.0006,N,0.0008,N
202105,광주광역시,29940,4110,3375,18.4,67.0,13.9,24.0,13.4,1.4,50.0,Y,N,20.0,N,N,0.003,N,N,0.009,N,N,N,0.4,N,N,693698.0,0.0049,N,0.007,N,N,0.0024,N,0.0211,N,0.0023,N,0.4972,N,0.0009,N,0.0002,N
