STD_YYYYMM,SIDO,비염환자수,아토피환자수,천식환자수,평균기온,평균상대습도,평균증기압,평균최고기온,평균최저기온,평균풍속,AVG_PM10,PM10_BAD,PM10_80BAD,AVG_PM2.5,PM2_BAD,PM2_35BAD,AVG_아황산,아황산_0.05BAD,아황산_BAD,AVG_이산화,이산화_0.06BAD,이산화_0.03BAD,이산화_BAD,AVG_일산화,일산화_9BAD,일산화_BAD,차량수,AVG_구리,구리_BAD,AVG_납,납_0.5BAD,납_BAD,AVG_니켈,니켈_BAD,AVG_망간,망간_BAD,AVG_비소,비소_BAD,AVG_철,철_BAD,AVG_카드뮴,카드뮴_BAD,AVG_크롬,크롬_BAD
201909,울산광역시,56602,3105,6681,22.3,85.0,23.1,26.1,19.2,1.9,25.0,N,N,13.0,N,N,0.005,N,Y,0.015,N,N,N,0.4,N,N,564365.0,0.0121,N,0.0153,N,N,0.0017,N,0.0102,N,0.0043,Y,0.2632,N,0.0028,Y,0.0006,N
201910,울산광역시,62472,3122,7920,17.3,75.0,15.1,21.7,13.5,2.2,27.0,N,N,11.0,N,N,0.004,N,N,0.016,N,N,N,0.4,N,N,564232.0,0.0099,N,0.0103,N,N,0.0021,N,0.0167,N,0.0007,N,0.3415,N,0.0008,N,0.0007,N
201911,울산광역시,62239,2888,8563,11.3,66.0,9.1,16.7,6.6,2.0,34.0,N,N,15.0,N,N,0.004,N,N,0.022,N,N,Y,0.5,N,Y,564813.0,0.012,N,0.0045,N,N,0.0032,N,0.0298,N,0.0044,Y,0.7115,Y,0.0002,N,0.001,N
201912,울산광역시,66903,2882,8335,5.4,54.0,5.1,10.5,0.9,2.1,33.0,N,N,20.0,N,N,0.004,N,N,0.025,N,N,Y,0.5,N,Y,565639.0,0.0202,Y,0.0218,N,N,0.0034,N,0.0292,N,0.0014,N,0.6879,Y,0.0006,N,0.0031,N
202001,울산광역시,59817,2677,6616,5.2,61.0,5.7,9.5,1.8,2.5,30.0,N,N,19.0,N,N,0.004,N,N,0.021,N,N,Y,0.5,N,Y,566595.0,0.0085,N,0.0149,N,N,0.0018,N,0.0225,N,0.0017,N,0.3498,N,0.0004,N,0.0016,N
202002,울산광역시,35896,2407,4332,6.0,59.0,5.8,11.0,1.4,2.2,31.0,N,N,19.0,N,N,0.004,N,N,0.021,N,N,Y,0.6,N,Y,566679.0,0.0132,N,0.0143,N,N,0.003,N,0.0284,N,0.0047,Y,0.4973,N,0.0003,N,0.0028,N
202003,울산광역시,21030,2684,2713,9.6,59.0,7.1,14.9,4.6,2.3,34.0,N,N,17.0,N,N,0.004,N,N,0.018,N,N,N,0.5,N,Y,567857.0,0.011,N,0.0145,N,N,0.0015,N,0.0214,N,0.0028,N,0.5392,N,0.0007,N,0.0011,N
202004,울산광역시,20549,3133,2265,12.3,55.0,7.5,18.0,7.0,2.5,36.0,N,N,17.0,N,N,0.004,N,N,0.016,N,N,N,0.4,N,N,568443.0,0.0168,Y,0.0181,N,N,0.002,N,0.0278,N,0.0032,N,0.7036,Y,0.0011,Y,0.0017,N
202005,울산광역시,28966,3613,2509,18.1,72.0,14.5,23.3,13.9,1.9,36.0,N,N,19.0,N,N,0.005,N,Y,0.015,N,N,N,0.4,N,N,569209.0,0.0174,Y,0.0247,N,Y,0.0036,N,0.0545,Y,0.0041,N,1.2047,Y,0.0014,Y,0.0034,N
202006,울산광역시,29281,3539,2812,22.7,75.0,20.4,27.6,18.5,1.7,32.0,N,N,19.0,N,N,0.006,N,Y,0.018,N,N,N,0.4,N,N,571307.0,0.0217,Y,0.051,N,Y,0.0045,Y,0.0306,N,0.0118,Y,0.6326,Y,0.0035,Y,0.0029,N
202007,울산광역시,25578,3053,2564,22.1,91.0,24.1,25.3,19.8,1.5,20.0,N,N,12.0,N,N,0.004,N,N,0.015,N,N,N,0.4,N,N,573415.0,0.0262,Y,0.0574,N,Y,0.0032,N,0.0306,N,0.0222,Y,0.3779,N,0.0058,Y,0.0015,N
202008,울산광역시,21493,3364,2042,27.6,83.0,30.3,31.8,24.4,2.2,28.0,N,N,17.0,N,N,0.004,N,N,0.013,N,N,N,0.5,N,Y,573145.0,0.0203,Y,0.0308,N,Y,0.0017,N,0.0111,N,0.0064,Y,0.203,N,0.0018,Y,0.0011,N
202009,울산광역시,30890,3054,2420,21.1,81.0,20.2,25.0,18.0,2.5,25.0,N,N,14.0,N,N,0.003,N,N,0.014,N,N,N,0.5,N,Y,573573.0,0.0135,N,0.0212,N,N,0.0025,N,0.0225,N,0.0039,N,0.4704,N,0.0007,N,0.003,N
202010,울산광역시,36393,3044,2724,15.9,66.0,11.9,20.8,11.9,2.2,30.0,N,N,15.0,N,N,0.003,N,N,0.017,N,N,N,0.5,N,Y,573848.0,0.0108,N,0.0208,N,N,0.0015,N,0.0209,N,0.0057,Y,0.4912,N,0.0005,N,0.0017,N
202011,울산광역시,39219,2829,3569,11.0,60.0,8.4,15.9,6.5,2.1,31.0,N,N,17.0,N,N,0.003,N,N,0.022,N,N,Y,0.5,N,Y,574878.0,0.0192,Y,0.0249,N,Y,0.0023,N,0.0271,N,0.006,Y,0.5494,N,0.001,Y,0.0025,N
202012,울산광역시,23466,2907,2499,3.4,46.0,3.8,8.5,-0.9,2.4,30.0,N,N,19.0,N,N,0.003,N,N,0.023,N,N,Y,0.5,N,Y,575700.0,0.0182,Y,0.0194,N,N,0.0021,N,0.0236,N,0.0013,N,0.5208,N,0.0004,N,0.0027,N
202101,울산광역시,16137,2489,1811,2.1,52.0,4.3,6.8,-2.6,2.5,34.0,N,N,17.0,N,N,0.003,N,N,0.022,N,N,Y,0.5,N,Y,577224.0,0.0205,Y,0.0255,N,Y,0.003,N,0.0394,Y,0.0029,N,1.0025,Y,0.0007,N,0.0026,N
202102,울산광역시,21035,2455,1999,6.5,50.0,5.2,11.9,1.6,2.5,35.0,N,N,21.0,N,N,0.004,N,N,0.021,N,N,Y,0.5,N,Y,577732.0,0.011,N,0.024,N,Y,0.0015,N,0.0175,N,0.0032,N,0.4523,N,0.0016,Y,0.0015,N
202103,울산광역시,40597,2592,3112,10.5,68.0,8.5,15.4,5.9,2.4,55.0,Y,N,20.0,N,N,0.004,N,N,0.02,N,N,Y,0.4,N,N,578716.0,0.0148,N,0.0207,N,N,0.0018,N,0.0341,Y,0.0034,N,0.5355,N,0.0006,N,0.0018,N
202104,울산광역시,38380,2605,3715,13.8,62.0,9.5,19.0,9.1,2.3,37.0,N,N,16.0,N,N,0.004,N,N,0.018,N,N,N,0.4,N,N,578699.0,0.0174,Y,0.0255,N,Y,0.002,N,0.0282,N,0.0075,Y,0.4505,N,0.0013,Y,0.0002,N
202105,울산광역시,20595,2525,2278,17.8,68.0,13.5,22.7,13.1,1.9,35.0,N,N,17.0,N,N,0.004,N,N,0.017,N,N,N,0.4,N,N,578127.0,0.032,Y,0.1186,N,Y,0.0044,Y,0.0627,Y,0.0335,Y,0.6363,Y,0.0051,Y,0.0025,N
202106,울산광역시,21421,2942,2270,21.7,80.0,20.4,25.8,18.2,1.6,28.0,N,N,17.0,N,N,0.004,N,N,0.016,N,N,N,0.4,N,N,578256.0,0.0397,Y,0.0804,N,Y,0.0051,Y,0.0541,Y,0.0192,Y,0.6345,Y,0.004,Y,0.0026,N
202107,울산광역시,22873,3337,2227,25.9,85.0,28.2,29.8,22.8,1.7,17.0,N,N,10.0,N,N,0.003,N,N,0.013,N,N,N,0.4,N,N,578933.0,0.0239,Y,0.0411,N,Y,0.0034,N,0.0326,Y,0.0115,Y,0.4,N,0.0045,Y,0.0018,N
202108,울산광역시,20061,2905,1863,25.3,87.0,27.7,29.2,22.5,1.7,20.0,N,N,11.0,N,N,0.003,N,N,0.013,N,N,N,0.4,N,N,579023.0,0.0098,N,0.0093,N,N,0.0012,N,0.0198,N,0.0016,N,0.2203,N,0.0006,N,0.001,N
202109,울산광역시,34202,2733,2760,22.1,83.0,22.0,25.6,19.5,2.1,16.0,N,N,8.0,N,N,0.002,N,N,0.011,N,N,N,0.4,N,N,579372.0,0.0105,N,0.0133,N,N,0.0014,N,0.0224,N,0.0025,N,0.2503,N,0.001,Y,0.0012,N
202110,울산광역시,44099,2862,5167,17.1,75.0,15.3,22.1,13.0,1.8,22.0,N,N,12.0,N,N,0.003,N,N,0.015,N,N,N,0.4,N,N,579825.0,0.0055,N,0.0072,N,N,0.0014,N,0.0164,N,0.003,N,0.2118,N,0.0002,N,0.0017,N
202111,울산광역시,49633,2612,4395,11.1,59.0,8.0,16.6,6.1,1.8,32.0,N,N,17.0,N,N,0.003,N,N,0.021,N,N,Y,0.4,N,N,580822.0,0.0047,N,0.0056,N,N,0.0007,N,0.0135,N,0.0009,N,0.2468,N,0.0002,N,0.002,N
202112,울산광역시,32392,2545,3968,4.7,49.0,4.6,9.8,-0.1,2.3,29.0,N,N,17.0,N,N,0.003,N,N,0.021,N,N,Y,0.4,N,N,581429.0,0.0109,N,0.0147,N,N,0.0026,N,0.0238,N,0.0024,N,0.3858,N,0.0004,N,0.0022,N
202201,울산광역시,35436,2587,4868,2.6,39.0,3.0,8.0,-1.7,2.3,29.0,N,N,18.0,N,N,0.003,N,N,0.022,N,N,Y,0.4,N,N,582444.0,0.0081,N,0.0128,N,N,0.0004,N,0.0162,N,0.0025,N,0.3168,N,0.0005,N,0.0013,N
202202,울산광역시,43457,2456,3112,2.7,37.0,2.8,7.7,-1.8,2.5,29.0,N,N,18.0,N,N,0.003,N,N,0.018,N,N,N,0.4,N,N,583123.0,0.0123,N,0.0246,N,Y,0.0027,N,0.0305,N,0.0068,Y,0.6926,Y,0.0008,N,0.0025,N
202203,울산광역시,60089,2190,4189,9.9,60.0,7.4,15.0,4.9,2.2,39.0,N,N,20.0,N,N,0.003,N,N,0.019,N,N,Y,0.4,N,N,583455.0,0.0149,N,0.0299,N,Y,0.0041,Y,0.0414,Y,0.0056,Y,0.928,Y,0.0016,Y,0.0032,N
202204,울산광역시,45929,3019,4512,14.7,59.0,9.7,20.1,9.8,2.1,34.0,N,N,16.0,N,N,0.004,N,N,0.018,N,N,N,0.4,N,N,583536.0,0.0107,N,0.0191,N,N,0.0016,N,0.0181,N,0.0044,Y,0.3284,N,0.0011,Y,0.0011,N
202205,울산광역시,27996,3025,3794,19.2,54.0,11.6,24.9,13.8,1.8,34.0,N,N,19.0,N,N,0.004,N,N,0.017,N,N,N,0.4,N,N,583904.0,0.019,Y,0.0309,N,Y,0.0045,Y,0.035,Y,0.0076,Y,0.6762,Y,0.0016,Y,0.003,N
202206,울산광역시,24292,2646,3689,22.4,77.0,21.1,26.6,19.1,2.2,21.0,N,N,12.0,N,N,0.004,N,N,0.013,N,N,N,0.4,N,N,584660.0,0.0099,N,0.0214,N,N,0.0021,N,0.0238,N,0.0037,N,0.2506,N,0.0018,Y,0.001,N
202207,울산광역시,33342,2827,3292,26.0,83.0,27.5,30.0,22.9,1.5,21.0,N,N,12.0,N,N,0.004,N,N,0.014,N,N,N,0.4,N,N,585114.0,0.0203,Y,0.052,N,Y,0.0036,N,0.0344,Y,0.014,Y,0.3615,N,0.0038,Y,0.0013,N
202208,울산광역시,36974,2877,3321,26.4,79.0,26.8,30.2,23.4,2.0,23.0,N,N,14.0,N,N,0.003,N,N,0.013,N,N,N,0.4,N,N,585311.0,0.0194,Y,0.0613,N,Y,0.0056,Y,0.0261,N,0.0223,Y,0.3545,N,0.0042,Y,0.0026,N
202209,울산광역시,40466,2519,4852,21.7,79.0,20.6,25.6,18.4,2.1,24.0,N,N,12.0,N,N,0.003,N,N,0.012,N,N,N,0.4,N,N,585946.0,0.0168,Y,0.0317,N,Y,0.004,Y,0.0458,Y,0.0112,Y,0.5067,N,0.0021,Y,0.0014,N
202210,울산광역시,47930,2559,5485,16.0,67.0,12.4,21.0,11.8,2.0,25.0,N,N,12.0,N,N,0.003,N,N,0.014,N,N,N,0.4,N,N,586692.0,0.013,N,0.0361,N,Y,0.0087,Y,0.0347,Y,0.0144,Y,0.415,N,0.0022,Y,0.0026,N
202211,울산광역시,53415,2349,4729,12.7,58.0,8.9,18.3,7.7,1.9,35.0,N,N,19.0,N,N,0.003,N,N,0.02,N,N,Y,0.5,N,Y,587727.0,0.0235,Y,0.0382,N,Y,0.0075,Y,0.0652,Y,0.0065,Y,0.909,Y,0.0017,Y,0.0049,Y
202212,울산광역시,54173,2501,4896,2.0,44.0,3.2,6.8,-2.1,2.5,31.0,N,N,18.0,N,N,0.003,N,N,0.018,N,N,N,0.5,N,Y,588079.0,0.0132,N,0.0298,N,Y,0.0044,Y,0.048,Y,0.0058,Y,0.7424,Y,0.0018,Y,0.0037,Y
201501,세종특별자치시,8897,658,1573,1.1,63.3,4.4,5.8,-3.2,2.3,49.8987,N,N,28.3064,N,N,0.0058,N,N,0.0252,N,N,N,0.642,N,N,70603.0,0.0176,N,0.037,N,N,0.0028,N,0.0339,N,0.004,N,0.6321,N,0.0017,N,0.0035,N
201502,세종특별자치시,9501,602,1639,2.5,61.0,4.6,7.5,-1.8,2.5,69.8473,N,N,31.9045,N,N,0.0055,N,N,0.0223,N,N,N,0.6037,N,N,73466.0,0.0188,N,0.0404,N,N,0.0041,N,0.0432,N,0.0043,N,0.8726,N,0.0013,N,0.004,N
201503,세종특별자치시,12594,673,2040,7.1,52.8,5.4,13.4,1.3,2.5,65.5827,N,N,31.0836,N,N,0.0058,N,N,0.0244,N,N,N,0.5463,N,N,76097.0,0.0137,N,0.0244,N,N,0.0032,N,0.0341,N,0.0028,N,0.74,N,0.0015,N,0.0033,N
201504,세종특별자치시,10809,698,2005,13.0,65.4,9.5,18.6,7.9,2.4,45.3733,N,N,24.8315,N,N,0.0048,N,N,0.0199,N,N,N,0.4596,N,N,77838.0,0.0144,N,0.0199,N,N,0.0029,N,0.0303,N,0.0045,N,0.5707,N,0.0007,N,0.0026,N
201505,세종특별자치시,8308,765,1595,18.6,60.0,12.2,24.8,12.8,2.3,48.744,N,N,27.2746,N,N,0.0057,N,N,0.0194,N,N,N,0.4158,N,N,79604.0,0.0174,N,0.0245,N,N,0.0064,N,0.0392,N,0.0029,N,0.7842,N,0.0012,N,0.0058,N
201506,세종특별자치시,5307,553,913,21.8,71.8,18.2,27.0,17.5,2.0,42.842,N,N,27.7173,N,N,0.0047,N,N,0.0163,N,N,N,0.4132,N,N,81055.0,0.0173,N,0.0223,N,N,0.005,N,0.0342,N,0.0034,N,0.6373,N,0.0009,N,0.0047,N
201507,세종특별자치시,7204,888,1246,24.5,79.4,24.2,28.6,21.2,2.3,33.5382,N,N,21.3413,N,N,0.0041,N,N,0.0133,N,N,N,0.3715,N,N,83056.0,0.0111,N,0.0143,N,N,0.0037,N,0.0189,N,0.0023,N,0.3295,N,0.0009,N,0.0055,N
201508,세종특별자치시,9743,933,1803,25.4,78.4,25.1,30.2,21.8,1.9,34.938,N,N,22.9971,N,N,0.0043,N,N,0.0143,N,N,N,0.3935,N,N,85006.0,0.0122,N,0.0169,N,N,0.0034,N,0.022,N,0.0023,N,0.3758,N,0.0008,N,0.0028,N
201509,세종특별자치시,17872,704,2323,20.9,72.5,17.5,26.4,16.4,1.9,28.5045,N,N,17.7229,N,N,0.0037,N,N,0.0166,N,N,N,0.3796,N,N,87048.0,0.0107,N,0.0132,N,N,0.0033,N,0.0313,N,0.0022,N,0.4065,N,0.0006,N,0.0046,N
201510,세종특별자치시,13296,588,2122,15.5,68.1,12.0,21.6,10.4,1.9,47.1883,N,N,28.3179,N,N,0.0039,N,N,0.0213,N,N,N,0.4692,N,N,89245.0,0.0195,N,0.0225,N,N,0.0038,N,0.0343,N,0.0023,N,0.6701,N,0.0009,N,0.004,N
201511,세종특별자치시,12633,568,2194,10.5,78.9,10.4,14.4,7.2,2.0,35.8871,N,N,25.8893,N,N,0.0039,N,N,0.0223,N,N,N,0.5349,N,N,91027.0,0.014,N,0.0113,N,N,0.0027,N,0.0232,N,0.0016,N,0.3433,N,0.0008,N,0.0028,N
201512,세종특별자치시,15012,630,2587,4.0,68.4,5.8,8.5,0.1,2.0,46.9273,N,N,31.3129,N,N,0.0047,N,N,0.0251,N,N,N,0.6522,N,N,93140.0,0.0237,N,0.028,N,N,0.0061,N,0.0417,N,0.0047,N,0.6717,N,0.0013,N,0.0043,N
201601,세종특별자치시,12568,736,1789,-0.5,61.0,3.8,4.0,-4.4,2.3,52.0,Y,N,30.6407,N,N,0.005,N,Y,0.028,N,N,Y,0.8,N,Y,95440.0,0.0141,N,0.0258,N,N,0.0027,N,0.0236,N,0.0038,N,0.5054,N,0.001,N,0.0028,N
201602,세종특별자치시,14581,676,2144,2.2,57.3,4.4,7.3,-2.4,2.6,47.0,Y,N,26.6107,N,N,0.004,N,N,0.021,N,N,Y,0.9,N,Y,97390.0,0.0169,N,0.025,N,N,0.003,N,0.0226,N,0.0039,N,0.4717,N,0.0008,N,0.0028,N
201603,세종특별자치시,15625,764,2184,7.6,59.5,6.3,13.4,2.4,2.2,59.0,Y,N,32.3973,N,N,0.004,N,N,0.026,N,N,Y,0.8,N,Y,99306.0,0.0136,N,0.0204,N,N,0.0027,N,0.031,N,0.006,N,0.768,N,0.0012,N,0.003,N
201604,세종특별자치시,12599,643,1939,14.0,64.8,9.9,20.1,8.8,2.3,60.0,Y,N,28.9567,N,N,0.003,N,N,0.021,N,N,Y,0.6,N,Y,100581.0,0.0255,N,0.0259,N,N,0.0047,N,0.0354,N,0.0036,N,0.7888,N,0.0009,N,0.0035,N
201605,세종특별자치시,10641,706,1817,18.7,64.0,13.2,24.9,13.0,2.3,47.0,Y,N,28.0,Y,N,0.003,N,N,0.017,N,N,N,0.5,N,Y,101876.0,0.0147,N,0.02,N,N,0.0038,N,0.0343,N,0.0048,N,0.6445,N,0.0008,N,0.0031,N
201606,세종특별자치시,8379,732,1308,22.3,75.3,19.9,27.1,18.4,1.9,39.0,N,N,25.0,Y,N,0.002,N,N,0.013,N,N,N,0.4,N,N,103385.0,0.0212,N,0.0219,N,N,0.006,N,0.03,N,0.004,N,0.4986,N,0.0013,N,0.0039,N
201607,세종특별자치시,10044,989,1645,25.5,82.2,26.5,29.7,22.3,2.0,30.0,N,N,19.0,N,N,0.002,N,N,0.016,N,N,N,0.5,N,Y,104532.0,0.0145,N,0.0152,N,N,0.0048,N,0.0199,N,0.0023,N,0.3538,N,0.0006,N,0.0036,N
201608,세종특별자치시,11981,1015,1787,26.9,74.4,26.1,32.0,23.0,1.9,38.0,N,N,24.0,Y,N,0.004,N,N,0.017,N,N,N,0.5,N,Y,105688.0,0.0165,N,0.0204,N,N,0.005,N,0.0249,N,0.004,N,0.4355,N,0.0008,N,0.0038,N
201609,세종특별자치시,18599,715,2351,21.9,80.2,20.9,26.3,18.6,1.7,39.0,N,N,19.0,N,N,0.003,N,N,0.019,N,N,Y,0.5,N,Y,106757.0,0.0178,N,0.0271,N,N,0.0042,N,0.0248,N,0.0038,N,0.4861,N,0.0013,N,0.0031,N
201610,세종특별자치시,17799,704,2532,16.2,76.4,14.4,20.9,12.5,1.9,39.0,N,N,17.0,N,N,0.004,N,N,0.023,N,N,Y,0.5,N,Y,108165.0,0.0203,N,0.0219,N,N,0.0032,N,0.0259,N,0.004,N,0.5607,N,0.0014,N,0.0039,N
201611,세종특별자치시,17611,739,2927,8.3,67.3,7.9,13.5,3.8,2.0,53.0,Y,N,28.0,Y,N,0.005,N,Y,0.03,N,N,Y,0.7,N,Y,109274.0,0.0157,N,0.0232,N,N,0.0027,N,0.0267,N,0.0039,N,0.5236,N,0.0007,N,0.0037,N
201612,세종특별자치시,22241,697,3236,3.6,65.5,5.5,8.5,-0.9,2.1,49.0,Y,N,27.0,Y,N,0.005,N,Y,0.028,N,N,Y,0.7,N,Y,110419.0,0.0222,N,0.0306,N,N,0.0045,N,0.0343,N,0.0038,N,0.6168,N,0.0011,N,0.0038,N
201701,세종특별자치시,11814,752,1956,0.7,60.2,4.1,5.7,-3.8,2.4,53.0,Y,N,32.0,Y,N,0.005,N,Y,0.027,N,N,Y,0.7,N,Y,111575.0,0.0151,N,0.02,N,N,0.0024,N,0.0217,N,0.0037,N,0.4466,N,0.0007,N,0.0034,N
201702,세종특별자치시,12748,693,1937,2.0,56.6,4.1,7.4,-3.2,2.6,46.0,Y,N,28.0,Y,N,0.005,N,Y,0.025,N,N,Y,0.6,N,Y,112751.0,0.0171,N,0.0181,N,N,0.0028,N,0.0247,N,0.0035,N,0.4996,N,0.0006,N,0.0036,N
201703,세종특별자치시,19303,819,2552,6.6,56.5,5.4,12.7,1.3,2.2,57.0,Y,N,37.0,Y,Y,0.005,N,Y,0.024,N,N,Y,0.6,N,Y,114634.0,0.0123,N,0.0184,N,N,0.0032,N,0.0244,N,0.0029,N,0.5374,N,0.0007,N,0.0034,N
201704,세종특별자치시,17114,838,2404,14.0,59.7,9.2,20.1,8.4,2.5,58.0,Y,N,23.0,Y,N,0.004,N,N,0.018,N,N,N,0.5,N,Y,116363.0,0.0228,N,0.0209,N,N,0.0044,N,0.0377,N,0.004,N,0.7947,N,0.0008,N,0.0038,N
201705,세종특별자치시,12667,926,2140,18.8,61.1,12.7,25.1,13.0,2.2,64.0,Y,N,20.0,N,N,0.004,N,N,0.015,N,N,N,0.5,N,Y,118726.0,0.0176,N,0.0229,N,N,0.0063,N,0.0422,N,0.0043,N,1.029,N,0.0009,N,0.0042,N
201706,세종특별자치시,10814,847,2157,21.9,67.2,17.1,27.7,17.0,2.0,44.0,Y,N,21.0,N,N,0.004,N,N,0.014,N,N,N,0.5,N,Y,120690.0,0.0154,N,0.0177,N,N,0.0041,N,0.022,N,0.0033,N,0.4512,N,0.0006,N,0.0029,N
201707,세종특별자치시,10980,1121,2063,26.6,83.4,28.6,30.6,23.5,2.0,36.0,N,N,18.0,N,N,0.002,N,N,0.012,N,N,N,0.4,N,N,122212.0,0.0144,N,0.015,N,N,0.004,N,0.0235,N,0.0022,N,0.3681,N,0.0011,N,0.0037,N
201708,세종특별자치시,14626,1059,2125,25.7,79.6,26.2,30.0,22.3,2.0,28.0,N,N,12.0,N,N,0.002,N,N,0.013,N,N,N,0.4,N,N,123901.0,0.0092,N,0.0101,N,N,0.0021,N,0.0209,N,0.001,N,0.2704,N,0.0005,N,0.0061,N
201709,세종특별자치시,21883,979,2833,21.0,74.0,18.1,26.3,16.5,1.8,40.0,N,N,20.0,N,N,0.002,N,N,0.02,N,N,Y,0.5,N,Y,125336.0,0.0164,N,0.0167,N,N,0.0025,N,0.0215,N,0.0031,N,0.4139,N,0.0007,N,0.0028,N
201710,세종특별자치시,16270,793,2641,15.8,72.5,13.3,21.1,11.6,2.0,39.0,N,N,17.0,N,N,0.002,N,N,0.022,N,N,Y,0.5,N,Y,126661.0,0.0181,N,0.0145,N,N,0.0024,N,0.0235,N,0.0039,N,0.4135,N,0.0007,N,0.003,N
201711,세종특별자치시,20936,901,3002,7.3,60.9,6.6,13.1,2.1,2.1,50.0,Y,N,24.0,Y,N,0.002,N,N,0.021,N,N,Y,0.6,N,Y,128231.0,0.0228,N,0.02,N,N,0.0044,N,0.0368,N,0.0027,N,0.7878,N,0.0009,N,0.0045,N
201712,세종특별자치시,22902,848,3204,0.3,57.8,3.8,5.2,-4.2,2.3,47.0,Y,N,21.0,N,N,0.003,N,N,0.025,N,N,Y,0.6,N,Y,129765.0,0.0177,N,0.0212,N,N,0.0029,N,0.029,N,0.0024,N,0.5681,N,0.0009,N,0.0033,N
201801,세종특별자치시,20414,859,2675,-1.6,58.3,3.5,3.1,-5.7,2.2,53.0,Y,N,28.0,Y,N,0.003,N,N,0.028,N,N,Y,0.8,N,Y,131423.0,0.0189,N,0.0226,N,N,0.0039,N,0.0268,N,0.003,N,0.5311,N,0.0008,N,0.0053,N
201802,세종특별자치시,13346,867,1737,0.3,50.6,3.3,5.8,-4.8,2.4,51.0,Y,N,26.0,Y,N,0.003,N,N,0.025,N,N,Y,0.7,N,Y,133429.0,0.0185,N,0.0238,N,N,0.0034,N,0.0256,N,0.0041,N,0.571,N,0.0013,N,0.0035,N
201803,세종특별자치시,20387,921,2574,8.4,67.7,7.5,14.2,3.1,2.4,46.0,Y,N,26.0,Y,N,0.002,N,N,0.019,N,N,Y,0.6,N,Y,135320.0,0.0189,N,0.02,N,N,0.0045,N,0.0243,N,0.0034,N,0.4632,N,0.0009,N,0.0036,N
201804,세종특별자치시,18851,948,2350,13.4,63.3,9.6,19.4,8.0,2.5,55.0,Y,N,23.0,Y,N,0.003,N,N,0.015,N,N,N,0.5,N,Y,137317.0,0.0173,N,0.0164,N,N,0.0044,N,0.0369,N,0.0031,N,0.8835,N,0.0007,N,0.0036,N
201805,세종특별자치시,14483,1069,1882,17.9,71.6,14.6,23.2,13.1,2.2,45.0,Y,N,21.0,N,N,0.003,N,N,0.013,N,N,N,0.5,N,Y,138870.0,0.0143,N,0.014,N,N,0.0033,N,0.0274,N,0.0026,N,0.4942,N,0.0007,N,0.0029,N
201806,세종특별자치시,11397,972,1464,22.2,71.9,18.7,27.4,17.8,1.9,36.0,N,N,22.0,Y,N,0.003,N,N,0.014,N,N,N,0.5,N,Y,140568.0,0.0119,N,0.0149,N,N,0.0034,N,0.0214,N,0.0022,N,0.4025,N,0.0008,N,0.0026,N
201807,세종특별자치시,12209,1100,1543,26.9,77.3,26.8,31.5,23.1,1.9,27.0,N,N,15.0,N,N,0.002,N,N,0.011,N,N,N,0.4,N,N,141900.0,0.0132,N,0.0129,N,N,0.0036,N,0.0192,N,0.0039,N,0.3377,N,0.0014,N,0.0026,N
201808,세종특별자치시,12537,1051,1476,27.5,75.6,27.1,32.2,23.8,2.2,24.0,N,N,10.0,N,N,0.002,N,N,0.008,N,N,N,0.4,N,N,143406.0,0.0096,N,0.0113,N,N,0.0032,N,0.0129,N,0.0026,N,0.2922,N,0.0009,N,0.0026,N
201809,세종특별자치시,25235,913,2566,20.8,75.5,18.5,25.4,17.0,1.9,23.0,N,N,13.0,N,N,0.002,N,N,0.012,N,N,N,0.4,N,N,144734.0,0.0119,N,0.0103,N,N,0.0016,N,0.0162,N,0.0027,N,0.3063,N,0.0004,N,0.0021,N
201810,세종특별자치시,21153,951,2564,13.6,69.9,10.8,19.3,8.8,1.8,31.0,N,N,14.0,N,N,0.002,N,N,0.021,N,N,Y,0.5,N,Y,146079.0,0.0142,N,0.0166,N,N,0.0022,N,0.0229,N,0.0049,N,0.4757,N,0.0007,N,0.0037,N
201811,세종특별자치시,22617,954,2812,8.7,68.0,7.8,14.6,4.0,1.5,58.0,Y,N,29.0,Y,N,0.003,N,N,0.031,N,Y,Y,0.7,N,Y,147058.0,0.0216,N,0.0268,N,N,0.0034,N,0.0314,N,0.0083,N,0.5809,N,0.0008,N,0.0038,N
201812,세종특별자치시,23024,915,2395,1.7,58.2,4.6,6.6,-2.6,2.1,55.0,Y,N,31.0,Y,N,0.004,N,N,0.026,N,N,Y,0.6,N,Y,147925.0,0.0153,N,0.0212,N,N,0.0026,N,0.0247,N,0.0078,N,0.534,N,0.0007,N,0.0028,N
201901,세종특별자치시,15273,1039,1542,0.9,53.6,3.5,6.4,-3.9,2.1,70.0,Y,N,41.0,Y,Y,0.004,N,N,0.024,N,N,Y,0.8,N,Y,149757.0,0.0231,N,0.028,N,N,0.0036,N,0.0361,N,0.0047,N,0.799,N,0.0009,N,0.0038,N
201902,세종특별자치시,13389,993,1463,2.8,56.7,4.4,8.1,-1.8,2.1,64.0,Y,N,41.0,Y,Y,0.004,N,N,0.021,N,N,Y,0.6,N,Y,151390.0,0.0148,N,0.0235,N,N,0.0036,N,0.0289,N,0.0036,N,0.8296,N,0.0009,N,0.0027,N
