날짜,이름,측정망 정보,아황산가스 농도,일산화탄소 농도,오존 농도,이산화질소 농도,미세먼지(PM10) 농도,초미세먼지(PM2.5) 농도
2023-11-29 09:00,영천시,도시대기,0.001,0.3,0.021,0.013,29,21
2023-11-29 09:00,상주시,도시대기,0.002,0.3,0.017,0.008,34,30
2023-11-29 09:00,문경시,도시대기,0.004,0.4,0.011,0.027,25,15
2023-11-29 09:00,중방동,도시대기,0.003,0.5,0.005,0.011,27,20
2023-11-29 09:00,군위읍,도시대기,0.001,0.3,0.012,0.008,28,16
2023-11-29 09:00,안계면,도시대기,0.002,0.5,0.009,0.015,35,22
2023-11-29 09:00,청송읍,도시대기,0.003,0.3,0.017,0.014,31,24
2023-11-29 09:00,영양군,도시대기,0.002,0.3,0.026,0.009,16,13
2023-11-29 09:00,영덕읍,도시대기,0.002,0.3,0.035,0.004,11,7
2023-11-29 09:00,화양읍,도시대기,0.002,0.5,0.006,0.019,32,26
2023-11-29 09:00,대가야읍,도시대기,0.002,0.4,0.010,0.011,27,16
2023-11-29 09:00,성주군,도시대기,0.003,0.5,0.008,0.025,47,36
2023-11-29 09:00,칠곡군,도시대기,0.002,0.3,0.022,0.011,33,23
2023-11-29 09:00,예천군,도시대기,-,-,-,-,-,-
2023-11-29 09:00,봉화군청,도시대기,0.003,0.6,0.009,0.018,26,20
2023-11-29 09:00,울진군,도시대기,0.002,0.4,0.011,0.015,23,18
2023-11-29 09:00,울릉읍,도시대기,0.002,0.3,0.040,0.004,12,-
2023-11-29 09:00,명서동,도시대기,0.003,0.4,0.009,0.029,22,13
2023-11-29 09:00,사파동,도시대기,0.003,1.1,0.004,0.046,31,14
2023-11-29 09:00,월영동,도시대기,0.004,0.5,0.005,0.035,20,12
2023-11-29 09:00,내서읍,도시대기,0.003,0.7,0.005,0.033,31,22
2023-11-29 09:00,경화동,도시대기,0.002,0.5,0.014,0.019,23,13
2023-11-29 09:00,대안동,도시대기,0.003,0.7,0.004,0.027,29,11
2023-11-29 09:00,무전동,도시대기,0.004,0.7,0.008,0.029,32,21
2023-11-29 09:00,사천읍,도시대기,0.003,0.5,0.005,0.024,-,-
2023-11-29 09:00,동상동,도시대기,0.006,0.6,0.014,0.024,30,22
2023-11-29 09:00,내일동,도시대기,0.003,0.4,0.008,0.025,19,15
2023-11-29 09:00,고현동,도시대기,0.003,0.8,0.006,0.034,31,19
2023-11-29 09:00,물금읍,도시대기,0.002,0.5,0.005,0.028,38,21
2023-11-29 09:00,의령읍,도시대기,0.002,0.5,0.004,0.021,17,15
2023-11-29 09:00,가야읍,도시대기,0.002,0.5,0.006,0.020,27,21
2023-11-29 09:00,창녕읍,도시대기,0.004,0.5,0.004,0.026,28,20
2023-11-29 09:00,고성읍,도시대기,0.003,0.6,0.009,0.025,34,18
2023-11-29 09:00,남해읍,도시대기,0.002,0.5,0.013,0.016,27,19
2023-11-29 09:00,금성면,도시대기,0.002,0.3,0.013,0.020,12,8
2023-11-29 09:00,산청읍,도시대기,0.002,0.3,0.017,0.014,16,12
2023-11-29 09:00,함양읍,도시대기,0.003,0.6,0.004,0.030,31,15
2023-11-29 09:00,거창읍,도시대기,0.004,0.6,0.004,0.023,39,22
2023-11-29 09:00,합천읍,도시대기,0.002,0.4,0.005,0.019,25,21
2023-11-29 09:00,애월읍,도시대기,0.002,0.2,0.035,0.008,26,5
2023-11-29 09:00,강정동,도시대기,0.001,0.3,0.039,0.008,27,14
2023-11-29 09:00,문막읍,도시대기,0.003,0.5,0.005,0.060,16,8
2023-11-29 09:00,옥천동,도시대기,0.003,0.4,0.032,0.004,12,7
2023-11-29 09:00,천곡동,도시대기,0.002,0.3,0.036,0.002,5,-
2023-11-29 09:00,황지동,도시대기,0.003,0.4,0.032,0.006,9,4
2023-11-29 09:00,금호동,도시대기,0.002,0.2,0.030,0.003,7,7
2023-11-29 09:00,남양동1,도시대기,0.002,0.3,0.016,0.004,12,8
2023-11-29 09:00,홍천읍,도시대기,0.002,0.5,0.005,0.036,58,11
2023-11-29 09:00,영월읍,도시대기,0.002,0.2,0.009,0.014,22,10
2023-11-29 09:00,평창읍,도시대기,0.002,0.2,0.026,0.003,21,9
2023-11-29 09:00,정선읍,도시대기,0.002,0.2,0.035,0.003,19,8
2023-11-29 09:00,갈말읍,도시대기,-,-,-,-,-,-
2023-11-29 09:00,화천읍,도시대기,0.003,0.3,0.012,0.010,25,10
2023-11-29 09:00,양구읍,도시대기,0.002,0.4,0.016,0.010,10,7
2023-11-29 09:00,인제읍,도시대기,0.002,0.4,0.015,0.014,27,11
2023-11-29 09:00,상리,도시대기,0.002,0.4,0.019,0.011,18,7
2023-11-29 09:00,양양읍,도시대기,0.003,0.2,0.037,0.005,9,1
