STD_YYYYMM,SIDO,비염환자수,아토피환자수,천식환자수,AVG_PM2.5,PM2_BAD,AVG_PM10,PM10_BAD,PM10_80BAD,AVG_일산화,일산화_9BAD,일산화_BAD,AVG_이산화,이산화_0.06BAD,이산화_0.03BAD,이산화_BAD,AVG_오존,오존_BAD,오존0.06_BAD,오존0.1_BAD,AVG_납,납_0.5BAD,납_BAD,AVG_아황산,아황산_0.05BAD,아황산_BAD
201706,대전광역시,45103,5612,5876,21.0,N,43.0,Y,N,0.4,N,N,0.014,N,N,N,0.05,Y,N,N,0.0187,N,N,0.002,N,N
201707,대전광역시,40242,6145,5248,17.0,N,32.0,N,N,0.3,N,N,0.011,N,N,N,0.03,Y,N,N,0.0187,N,N,0.002,N,N
201708,대전광역시,56801,5936,5486,11.0,N,24.0,N,N,0.4,N,N,0.012,N,N,N,0.025,N,N,N,0.0046,N,N,0.002,N,N
201709,대전광역시,91070,5327,7907,18.0,N,37.0,N,N,0.4,N,N,0.016,N,N,N,0.03,Y,N,N,0.0222,N,Y,0.002,N,N
201710,대전광역시,66432,4604,7529,15.0,N,36.0,N,N,0.4,N,N,0.018,N,N,N,0.021,N,N,N,0.014,N,N,0.002,N,N
201711,대전광역시,86742,5053,10112,24.0,N,51.0,Y,N,0.5,N,Y,0.023,N,N,Y,0.017,N,N,N,0.0173,N,N,0.003,N,N
201712,대전광역시,96288,4590,9613,25.0,N,49.0,Y,N,0.6,N,Y,0.024,N,N,Y,0.015,N,N,N,0.0187,N,N,0.003,N,N
201801,대전광역시,86924,5307,8654,30.0,N,56.0,Y,N,0.6,N,Y,0.026,N,N,Y,0.016,N,N,N,0.0171,N,N,0.003,N,N
201802,대전광역시,56996,5046,6613,28.0,N,56.0,Y,N,0.5,N,Y,0.028,N,N,Y,0.023,N,N,N,0.0229,N,Y,0.004,N,N
201803,대전광역시,74747,5372,8558,27.0,N,52.0,Y,N,0.4,N,N,0.022,N,N,Y,0.032,Y,N,N,0.0165,N,N,0.002,N,N
201804,대전광역시,81973,5870,10355,23.0,N,60.0,Y,N,0.4,N,N,0.017,N,N,N,0.039,Y,N,N,0.017,N,N,0.002,N,N
201805,대전광역시,57098,6200,8461,19.0,N,47.0,Y,N,0.3,N,N,0.014,N,N,N,0.045,Y,N,N,0.0104,N,N,0.002,N,N
201806,대전광역시,42199,5933,6022,19.0,N,38.0,N,N,0.4,N,N,0.014,N,N,N,0.046,Y,N,N,0.0085,N,N,0.002,N,N
201807,대전광역시,39442,6146,5038,14.0,N,26.0,N,N,0.3,N,N,0.011,N,N,N,0.028,N,N,N,0.005,N,N,0.002,N,N
201808,대전광역시,42928,5524,5297,11.0,N,22.0,N,N,0.3,N,N,0.011,N,N,N,0.031,Y,N,N,0.006,N,N,0.002,N,N
201809,대전광역시,86826,4867,8467,11.0,N,22.0,N,N,0.4,N,N,0.012,N,N,N,0.027,N,N,N,0.0067,N,N,0.002,N,N
201810,대전광역시,83421,5379,9613,17.0,N,31.0,N,N,0.4,N,N,0.02,N,N,Y,0.018,N,N,N,0.0064,N,N,0.002,N,N
201811,대전광역시,80095,4901,10437,34.0,N,63.0,Y,N,0.6,N,Y,0.03,N,N,Y,0.011,N,N,N,0.0299,N,Y,0.003,N,N
201812,대전광역시,88135,5103,10125,27.0,N,51.0,Y,N,0.6,N,Y,0.028,N,N,Y,0.011,N,N,N,0.0121,N,N,0.003,N,N
201901,대전광역시,59179,5560,6972,34.0,N,66.0,Y,N,0.6,N,Y,0.029,N,N,Y,0.013,N,N,N,0.0308,N,Y,0.004,N,N
201902,대전광역시,52505,5171,5759,36.0,Y,62.0,Y,N,0.6,N,Y,0.027,N,N,Y,0.016,N,N,N,0.0185,N,N,0.003,N,N
201903,대전광역시,74622,5750,7543,39.0,Y,68.0,Y,N,0.5,N,Y,0.023,N,N,Y,0.028,N,N,N,0.0351,N,Y,0.003,N,N
201904,대전광역시,81356,5971,8883,16.0,N,40.0,N,N,0.3,N,N,0.018,N,N,N,0.03,Y,N,N,0.013,N,N,0.002,N,N
201905,대전광역시,62134,7009,8508,22.0,N,46.0,Y,N,0.4,N,N,0.017,N,N,N,0.045,Y,N,N,0.0156,N,N,0.003,N,N
201906,대전광역시,41138,5630,5677,18.0,N,30.0,N,N,0.3,N,N,0.013,N,N,N,0.038,Y,N,N,0.011,N,N,0.002,N,N
201907,대전광역시,43807,6368,5182,14.0,N,23.0,N,N,0.3,N,N,0.011,N,N,N,0.028,N,N,N,0.0085,N,N,0.002,N,N
201908,대전광역시,46079,6230,5224,15.0,N,25.0,N,N,0.3,N,N,0.011,N,N,N,0.029,Y,N,N,0.003,N,N,0.002,N,N
201909,대전광역시,83643,5472,7608,12.0,N,22.0,N,N,0.3,N,N,0.013,N,N,N,0.025,N,N,N,0.0034,N,N,0.002,N,N
201910,대전광역시,81832,5534,8232,15.0,N,29.0,N,N,0.3,N,N,0.018,N,N,N,0.02,N,N,N,0.0131,N,N,0.002,N,N
201911,대전광역시,73990,5277,8567,21.0,N,43.0,Y,N,0.5,N,Y,0.025,N,N,Y,0.016,N,N,N,0.0198,N,N,0.003,N,N
201912,대전광역시,82257,5367,8923,25.0,N,40.0,N,N,0.6,N,Y,0.028,N,N,Y,0.013,N,N,N,0.0228,N,Y,0.003,N,N
202001,대전광역시,78353,5276,7452,25.0,N,41.0,N,N,0.5,N,Y,0.026,N,N,Y,0.015,N,N,N,0.0201,N,N,0.003,N,N
202002,대전광역시,45576,4835,5133,23.0,N,38.0,N,N,0.5,N,Y,0.023,N,N,Y,0.019,N,N,N,0.0196,N,N,0.003,N,N
202003,대전광역시,27960,5363,3402,20.0,N,40.0,N,N,0.4,N,N,0.018,N,N,N,0.029,Y,N,N,0.0178,N,N,0.002,N,N
202004,대전광역시,28528,6037,3085,17.0,N,41.0,N,N,0.3,N,N,0.014,N,N,N,0.038,Y,N,N,0.021,N,N,0.002,N,N
202005,대전광역시,41978,6731,3686,16.0,N,32.0,N,N,0.3,N,N,0.011,N,N,N,0.037,Y,N,N,0.0235,N,Y,0.002,N,N
202006,대전광역시,34699,6287,3207,19.0,N,34.0,N,N,0.4,N,N,0.012,N,N,N,0.048,Y,N,N,0.0205,N,N,0.002,N,N
202007,대전광역시,25662,5495,2578,9.0,N,16.0,N,N,0.3,N,N,0.01,N,N,N,0.03,Y,N,N,0.0101,N,N,0.002,N,N
202008,대전광역시,33056,6723,2846,10.0,N,20.0,N,N,0.3,N,N,0.01,N,N,N,0.022,N,N,N,0.0057,N,N,0.002,N,N
202009,대전광역시,52603,5887,3962,12.0,N,21.0,N,N,0.4,N,N,0.012,N,N,N,0.032,Y,N,N,0.0125,N,N,0.002,N,N
202010,대전광역시,49586,5725,4271,18.0,N,33.0,N,N,0.4,N,N,0.021,N,N,Y,0.025,N,N,N,0.0096,N,N,0.002,N,N
202011,대전광역시,44848,5303,4199,20.0,N,37.0,N,N,0.5,N,Y,0.024,N,N,Y,0.017,N,N,N,0.0238,N,Y,0.002,N,N
202012,대전광역시,32197,5518,3077,20.0,N,38.0,N,N,0.5,N,Y,0.027,N,N,Y,0.015,N,N,N,0.0238,N,Y,0.003,N,N
202101,대전광역시,24473,5343,2506,18.0,N,39.0,N,N,0.6,N,Y,0.025,N,N,Y,0.016,N,N,N,0.0255,N,Y,0.003,N,N
202102,대전광역시,27817,5149,2471,21.0,N,42.0,Y,N,0.6,N,Y,0.02,N,N,Y,0.027,N,N,N,0.0161,N,N,0.003,N,N
202103,대전광역시,44704,5755,3754,23.0,N,63.0,Y,N,0.5,N,Y,0.021,N,N,Y,0.029,Y,N,N,0.0167,N,N,0.003,N,N
202104,대전광역시,50668,6342,4347,15.0,N,41.0,N,N,0.4,N,N,0.015,N,N,N,0.04,Y,N,N,0.0099,N,N,0.003,N,N
202105,대전광역시,33265,5814,3497,18.0,N,56.0,Y,N,0.4,N,N,0.012,N,N,N,0.04,Y,N,N,0.0078,N,N,0.003,N,N
202106,대전광역시,31210,6357,3152,18.0,N,31.0,N,N,0.4,N,N,0.012,N,N,N,0.043,Y,N,N,0.008,N,N,0.003,N,N
202107,대전광역시,26770,6438,2512,9.0,N,16.0,N,N,0.4,N,N,0.009,N,N,N,0.031,Y,N,N,0.0061,N,N,0.003,N,N
202108,대전광역시,27754,6200,2336,,N,,N,N,0.4,N,N,0.011,N,N,N,0.033,Y,N,N,0.005,N,N,0.003,N,N
202109,대전광역시,58670,5969,4055,8.0,N,15.0,N,N,0.4,N,N,0.011,N,N,N,0.033,Y,N,N,0.0049,N,N,0.003,N,N
202110,대전광역시,54952,6019,5660,15.0,N,27.0,N,N,0.4,N,N,0.018,N,N,N,0.024,N,N,N,0.0045,N,N,0.003,N,N
202111,대전광역시,64388,5443,5589,19.0,N,38.0,N,N,0.5,N,Y,0.024,N,N,Y,0.021,N,N,N,0.0064,N,N,0.004,N,N
202112,대전광역시,36776,5726,3630,21.0,N,40.0,N,N,0.6,N,Y,0.025,N,N,Y,0.018,N,N,N,0.0184,N,N,0.004,N,N
202201,대전광역시,42645,5611,5255,25.0,N,45.0,Y,N,0.6,N,Y,0.027,N,N,Y,0.019,N,N,N,0.0193,N,N,0.004,N,N
202202,대전광역시,50491,5229,3601,24.0,N,40.0,N,N,0.5,N,Y,0.022,N,N,Y,0.03,Y,N,N,0.0179,N,N,0.004,N,N
202203,대전광역시,69846,4987,4565,24.0,N,44.0,Y,N,0.5,N,Y,0.021,N,N,Y,0.032,Y,N,N,0.0214,N,N,0.004,N,N
202204,대전광역시,60608,6236,5481,18.0,N,39.0,N,N,0.4,N,N,0.016,N,N,N,0.042,Y,N,N,0.008,N,N,0.003,N,N
202205,대전광역시,39922,6326,4417,15.0,N,31.0,N,N,0.4,N,N,0.013,N,N,N,0.05,Y,N,N,0.0119,N,N,0.004,N,N
202206,대전광역시,33690,5550,4695,10.0,N,21.0,N,N,0.4,N,N,0.01,N,N,N,0.041,Y,N,N,0.0037,N,N,0.003,N,N
202207,대전광역시,42863,5884,3935,12.0,N,20.0,N,N,0.4,N,N,0.01,N,N,N,0.035,Y,N,N,0.013,N,N,0.003,N,N
202208,대전광역시,52030,5770,4058,8.0,N,15.0,N,N,0.3,N,N,0.01,N,N,N,0.027,N,N,N,0.0063,N,N,0.002,N,N
202209,대전광역시,65725,5701,6268,10.0,N,19.0,N,N,0.3,N,N,0.012,N,N,N,0.028,N,N,N,0.0099,N,N,0.003,N,N
202210,대전광역시,64623,5277,6154,14.0,N,24.0,N,N,0.4,N,N,0.017,N,N,N,0.023,N,N,N,0.0124,N,N,0.002,N,N
202211,대전광역시,63286,4853,5383,24.0,N,39.0,N,N,0.5,N,Y,0.025,N,N,Y,0.018,N,N,N,0.0161,N,N,0.003,N,N
202212,대전광역시,66969,5080,4953,21.0,N,35.0,N,N,0.5,N,Y,0.025,N,N,Y,0.015,N,N,N,0.0149,N,N,0.003,N,N
201501,울산광역시,50576,2760,8473,27.0,N,46.0,Y,N,0.6,N,Y,0.025,N,N,Y,0.019,N,N,N,0.0257,N,Y,0.006,N,Y
201502,울산광역시,57617,2590,8334,32.0,N,64.0,Y,N,0.6,N,Y,0.024,N,N,Y,0.024,N,N,N,0.0398,N,Y,0.006,N,Y
201503,울산광역시,68067,3164,9908,29.0,N,59.0,Y,N,0.6,N,Y,0.026,N,N,Y,0.029,Y,N,N,0.0166,N,N,0.008,N,Y
201504,울산광역시,56680,2910,9934,25.0,N,49.0,Y,N,0.5,N,Y,0.024,N,N,Y,0.034,Y,N,N,0.0146,N,N,0.008,N,Y
201505,울산광역시,44998,3217,8487,31.0,N,57.0,Y,N,0.5,N,Y,0.028,N,N,Y,0.04,Y,N,N,0.0588,N,Y,0.012,N,Y
201506,울산광역시,33280,2591,5636,30.0,N,50.0,Y,N,0.5,N,Y,0.023,N,N,Y,0.035,Y,N,N,0.0587,N,Y,0.01,N,Y
201507,울산광역시,30773,3527,5161,22.0,N,38.0,N,N,0.5,N,Y,0.018,N,N,N,0.027,N,N,N,0.0114,N,N,0.009,N,Y
201508,울산광역시,33989,3441,6141,24.0,N,,N,N,0.5,N,Y,0.018,N,N,N,0.034,Y,N,N,0.019,N,N,0.009,N,Y
201509,울산광역시,67148,2767,9537,13.0,N,,N,N,0.4,N,N,0.015,N,N,N,0.029,Y,N,N,0.0223,N,Y,0.006,N,Y
201510,울산광역시,62164,2983,9134,22.0,N,,N,N,0.5,N,Y,0.022,N,N,Y,0.026,N,N,N,0.0213,N,N,0.006,N,Y
201511,울산광역시,55025,2508,9116,18.0,N,31.0,N,N,0.5,N,Y,0.022,N,N,Y,0.019,N,N,N,0.0066,N,N,0.005,N,Y
201512,울산광역시,66314,2784,11178,23.0,N,39.0,N,N,0.6,N,Y,0.025,N,N,Y,0.016,N,N,N,0.0181,N,N,0.005,N,Y
201601,울산광역시,58227,2693,7769,24.0,N,43.0,Y,N,0.6,N,Y,0.026,N,N,Y,0.02,N,N,N,0.0239,N,Y,0.005,N,Y
201602,울산광역시,60177,2615,8833,21.0,N,42.0,Y,N,0.5,N,Y,0.023,N,N,Y,0.026,N,N,N,0.0222,N,Y,0.006,N,Y
201603,울산광역시,63561,2698,9947,28.0,N,50.0,Y,N,0.5,N,Y,0.026,N,N,Y,0.028,N,N,N,0.0224,N,Y,0.007,N,Y
201604,울산광역시,52784,2632,9421,27.0,N,61.0,Y,N,0.5,N,Y,0.024,N,N,Y,0.035,Y,N,N,0.0332,N,Y,0.008,N,Y
201605,울산광역시,40852,3173,7679,29.0,N,57.0,Y,N,0.5,N,Y,0.024,N,N,Y,0.041,Y,N,N,0.038,N,Y,0.009,N,Y
201606,울산광역시,31773,3308,5666,25.0,N,41.0,N,N,0.5,N,Y,0.022,N,N,Y,0.034,Y,N,N,0.0442,N,Y,0.009,N,Y
201607,울산광역시,32285,3725,5039,19.0,N,32.0,N,N,0.4,N,N,0.019,N,N,Y,0.025,N,N,N,0.0274,N,Y,0.009,N,Y
201608,울산광역시,36151,3724,5823,16.0,N,32.0,N,N,0.4,N,N,0.015,N,N,N,0.033,Y,N,N,0.0362,N,Y,0.006,N,Y
201609,울산광역시,57110,2841,8478,20.0,N,35.0,N,N,0.4,N,N,0.018,N,N,N,0.027,N,N,N,0.0663,N,Y,0.006,N,Y
201610,울산광역시,58892,2838,9032,18.0,N,37.0,N,N,0.4,N,N,0.019,N,N,Y,0.023,N,N,N,0.0286,N,Y,0.005,N,Y
201611,울산광역시,60479,2843,10433,27.0,N,48.0,Y,N,0.6,N,Y,0.026,N,N,Y,0.019,N,N,N,0.0179,N,N,0.005,N,Y
201612,울산광역시,71025,2635,9276,24.0,N,40.0,N,N,0.6,N,Y,0.026,N,N,Y,0.018,N,N,N,0.0218,N,N,0.004,N,N
201701,울산광역시,49979,2796,7426,26.0,N,42.0,Y,N,0.6,N,Y,0.024,N,N,Y,0.024,N,N,N,0.0159,N,N,0.004,N,N
201702,울산광역시,45177,2632,6593,23.0,N,39.0,N,N,0.6,N,Y,0.023,N,N,Y,0.028,N,N,N,0.0152,N,N,0.005,N,Y
201703,울산광역시,63835,2816,8717,33.0,N,51.0,Y,N,0.6,N,Y,0.025,N,N,Y,0.025,N,N,N,0.0182,N,N,0.005,N,Y
201704,울산광역시,59291,2907,8534,27.0,N,55.0,Y,N,0.6,N,Y,0.024,N,N,Y,0.042,Y,N,N,0.0257,N,Y,0.007,N,Y
201705,울산광역시,46014,3543,7222,31.0,N,64.0,Y,N,0.5,N,Y,0.026,N,N,Y,0.041,Y,N,N,0.0342,N,Y,0.008,N,Y
201706,울산광역시,36098,3160,5636,28.0,N,44.0,Y,N,0.5,N,Y,0.02,N,N,Y,0.039,Y,N,N,0.0267,N,Y,0.008,N,Y
201707,울산광역시,32729,3794,4965,27.0,N,41.0,N,N,0.6,N,Y,0.019,N,N,Y,0.031,Y,N,N,0.0292,N,Y,0.009,N,Y
201708,울산광역시,37811,3543,5014,16.0,N,27.0,N,N,0.5,N,Y,0.012,N,N,N,0.027,N,N,N,0.0077,N,N,0.006,N,Y
201709,울산광역시,60454,2969,7098,22.0,N,36.0,N,N,0.5,N,Y,0.017,N,N,N,0.032,Y,N,N,0.0146,N,N,0.005,N,Y
201710,울산광역시,52585,2583,6899,15.0,N,29.0,N,N,0.5,N,Y,0.016,N,N,N,0.028,N,N,N,0.0237,N,Y,0.004,N,N
201711,울산광역시,69546,2866,8294,25.0,N,46.0,Y,N,0.7,N,Y,0.028,N,N,Y,0.022,N,N,N,0.0201,N,N,0.004,N,N
201712,울산광역시,80805,2546,8142,24.0,N,38.0,N,N,0.6,N,Y,0.025,N,N,Y,0.021,N,N,N,0.0135,N,N,0.004,N,N
201801,울산광역시,69655,2663,7821,25.0,N,40.0,N,N,0.6,N,Y,0.024,N,N,Y,0.023,N,N,N,0.0229,N,Y,0.004,N,N
201802,울산광역시,46792,2506,5704,27.0,N,47.0,Y,N,0.6,N,Y,0.024,N,N,Y,0.03,Y,N,N,0.014,N,N,0.005,N,Y
201803,울산광역시,60941,2749,8115,23.0,N,40.0,N,N,0.6,N,Y,0.023,N,N,Y,0.033,Y,N,N,0.0112,N,N,0.006,N,Y
201804,울산광역시,65522,3003,10024,26.0,N,64.0,Y,N,0.5,N,Y,0.021,N,N,Y,0.036,Y,N,N,0.018,N,N,0.007,N,Y
201805,울산광역시,43863,2991,7361,24.0,N,45.0,Y,N,0.5,N,Y,0.019,N,N,Y,0.035,Y,N,N,0.0342,N,Y,0.007,N,Y
201806,울산광역시,33860,3182,5229,29.0,N,42.0,Y,N,0.5,N,Y,0.02,N,N,Y,0.033,Y,N,N,0.017,N,N,0.008,N,Y
201807,울산광역시,30755,3625,4502,27.0,N,39.0,N,N,0.5,N,Y,0.017,N,N,N,0.028,N,N,N,0.0853,N,Y,0.009,N,Y
201808,울산광역시,31465,3142,4546,16.0,N,25.0,N,N,0.4,N,N,0.013,N,N,N,0.023,N,N,N,0.0354,N,Y,0.006,N,Y
201809,울산광역시,61582,2783,7629,14.0,N,26.0,N,N,0.5,N,Y,0.013,N,N,N,0.031,Y,N,N,0.0028,N,N,0.004,N,N
201810,울산광역시,64802,2925,8579,19.0,N,31.0,N,N,0.5,N,Y,0.018,N,N,N,0.027,N,N,N,0.02,N,N,0.004,N,N
201811,울산광역시,60712,2693,9052,29.0,N,47.0,Y,N,0.6,N,Y,0.027,N,N,Y,0.021,N,N,N,0.0176,N,N,0.004,N,N
201812,울산광역시,70234,2572,8796,19.0,N,35.0,N,N,0.5,N,Y,0.022,N,N,Y,0.021,N,N,N,0.0128,N,N,0.004,N,N
201901,울산광역시,48167,2705,6285,26.0,N,45.0,Y,N,0.6,N,Y,0.024,N,N,Y,0.025,N,N,N,0.0172,N,N,0.004,N,N
201902,울산광역시,43647,2564,5227,26.0,N,46.0,Y,N,0.6,N,Y,0.022,N,N,Y,0.03,Y,N,N,0.025,N,Y,0.004,N,N
201903,울산광역시,59896,2936,6879,29.0,N,49.0,Y,N,0.5,N,Y,0.022,N,N,Y,0.039,Y,N,N,0.0168,N,N,0.005,N,Y
201904,울산광역시,61700,2968,8019,19.0,N,40.0,N,N,0.5,N,Y,0.021,N,N,Y,0.037,Y,N,N,0.0117,N,N,0.006,N,Y
201905,울산광역시,48035,3693,7730,26.0,N,49.0,Y,N,0.5,N,Y,0.024,N,N,Y,0.047,Y,N,N,0.022,N,N,0.007,N,Y
201906,울산광역시,32896,2851,5512,22.0,N,34.0,N,N,0.5,N,Y,0.019,N,N,Y,0.038,Y,N,N,0.0106,N,N,0.007,N,Y
201907,울산광역시,34341,3558,4717,19.0,N,29.0,N,N,0.4,N,N,0.016,N,N,N,0.028,N,N,N,0.014,N,N,0.006,N,Y
201908,울산광역시,32118,3609,4529,18.0,N,30.0,N,N,0.5,N,Y,0.014,N,N,N,0.029,Y,N,N,0.0326,N,Y,0.006,N,Y
201909,울산광역시,56602,3105,6681,13.0,N,25.0,N,N,0.4,N,N,0.015,N,N,N,0.027,N,N,N,0.0153,N,N,0.005,N,Y
201910,울산광역시,62472,3122,7920,11.0,N,27.0,N,N,0.4,N,N,0.016,N,N,N,0.029,Y,N,N,0.0103,N,N,0.004,N,N
201911,울산광역시,62239,2888,8563,15.0,N,34.0,N,N,0.5,N,Y,0.022,N,N,Y,0.023,N,N,N,0.0045,N,N,0.004,N,N
201912,울산광역시,66903,2882,8335,20.0,N,33.0,N,N,0.5,N,Y,0.025,N,N,Y,0.02,N,N,N,0.0218,N,N,0.004,N,N
202001,울산광역시,59817,2677,6616,19.0,N,30.0,N,N,0.5,N,Y,0.021,N,N,Y,0.025,N,N,N,0.0149,N,N,0.004,N,N
202002,울산광역시,35896,2407,4332,19.0,N,31.0,N,N,0.6,N,Y,0.021,N,N,Y,0.028,N,N,N,0.0143,N,N,0.004,N,N
202003,울산광역시,21030,2684,2713,17.0,N,34.0,N,N,0.5,N,Y,0.018,N,N,N,0.035,Y,N,N,0.0145,N,N,0.004,N,N
202004,울산광역시,20549,3133,2265,17.0,N,36.0,N,N,0.4,N,N,0.016,N,N,N,0.043,Y,N,N,0.0181,N,N,0.004,N,N
202005,울산광역시,28966,3613,2509,19.0,N,36.0,N,N,0.4,N,N,0.015,N,N,N,0.041,Y,N,N,0.0247,N,Y,0.005,N,Y
202006,울산광역시,29281,3539,2812,19.0,N,32.0,N,N,0.4,N,N,0.018,N,N,N,0.039,Y,N,N,0.051,N,Y,0.006,N,Y
202007,울산광역시,25578,3053,2564,12.0,N,20.0,N,N,0.4,N,N,0.015,N,N,N,0.028,N,N,N,0.0574,N,Y,0.004,N,N
202008,울산광역시,21493,3364,2042,17.0,N,28.0,N,N,0.5,N,Y,0.013,N,N,N,0.026,N,N,N,0.0308,N,Y,0.004,N,N
202009,울산광역시,30890,3054,2420,14.0,N,25.0,N,N,0.5,N,Y,0.014,N,N,N,0.034,Y,N,N,0.0212,N,N,0.003,N,N
202010,울산광역시,36393,3044,2724,15.0,N,30.0,N,N,0.5,N,Y,0.017,N,N,N,0.034,Y,N,N,0.0208,N,N,0.003,N,N
202011,울산광역시,39219,2829,3569,17.0,N,31.0,N,N,0.5,N,Y,0.022,N,N,Y,0.024,N,N,N,0.0249,N,Y,0.003,N,N
202012,울산광역시,23466,2907,2499,19.0,N,30.0,N,N,0.5,N,Y,0.023,N,N,Y,0.025,N,N,N,0.0194,N,N,0.003,N,N
202101,울산광역시,16137,2489,1811,17.0,N,34.0,N,N,0.5,N,Y,0.022,N,N,Y,0.026,N,N,N,0.0255,N,Y,0.003,N,N
202102,울산광역시,21035,2455,1999,21.0,N,35.0,N,N,0.5,N,Y,0.021,N,N,Y,0.034,Y,N,N,0.024,N,Y,0.004,N,N
202103,울산광역시,40597,2592,3112,20.0,N,55.0,Y,N,0.4,N,N,0.02,N,N,Y,0.037,Y,N,N,0.0207,N,N,0.004,N,N
202104,울산광역시,38380,2605,3715,16.0,N,37.0,N,N,0.4,N,N,0.018,N,N,N,0.042,Y,N,N,0.0255,N,Y,0.004,N,N
202105,울산광역시,20595,2525,2278,17.0,N,35.0,N,N,0.4,N,N,0.017,N,N,N,0.041,Y,N,N,0.1186,N,Y,0.004,N,N
202106,울산광역시,21421,2942,2270,17.0,N,28.0,N,N,0.4,N,N,0.016,N,N,N,0.04,Y,N,N,0.0804,N,Y,0.004,N,N
202107,울산광역시,22873,3337,2227,10.0,N,17.0,N,N,0.4,N,N,0.013,N,N,N,0.027,N,N,N,0.0411,N,Y,0.003,N,N
202108,울산광역시,20061,2905,1863,11.0,N,20.0,N,N,0.4,N,N,0.013,N,N,N,0.032,Y,N,N,0.0093,N,N,0.003,N,N
202109,울산광역시,34202,2733,2760,8.0,N,16.0,N,N,0.4,N,N,0.011,N,N,N,0.033,Y,N,N,0.0133,N,N,0.002,N,N
202110,울산광역시,44099,2862,5167,12.0,N,22.0,N,N,0.4,N,N,0.015,N,N,N,0.032,Y,N,N,0.0072,N,N,0.003,N,N
202111,울산광역시,49633,2612,4395,17.0,N,32.0,N,N,0.4,N,N,0.021,N,N,Y,0.028,N,N,N,0.0056,N,N,0.003,N,N
202112,울산광역시,32392,2545,3968,17.0,N,29.0,N,N,0.4,N,N,0.021,N,N,Y,0.024,N,N,N,0.0147,N,N,0.003,N,N
202201,울산광역시,35436,2587,4868,18.0,N,29.0,N,N,0.4,N,N,0.022,N,N,Y,0.027,N,N,N,0.0128,N,N,0.003,N,N
202202,울산광역시,43457,2456,3112,18.0,N,29.0,N,N,0.4,N,N,0.018,N,N,N,0.036,Y,N,N,0.0246,N,Y,0.003,N,N
202203,울산광역시,60089,2190,4189,20.0,N,39.0,N,N,0.4,N,N,0.019,N,N,Y,0.039,Y,N,N,0.0299,N,Y,0.003,N,N
202204,울산광역시,45929,3019,4512,16.0,N,34.0,N,N,0.4,N,N,0.018,N,N,N,0.043,Y,N,N,0.0191,N,N,0.004,N,N
202205,울산광역시,27996,3025,3794,19.0,N,34.0,N,N,0.4,N,N,0.017,N,N,N,0.051,Y,N,N,0.0309,N,Y,0.004,N,N
202206,울산광역시,24292,2646,3689,12.0,N,21.0,N,N,0.4,N,N,0.013,N,N,N,0.035,Y,N,N,0.0214,N,N,0.004,N,N
202207,울산광역시,33342,2827,3292,12.0,N,21.0,N,N,0.4,N,N,0.014,N,N,N,0.03,Y,N,N,0.052,N,Y,0.004,N,N
202208,울산광역시,36974,2877,3321,14.0,N,23.0,N,N,0.4,N,N,0.013,N,N,N,0.031,Y,N,N,0.0613,N,Y,0.003,N,N
202209,울산광역시,40466,2519,4852,12.0,N,24.0,N,N,0.4,N,N,0.012,N,N,N,0.034,Y,N,N,0.0317,N,Y,0.003,N,N
202210,울산광역시,47930,2559,5485,12.0,N,25.0,N,N,0.4,N,N,0.014,N,N,N,0.032,Y,N,N,0.0361,N,Y,0.003,N,N
202211,울산광역시,53415,2349,4729,19.0,N,35.0,N,N,0.5,N,Y,0.02,N,N,Y,0.029,Y,N,N,0.0382,N,Y,0.003,N,N
202212,울산광역시,54173,2501,4896,18.0,N,31.0,N,N,0.5,N,Y,0.018,N,N,N,0.025,N,N,N,0.0298,N,Y,0.003,N,N
201501,세종특별자치시,8897,658,1573,,N,,N,N,,N,N,,N,N,N,,N,N,N,,N,N,,N,N
201502,세종특별자치시,9501,602,1639,,N,,N,N,,N,N,,N,N,N,,N,N,N,,N,N,,N,N
201503,세종특별자치시,12594,673,2040,,N,,N,N,,N,N,,N,N,N,,N,N,N,,N,N,,N,N
201504,세종특별자치시,10809,698,2005,,N,,N,N,,N,N,,N,N,N,,N,N,N,,N,N,,N,N
201505,세종특별자치시,8308,765,1595,,N,,N,N,,N,N,,N,N,N,,N,N,N,,N,N,,N,N
201506,세종특별자치시,5307,553,913,,N,,N,N,,N,N,,N,N,N,,N,N,N,,N,N,,N,N
201507,세종특별자치시,7204,888,1246,,N,,N,N,,N,N,,N,N,N,,N,N,N,,N,N,,N,N
201508,세종특별자치시,9743,933,1803,,N,,N,N,,N,N,,N,N,N,,N,N,N,,N,N,,N,N
201509,세종특별자치시,17872,704,2323,,N,,N,N,,N,N,,N,N,N,,N,N,N,,N,N,,N,N
201510,세종특별자치시,13296,588,2122,,N,,N,N,,N,N,,N,N,N,,N,N,N,,N,N,,N,N
201511,세종특별자치시,12633,568,2194,,N,,N,N,,N,N,,N,N,N,,N,N,N,,N,N,,N,N
201512,세종특별자치시,15012,630,2587,,N,,N,N,,N,N,,N,N,N,,N,N,N,,N,N,,N,N
201601,세종특별자치시,12568,736,1789,,N,52.0,Y,N,0.8,N,Y,0.028,N,N,Y,0.018,N,N,N,,N,N,0.005,N,Y
201602,세종특별자치시,14581,676,2144,,N,47.0,Y,N,0.9,N,Y,0.021,N,N,Y,0.025,N,N,N,,N,N,0.004,N,N
