STD_YYYYMM,SIDO,비염환자수,아토피환자수,천식환자수,AVG_PM2.5,PM2_BAD,AVG_PM10,PM10_BAD,PM10_80BAD,AVG_일산화,일산화_9BAD,일산화_BAD,AVG_이산화,이산화_0.06BAD,이산화_0.03BAD,이산화_BAD,AVG_오존,오존_BAD,오존0.06_BAD,오존0.1_BAD,AVG_납,납_0.5BAD,납_BAD,AVG_아황산,아황산_0.05BAD,아황산_BAD
202006,부산광역시,81564,9598,7452,15.0,N,27.0,N,N,0.4,N,N,0.015,N,N,N,0.04,Y,N,N,0.006,N,N,0.004,N,N
202007,부산광역시,63788,8554,6638,10.0,N,18.0,N,N,0.3,N,N,0.014,N,N,N,0.028,N,N,N,0.0087,N,N,0.003,N,N
202008,부산광역시,57103,9868,6038,19.0,N,31.0,N,N,0.3,N,N,0.011,N,N,N,0.026,N,N,N,0.0045,N,N,0.004,N,N
202009,부산광역시,87032,8831,7359,13.0,N,24.0,N,N,0.4,N,N,0.012,N,N,N,0.035,Y,N,N,0.0161,N,N,0.003,N,N
202010,부산광역시,100364,8740,7919,15.0,N,30.0,N,N,0.4,N,N,0.017,N,N,N,0.033,Y,N,N,0.0217,N,N,0.003,N,N
202011,부산광역시,102419,8152,8319,17.0,N,31.0,N,N,0.4,N,N,0.02,N,N,Y,0.023,N,N,N,0.0196,N,N,0.004,N,N
202012,부산광역시,65014,8211,6695,21.0,N,33.0,N,N,0.4,N,N,0.02,N,N,Y,0.022,N,N,N,0.0151,N,N,0.003,N,N
202101,부산광역시,47680,7202,5527,19.0,N,36.0,N,N,0.4,N,N,0.019,N,N,Y,0.025,N,N,N,0.0193,N,N,0.003,N,N
202102,부산광역시,58901,7096,5604,21.0,N,37.0,N,N,0.4,N,N,0.018,N,N,N,0.031,Y,N,N,0.0178,N,N,0.004,N,N
202103,부산광역시,107688,8455,8293,21.0,N,60.0,Y,N,0.4,N,N,0.017,N,N,N,0.036,Y,N,N,0.0201,N,N,0.003,N,N
202104,부산광역시,93487,8516,7828,15.0,N,37.0,N,N,0.3,N,N,0.015,N,N,N,0.043,Y,N,N,0.0116,N,N,0.003,N,N
202105,부산광역시,64650,7973,6878,16.0,N,36.0,N,N,0.3,N,N,0.014,N,N,N,0.041,Y,N,N,0.0234,N,Y,0.002,N,N
202106,부산광역시,58880,8830,6434,15.0,N,26.0,N,N,0.3,N,N,0.014,N,N,N,0.041,Y,N,N,0.0264,N,Y,0.003,N,N
202107,부산광역시,53207,9345,5338,9.0,N,18.0,N,N,0.2,N,N,0.01,N,N,N,0.028,N,N,N,0.0031,N,N,0.003,N,N
202108,부산광역시,52403,8872,5469,10.0,N,19.0,N,N,0.3,N,N,0.011,N,N,N,0.034,Y,N,N,0.0071,N,N,0.003,N,N
202109,부산광역시,98114,8488,8482,8.0,N,17.0,N,N,0.3,N,N,0.01,N,N,N,0.036,Y,N,N,0.0139,N,N,0.003,N,N
202110,부산광역시,120452,9172,10140,12.0,N,23.0,N,N,0.3,N,N,0.015,N,N,N,0.031,Y,N,N,0.0095,N,N,0.003,N,N
202111,부산광역시,119948,8397,9957,18.0,N,34.0,N,N,0.4,N,N,0.021,N,N,Y,0.027,N,N,N,0.0065,N,N,0.003,N,N
202112,부산광역시,93433,8423,10358,19.0,N,31.0,N,N,0.4,N,N,0.021,N,N,Y,0.021,N,N,N,0.0136,N,N,0.003,N,N
202201,부산광역시,97603,8764,8883,21.0,N,31.0,N,N,0.4,N,N,0.021,N,N,Y,0.024,N,N,N,0.0124,N,N,0.003,N,N
202202,부산광역시,127475,7711,7871,19.0,N,30.0,N,N,0.4,N,N,0.016,N,N,N,0.035,Y,N,N,0.0184,N,N,0.003,N,N
202203,부산광역시,169640,7479,11564,21.0,N,38.0,N,N,0.4,N,N,0.018,N,N,N,0.037,Y,N,N,0.0144,N,N,0.003,N,N
202204,부산광역시,100979,9000,10603,16.0,N,32.0,N,N,0.3,N,N,0.016,N,N,N,0.041,Y,N,N,0.0081,N,N,0.003,N,N
202205,부산광역시,76241,8881,8354,17.0,N,31.0,N,N,0.3,N,N,0.015,N,N,N,0.05,Y,N,N,0.0221,N,N,0.003,N,N
202206,부산광역시,66662,7918,7433,10.0,N,19.0,N,N,0.3,N,N,0.01,N,N,N,0.034,Y,N,N,0.0164,N,N,0.003,N,N
202207,부산광역시,84759,8897,7716,12.0,N,20.0,N,N,0.3,N,N,0.012,N,N,N,0.031,Y,N,N,0.0153,N,N,0.003,N,N
202208,부산광역시,100201,8740,8431,10.0,N,19.0,N,N,0.3,N,N,0.011,N,N,N,0.03,Y,N,N,0.0041,N,N,0.003,N,N
202209,부산광역시,104144,8084,10600,10.0,N,20.0,N,N,0.3,N,N,0.01,N,N,N,0.034,Y,N,N,0.02,N,N,0.003,N,N
202210,부산광역시,128208,8022,12257,11.0,N,21.0,N,N,0.3,N,N,0.013,N,N,N,0.032,Y,N,N,0.0137,N,N,0.003,N,N
202211,부산광역시,141279,7629,11888,19.0,N,33.0,N,N,0.3,N,N,0.019,N,N,Y,0.027,N,N,N,0.0175,N,N,0.003,N,N
202212,부산광역시,154856,7995,11224,18.0,N,30.0,N,N,0.3,N,N,0.017,N,N,N,0.022,N,N,N,0.0113,N,N,0.003,N,N
201501,대구광역시,98788,5988,15799,33.0,N,54.0,Y,N,0.5,N,Y,0.031,N,Y,Y,0.013,N,N,N,0.0396,N,Y,0.005,N,Y
201502,대구광역시,108950,5724,16434,33.0,N,66.0,Y,N,0.5,N,Y,0.026,N,N,Y,0.019,N,N,N,0.0442,N,Y,0.005,N,Y
201503,대구광역시,134991,6945,20782,29.0,N,61.0,Y,N,0.5,N,Y,0.027,N,N,Y,0.027,N,N,N,0.0236,N,Y,0.004,N,N
201504,대구광역시,116901,6580,20645,22.0,N,42.0,Y,N,0.4,N,N,0.019,N,N,Y,0.034,Y,N,N,0.0138,N,N,0.003,N,N
201505,대구광역시,83072,7360,15501,25.0,N,48.0,Y,N,0.4,N,N,0.018,N,N,N,0.044,Y,N,N,0.0288,N,Y,0.003,N,N
201506,대구광역시,60713,5481,10446,28.0,N,47.0,Y,N,0.4,N,N,0.016,N,N,N,0.042,Y,N,N,0.0268,N,Y,0.003,N,N
201507,대구광역시,56655,6918,9766,20.0,N,34.0,N,N,0.3,N,N,0.014,N,N,N,0.03,Y,N,N,0.0311,N,Y,0.003,N,N
201508,대구광역시,70712,6845,12125,,N,37.0,N,N,0.3,N,N,0.016,N,N,N,0.031,Y,N,N,0.0161,N,N,0.003,N,N
201509,대구광역시,143010,6241,18243,15.0,N,30.0,N,N,0.3,N,N,0.017,N,N,N,0.025,N,N,N,0.0116,N,N,0.002,N,N
201510,대구광역시,118302,6000,18097,25.0,N,43.0,Y,N,0.4,N,N,0.022,N,N,Y,0.023,N,N,N,0.0252,N,Y,0.003,N,N
201511,대구광역시,107570,5132,19135,22.0,N,34.0,N,N,0.4,N,N,0.022,N,N,Y,0.014,N,N,N,0.0129,N,N,0.003,N,N
201512,대구광역시,128145,5846,19356,31.0,N,51.0,Y,N,0.6,N,Y,0.026,N,N,Y,0.011,N,N,N,0.0303,N,Y,0.004,N,N
201601,대구광역시,121534,5955,14988,30.0,N,49.0,Y,N,0.6,N,Y,0.027,N,N,Y,0.015,N,N,N,0.0277,N,Y,0.004,N,N
201602,대구광역시,127856,5692,17422,25.0,N,45.0,Y,N,0.5,N,Y,0.023,N,N,Y,0.022,N,N,N,0.0341,N,Y,0.004,N,N
201603,대구광역시,121750,6167,17462,29.0,N,52.0,Y,N,0.4,N,N,0.023,N,N,Y,0.028,N,N,N,0.0296,N,Y,0.004,N,N
201604,대구광역시,113104,6354,17626,25.0,N,60.0,Y,N,0.4,N,N,0.02,N,N,Y,0.035,Y,N,N,0.023,N,Y,0.004,N,N
201605,대구광역시,85983,6572,14465,26.0,N,48.0,Y,N,0.3,N,N,0.017,N,N,N,0.042,Y,N,N,0.0197,N,N,0.004,N,N
201606,대구광역시,65506,6738,10145,24.0,N,39.0,N,N,0.3,N,N,0.014,N,N,N,0.037,Y,N,N,0.0201,N,N,0.003,N,N
201607,대구광역시,66433,7016,9095,19.0,N,29.0,N,N,0.3,N,N,0.012,N,N,N,0.028,N,N,N,0.0156,N,N,0.003,N,N
201608,대구광역시,76073,7320,10320,17.0,N,28.0,N,N,0.3,N,N,0.012,N,N,N,0.033,Y,N,N,0.0226,N,Y,0.003,N,N
201609,대구광역시,124248,5652,15525,20.0,N,33.0,N,N,0.3,N,N,0.016,N,N,N,0.025,N,N,N,0.0263,N,Y,0.003,N,N
201610,대구광역시,130928,5871,17719,20.0,N,35.0,N,N,0.4,N,N,0.019,N,N,Y,0.018,N,N,N,0.0193,N,N,0.003,N,N
201611,대구광역시,122060,5995,18329,31.0,N,,N,N,,N,N,,N,N,N,,N,N,N,0.024,N,Y,,N,N
201612,대구광역시,148080,5703,17030,28.0,N,47.0,Y,N,0.6,N,Y,0.028,N,N,Y,0.012,N,N,N,0.0453,N,Y,0.004,N,N
201701,대구광역시,93746,5939,11873,29.0,N,49.0,Y,N,0.6,N,Y,0.028,N,N,Y,0.028,N,N,N,0.025,N,Y,0.005,N,Y
201702,대구광역시,96353,6031,12038,24.0,N,41.0,N,N,0.5,N,Y,0.025,N,N,Y,0.024,N,N,N,0.018,N,N,0.004,N,N
201703,대구광역시,128204,6264,15040,28.0,N,48.0,Y,N,0.5,N,Y,0.024,N,N,Y,0.024,N,N,N,0.0154,N,N,0.004,N,N
201704,대구광역시,131056,6714,16703,21.0,N,50.0,Y,N,0.4,N,N,0.019,N,N,Y,0.04,Y,N,N,0.0209,N,N,0.003,N,N
201705,대구광역시,91329,7550,12865,23.0,N,53.0,Y,N,0.4,N,N,0.018,N,N,N,0.044,Y,N,N,0.0311,N,Y,0.003,N,N
201706,대구광역시,69220,6617,9421,21.0,N,38.0,N,N,0.4,N,N,0.014,N,N,N,0.047,Y,N,N,0.013,N,N,0.003,N,N
201707,대구광역시,63854,7087,7922,19.0,N,34.0,N,N,0.3,N,N,0.013,N,N,N,0.031,Y,N,N,0.0149,N,N,0.002,N,N
201708,대구광역시,82385,7279,8671,12.0,N,24.0,N,N,0.3,N,N,0.012,N,N,N,0.028,N,N,N,0.0147,N,N,0.002,N,N
201709,대구광역시,135516,6455,12640,,N,,N,N,,N,N,,N,N,N,,N,N,N,0.0224,N,Y,,N,N
201710,대구광역시,105121,5424,12403,,N,,N,N,,N,N,,N,N,N,,N,N,N,0.0154,N,N,,N,N
201711,대구광역시,137352,6019,15215,29.0,N,52.0,Y,N,0.5,N,Y,0.028,N,N,Y,0.016,N,N,N,0.0242,N,Y,0.004,N,N
201712,대구광역시,159358,5755,15534,29.0,N,46.0,Y,N,0.6,N,Y,0.028,N,N,Y,0.015,N,N,N,0.0239,N,Y,0.004,N,N
201801,대구광역시,144913,5688,14906,30.0,N,47.0,Y,N,0.6,N,Y,0.027,N,N,Y,0.017,N,N,N,0.032,N,Y,0.004,N,N
201802,대구광역시,92805,5753,10251,28.0,N,48.0,Y,N,0.5,N,Y,0.025,N,N,Y,0.023,N,N,N,0.0238,N,Y,0.004,N,N
201803,대구광역시,121794,6173,12686,26.0,N,43.0,Y,N,0.4,N,N,0.022,N,N,Y,0.03,Y,N,N,0.0213,N,N,0.003,N,N
201804,대구광역시,135007,6781,16935,24.0,N,56.0,Y,N,0.4,N,N,0.017,N,N,N,0.038,Y,N,N,0.0182,N,N,0.003,N,N
201805,대구광역시,89131,6512,13066,21.0,N,40.0,N,N,0.3,N,N,0.013,N,N,N,0.041,Y,N,N,0.014,N,N,0.002,N,N
201806,대구광역시,68308,6569,9275,22.0,N,36.0,N,N,0.3,N,N,0.013,N,N,N,0.043,Y,N,N,0.0206,N,N,0.002,N,N
201807,대구광역시,63061,6982,7367,18.0,N,27.0,N,N,0.3,N,N,0.01,N,N,N,0.03,Y,N,N,0.0066,N,N,0.002,N,N
201808,대구광역시,65433,6282,7845,12.0,N,22.0,N,N,0.3,N,N,0.01,N,N,N,0.026,N,N,N,0.0153,N,N,0.002,N,N
201809,대구광역시,134314,5812,12631,12.0,N,24.0,N,N,0.3,N,N,0.014,N,N,N,0.025,N,N,N,0.0196,N,N,0.002,N,N
201810,대구광역시,131002,6233,15058,17.0,N,32.0,N,N,0.4,N,N,0.021,N,N,Y,0.02,N,N,N,0.0183,N,N,0.002,N,N
201811,대구광역시,131100,5633,16902,31.0,N,57.0,Y,N,0.6,N,Y,0.033,N,Y,Y,0.012,N,N,N,0.0306,N,Y,0.003,N,N
201812,대구광역시,143524,5379,15813,26.0,N,47.0,Y,N,0.6,N,Y,0.029,N,N,Y,0.013,N,N,N,0.0202,N,N,0.004,N,N
201901,대구광역시,98536,6057,11241,33.0,N,57.0,Y,N,0.7,N,Y,0.029,N,N,Y,0.017,N,N,N,0.0308,N,Y,0.004,N,N
201902,대구광역시,83166,5410,8816,33.0,N,54.0,Y,N,0.6,N,Y,0.026,N,N,Y,0.024,N,N,N,0.0297,N,Y,0.003,N,N
201903,대구광역시,122822,6140,11878,33.0,N,54.0,Y,N,0.5,N,Y,0.021,N,N,Y,0.036,Y,N,N,0.0276,N,Y,0.003,N,N
201904,대구광역시,136253,6513,15065,19.0,N,40.0,N,N,0.4,N,N,0.017,N,N,N,0.036,Y,N,N,0.0157,N,N,0.003,N,N
201905,대구광역시,94446,7273,12984,23.0,N,46.0,Y,N,0.4,N,N,0.016,N,N,N,0.048,Y,N,N,0.0258,N,Y,0.003,N,N
201906,대구광역시,62130,6005,8659,20.0,N,32.0,N,N,0.4,N,N,0.013,N,N,N,0.044,Y,N,N,0.018,N,N,0.002,N,N
201907,대구광역시,70272,7386,8404,16.0,N,26.0,N,N,0.3,N,N,0.011,N,N,N,0.03,Y,N,N,0.0107,N,N,0.002,N,N
201908,대구광역시,68116,7264,7459,16.0,N,26.0,N,N,0.3,N,N,0.012,N,N,N,0.03,Y,N,N,0.0153,N,N,0.002,N,N
201909,대구광역시,123851,6295,10829,13.0,N,23.0,N,N,0.3,N,N,0.013,N,N,N,0.025,N,N,N,0.0195,N,N,0.002,N,N
201910,대구광역시,126757,6662,12226,14.0,N,27.0,N,N,0.4,N,N,0.017,N,N,N,0.022,N,N,N,0.0178,N,N,0.002,N,N
201911,대구광역시,124706,5922,13350,21.0,N,41.0,N,N,0.5,N,Y,0.026,N,N,Y,0.017,N,N,N,0.0338,N,Y,0.003,N,N
201912,대구광역시,137717,5963,13620,29.0,N,42.0,Y,N,0.7,N,Y,0.03,N,N,Y,0.014,N,N,N,0.0389,N,Y,0.004,N,N
202001,대구광역시,124316,5951,11493,26.0,N,37.0,N,N,0.7,N,Y,0.027,N,N,Y,0.018,N,N,N,0.0165,N,N,0.003,N,N
202002,대구광역시,71004,4817,7496,26.0,N,38.0,N,N,0.6,N,Y,0.023,N,N,Y,0.023,N,N,N,0.016,N,N,0.003,N,N
202003,대구광역시,39177,5186,4802,20.0,N,38.0,N,N,0.4,N,N,0.017,N,N,N,0.03,Y,N,N,0.0179,N,N,0.003,N,N
202004,대구광역시,43608,6743,4438,18.0,N,39.0,N,N,0.4,N,N,0.013,N,N,N,0.04,Y,N,N,0.015,N,N,0.002,N,N
202005,대구광역시,44317,7392,4179,20.0,N,38.0,N,N,0.4,N,N,0.011,N,N,N,0.04,Y,N,N,0.017,N,N,0.002,N,N
202006,대구광역시,51892,7200,3949,20.0,N,35.0,N,N,0.4,N,N,0.012,N,N,N,0.045,Y,N,N,0.0279,N,Y,0.002,N,N
202007,대구광역시,55481,6492,4129,14.0,N,22.0,N,N,0.4,N,N,0.011,N,N,N,0.027,N,N,N,0.0285,N,Y,0.002,N,N
202008,대구광역시,43875,7703,3504,16.0,N,25.0,N,N,0.3,N,N,0.009,N,N,N,0.023,N,N,N,0.0306,N,Y,0.002,N,N
202009,대구광역시,80474,6943,4938,15.0,N,25.0,N,N,0.3,N,N,0.013,N,N,N,0.028,N,N,N,0.0181,N,N,0.002,N,N
202010,대구광역시,87445,6711,5695,18.0,N,33.0,N,N,0.4,N,N,0.019,N,N,Y,0.026,N,N,N,0.0158,N,N,0.002,N,N
202011,대구광역시,71270,5916,5413,23.0,N,40.0,N,N,0.5,N,Y,0.024,N,N,Y,0.017,N,N,N,0.0191,N,N,0.002,N,N
202012,대구광역시,52649,6225,4496,24.0,N,38.0,N,N,0.5,N,Y,0.024,N,N,Y,0.017,N,N,N,0.0313,N,Y,0.003,N,N
202101,대구광역시,35747,5761,3482,21.0,N,40.0,N,N,0.5,N,Y,0.023,N,N,Y,0.02,N,N,N,0.0227,N,Y,0.003,N,N
202102,대구광역시,41532,5668,3325,24.0,N,41.0,N,N,0.5,N,Y,0.022,N,N,Y,0.025,N,N,N,0.0085,N,N,0.002,N,N
202103,대구광역시,81129,6575,5237,23.0,N,59.0,Y,N,0.4,N,N,0.018,N,N,N,0.032,Y,N,N,0.0208,N,N,0.002,N,N
202104,대구광역시,98425,7076,6857,17.0,N,42.0,Y,N,0.3,N,N,0.013,N,N,N,0.043,Y,N,N,0.0176,N,N,0.002,N,N
202105,대구광역시,51546,6336,4914,18.0,N,41.0,N,N,0.4,N,N,0.012,N,N,N,0.04,Y,N,N,0.0218,N,N,0.002,N,N
202106,대구광역시,43754,6949,3996,20.0,N,35.0,N,N,0.4,N,N,0.01,N,N,N,0.045,Y,N,N,0.0236,N,Y,0.002,N,N
202107,대구광역시,41890,7387,3624,10.0,N,19.0,N,N,0.3,N,N,0.009,N,N,N,0.031,Y,N,N,0.02,N,N,0.002,N,N
202108,대구광역시,46539,7185,3422,11.0,N,21.0,N,N,0.3,N,N,0.01,N,N,N,0.031,Y,N,N,0.0035,N,N,0.001,N,N
202109,대구광역시,84660,7037,4885,9.0,N,18.0,N,N,0.3,N,N,0.01,N,N,N,0.029,Y,N,N,0.0183,N,N,0.001,N,N
202110,대구광역시,86024,7004,7010,15.0,N,26.0,N,N,0.3,N,N,0.016,N,N,N,0.024,N,N,N,0.007,N,N,0.002,N,N
202111,대구광역시,101131,6311,7106,22.0,N,40.0,N,N,0.4,N,N,0.024,N,N,Y,0.019,N,N,N,0.0144,N,N,0.002,N,N
202112,대구광역시,61273,6562,5001,22.0,N,38.0,N,N,0.5,N,Y,0.025,N,N,Y,0.017,N,N,N,0.0136,N,N,0.002,N,N
202201,대구광역시,64365,6613,6241,24.0,N,37.0,N,N,0.5,N,Y,0.025,N,N,Y,0.021,N,N,N,0.0118,N,N,0.002,N,N
202202,대구광역시,87709,6041,5829,21.0,N,35.0,N,N,0.4,N,N,0.018,N,N,N,0.032,Y,N,N,0.0102,N,N,0.002,N,N
202203,대구광역시,123031,5864,7042,22.0,N,42.0,Y,N,0.4,N,N,0.018,N,N,N,0.036,Y,N,N,0.0072,N,N,0.002,N,N
202204,대구광역시,103280,7806,8694,17.0,N,36.0,N,N,0.3,N,N,0.013,N,N,N,0.044,Y,N,N,0.0133,N,N,0.002,N,N
202205,대구광역시,57930,6924,5706,17.0,N,33.0,N,N,0.3,N,N,0.011,N,N,N,0.055,Y,N,N,0.0287,N,Y,0.002,N,N
202206,대구광역시,56722,6165,6152,12.0,N,22.0,N,N,0.3,N,N,0.008,N,N,N,0.041,Y,N,N,0.0197,N,N,0.001,N,N
202207,대구광역시,66500,6390,6026,12.0,N,20.0,N,N,0.3,N,N,0.008,N,N,N,0.035,Y,N,N,0.0151,N,N,0.002,N,N
202208,대구광역시,79832,6614,6105,9.0,N,18.0,N,N,0.3,N,N,0.009,N,N,N,0.028,N,N,N,0.0071,N,N,0.002,N,N
202209,대구광역시,91363,6349,8111,9.0,N,20.0,N,N,0.3,N,N,0.01,N,N,N,0.029,Y,N,N,0.0153,N,N,0.001,N,N
202210,대구광역시,96446,6222,8568,12.0,N,24.0,N,N,0.3,N,N,0.014,N,N,N,0.027,N,N,N,0.0117,N,N,0.001,N,N
202211,대구광역시,102670,5647,7905,23.0,N,41.0,N,N,0.4,N,N,0.025,N,N,Y,0.02,N,N,N,0.0282,N,Y,0.002,N,N
202212,대구광역시,108462,5977,7929,20.0,N,35.0,N,N,0.4,N,N,0.023,N,N,Y,0.018,N,N,N,0.0296,N,Y,0.002,N,N
201501,인천광역시,120861,8822,16756,31.0,N,53.0,Y,N,0.8,N,Y,0.03,N,N,Y,0.015,N,N,N,0.0371,N,Y,0.007,N,Y
201502,인천광역시,126290,8071,16599,33.0,N,84.0,Y,Y,0.7,N,Y,0.029,N,N,Y,0.02,N,N,N,0.0546,N,Y,0.007,N,Y
201503,인천광역시,158818,10188,19866,31.0,N,73.0,Y,N,0.7,N,Y,0.033,N,Y,Y,0.024,N,N,N,0.0442,N,Y,0.008,N,Y
201504,인천광역시,134782,9481,18818,30.0,N,54.0,Y,N,0.6,N,Y,0.03,N,N,Y,0.029,Y,N,N,0.0231,N,Y,0.006,N,Y
201505,인천광역시,106502,10792,16549,28.0,N,52.0,Y,N,0.5,N,Y,0.026,N,N,Y,0.036,Y,N,N,0.0265,N,Y,0.007,N,Y
201506,인천광역시,74770,8836,11446,26.0,N,42.0,Y,N,0.5,N,Y,0.022,N,N,Y,0.039,Y,N,N,0.0217,N,N,0.006,N,Y
201507,인천광역시,72888,10549,11372,23.0,N,,N,N,0.4,N,N,0.018,N,N,N,0.029,Y,N,N,0.0118,N,N,0.005,N,Y
201508,인천광역시,96541,11074,13193,27.0,N,,N,N,0.5,N,Y,0.017,N,N,N,0.031,Y,N,N,0.0333,N,Y,0.006,N,Y
201509,인천광역시,168547,9282,18080,21.0,N,,N,N,0.5,N,Y,0.022,N,N,Y,0.028,N,N,N,0.0186,N,N,0.005,N,Y
201510,인천광역시,142920,8493,18599,31.0,N,53.0,Y,N,0.6,N,Y,0.026,N,N,Y,0.024,N,N,N,0.0221,N,N,0.006,N,Y
201511,인천광역시,146243,7578,19606,31.0,N,41.0,N,N,0.7,N,Y,0.028,N,N,Y,0.014,N,N,N,0.0134,N,N,0.005,N,Y
201512,인천광역시,170841,8763,24903,38.0,Y,54.0,Y,N,0.8,N,Y,0.033,N,Y,Y,0.012,N,N,N,0.0452,N,Y,0.007,N,Y
201601,인천광역시,138702,8675,18566,29.0,N,49.0,Y,N,0.7,N,Y,0.026,N,N,Y,0.017,N,N,N,0.0263,N,Y,0.007,N,Y
201602,인천광역시,138064,8477,19240,25.0,N,46.0,Y,N,0.6,N,Y,0.026,N,N,Y,0.021,N,N,N,0.0305,N,Y,0.007,N,Y
201603,인천광역시,154228,9370,20920,35.0,N,65.0,Y,N,0.6,N,Y,0.031,N,Y,Y,0.026,N,N,N,0.0208,N,N,0.007,N,Y
201604,인천광역시,136185,9312,19599,31.0,N,72.0,Y,N,0.5,N,Y,0.031,N,Y,Y,0.031,Y,N,N,0.0269,N,Y,0.007,N,Y
201605,인천광역시,113232,10489,17052,29.0,N,58.0,Y,N,0.5,N,Y,0.025,N,N,Y,0.041,Y,N,N,0.0265,N,Y,0.007,N,Y
201606,인천광역시,86491,9780,12593,25.0,N,48.0,Y,N,0.5,N,Y,0.021,N,N,Y,0.037,Y,N,N,0.0222,N,Y,0.006,N,Y
201607,인천광역시,84807,10272,11876,19.0,N,35.0,N,N,0.4,N,N,0.018,N,N,N,0.025,N,N,N,0.0271,N,Y,0.006,N,Y
201608,인천광역시,104678,11492,13944,20.0,N,37.0,N,N,0.5,N,Y,0.017,N,N,N,0.029,Y,N,N,0.0208,N,N,0.005,N,Y
201609,인천광역시,151358,9008,16956,25.0,N,41.0,N,N,0.5,N,Y,0.022,N,N,Y,0.029,Y,N,N,0.031,N,Y,0.005,N,Y
201610,인천광역시,155604,8275,18345,21.0,N,42.0,Y,N,0.6,N,Y,0.025,N,N,Y,0.02,N,N,N,0.0286,N,Y,0.005,N,Y
201611,인천광역시,157997,8396,21563,29.0,N,55.0,Y,N,0.7,N,Y,0.027,N,N,Y,0.017,N,N,N,0.0241,N,Y,0.006,N,Y
201612,인천광역시,200654,7746,23556,29.0,N,47.0,Y,N,0.8,N,Y,0.028,N,N,Y,0.013,N,N,N,0.0288,N,Y,0.006,N,Y
201701,인천광역시,109740,8364,14660,31.0,N,52.0,Y,N,0.8,N,Y,0.027,N,N,Y,0.027,N,N,N,0.0238,N,Y,0.006,N,Y
201702,인천광역시,115955,8340,14358,26.0,N,47.0,Y,N,0.7,N,Y,0.026,N,N,Y,0.023,N,N,N,0.0186,N,N,0.006,N,Y
201703,인천광역시,166337,9386,19415,37.0,Y,62.0,Y,N,0.7,N,Y,0.03,N,N,Y,0.03,Y,N,N,0.0195,N,N,0.007,N,Y
201704,인천광역시,147978,9148,19077,27.0,N,58.0,Y,N,0.6,N,Y,0.025,N,N,Y,0.035,Y,N,N,0.026,N,Y,0.006,N,Y
201705,인천광역시,118252,10900,15957,27.0,N,63.0,Y,N,0.5,N,Y,0.022,N,N,Y,0.038,Y,N,N,0.0311,N,Y,0.006,N,Y
201706,인천광역시,89939,10002,11857,24.0,N,42.0,Y,N,0.4,N,N,0.018,N,N,N,0.037,Y,N,N,0.0214,N,N,0.005,N,Y
201707,인천광역시,85052,10632,10999,,N,37.0,N,N,0.5,N,Y,0.018,N,N,N,0.028,N,N,N,0.0186,N,N,0.005,N,Y
201708,인천광역시,118521,10467,11877,15.0,N,,N,N,0.4,N,N,0.019,N,N,Y,0.025,N,N,N,0.0135,N,N,0.004,N,N
201709,인천광역시,171235,9623,15701,22.0,N,38.0,N,N,0.5,N,Y,0.022,N,N,Y,0.03,Y,N,N,0.0217,N,N,0.005,N,Y
201710,인천광역시,134024,7930,14823,17.0,N,33.0,N,N,0.5,N,Y,0.022,N,N,Y,0.024,N,N,N,0.0155,N,N,0.004,N,N
201711,인천광역시,174229,8063,18860,23.0,N,41.0,N,N,0.6,N,Y,0.026,N,N,Y,0.017,N,N,N,0.0346,N,Y,0.005,N,Y
201712,인천광역시,199300,7545,20015,28.0,N,45.0,Y,N,0.6,N,Y,0.031,N,Y,Y,0.014,N,N,N,0.0213,N,N,0.006,N,Y
201801,인천광역시,176522,8401,18907,29.0,N,48.0,Y,N,0.7,N,Y,0.029,N,N,Y,0.017,N,N,N,0.0179,N,N,0.006,N,Y
201802,인천광역시,107903,7684,12512,27.0,N,49.0,Y,N,0.6,N,Y,0.027,N,N,Y,0.022,N,N,N,0.0227,N,Y,0.006,N,Y
201803,인천광역시,144845,8778,15919,32.0,N,49.0,Y,N,0.6,N,Y,0.029,N,N,Y,0.027,N,N,N,0.0226,N,Y,0.005,N,Y
201804,인천광역시,149266,9212,18163,24.0,N,46.0,Y,N,0.5,N,Y,0.027,N,N,Y,0.032,Y,N,N,0.0169,N,N,0.005,N,Y
201805,인천광역시,120806,9931,16520,21.0,N,40.0,N,N,0.5,N,Y,0.023,N,N,Y,0.034,Y,N,N,0.0174,N,N,0.004,N,N
201806,인천광역시,89246,9674,12023,22.0,N,34.0,N,N,0.4,N,N,0.022,N,N,Y,0.034,Y,N,N,0.0135,N,N,0.005,N,Y
201807,인천광역시,81362,11130,10376,16.0,N,26.0,N,N,0.4,N,N,0.017,N,N,N,0.021,N,N,N,0.0097,N,N,0.004,N,N
201808,인천광역시,86978,9919,10378,12.0,N,25.0,N,N,0.4,N,N,0.016,N,N,N,0.031,Y,N,N,0.0088,N,N,0.004,N,N
201809,인천광역시,173064,8408,15087,15.0,N,24.0,N,N,0.4,N,N,0.019,N,N,Y,0.029,Y,N,N,0.0165,N,N,0.004,N,N
201810,인천광역시,166677,8725,17386,16.0,N,33.0,N,N,0.5,N,Y,0.026,N,N,Y,0.022,N,N,N,0.0153,N,N,0.004,N,N
201811,인천광역시,165787,7828,19512,29.0,N,55.0,Y,N,0.7,N,Y,0.035,N,Y,Y,0.016,N,N,N,0.0389,N,Y,0.005,N,Y
