STD_YYYYMM,SIDO,GEN,AGG,CNT,CNT_SUM
201909,인천광역시,1,0,325,166313
201910,인천광역시,1,0,281,163921
201911,인천광역시,1,0,250,155536
201912,인천광역시,1,0,226,172331
202001,인천광역시,1,0,173,154863
202002,인천광역시,1,0,95,83107
202003,인천광역시,1,0,86,55074
202004,인천광역시,1,0,171,51861
202005,인천광역시,1,0,437,78880
202006,인천광역시,1,0,229,60052
202007,인천광역시,1,0,185,60407
202008,인천광역시,1,0,126,53578
202009,인천광역시,1,0,188,89916
202010,인천광역시,1,0,446,96142
202011,인천광역시,1,0,348,91698
202012,인천광역시,1,0,116,55344
202102,인천광역시,1,0,224,50669
202103,인천광역시,1,0,640,99208
202104,인천광역시,1,0,305,92989
202105,인천광역시,1,0,188,65472
202106,인천광역시,1,0,195,58448
202107,인천광역시,1,0,146,49153
202108,인천광역시,1,0,140,51076
202109,인천광역시,1,0,490,104930
202110,인천광역시,1,0,538,104557
202111,인천광역시,1,0,301,124126
202112,인천광역시,1,0,232,82566
202201,인천광역시,1,0,295,86819
202202,인천광역시,1,0,180,110844
202203,인천광역시,1,0,364,152302
202204,인천광역시,1,0,524,109662
202205,인천광역시,1,0,376,81608
202206,인천광역시,1,0,289,70833
202207,인천광역시,1,0,203,89173
202208,인천광역시,1,0,202,97128
202209,인천광역시,1,0,343,129277
202210,인천광역시,1,0,283,130117
202211,인천광역시,1,0,189,122668
202212,인천광역시,1,0,171,137922
200601,광주광역시,1,0,127,40267
200602,광주광역시,1,0,136,32835
200603,광주광역시,1,0,169,40235
200604,광주광역시,1,0,150,38118
200605,광주광역시,1,0,119,33713
200606,광주광역시,1,0,90,23565
200607,광주광역시,1,0,101,22183
200608,광주광역시,1,0,116,24466
200609,광주광역시,1,0,158,59301
200610,광주광역시,1,0,102,37119
200611,광주광역시,1,0,143,45486
200612,광주광역시,1,0,134,49055
200701,광주광역시,1,0,129,43058
200702,광주광역시,1,0,108,31159
200703,광주광역시,1,0,163,41366
200704,광주광역시,1,0,161,45876
200705,광주광역시,1,0,151,32385
200706,광주광역시,1,0,102,22896
200707,광주광역시,1,0,97,23627
200708,광주광역시,1,0,90,23074
200709,광주광역시,1,0,164,60095
200710,광주광역시,1,0,190,53397
200711,광주광역시,1,0,164,49812
200712,광주광역시,1,0,137,49585
200801,광주광역시,1,0,151,43219
200802,광주광역시,1,0,193,55894
200803,광주광역시,1,0,162,50937
200804,광주광역시,1,0,162,47831
200805,광주광역시,1,0,143,36712
200806,광주광역시,1,0,103,28545
200807,광주광역시,1,0,76,23640
200808,광주광역시,1,0,87,31065
200809,광주광역시,1,0,150,55539
200810,광주광역시,1,0,205,56299
200811,광주광역시,1,0,156,46601
200812,광주광역시,1,0,156,72535
200901,광주광역시,1,0,113,43928
200902,광주광역시,1,0,142,37309
200904,광주광역시,1,0,167,56045
200905,광주광역시,1,0,111,42161
200906,광주광역시,1,0,131,32424
200907,광주광역시,1,0,100,30261
200908,광주광역시,1,0,130,45462
200909,광주광역시,1,0,167,76517
200910,광주광역시,1,0,149,69746
200911,광주광역시,1,0,114,68793
200912,광주광역시,1,0,137,64242
201001,광주광역시,1,0,120,53430
201002,광주광역시,1,0,154,47149
201003,광주광역시,1,0,209,66954
201004,광주광역시,1,0,154,70060
201005,광주광역시,1,0,131,45679
201006,광주광역시,1,0,122,36934
201007,광주광역시,1,0,93,30779
201008,광주광역시,1,0,119,32191
201009,광주광역시,1,0,189,81491
201010,광주광역시,1,0,206,72954
201011,광주광역시,1,0,142,61438
201012,광주광역시,1,0,154,68168
201101,광주광역시,1,0,123,52393
201102,광주광역시,1,0,125,47784
201103,광주광역시,1,0,188,66008
201104,광주광역시,1,0,131,61912
201106,광주광역시,1,0,113,33211
201107,광주광역시,1,0,109,31071
201108,광주광역시,1,0,170,44538
201109,광주광역시,1,0,193,78112
201110,광주광역시,1,0,190,63149
201111,광주광역시,1,0,149,54664
201112,광주광역시,1,0,172,77895
201201,광주광역시,1,0,168,63790
201202,광주광역시,1,0,174,64049
201203,광주광역시,1,0,232,66793
201204,광주광역시,1,0,171,62463
201205,광주광역시,1,0,158,51748
201206,광주광역시,1,0,118,33270
201207,광주광역시,1,0,138,32666
201208,광주광역시,1,0,166,38790
201209,광주광역시,1,0,269,88441
201210,광주광역시,1,0,211,73173
201211,광주광역시,1,0,153,59749
201212,광주광역시,1,0,177,56987
201301,광주광역시,1,0,153,60846
201302,광주광역시,1,0,181,75674
201303,광주광역시,1,0,227,70904
201304,광주광역시,1,0,178,67027
201305,광주광역시,1,0,146,50700
201306,광주광역시,1,0,132,34426
201307,광주광역시,1,0,134,35326
201308,광주광역시,1,0,180,43665
201309,광주광역시,1,0,236,86543
201310,광주광역시,1,0,228,67413
201311,광주광역시,1,0,204,64381
201312,광주광역시,1,0,150,60246
201401,광주광역시,1,0,170,73233
201402,광주광역시,1,0,212,82045
201403,광주광역시,1,0,226,67145
201404,광주광역시,1,0,202,65073
201405,광주광역시,1,0,154,50933
201406,광주광역시,1,0,173,37243
201408,광주광역시,1,0,183,47162
201409,광주광역시,1,0,244,82401
201410,광주광역시,1,0,229,73048
201411,광주광역시,1,0,203,74306
201412,광주광역시,1,0,181,68040
201501,광주광역시,1,0,167,60461
201502,광주광역시,1,0,226,72042
201503,광주광역시,1,0,241,76585
201505,광주광역시,1,0,161,50851
201507,광주광역시,1,0,140,34253
201508,광주광역시,1,0,206,44393
201509,광주광역시,1,0,240,85428
201510,광주광역시,1,0,203,68230
201511,광주광역시,1,0,153,59373
201512,광주광역시,1,0,175,71617
201601,광주광역시,1,0,131,66457
201602,광주광역시,1,0,169,70054
201603,광주광역시,1,0,232,74739
201604,광주광역시,1,0,148,61378
201605,광주광역시,1,0,171,49286
201606,광주광역시,1,0,123,37340
201607,광주광역시,1,0,114,38849
201608,광주광역시,1,0,167,46631
201609,광주광역시,1,0,236,77084
201610,광주광역시,1,0,216,73852
201611,광주광역시,1,0,177,71701
201612,광주광역시,1,0,157,84830
201701,광주광역시,1,0,116,55272
201702,광주광역시,1,0,133,52059
201703,광주광역시,1,0,191,81675
201704,광주광역시,1,0,118,79169
201705,광주광역시,1,0,134,52112
201706,광주광역시,1,0,132,38626
201707,광주광역시,1,0,107,35242
201708,광주광역시,1,0,148,50156
201709,광주광역시,1,0,179,82085
201710,광주광역시,1,0,186,63501
201711,광주광역시,1,0,182,79634
201712,광주광역시,1,0,109,86363
201801,광주광역시,1,0,141,79647
201802,광주광역시,1,0,158,53707
201803,광주광역시,1,0,217,72029
201804,광주광역시,1,0,145,69046
201805,광주광역시,1,0,103,50465
201806,광주광역시,1,0,112,38592
201807,광주광역시,1,0,125,36458
201808,광주광역시,1,0,178,39822
201809,광주광역시,1,0,232,84739
201810,광주광역시,1,0,189,77429
201811,광주광역시,1,0,154,73166
201812,광주광역시,1,0,132,78816
201901,광주광역시,1,0,128,58579
201902,광주광역시,1,0,161,46500
201903,광주광역시,1,0,238,79848
201904,광주광역시,1,0,171,79250
201905,광주광역시,1,0,144,55498
201906,광주광역시,1,0,142,38598
201908,광주광역시,1,0,160,43402
201909,광주광역시,1,0,228,78908
201910,광주광역시,1,0,207,78198
201911,광주광역시,1,0,158,69561
201912,광주광역시,1,0,116,74694
202001,광주광역시,1,0,115,69446
202003,광주광역시,1,0,72,29328
202004,광주광역시,1,0,233,30511
202005,광주광역시,1,0,332,41725
202006,광주광역시,1,0,164,31812
202007,광주광역시,1,0,64,23830
202008,광주광역시,1,0,159,26315
202010,광주광역시,1,0,381,58225
202012,광주광역시,1,0,114,27508
202101,광주광역시,1,0,93,21520
202102,광주광역시,1,0,155,24056
202103,광주광역시,1,0,455,48644
202104,광주광역시,1,0,215,44701
202105,광주광역시,1,0,134,29940
202106,광주광역시,1,0,148,28855
202107,광주광역시,1,0,138,27497
202108,광주광역시,1,0,145,26501
202109,광주광역시,1,0,355,56470
202110,광주광역시,1,0,211,50338
202111,광주광역시,1,0,207,60333
202112,광주광역시,1,0,195,37873
202201,광주광역시,1,0,237,38841
202202,광주광역시,1,0,69,39942
202204,광주광역시,1,0,394,57653
202205,광주광역시,1,0,257,39149
202206,광주광역시,1,0,217,34694
202207,광주광역시,1,0,146,39063
202208,광주광역시,1,0,120,48103
202209,광주광역시,1,0,228,59602
202210,광주광역시,1,0,208,61498
202211,광주광역시,1,0,162,57238
202212,광주광역시,1,0,141,59103
200601,대전광역시,1,0,288,38394
200602,대전광역시,1,0,347,32071
200603,대전광역시,1,0,477,45480
200604,대전광역시,1,0,393,44376
200605,대전광역시,1,0,371,35030
200606,대전광역시,1,0,292,25956
200607,대전광역시,1,0,272,23668
200608,대전광역시,1,0,292,24846
200609,대전광역시,1,0,543,61281
200610,대전광역시,1,0,381,37930
200611,대전광역시,1,0,378,50157
200612,대전광역시,1,0,324,48204
200701,대전광역시,1,0,375,49761
200702,대전광역시,1,0,352,31205
200703,대전광역시,1,0,586,42965
200704,대전광역시,1,0,455,47166
200705,대전광역시,1,0,350,32740
200706,대전광역시,1,0,330,24452
200707,대전광역시,1,0,276,24704
200708,대전광역시,1,0,268,26188
200709,대전광역시,1,0,429,61155
200710,대전광역시,1,0,470,53892
200711,대전광역시,1,0,352,53032
200712,대전광역시,1,0,320,50734
200801,대전광역시,1,0,349,49925
200802,대전광역시,1,0,413,57813
200803,대전광역시,1,0,430,54662
200804,대전광역시,1,0,410,50110
200805,대전광역시,1,0,402,41664
200806,대전광역시,1,0,330,31192
200807,대전광역시,1,0,270,24993
200808,대전광역시,1,0,333,33827
200809,대전광역시,1,0,495,58366
200810,대전광역시,1,0,561,59919
200811,대전광역시,1,0,409,51562
200812,대전광역시,1,0,435,66943
200901,대전광역시,1,0,443,57626
200902,대전광역시,1,0,433,37305
200903,대전광역시,1,0,584,53751
200904,대전광역시,1,0,568,68289
200905,대전광역시,1,0,473,48959
200906,대전광역시,1,0,438,36575
200907,대전광역시,1,0,395,33291
200908,대전광역시,1,0,497,51606
200909,대전광역시,1,0,673,85369
200910,대전광역시,1,0,657,90134
200911,대전광역시,1,0,401,64416
200912,대전광역시,1,0,583,67934
201001,대전광역시,1,0,457,62412
201002,대전광역시,1,0,521,51929
201003,대전광역시,1,0,765,68921
201004,대전광역시,1,0,610,76062
201005,대전광역시,1,0,488,55584
201006,대전광역시,1,0,454,40817
201007,대전광역시,1,0,409,35379
201008,대전광역시,1,0,451,37262
201009,대전광역시,1,0,807,92237
201010,대전광역시,1,0,823,76921
201011,대전광역시,1,0,589,67711
201012,대전광역시,1,0,549,76741
201101,대전광역시,1,0,444,58816
201102,대전광역시,1,0,551,52462
201103,대전광역시,1,0,744,75437
201104,대전광역시,1,0,596,66190
201105,대전광역시,1,0,607,56107
201106,대전광역시,1,0,480,38317
201107,대전광역시,1,0,453,33886
201108,대전광역시,1,0,630,47664
201109,대전광역시,1,0,867,88504
201110,대전광역시,1,0,781,73844
201111,대전광역시,1,0,556,66535
201112,대전광역시,1,0,675,90865
201201,대전광역시,1,0,590,71338
201202,대전광역시,1,0,670,63866
201203,대전광역시,1,0,980,78385
201204,대전광역시,1,0,647,67852
201205,대전광역시,1,0,645,59361
201206,대전광역시,1,0,480,38165
201207,대전광역시,1,0,454,35327
201208,대전광역시,1,0,562,41350
201209,대전광역시,1,0,1092,97847
201210,대전광역시,1,0,775,78397
201211,대전광역시,1,0,639,69701
201212,대전광역시,1,0,526,64040
201301,대전광역시,1,0,606,70161
201302,대전광역시,1,0,705,71532
201303,대전광역시,1,0,760,78905
201304,대전광역시,1,0,640,75078
201305,대전광역시,1,0,565,59120
201306,대전광역시,1,0,479,38144
201307,대전광역시,1,0,499,38408
201308,대전광역시,1,0,663,47513
201309,대전광역시,1,0,956,97256
201310,대전광역시,1,0,680,74904
201311,대전광역시,1,0,602,73955
201312,대전광역시,1,0,487,60742
201401,대전광역시,1,0,540,73555
201402,대전광역시,1,0,634,95416
201403,대전광역시,1,0,791,72663
201404,대전광역시,1,0,653,72243
201405,대전광역시,1,0,524,55485
201406,대전광역시,1,0,490,39113
201407,대전광역시,1,0,435,44402
201408,대전광역시,1,0,599,53896
201409,대전광역시,1,0,770,92918
201410,대전광역시,1,0,671,79883
201411,대전광역시,1,0,637,85787
201412,대전광역시,1,0,487,73743
201501,대전광역시,1,0,480,63564
201502,대전광역시,1,0,605,70047
201503,대전광역시,1,0,739,89397
201504,대전광역시,1,0,546,74708
201505,대전광역시,1,0,519,56178
201506,대전광역시,1,0,281,33175
201507,대전광역시,1,0,574,37041
201508,대전광역시,1,0,720,50971
201509,대전광역시,1,0,843,96797
201510,대전광역시,1,0,571,74693
201511,대전광역시,1,0,473,71442
201512,대전광역시,1,0,601,85437
201601,대전광역시,1,0,445,75159
201602,대전광역시,1,0,639,75763
201603,대전광역시,1,0,749,78867
201604,대전광역시,1,0,480,69255
201605,대전광역시,1,0,443,55724
201606,대전광역시,1,0,430,42065
201607,대전광역시,1,0,436,43855
201608,대전광역시,1,0,502,51572
201610,대전광역시,1,0,644,80448
201611,대전광역시,1,0,555,82200
201612,대전광역시,1,0,435,99692
201701,대전광역시,1,0,388,57954
201702,대전광역시,1,0,501,59879
201703,대전광역시,1,0,622,84086
201704,대전광역시,1,0,493,80877
201705,대전광역시,1,0,439,58837
201706,대전광역시,1,0,415,45103
201707,대전광역시,1,0,374,40242
201708,대전광역시,1,0,463,56801
201709,대전광역시,1,0,555,91070
201711,대전광역시,1,0,523,86742
201712,대전광역시,1,0,366,96288
201801,대전광역시,1,0,399,86924
201802,대전광역시,1,0,478,56996
201803,대전광역시,1,0,642,74747
201804,대전광역시,1,0,461,81973
201805,대전광역시,1,0,358,57098
201806,대전광역시,1,0,362,42199
201807,대전광역시,1,0,396,39442
201809,대전광역시,1,0,603,86826
201810,대전광역시,1,0,608,83421
201811,대전광역시,1,0,421,80095
201812,대전광역시,1,0,326,88135
201901,대전광역시,1,0,292,59179
201902,대전광역시,1,0,422,52505
201903,대전광역시,1,0,562,74622
201904,대전광역시,1,0,412,81356
201905,대전광역시,1,0,383,62134
201906,대전광역시,1,0,317,41138
201907,대전광역시,1,0,367,43807
201908,대전광역시,1,0,408,46079
201909,대전광역시,1,0,518,83643
201910,대전광역시,1,0,412,81832
201911,대전광역시,1,0,311,73990
201912,대전광역시,1,0,335,82257
202001,대전광역시,1,0,266,78353
202002,대전광역시,1,0,225,45576
202003,대전광역시,1,0,127,27960
202004,대전광역시,1,0,250,28528
202005,대전광역시,1,0,907,41978
202006,대전광역시,1,0,489,34699
202007,대전광역시,1,0,136,25662
202008,대전광역시,1,0,494,33056
202009,대전광역시,1,0,256,52603
202010,대전광역시,1,0,648,49586
202011,대전광역시,1,0,550,44848
202012,대전광역시,1,0,190,32197
202101,대전광역시,1,0,170,24473
202102,대전광역시,1,0,388,27817
202103,대전광역시,1,0,860,44704
202104,대전광역시,1,0,438,50668
202105,대전광역시,1,0,296,33265
202106,대전광역시,1,0,301,31210
202107,대전광역시,1,0,203,26770
202108,대전광역시,1,0,218,27754
202109,대전광역시,1,0,720,58670
202110,대전광역시,1,0,528,54952
202111,대전광역시,1,0,346,64388
202112,대전광역시,1,0,233,36776
202201,대전광역시,1,0,388,42645
202202,대전광역시,1,0,225,50491
202203,대전광역시,1,0,276,69846
202204,대전광역시,1,0,578,60608
202205,대전광역시,1,0,348,39922
202206,대전광역시,1,0,298,33690
202207,대전광역시,1,0,221,42863
202208,대전광역시,1,0,225,52030
202209,대전광역시,1,0,340,65725
202210,대전광역시,1,0,312,64623
202211,대전광역시,1,0,216,63286
202212,대전광역시,1,0,190,66969
200601,울산광역시,1,0,246,25089
200602,울산광역시,1,0,314,26305
200603,울산광역시,1,0,362,32293
200604,울산광역시,1,0,390,31130
200605,울산광역시,1,0,318,23825
200606,울산광역시,1,0,247,18361
200607,울산광역시,1,0,176,15064
200608,울산광역시,1,0,181,15320
200609,울산광역시,1,0,388,38091
200610,울산광역시,1,0,301,24866
200611,울산광역시,1,0,317,36078
200612,울산광역시,1,0,279,35987
200701,울산광역시,1,0,255,33070
200702,울산광역시,1,0,279,26203
200703,울산광역시,1,0,405,33984
200704,울산광역시,1,0,343,33442
200705,울산광역시,1,0,283,24406
200706,울산광역시,1,0,261,18896
200707,울산광역시,1,0,207,19554
200708,울산광역시,1,0,209,17665
200709,울산광역시,1,0,369,40206
200710,울산광역시,1,0,377,38554
200711,울산광역시,1,0,383,41426
200712,울산광역시,1,0,347,39857
200801,울산광역시,1,0,333,38371
200802,울산광역시,1,0,346,43198
200803,울산광역시,1,0,435,42008
200804,울산광역시,1,0,376,36413
200805,울산광역시,1,0,385,30175
200806,울산광역시,1,0,300,24967
200807,울산광역시,1,0,211,19077
200808,울산광역시,1,0,254,22498
200809,울산광역시,1,0,375,38968
200810,울산광역시,1,0,423,39728
200811,울산광역시,1,0,397,38616
200812,울산광역시,1,0,434,50627
200901,울산광역시,1,0,352,42332
200902,울산광역시,1,0,342,25087
200903,울산광역시,1,0,442,41490
200904,울산광역시,1,0,391,48386
200905,울산광역시,1,0,322,33262
200906,울산광역시,1,0,324,26220
200907,울산광역시,1,0,251,22893
200908,울산광역시,1,0,335,31586
200909,울산광역시,1,0,470,54465
200910,울산광역시,1,0,380,57078
200911,울산광역시,1,0,278,47900
200912,울산광역시,1,0,366,46949
201001,울산광역시,1,0,323,44890
201002,울산광역시,1,0,360,39891
201003,울산광역시,1,0,561,48858
201004,울산광역시,1,0,468,52213
201005,울산광역시,1,0,385,40027
201006,울산광역시,1,0,378,29580
201007,울산광역시,1,0,273,24395
201008,울산광역시,1,0,271,22210
201009,울산광역시,1,0,489,59482
201010,울산광역시,1,0,541,58423
201011,울산광역시,1,0,476,46738
201012,울산광역시,1,0,396,55001
201101,울산광역시,1,0,296,41413
201102,울산광역시,1,0,307,34385
201103,울산광역시,1,0,512,53645
201104,울산광역시,1,0,413,49019
201105,울산광역시,1,0,427,36108
201106,울산광역시,1,0,335,28830
201107,울산광역시,1,0,286,25672
201108,울산광역시,1,0,390,30167
201109,울산광역시,1,0,512,55951
201110,울산광역시,1,0,505,49822
201111,울산광역시,1,0,392,49982
201112,울산광역시,1,0,433,60148
201201,울산광역시,1,0,451,51086
201202,울산광역시,1,0,464,53313
201203,울산광역시,1,0,581,57840
201204,울산광역시,1,0,495,53378
201205,울산광역시,1,0,466,45065
201206,울산광역시,1,0,356,28738
201207,울산광역시,1,0,286,26802
201208,울산광역시,1,0,407,28101
201209,울산광역시,1,0,619,61810
201210,울산광역시,1,0,556,61832
201211,울산광역시,1,0,518,49637
201212,울산광역시,1,0,419,46100
201301,울산광역시,1,0,457,50167
201302,울산광역시,1,0,532,58144
201303,울산광역시,1,0,554,62359
201304,울산광역시,1,0,515,54467
201305,울산광역시,1,0,397,38914
201306,울산광역시,1,0,343,27940
201307,울산광역시,1,0,387,28828
201308,울산광역시,1,0,515,33752
201309,울산광역시,1,0,670,61679
201310,울산광역시,1,0,641,60447
201311,울산광역시,1,0,563,56888
201312,울산광역시,1,0,483,51915
201401,울산광역시,1,0,481,62851
201402,울산광역시,1,0,526,60810
201403,울산광역시,1,0,675,58879
201404,울산광역시,1,0,571,60521
201405,울산광역시,1,0,465,43262
201406,울산광역시,1,0,466,32923
201407,울산광역시,1,0,531,36816
201409,울산광역시,1,0,744,59655
201410,울산광역시,1,0,745,57686
201411,울산광역시,1,0,679,67668
201412,울산광역시,1,0,626,62284
201501,울산광역시,1,0,482,50576
201502,울산광역시,1,0,639,57617
201503,울산광역시,1,0,719,68067
201504,울산광역시,1,0,630,56680
201505,울산광역시,1,0,586,44998
201506,울산광역시,1,0,408,33280
201507,울산광역시,1,0,459,30773
201508,울산광역시,1,0,580,33989
201509,울산광역시,1,0,785,67148
201510,울산광역시,1,0,698,62164
201511,울산광역시,1,0,511,55025
201512,울산광역시,1,0,600,66314
201601,울산광역시,1,0,426,58227
201602,울산광역시,1,0,590,60177
201603,울산광역시,1,0,779,63561
201604,울산광역시,1,0,535,52784
201605,울산광역시,1,0,408,40852
201606,울산광역시,1,0,382,31773
201607,울산광역시,1,0,391,32285
201608,울산광역시,1,0,475,36151
201609,울산광역시,1,0,617,57110
201610,울산광역시,1,0,594,58892
201611,울산광역시,1,0,650,60479
201612,울산광역시,1,0,451,71025
201701,울산광역시,1,0,412,49979
201702,울산광역시,1,0,504,45177
201703,울산광역시,1,0,634,63835
201704,울산광역시,1,0,521,59291
201705,울산광역시,1,0,441,46014
201706,울산광역시,1,0,439,36098
201707,울산광역시,1,0,364,32729
201708,울산광역시,1,0,438,37811
201709,울산광역시,1,0,567,60454
201710,울산광역시,1,0,534,52585
201711,울산광역시,1,0,527,69546
201712,울산광역시,1,0,434,80805
201801,울산광역시,1,0,399,69655
201802,울산광역시,1,0,502,46792
201803,울산광역시,1,0,727,60941
201804,울산광역시,1,0,563,65522
201805,울산광역시,1,0,407,43863
201806,울산광역시,1,0,403,33860
201807,울산광역시,1,0,323,30755
201808,울산광역시,1,0,370,31465
201809,울산광역시,1,0,662,61582
201810,울산광역시,1,0,538,64802
201811,울산광역시,1,0,441,60712
201812,울산광역시,1,0,343,70234
201901,울산광역시,1,0,343,48167
201902,울산광역시,1,0,448,43647
201903,울산광역시,1,0,459,59896
201904,울산광역시,1,0,439,61700
201905,울산광역시,1,0,374,48035
201906,울산광역시,1,0,266,32896
201907,울산광역시,1,0,309,34341
201909,울산광역시,1,0,524,56602
201910,울산광역시,1,0,514,62472
201911,울산광역시,1,0,399,62239
201912,울산광역시,1,0,304,66903
202001,울산광역시,1,0,266,59817
202002,울산광역시,1,0,212,35896
202003,울산광역시,1,0,96,21030
202004,울산광역시,1,0,190,20549
202005,울산광역시,1,0,638,28966
202006,울산광역시,1,0,564,29281
202007,울산광역시,1,0,227,25578
202008,울산광역시,1,0,239,21493
202009,울산광역시,1,0,201,30890
202010,울산광역시,1,0,612,36393
202011,울산광역시,1,0,526,39219
202012,울산광역시,1,0,140,23466
202101,울산광역시,1,0,132,16137
202102,울산광역시,1,0,326,21035
202103,울산광역시,1,0,784,40597
202104,울산광역시,1,0,401,38380
202105,울산광역시,1,0,211,20595
202106,울산광역시,1,0,343,21421
202107,울산광역시,1,0,259,22873
202108,울산광역시,1,0,179,20061
202109,울산광역시,1,0,417,34202
202110,울산광역시,1,0,594,44099
202111,울산광역시,1,0,343,49633
202112,울산광역시,1,0,313,32392
202201,울산광역시,1,0,316,35436
202202,울산광역시,1,0,217,43457
202203,울산광역시,1,0,321,60089
202204,울산광역시,1,0,592,45929
202205,울산광역시,1,0,362,27996
202206,울산광역시,1,0,283,24292
202207,울산광역시,1,0,231,33342
202208,울산광역시,1,0,200,36974
202209,울산광역시,1,0,344,40466
202210,울산광역시,1,0,326,47930
202211,울산광역시,1,0,256,53415
202212,울산광역시,1,0,189,54173
200601,세종특별자치시,1,0,128,2405
200602,세종특별자치시,1,0,133,1889
200603,세종특별자치시,1,0,171,2790
200604,세종특별자치시,1,0,178,2814
200605,세종특별자치시,1,0,164,2205
200606,세종특별자치시,1,0,141,1627
200607,세종특별자치시,1,0,86,1336
200608,세종특별자치시,1,0,104,1509
200609,세종특별자치시,1,0,211,3245
200610,세종특별자치시,1,0,159,2235
200611,세종특별자치시,1,0,148,2845
200612,세종특별자치시,1,0,128,2958
200701,세종특별자치시,1,0,136,3315
200702,세종특별자치시,1,0,165,2080
200703,세종특별자치시,1,0,271,2846
200704,세종특별자치시,1,0,230,3145
200705,세종특별자치시,1,0,181,2348
200706,세종특별자치시,1,0,188,1693
200707,세종특별자치시,1,0,130,1670
200708,세종특별자치시,1,0,189,1665
200709,세종특별자치시,1,0,262,3751
200710,세종특별자치시,1,0,253,3549
200711,세종특별자치시,1,0,220,3417
200712,세종특별자치시,1,0,192,3520
200801,세종특별자치시,1,0,225,3331
200802,세종특별자치시,1,0,208,4098
200803,세종특별자치시,1,0,214,3293
200804,세종특별자치시,1,0,197,2940
200805,세종특별자치시,1,0,216,2548
200806,세종특별자치시,1,0,196,2068
200807,세종특별자치시,1,0,146,1536
200808,세종특별자치시,1,0,166,2100
200809,세종특별자치시,1,0,322,3638
200810,세종특별자치시,1,0,256,3609
200811,세종특별자치시,1,0,238,3411
200812,세종특별자치시,1,0,190,4449
200901,세종특별자치시,1,0,145,3339
200902,세종특별자치시,1,0,156,2270
200903,세종특별자치시,1,0,254,3207
200904,세종특별자치시,1,0,190,3321
200905,세종특별자치시,1,0,175,2730
200906,세종특별자치시,1,0,182,2121
200907,세종특별자치시,1,0,141,1724
200908,세종특별자치시,1,0,192,2979
200909,세종특별자치시,1,0,255,4834
200910,세종특별자치시,1,0,246,5037
200911,세종특별자치시,1,0,137,3999
200912,세종특별자치시,1,0,221,3801
201001,세종특별자치시,1,0,179,3880
201002,세종특별자치시,1,0,214,3259
201003,세종특별자치시,1,0,316,4302
201004,세종특별자치시,1,0,235,4203
201005,세종특별자치시,1,0,166,3108
201006,세종특별자치시,1,0,168,2224
201007,세종특별자치시,1,0,128,1951
201008,세종특별자치시,1,0,165,2018
201009,세종특별자치시,1,0,300,4904
201010,세종특별자치시,1,0,280,4644
201011,세종특별자치시,1,0,211,3878
201012,세종특별자치시,1,0,181,4320
201101,세종특별자치시,1,0,166,3580
201102,세종특별자치시,1,0,200,3007
201103,세종특별자치시,1,0,284,4312
201104,세종특별자치시,1,0,217,3842
201105,세종특별자치시,1,0,225,3071
201106,세종특별자치시,1,0,179,2312
201108,세종특별자치시,1,0,350,3521
201109,세종특별자치시,1,0,430,6298
201110,세종특별자치시,1,0,333,5288
201111,세종특별자치시,1,0,249,4528
201112,세종특별자치시,1,0,299,5988
201201,세종특별자치시,1,0,296,5386
201202,세종특별자치시,1,0,341,4525
201203,세종특별자치시,1,0,402,5650
201204,세종특별자치시,1,0,284,4852
201205,세종특별자치시,1,0,312,3959
201206,세종특별자치시,1,0,238,2805
201207,세종특별자치시,1,0,255,2643
201208,세종특별자치시,1,0,268,3154
201209,세종특별자치시,1,0,440,6541
201210,세종특별자치시,1,0,391,5914
201211,세종특별자치시,1,0,367,5346
201212,세종특별자치시,1,0,250,4813
201301,세종특별자치시,1,0,354,5452
201302,세종특별자치시,1,0,376,5902
201303,세종특별자치시,1,0,450,6073
201304,세종특별자치시,1,0,394,5736
201305,세종특별자치시,1,0,334,4605
201306,세종특별자치시,1,0,265,3092
201307,세종특별자치시,1,0,329,4089
201308,세종특별자치시,1,0,535,5115
201309,세종특별자치시,1,0,685,9337
201310,세종특별자치시,1,0,545,7501
201311,세종특별자치시,1,0,449,7263
201312,세종특별자치시,1,0,410,6135
201401,세종특별자치시,1,0,464,7619
201402,세종특별자치시,1,0,565,10378
201403,세종특별자치시,1,0,679,7625
201404,세종특별자치시,1,0,528,7117
201405,세종특별자치시,1,0,417,5712
201406,세종특별자치시,1,0,359,4090
201407,세종특별자치시,1,0,622,6695
201408,세종특별자치시,1,0,780,8178
201409,세종특별자치시,1,0,1044,13464
201410,세종특별자치시,1,0,896,11381
201411,세종특별자치시,1,0,905,12185
201412,세종특별자치시,1,0,692,10610
201501,세종특별자치시,1,0,593,8897
201502,세종특별자치시,1,0,722,9501
201503,세종특별자치시,1,0,999,12594
201504,세종특별자치시,1,0,860,10809
201505,세종특별자치시,1,0,705,8308
201506,세종특별자치시,1,0,399,5307
201507,세종특별자치시,1,0,855,7204
201508,세종특별자치시,1,0,1103,9743
201509,세종특별자치시,1,0,1388,17872
201510,세종특별자치시,1,0,966,13296
201511,세종특별자치시,1,0,847,12633
201512,세종특별자치시,1,0,1012,15012
201601,세종특별자치시,1,0,708,12568
201602,세종특별자치시,1,0,1008,14581
201603,세종특별자치시,1,0,1389,15625
201604,세종특별자치시,1,0,844,12599
201605,세종특별자치시,1,0,802,10641
201606,세종특별자치시,1,0,742,8379
