,index,지역명,측정소명,주소,운영기관,설치년도,위도,경도,구
169,396,경남,명서동,경상남도 창원시 의창구 우곡로101번길 28 명서2동 민원센터 (명서동),경상남도보건환경연구원,1993.0,35.2433939156134,128.641746040928,창원시의창구
170,397,경남,무전동,경상남도 통영시 안개4길 53 무전동주민센터 (무전동),경상남도보건환경연구원,2017.0,34.8572475933225,128.432386294284,통영시
171,398,경남,물금읍,경상남도 양산시 물금읍 황산로 384 물금읍행정복지센터 옥상,경상남도보건환경연구원,2020.0,35.3103552294812,128.987284181409,양산시
172,401,경남,사천읍,경남 사천시 사천읍 읍내로 52 (사천읍사무소),경상남도보건환경연구원,2013.0,35.0828016356509,128.091192004982,사천시
173,402,경남,사파동,경남 창원시 성산구 창이대로 706번길 16-23 (사파민원센터),경상남도보건환경연구원,2009.0,35.221822828957,128.698230464809,창원시성산구
174,403,경남,산청읍,경상남도 산청군 산청읍 산엔청로 1 산청군청 주차장 지상,경상남도보건환경연구원,2019.0,35.4151686190511,127.873112676479,산청군
175,412,경남,월영동,경남 창원시 마산합포구 월영동16길 22 마산합포구도서관 옥상 (해운동),경상남도보건환경연구원,2019.0,35.1832953074462,128.562664468835,창원시마산합포구
176,413,경남,의령읍,경남 의령군 의령읍 의병로8길 44 서동생활공원 지상,경상남도보건환경연구원,2019.0,35.3154535101567,128.255893112204,의령군
177,417,경남,창녕읍,경남 창녕군 창녕읍 우포2로 1189-35 정신건강복지센터 옥상,경상남도보건환경연구원,2019.0,35.5436574022562,128.490113063655,창녕군
178,419,경남,함양읍,경상남도 함양군 함양읍 고운로 35 함양군청 민원봉사과 옥상,경상남도보건환경연구원,2018.0,35.5212241308884,127.724155350769,함양군
179,420,경남,합천읍,경상남도 합천군 합천읍 대야로 888-20 보훈회관 옥상,경상남도보건환경연구원,2019.0,35.5672426150434,128.165167306688,합천군
180,423,전남,강진읍,전라남도 강진군 강진읍 동성로 72 강진읍 측정소,전라남도보건환경연구원,2019.0,,,강진군
181,424,전남,고흥읍,전라남도 고흥군 고흥읍 터미널길 11 고흥읍사무소,전라남도보건환경연구원,2018.0,34.6062669347434,127.280676955438,고흥군
182,425,전남,곡성읍,전남 곡성군 곡성읍 학정3길 6 곡성읍 측정소,전라남도보건환경연구원,2019.0,35.2833144353276,127.289812091771,곡성군
183,426,전남,광양읍,전남 광양시 광양읍 인덕로 1100(칠성리) 광양읍 2청사 옥상,전라남도보건환경연구원,2004.0,34.9809767437071,127.583622984452,광양시
184,427,전남,구례읍,전남 구례군 구례읍 동편제길 30 구례읍 측정소,전라남도보건환경연구원,2019.0,35.2159694811538,127.461797638702,구례군
185,428,전남,담양읍,전라남도 담양군 담양읍 면앙정로 730 담양군 농업기술센터 생명농업연구동 뒤편,전라남도보건환경연구원,2017.0,35.3118544338309,126.974180472308,담양군
186,429,전남,대불,전라남도 영암군 삼호읍 대불주거9로 27 대불종합체육관,전라남도보건환경연구원,1997.0,34.7568467379815,126.451043903413,영암군
187,430,전남,덕충동,전남 여수시 덕충안길 95 만덕동주민자치센터,전라남도보건환경연구원,2012.0,34.7536604882309,127.746597403496,여수시
188,431,전남,무안읍,전라남도 무안군 무안읍 성내1길 2 무안읍사무소,전라남도보건환경연구원,2018.0,34.9905278525904,126.476351839371,무안군
189,433,전남,벌교읍,전남 보성군 벌교읍 체육공원길 35 벌교읍 측정소,전라남도보건환경연구원,2019.0,34.8418505611409,127.347664967606,보성군
190,436,전남,부흥동,전남 목포시 삼향천로 28(옥암동) 부흥동주민센터,전라남도보건환경연구원,2013.0,34.8042958222073,126.434533489623,목포시
191,437,전남,빛가람동,전남 나주시 빛가람로 719 빛가람동 주민센터 옥상,전라남도보건환경연구원,2017.0,35.0217597252937,126.790363604384,나주시
192,440,전남,순천만,전남 순천시 순천만길 513-25(대대동) 순천만 자연생태관 옥상,전라남도보건환경연구원,2009.0,34.8857970100738,127.5092833426,순천시
193,442,전남,신안군,전라남도 신안군 안좌면 중부로 860 신안군 측정소,전라남도보건환경연구원,2018.0,34.7556521098046,126.125891754895,신안군
194,443,전남,신지면,전라남도 완도군 신지면 신지로 567 신지면 문화센터,전라남도보건환경연구원,2018.0,34.3344912436672,126.828330551582,완도군
195,446,전남,영광읍,전라남도 영광군 영광읍 물무로2길 61 영광읍사무소,전라남도보건환경연구원,2018.0,35.2779737620746,126.511840376809,영광군
196,451,전남,장성읍,전남 장성군 장성읍 영천로 211 장성읍사무소 옥상,전라남도보건환경연구원,2017.0,35.3031968394634,126.785249691359,장성군
197,453,전남,장흥읍,전라남도 장흥군 장흥읍 흥성로 23 정남진도서관,전라남도보건환경연구원,2018.0,34.6744264374425,126.906633390101,장흥군
198,455,전남,진도읍,전라남도 진도군 진도읍 진도대로 7195 진도여성플라자,전라남도보건환경연구원,2018.0,34.4792888506586,126.268759698042,진도군
199,458,전남,함평읍,전라남도 함평군 함평읍 중앙길 39 함평군노인복지회관,전라남도보건환경연구원,2018.0,35.0620580021559,126.522697085081,함평군
200,459,전남,해남읍,전라남도 해남군 해남읍 남부순환로 114 해남읍사무소,전라남도보건환경연구원,2018.0,34.5651780955032,126.599188349061,해남군
201,461,전남,화순읍,전라남도 화순군 화순읍 동헌길 9-24 화순군 CCTV 관제센터,전라남도보건환경연구원,2018.0,35.0652920492683,126.985897039077,화순군
202,468,광주,오선동,광주 광산구 하남산단 6번로 107 삼성전자 환경안전센터,광주광역시보건환경연구원,,35.2031404695074,126.808505286719,광산구
203,474,전북,계화면,전라북도 부안군 계화면 간재로 405 계화면사무소 옥상,전라북도보건환경연구원,2020.0,35.7619136327644,126.697733229017,부안군
204,475,전북,고산면,전북 완주군 고산면 고산로 69-13 고산면주민자치센터 옥상,전라북도보건환경연구원,2017.0,35.976447179103,127.205265183943,완주군
205,476,전북,고창읍,전라북도 고창군 고창읍 월곡공원1길 36 고창군여성회관,전라북도보건환경연구원,2010.0,35.438123662104,126.712762944223,고창군
206,477,전북,관촌면,전라북도 임실군 관촌면 사선1길 13 관촌면 행정복지센터 옥상,전라북도보건환경연구원,2020.0,35.6738251737149,127.270838070791,임실군
207,478,전북,광활면,전라북도 김제시 광활면 지평선로 638 광활면 화합관 옥상,전라북도보건환경연구원,,35.8357962249646,126.740497678016,김제시
208,480,전북,노송동,전북 전주시 완산구 물왕멀3길 29 전주도시혁신센터 옥상 (서노송동),전라북도보건환경연구원,2002.0,35.8286338040024,127.148060530535,전주시완산구
209,481,전북,모현동,전북 익산시 배산로 189-10 익산시 청소년문화의 집 옥상,전라북도보건환경연구원,2021.0,35.9545635848206,126.941372194881,익산시
210,482,전북,무주읍,전라북도 무주군 무주읍 향학로 49 무주읍사무소 옥상,전라북도보건환경연구원,2018.0,36.0086581297623,127.661841052458,무주군
211,485,전북,비응도동,전북 군산시 새만금북로 43 비응 119 안전센터 옥상 (비응도동),전라북도보건환경연구원,2019.0,35.9437718534851,126.540828767198,군산시
212,492,전북,순창읍,전라북도 순창군 순창읍 경천로 33 순창군청 3층 옥상,전라북도보건환경연구원,2018.0,35.3744547820875,127.137369519216,순창군
213,493,전북,신태인,전라북도 정읍시 신태인읍 신태인중앙로 40 신태인여성문화관 옥상,전라북도보건환경연구원,2018.0,35.6890004964087,126.889492493387,정읍시
214,497,전북,여의동,전라북도 전주시 덕진구 여암2길 9 전주시립쪽구름도서관 옥상 (반월동) (반월동),전라북도보건환경연구원,2022.0,35.871394372961,127.075714655583,전주시덕진구
215,503,전북,운봉읍,전라북도 남원시 운봉읍 황산로 1083 운봉읍 행정복지센터 옥상,전라북도보건환경연구원,2021.0,35.4393043683115,127.529236435643,남원시
216,505,전북,장수읍,전라북도 장수군 장수읍 호비로 10 장수군청 옥상,전라북도보건환경연구원,2018.0,35.6469812345292,127.521581606256,장수군
217,507,전북,진안읍,전북 진안군 진안읍 진무로 1189 진안군 보건소 옥상,전라북도보건환경연구원,2017.0,35.7973085385,127.434774836735,진안군
218,514,제주,강정동,제주특별자치도 서귀포시 일주서로 166 제주 유나이티드 연습구장 옆(지상) (강정동),제주특별자치도보건환경연구원,,33.2533332108606,126.490948948242,제주시
219,515,제주,남원읍,제주특별자치도 서귀포시 남원읍 남한로 67 서귀포시 동부노인복지회관,제주특별자치도보건환경연구원,2019.0,33.2842654678857,126.714872394043,서귀포시
